domain,seed_tag,split_regime,layer,n_genes_pool,n_points,pca_dim,knn_k,knn_bucket,used_component_bridging,h1_observed_geodesic,distortion_observed,null_family,n_null_draws,rewire_attempts_total,mean_edge_hist_l1_ratio,h1_null_mean,h1_null_std,h1_delta_observed_minus_null,h1_z_observed_minus_null,h1_p_perm_upper,distortion_null_mean,distortion_null_std,distortion_delta_observed_minus_null,distortion_z_observed_minus_null,distortion_p_lower
immune,seed43,source_disjoint,11,2470,150,14,40,k_gt_30,True,8.745936632156372,1.165279960542802,quantile_constrained_geodesic_rewire,5,5,0.3130522595304216,13.248728823661803,1.2406207671617577,-4.502792191505431,-3.629467043484425,1.0,1.0605751888563895,0.0009889929516647598,0.10470477168641246,105.86998182361417,1.0
immune,seed44,source_disjoint,11,2470,150,14,40,k_gt_30,True,9.67790961265564,1.1988489247899554,quantile_constrained_geodesic_rewire,5,5,0.312113532691333,16.526730489730834,1.8251748718226228,-6.848820877075195,-3.7524190032725637,1.0,1.0589403086172045,0.001180002332503805,0.13990861617275097,118.56628902554378,1.0
immune,seed42_main,target_disjoint,0,2471,150,14,30,k_21_30,False,2.6245288848876953,1.0,degree_preserving_geodesic_rewire,5,5,0.14541411895497497,43.278053760528564,7.529102371278091,-40.65352487564087,-5.399518145127874,1.0,1.0487972897918056,0.002630095145153819,-0.04879728979180564,-18.553424323182593,0.16666666666666666
immune,seed43,target_disjoint,0,2471,150,14,35,k_gt_30,False,4.097714900970459,1.6614011591694207,degree_preserving_geodesic_rewire,5,5,0.17092643735877477,27.85513505935669,4.2630343215560265,-23.757420158386232,-5.572889721455908,1.0,1.303379181715595,0.0005428424954559012,0.3580219774538256,659.5307495637296,1.0
immune,seed44,target_disjoint,0,2471,150,14,15,k_le_20,False,0.7535209655761719,1.7470427664959556,degree_preserving_geodesic_rewire,5,5,0.13620000000000002,26.972275257110596,15.462886158476417,-26.218754291534424,-1.6955925317646008,1.0,1.0303193901718666,0.00678031601930988,0.716723376324089,105.70646981297625,1.0
immune,seed42_main,target_disjoint,0,2471,150,14,30,k_21_30,False,2.6245288848876953,1.0,quantile_constrained_geodesic_rewire,5,5,0.14652584769316288,44.485291194915774,12.348735820272019,-41.86076231002808,-3.3898824070653806,1.0,1.048640167801663,0.003362272423442924,-0.048640167801663026,-14.466452211330314,0.16666666666666666
immune,seed43,target_disjoint,0,2471,150,14,35,k_gt_30,False,4.097714900970459,1.6614011591694207,quantile_constrained_geodesic_rewire,5,5,0.17454180266131059,26.56304588317871,6.879036718399015,-22.46533098220825,-3.2657669814227894,1.0,1.3038943459279833,0.002115788997910172,0.3575068132414374,168.97084001463162,1.0
immune,seed44,target_disjoint,0,2471,150,14,15,k_le_20,False,0.7535209655761719,1.7470427664959556,quantile_constrained_geodesic_rewire,5,5,0.1348,34.24572124481201,23.11345843917291,-33.49220027923584,-1.4490345685794863,1.0,1.0310872382060796,0.006512495003970667,0.715955528289876,109.93565721243561,1.0
immune,seed42_main,target_disjoint,1,2471,150,14,31,k_gt_30,False,2.451477024337663,1.3487011259773085,degree_preserving_geodesic_rewire,5,5,0.13879989139288623,33.330484008789064,6.555856860111841,-30.8790069844514,-4.710140510788162,1.0,1.3789052675601625,0.00046892954956522014,-0.030204141582854005,-64.41069282190823,0.16666666666666666
immune,seed43,target_disjoint,1,2471,150,14,30,k_21_30,False,1.641003131866455,1.6350704816187436,degree_preserving_geodesic_rewire,5,5,0.15623423928271224,18.594217395782472,6.586014092680352,-16.953214263916017,-2.5741235932342708,1.0,1.0364782897822353,0.002106625950948592,0.5985921918365082,284.1472200699647,1.0
immune,seed44,target_disjoint,1,2471,150,14,28,k_21_30,False,1.1344327926635742,1.5017942758124947,degree_preserving_geodesic_rewire,5,5,0.15336481700118065,38.15998077392578,9.600706728093035,-37.02554798126221,-3.8565440051474162,1.0,1.0513885120182063,0.007801949014242654,0.4504057637942884,57.729896112133694,1.0
immune,seed42_main,target_disjoint,1,2471,150,14,31,k_gt_30,False,2.451477024337663,1.3487011259773085,quantile_constrained_geodesic_rewire,5,5,0.14151506923703502,27.580012035369872,7.394258701661875,-25.12853501103221,-3.3983846145369694,1.0,1.379198834525353,0.0008413130689165127,-0.030497708548044455,-36.25008742254954,0.16666666666666666
immune,seed43,target_disjoint,1,2471,150,14,30,k_21_30,False,1.641003131866455,1.6350704816187436,quantile_constrained_geodesic_rewire,5,5,0.158363687307369,18.003029441833498,9.063051006152694,-16.362026309967042,-1.8053552051129238,1.0,1.038403352377765,0.0028784574674243814,0.5966671292409786,207.28703783413314,1.0
immune,seed44,target_disjoint,1,2471,150,14,28,k_21_30,False,1.1344327926635742,1.5017942758124947,quantile_constrained_geodesic_rewire,5,5,0.15230224321133412,54.69038314819336,20.158283259594164,-53.55595035552979,-2.6567713958173256,1.0,1.0538895987544206,0.00423670025763121,0.44790467705807413,105.72014636417931,1.0
immune,seed42_main,target_disjoint,2,2471,150,14,36,k_gt_30,False,5.476741313934326,1.268086884518973,degree_preserving_geodesic_rewire,5,5,0.16037046063855714,24.574445295333863,7.33456185030677,-19.097703981399537,-2.6037961596843,1.0,1.3148567183259936,0.001696223693071461,-0.0467698338070206,-27.572899980798837,0.16666666666666666
immune,seed43,target_disjoint,2,2471,150,14,38,k_gt_30,False,4.872285482786289,1.3992100912730758,degree_preserving_geodesic_rewire,5,5,0.15428435793971043,20.50021562576294,5.581335883068731,-15.627930142976652,-2.8000339824708895,1.0,1.2637978710082398,0.0013092875107183783,0.13541222026483601,103.424279031165,1.0
immune,seed44,target_disjoint,2,2471,150,14,26,k_21_30,False,1.3995637893676758,1.0,degree_preserving_geodesic_rewire,5,5,0.1333746898263027,57.978632068634035,13.457604937063293,-56.57906827926636,-4.204245000478425,1.0,1.0487583818077997,0.003682259960164644,-0.04875838180779968,-13.24142485697688,0.16666666666666666
immune,seed42_main,target_disjoint,2,2471,150,14,36,k_gt_30,False,5.476741313934326,1.268086884518973,quantile_constrained_geodesic_rewire,5,5,0.16115037777236169,23.98017635345459,3.9647801182973774,-18.503435039520262,-4.666951125350015,1.0,1.3151082641915586,0.0011189278463881638,-0.04702137967258557,-42.02356550585662,0.16666666666666666
immune,seed43,target_disjoint,2,2471,150,14,38,k_gt_30,False,4.872285482786289,1.3992100912730758,quantile_constrained_geodesic_rewire,5,5,0.15627818656539283,21.342040920257567,2.5588778110906962,-16.469755437471278,-6.436319608404783,1.0,1.2649447845126978,0.0022019785285787444,0.13426530676037807,60.97482061835465,1.0
immune,seed44,target_disjoint,2,2471,150,14,26,k_21_30,False,1.3995637893676758,1.0,quantile_constrained_geodesic_rewire,5,5,0.13821339950372208,73.69554634094239,31.93596383172725,-72.29598255157471,-2.2637795724670577,1.0,1.0560788918276631,0.009689782172375193,-0.056078891827663124,-5.787424840169759,0.16666666666666666
immune,seed42_main,target_disjoint,3,2471,150,14,28,k_21_30,False,0.8601527214050293,0.9999999999999998,degree_preserving_geodesic_rewire,5,5,0.12564402810304448,38.43218050003052,17.030608710425874,-37.57202777862549,-2.206147085830134,1.0,1.039936728327147,0.0050814339397655325,-0.03993672832714723,-7.859340678479687,0.16666666666666666
immune,seed43,target_disjoint,3,2471,150,14,29,k_21_30,False,2.8337044715881348,1.0000000001344886,degree_preserving_geodesic_rewire,5,5,0.12511415525114156,28.34070634841919,5.078985702381724,-25.507001876831055,-5.022066090843259,1.0,1.0354361536762275,0.002040630240708356,-0.0354361535417389,-17.365290129263187,0.16666666666666666
immune,seed44,target_disjoint,3,2471,150,14,28,k_21_30,False,2.3035717010498047,1.0,degree_preserving_geodesic_rewire,5,5,0.11781946072684643,22.24244384765625,5.8946061337252145,-19.938872146606446,-3.3825622426486217,1.0,1.0321823302829367,0.0034466666849621618,-0.03218233028293671,-9.3372303989005,0.16666666666666666
immune,seed42_main,target_disjoint,3,2471,150,14,28,k_21_30,False,0.8601527214050293,0.9999999999999998,quantile_constrained_geodesic_rewire,5,5,0.1256440281030445,27.066179847717287,11.56564526350952,-26.206027126312257,-2.2658508476590056,1.0,1.035388159702289,0.002187393298797889,-0.035388159702289146,-16.178226176111536,0.16666666666666666
immune,seed43,target_disjoint,3,2471,150,14,29,k_21_30,False,2.8337044715881348,1.0000000001344886,quantile_constrained_geodesic_rewire,5,5,0.12226027397260272,23.386944389343263,10.129437701424232,-20.55323991775513,-2.029060301425835,1.0,1.032712749894603,0.00336850190640602,-0.03271274976011429,-9.711361595652216,0.16666666666666666
immune,seed44,target_disjoint,3,2471,150,14,28,k_21_30,False,2.3035717010498047,1.0,quantile_constrained_geodesic_rewire,5,5,0.1205158264947245,22.58313341140747,6.091380715622178,-20.279561710357665,-3.329222495487556,1.0,1.0326315356111389,0.0021008289594625982,-0.03263153561113885,-15.532687671441122,0.16666666666666666
immune,seed42_main,target_disjoint,4,2471,150,14,36,k_gt_30,False,1.2377394836572861,1.5959076474789193,degree_preserving_geodesic_rewire,5,5,0.15860201821314301,30.977267742156982,4.633691636205793,-29.739528258499696,-6.418106897685841,1.0,1.3004403048436273,0.0008510518274918429,0.29546734263529206,347.1786158164477,1.0
immune,seed43,target_disjoint,4,2471,150,14,37,k_gt_30,False,6.022525310516357,1.6508145661495985,degree_preserving_geodesic_rewire,5,5,0.17618932624969813,26.525413608551027,6.940173276904859,-20.50288829803467,-2.9542329099057025,1.0,1.0365574141167309,0.0013638939281857962,0.6142571520328677,450.36984839435576,1.0
immune,seed44,target_disjoint,4,2471,150,14,18,k_le_20,False,1.1764240264892578,1.0,degree_preserving_geodesic_rewire,5,5,0.09212631578947368,61.755893325805665,34.32240680594271,-60.57946929931641,-1.7650122743450043,1.0,1.0521242451237454,0.011019620794786638,-0.05212424512374536,-4.7301301346299605,0.16666666666666666
immune,seed42_main,target_disjoint,4,2471,150,14,36,k_gt_30,False,1.2377394836572861,1.5959076474789193,quantile_constrained_geodesic_rewire,5,5,0.16194929854787105,22.17440233230591,3.4186785600786895,-20.936662848648623,-6.124197544340792,1.0,1.3007863889365414,0.0007560824950389884,0.2951212585423779,390.32892594376716,1.0
immune,seed43,target_disjoint,4,2471,150,14,37,k_gt_30,False,6.022525310516357,1.6508145661495985,quantile_constrained_geodesic_rewire,5,5,0.17445061579328666,33.356147575378415,10.119565887220698,-27.333622264862058,-2.7010666827792225,1.0,1.036695247811404,0.001756402089791099,0.6141193183381946,349.64600205254476,1.0
immune,seed44,target_disjoint,4,2471,150,14,18,k_le_20,False,1.1764240264892578,1.0,quantile_constrained_geodesic_rewire,5,5,0.09717894736842106,75.79641132354736,13.805579966200067,-74.6199872970581,-5.4050599449167445,1.0,1.0603183880991325,0.014351986456660528,-0.06031838809913248,-4.202789911939317,0.16666666666666666
immune,seed42_main,target_disjoint,5,2471,150,14,36,k_gt_30,False,3.0657611081213503,1.2555318200515537,degree_preserving_geodesic_rewire,5,5,0.14539249146757677,28.16856155395508,9.546245493105324,-25.10280044583373,-2.6295992975808513,1.0,1.2982955625082266,0.0015571816029428492,-0.042763742456672915,-27.46225290203965,0.16666666666666666
immune,seed43,target_disjoint,5,2471,150,14,35,k_gt_30,False,4.0105509757995605,1.4727913243901238,degree_preserving_geodesic_rewire,5,5,0.16555527701178238,34.08078022003174,2.3866660397485653,-30.07022924423218,-12.599261367460027,1.0,1.0423765350922216,0.00429995265915776,0.4304147892979022,100.09754137262223,1.0
immune,seed44,target_disjoint,5,2471,150,14,33,k_gt_30,False,3.6112756729125977,1.3152669059481479,degree_preserving_geodesic_rewire,5,5,0.1444069556189982,21.581302070617674,5.108913314512826,-17.970026397705077,-3.5173872187536364,1.0,1.3524556969836319,0.0013383490268886011,-0.037188791035484,-27.787043963334902,0.16666666666666666
immune,seed42_main,target_disjoint,5,2471,150,14,36,k_gt_30,False,3.0657611081213503,1.2555318200515537,quantile_constrained_geodesic_rewire,5,5,0.14792784007801074,24.65097770690918,9.08511488488603,-21.58521659878783,-2.375888127988458,1.0,1.297161884212261,0.0019120252944934443,-0.04163006416070725,-21.772746682720886,0.16666666666666666
immune,seed43,target_disjoint,5,2471,150,14,35,k_gt_30,False,4.0105509757995605,1.4727913243901238,quantile_constrained_geodesic_rewire,5,5,0.16535472549511154,39.46102809906006,9.295740880325955,-35.4504771232605,-3.8136257858129756,1.0,1.0438313076517485,0.0038739655986037274,0.42896001673837536,110.72888880688416,1.0
immune,seed44,target_disjoint,5,2471,150,14,33,k_gt_30,False,3.6112756729125977,1.3152669059481479,quantile_constrained_geodesic_rewire,5,5,0.14378406436542954,29.222958374023438,13.694768665375236,-25.61168270111084,-1.8701800172788023,1.0,1.3540888701298777,0.002034115409177925,-0.038821964181729784,-19.085419107070393,0.16666666666666666
immune,seed42_main,target_disjoint,6,2471,150,14,33,k_gt_30,False,5.385063224511683,1.64422655043423,degree_preserving_geodesic_rewire,5,5,0.15872184389732844,25.372972679138183,5.411148536474854,-19.9879094546265,-3.6938386215422545,1.0,1.3092454634640107,0.0003933863136575839,0.3349810869702192,851.5299689145461,1.0
immune,seed43,target_disjoint,6,2471,150,14,24,k_21_30,False,1.0279760360717773,1.8807873020285124,degree_preserving_geodesic_rewire,5,5,0.14237967914438504,40.54994592666626,11.506117619973619,-39.521969890594484,-3.434865798569008,1.0,1.040129222397184,0.0029572231198455637,0.8406580796313283,284.2726981664245,1.0
immune,seed44,target_disjoint,6,2471,150,14,23,k_21_30,False,2.5006704330444336,1.771111630691332,degree_preserving_geodesic_rewire,5,5,0.13079847908745248,36.47962236404419,7.198194931141422,-33.978951930999756,-4.720482322488482,1.0,1.0383796220571058,0.002639453977165121,0.7327320086342262,277.6073147575373,1.0
immune,seed42_main,target_disjoint,6,2471,150,14,33,k_gt_30,False,5.385063224511683,1.64422655043423,quantile_constrained_geodesic_rewire,5,5,0.1608171817705605,22.638210881905273,6.144780351806104,-17.25314765739359,-2.8077728847565213,1.0,1.3098298089610458,0.0012015845734520525,0.3343967414731841,278.2962352922488,1.0
immune,seed43,target_disjoint,6,2471,150,14,24,k_21_30,False,1.0279760360717773,1.8807873020285124,quantile_constrained_geodesic_rewire,5,5,0.14331550802139037,29.652770900726317,5.092954556829596,-28.62479486465454,-5.620469324755418,1.0,1.0366925085157621,0.003961030773246087,0.8440947935127503,213.0997280087481,1.0
immune,seed44,target_disjoint,6,2471,150,14,23,k_21_30,False,2.5006704330444336,1.771111630691332,quantile_constrained_geodesic_rewire,5,5,0.12485309367438643,30.033524799346925,5.513266238514055,-27.53285436630249,-4.993927949456195,1.0,1.0364659129100071,0.0027489246344844197,0.7346457177813248,267.24830550722146,1.0
immune,seed42_main,target_disjoint,7,2471,150,14,35,k_gt_30,False,3.5090394020080566,0.9999999999999994,degree_preserving_geodesic_rewire,5,5,0.14244532803180915,25.872270488739012,6.549378121464151,-22.363231086730956,-3.41455794253592,1.0,1.0368730596492728,0.0016782139349800476,-0.03687305964927334,-21.971595461764693,0.16666666666666666
immune,seed43,target_disjoint,7,2471,150,14,40,k_gt_30,True,7.686560392379761,1.4015702245961386,degree_preserving_geodesic_rewire,5,5,0.17631941257457548,31.948179912567138,9.72484011078124,-24.261619520187377,-2.494809091081655,1.0,1.2570561622770355,0.0009176560496935315,0.14451406231910302,157.4815584617,1.0
immune,seed44,target_disjoint,7,2471,150,14,32,k_gt_30,False,2.5820746421813965,1.3260315198605117,degree_preserving_geodesic_rewire,5,5,0.14184322033898306,38.7380184173584,8.97185899699788,-36.155943775177,-4.029927775642194,1.0,1.3660428391022996,0.001912019862284743,-0.04001131924178791,-20.92619386693142,0.16666666666666666
immune,seed42_main,target_disjoint,7,2471,150,14,35,k_gt_30,False,3.5090394020080566,0.9999999999999994,quantile_constrained_geodesic_rewire,5,5,0.14274353876739562,25.723539066314697,5.1555327581048385,-22.21449966430664,-4.308865970267595,1.0,1.036667505125655,0.0041447839465138135,-0.03666750512565564,-8.846660465821452,0.16666666666666666
immune,seed43,target_disjoint,7,2471,150,14,40,k_gt_30,True,7.686560392379761,1.4015702245961386,quantile_constrained_geodesic_rewire,5,5,0.17751262046810462,38.634830951690674,11.326130934359483,-30.948270559310913,-2.732466253122001,1.0,1.258896571078774,0.00224054776369904,0.1426736535173645,63.67799524336933,1.0
immune,seed44,target_disjoint,7,2471,150,14,32,k_gt_30,False,2.5820746421813965,1.3260315198605117,quantile_constrained_geodesic_rewire,5,5,0.1434322033898305,39.769258403778075,6.694787359155224,-37.18718376159668,-5.5546474833420945,1.0,1.3661969899126123,0.001243904622920196,-0.04016547005210058,-32.289805039877564,0.16666666666666666
immune,seed42_main,target_disjoint,8,2471,150,14,28,k_21_30,False,0.8205790519714355,1.0,degree_preserving_geodesic_rewire,5,5,0.13813708260105448,37.737449932098386,8.03405642155042,-36.91687088012695,-4.595047500103023,1.0,1.0471144468899767,0.004359277224987146,-0.04711444688997668,-10.807854983863894,0.16666666666666666
immune,seed43,target_disjoint,8,2471,150,14,33,k_gt_30,False,11.56193494796753,1.647636583671701,degree_preserving_geodesic_rewire,5,5,0.14193885550039193,23.671543502807616,3.867076749379121,-12.109608554840086,-3.1314632050302293,1.0,1.0335337016282395,0.001870524078662177,0.6141028820434615,328.30507810281574,1.0
immune,seed44,target_disjoint,8,2471,150,14,38,k_gt_30,False,5.2747321128845215,1.0,degree_preserving_geodesic_rewire,5,5,0.16075205640423032,29.34935131072998,5.337329440775524,-24.074619197845458,-4.510611432266538,1.0,1.0402639828894173,0.0017718568319571295,-0.04026398288941735,-22.724161139352372,0.16666666666666666
immune,seed42_main,target_disjoint,8,2471,150,14,28,k_21_30,False,0.8205790519714355,1.0,quantile_constrained_geodesic_rewire,5,5,0.13825424721734036,46.426731777191165,13.0290392772315,-45.60615272521973,-3.500346552904866,1.0,1.0480060790600507,0.0037640675136780028,-0.04800607906005072,-12.753773977706455,0.16666666666666666
immune,seed43,target_disjoint,8,2471,150,14,33,k_gt_30,False,11.56193494796753,1.647636583671701,quantile_constrained_geodesic_rewire,5,5,0.14413378625555265,30.065022277832032,8.300523370068166,-18.503087329864503,-2.2291470673232263,1.0,1.0349385701273497,0.0027575753179082526,0.6126980135443514,222.18714657700238,1.0
immune,seed44,target_disjoint,8,2471,150,14,38,k_gt_30,False,5.2747321128845215,1.0,quantile_constrained_geodesic_rewire,5,5,0.16065804935370154,29.90543508529663,10.66345839780247,-24.63070297241211,-2.309823140978183,1.0,1.0380888253487217,0.0032990412104682895,-0.03808882534872171,-11.54541922133064,0.16666666666666666
immune,seed42_main,target_disjoint,9,2471,150,14,36,k_gt_30,False,3.5405077934265137,1.0000000021419284,degree_preserving_geodesic_rewire,5,5,0.16766642282370153,45.80381174087525,10.53233614949278,-42.26330394744873,-4.012718863466141,1.0,1.0415565379704659,0.003934300267146116,-0.041556535828537466,-10.562621672000722,0.16666666666666666
immune,seed43,target_disjoint,9,2471,150,14,40,k_gt_30,False,2.438265323638916,1.0000000000273712,degree_preserving_geodesic_rewire,5,5,0.1511252557399409,18.83798770904541,4.5212075484808985,-16.399722385406495,-3.627288109631115,1.0,1.0210960677091983,0.013657983249516231,-0.021096067681827035,-1.544595988428839,0.16666666666666666
immune,seed44,target_disjoint,9,2471,150,14,29,k_21_30,False,1.9233508596560114,1.3700018611949607,degree_preserving_geodesic_rewire,5,5,0.12413006274957217,24.281842136383055,11.199132574786379,-22.358491276727044,-1.9964484861147451,1.0,1.3891771441399352,0.005254353235613465,-0.019175282944974503,-3.6494081070907693,0.16666666666666666
immune,seed42_main,target_disjoint,9,2471,150,14,36,k_gt_30,False,3.5405077934265137,1.0000000021419284,quantile_constrained_geodesic_rewire,5,5,0.16678858814923186,30.18875370025635,4.460191478589081,-26.648245906829835,-5.974686519352067,1.0,1.0397192679775213,0.004400635049348574,-0.03971926583559293,-9.02580113196877,0.16666666666666666
immune,seed43,target_disjoint,9,2471,150,14,40,k_gt_30,False,2.438265323638916,1.0000000000273712,quantile_constrained_geodesic_rewire,5,5,0.1524892020913844,19.75540933609009,8.367239957372984,-17.317144012451173,-2.0696363554295036,1.0,1.0303797637750094,0.008153699652466855,-0.030379763747638178,-3.7258865688731113,0.16666666666666666
immune,seed44,target_disjoint,9,2471,150,14,29,k_21_30,False,1.9233508596560114,1.3700018611949607,quantile_constrained_geodesic_rewire,5,5,0.12378779235596123,27.43766317367554,5.140757714616244,-25.514312314019527,-4.963142346995635,1.0,1.3891992008641887,0.003619659108017546,-0.019197339669227986,-5.303630478095411,0.16666666666666666
immune,seed42_main,target_disjoint,10,2471,150,14,33,k_gt_30,False,2.0785558223724365,1.000000000017889,degree_preserving_geodesic_rewire,5,5,0.14752654752654754,18.11870813369751,3.241377797499657,-16.040152311325073,-4.948559936070892,1.0,1.0354421283445414,0.0017122758820610749,-0.03544212832665239,-20.698830135457154,0.16666666666666666
immune,seed43,target_disjoint,10,2471,150,14,38,k_gt_30,False,2.9435033798217773,0.9999999999999997,degree_preserving_geodesic_rewire,5,5,0.15815702867889045,20.265196323394775,1.8540554337203952,-17.321692943572998,-9.342597108583883,1.0,1.037083339268216,0.0033014203684950264,-0.037083339268216275,-11.232537482823936,0.16666666666666666
immune,seed44,target_disjoint,10,2471,150,14,26,k_21_30,False,1.7550277709960938,0.9999999999999994,degree_preserving_geodesic_rewire,5,5,0.12116697703289883,27.55225658416748,3.2458519976887814,-25.797228813171387,-7.947752646637193,1.0,1.0409634355781416,0.0017108676005986336,-0.04096343557814219,-23.94306351978701,0.16666666666666666
immune,seed42_main,target_disjoint,10,2471,150,14,33,k_gt_30,False,2.0785558223724365,1.000000000017889,quantile_constrained_geodesic_rewire,5,5,0.14794094794094798,21.341452836990356,1.2466002726979701,-19.26289701461792,-15.452344605601288,1.0,1.0368802750132662,0.003283926159860392,-0.03688027499537716,-11.230539899351799,0.16666666666666666
immune,seed43,target_disjoint,10,2471,150,14,38,k_gt_30,False,2.9435033798217773,0.9999999999999997,quantile_constrained_geodesic_rewire,5,5,0.15702867889045605,27.482241249084474,7.438370027118212,-24.538737869262697,-3.2989401947607337,1.0,1.0381474488331028,0.0019681522915689876,-0.03814744883310317,-19.3823565453545,0.16666666666666666
immune,seed44,target_disjoint,10,2471,150,14,26,k_21_30,False,1.7550277709960938,0.9999999999999994,quantile_constrained_geodesic_rewire,5,5,0.12427063935443823,30.850071239471436,13.093398771599386,-29.095043468475343,-2.2221154318894394,1.0,1.04395206279467,0.005371060574773116,-0.043952062794670455,-8.183123984484775,0.16666666666666666
immune,seed42_main,target_disjoint,11,2471,150,14,28,k_21_30,False,2.1596784591674805,1.4381208086638049,degree_preserving_geodesic_rewire,5,5,0.11875732708089097,19.50102529525757,6.758327883920019,-17.34134683609009,-2.5659226855187294,1.0,1.4218110956225667,0.0012757533611485068,0.016309713041238183,12.784367851625646,1.0
immune,seed43,target_disjoint,11,2471,150,14,40,k_gt_30,True,3.218491792678833,1.2411510785580768,degree_preserving_geodesic_rewire,5,5,0.23205542725173212,12.06333394050598,2.750843157349403,-8.844842147827148,-3.215320408574055,1.0,1.0323424413608955,0.0010699027579924969,0.20880863719718135,195.16581340828014,1.0
immune,seed44,target_disjoint,11,2471,150,14,18,k_le_20,False,1.4716110229492188,1.0,degree_preserving_geodesic_rewire,5,5,0.10737463126843658,29.116716957092287,9.931581164833952,-27.645105934143068,-2.783555354634381,1.0,1.1197587996408551,0.04466005608933061,-0.11975879964085512,-2.6815639622069756,0.16666666666666666
immune,seed42_main,target_disjoint,11,2471,150,14,28,k_21_30,False,2.1596784591674805,1.4381208086638049,quantile_constrained_geodesic_rewire,5,5,0.1174677608440797,18.398719835281373,7.840956145491711,-16.239041376113892,-2.071053717521395,1.0,1.4206140165684997,0.0014765447599436466,0.017506792095305146,11.856586209677177,1.0
immune,seed43,target_disjoint,11,2471,150,14,40,k_gt_30,True,3.218491792678833,1.2411510785580768,quantile_constrained_geodesic_rewire,5,5,0.22438799076212473,12.136299753189087,3.9266076677643174,-8.917807960510254,-2.2711227381972288,1.0,1.0300668089154974,0.0013821230267213587,0.21108426964257943,152.7245497231594,1.0
immune,seed44,target_disjoint,11,2471,150,14,18,k_le_20,False,1.4716110229492188,1.0,quantile_constrained_geodesic_rewire,5,5,0.10518331226295827,26.641943836212157,13.506741756847006,-25.170332813262938,-1.863538465791703,1.0,1.0952116815262753,0.02875348390929134,-0.09521168152627535,-3.311309283957746,0.16666666666666666
