domain,seed_tag,split_regime,layer,n_genes_pool,n_points,pca_dim,knn_k,knn_bucket,used_component_bridging,h1_observed_geodesic,distortion_observed,null_family,n_null_draws,rewire_attempts_total,mean_edge_hist_l1_ratio,h1_null_mean,h1_null_std,h1_delta_observed_minus_null,h1_z_observed_minus_null,h1_p_perm_upper,distortion_null_mean,distortion_null_std,distortion_delta_observed_minus_null,distortion_z_observed_minus_null,distortion_p_lower
immune,seed43,source_disjoint,1,2470,150,14,40,k_gt_30,True,16.007951021194458,1.2898589268867549,quantile_constrained_geodesic_rewire,5,5,0.3090582499358481,28.380061435699464,4.276944833068155,-12.372110414505006,-2.892744913601532,1.0,1.0963550480952997,0.0030085232617343373,0.19350387879145514,64.31853691613745,1.0
immune,seed44,source_disjoint,1,2470,150,14,40,k_gt_30,True,21.16669464111328,1.3264335298683707,quantile_constrained_geodesic_rewire,5,5,0.31581057379102984,28.561335945129393,3.0952610162074197,-7.394641304016112,-2.3890202677277417,1.0,1.1053335992361573,0.0009396893100481391,0.22109993063221345,235.29021026181144,1.0
immune,seed42_main,source_disjoint,2,2470,150,14,40,k_gt_30,True,17.642122745513916,1.3377604073969238,degree_preserving_geodesic_rewire,5,5,0.324265072247135,27.64311876296997,2.5452302925380446,-10.000996017456053,-3.929308889198385,1.0,1.064341639394264,0.001066802411969383,0.27341876800265985,256.2972380243071,1.0
immune,seed43,source_disjoint,2,2470,150,14,40,k_gt_30,True,19.246681928634644,1.233978056674049,degree_preserving_geodesic_rewire,5,5,0.3229763700351935,30.745523595809935,5.019207582594832,-11.498841667175292,-2.2909675433148053,1.0,1.1044845936072865,0.00088535160439583,0.12949346306676257,146.26202308980578,1.0
immune,seed44,source_disjoint,2,2470,150,14,40,k_gt_30,True,15.884798765182495,1.3135161724972717,degree_preserving_geodesic_rewire,5,5,0.3283776996484179,28.90461392402649,4.478242774344873,-13.019815158843993,-2.9073491125860915,1.0,1.0681473632868126,0.0010562040338876622,0.24536880921045912,232.3117210560052,1.0
immune,seed42_main,source_disjoint,2,2470,150,14,40,k_gt_30,True,17.642122745513916,1.3377604073969238,quantile_constrained_geodesic_rewire,5,5,0.31718983557548575,26.22459955215454,3.4642716125200925,-8.582476806640624,-2.4774260693490646,1.0,1.0631384382692541,0.0017419104088959453,0.2746219691276697,157.65553157593132,1.0
immune,seed43,source_disjoint,2,2470,150,14,40,k_gt_30,True,19.246681928634644,1.233978056674049,quantile_constrained_geodesic_rewire,5,5,0.31292106586224233,33.039555406570436,3.866718311622929,-13.792873477935792,-3.5670748067964664,1.0,1.1028628385673707,0.0006149095829721426,0.13111521810667837,213.22647834899647,1.0
immune,seed44,source_disjoint,2,2470,150,14,40,k_gt_30,True,15.884798765182495,1.3135161724972717,quantile_constrained_geodesic_rewire,5,5,0.3123053741838272,26.960744762420653,1.923819424847812,-11.075945997238158,-5.757269028696431,1.0,1.0663373717305826,0.001065670365470932,0.24717880076668908,231.94655385852283,1.0
immune,seed42_main,source_disjoint,3,2470,150,14,40,k_gt_30,True,18.616477727890015,1.3330826878109339,degree_preserving_geodesic_rewire,5,5,0.3312846347607053,29.646170139312744,2.9770494008043693,-11.02969241142273,-3.7049074176389913,1.0,1.068350361871006,0.0020262638894163144,0.2647323259399279,130.65040376640326,1.0
immune,seed43,source_disjoint,3,2470,150,14,40,k_gt_30,True,19.51271915435791,1.3720228328067539,degree_preserving_geodesic_rewire,5,5,0.32196574832464636,30.726261806488036,5.825083445895658,-11.213542652130126,-1.9250441224333226,1.0,1.112758928917575,0.0015644931272321759,0.25926390388917886,165.71740307383288,1.0
