domain,split_regime,n_rows,mean_delta_auc_triangle_minus_baseline,mean_interaction_delta_high_minus_low,bootstrap_ci95_interaction_lo,bootstrap_ci95_interaction_hi,mean_null_gap_q95_interaction,fraction_interaction_positive,fraction_null_gap_positive,fraction_p_best_lt_0_05,combined_fisher_p_best
external_lung,source_disjoint,6,0.02665938648134179,0.07244780497160701,0.017402155534013197,0.12459797800681045,0.005800431975659048,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.003128045949372269
external_lung,target_disjoint,6,0.04545659203501192,-0.057539053783583906,-0.09926250808516811,-0.012629558089938256,-0.10612647667816477,0.16666666666666666,0.0,0.0,0.8994980280159737
immune,source_disjoint,6,-0.004595330332845334,0.00932611504278393,-0.030993235373441102,0.047923777495785407,-0.047370468358220195,0.6666666666666666,0.16666666666666666,0.5,0.009985386052024063
immune,target_disjoint,6,0.00890664905973835,0.010752953398956802,-0.032304038010491365,0.04715268453380015,-0.02740654388665793,0.6666666666666666,0.5,0.6666666666666666,0.009475305648066035
lung,source_disjoint,6,0.011284444184269956,0.0142414145340653,-0.06711107728508929,0.09627272493311366,-0.026460678729006273,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.24049792542180887
lung,target_disjoint,6,0.05169425844100809,-0.04679383459345293,-0.1101454687044446,0.012558394957835865,-0.09069077903022066,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5113340895382521
