null_kind,domain,seed_tag,split_regime,layer,perm_idx,null_interaction_delta
label_shuffle_within_geodesic_bins,external_lung,seed43,target_disjoint,11,13,-0.04208966540436554
label_shuffle_within_geodesic_bins,external_lung,seed43,target_disjoint,11,14,-0.0689266432346794
label_shuffle_within_geodesic_bins,external_lung,seed43,target_disjoint,11,15,0.017321608340645278
label_shuffle_within_geodesic_bins,external_lung,seed43,target_disjoint,11,16,-0.12555412530046678
label_shuffle_within_geodesic_bins,external_lung,seed43,target_disjoint,11,17,-0.0059970353113240615
label_shuffle_within_geodesic_bins,external_lung,seed43,target_disjoint,11,18,-0.0052973364568045245
label_shuffle_within_geodesic_bins,external_lung,seed43,target_disjoint,11,19,0.0022135613934320397
label_shuffle_within_geodesic_bins,external_lung,seed43,target_disjoint,11,20,-0.02469248476392827
label_shuffle_within_geodesic_bins,external_lung,seed43,target_disjoint,11,21,-0.03664123400965502
label_shuffle_within_geodesic_bins,external_lung,seed43,target_disjoint,11,22,-0.027715678196750526
label_shuffle_within_geodesic_bins,external_lung,seed43,target_disjoint,11,23,-0.08325467869737896
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,7,0,-0.03044442612138515
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,7,1,0.012281931321355466
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,7,2,-0.024197005782117753
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,7,3,-0.012016000942131566
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,7,4,0.02787639668855535
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,7,5,-0.015962795374559913
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,7,6,-0.02090360244226669
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,7,7,-0.10548624378160659
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,7,8,-0.009452927937041888
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,7,9,0.036371955067525
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,7,10,0.0035907370037217
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,7,11,0.08670268867508985
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,7,12,0.040574989622214175
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,7,13,0.052504264315103466
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,7,14,0.041226123846444696
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,7,15,0.05702746417419835
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,7,16,0.07546967503217511
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,7,17,0.05721521249350808
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,7,18,0.03631197359451299
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,7,19,0.04773704333827278
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,7,20,-0.00811500888542499
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,7,21,-0.054294321170030024
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,7,22,-0.05089918946301919
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,7,23,0.02345211196886965
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,11,0,-0.015718951093951106
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,11,1,0.0950356693533072
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,11,2,0.00530475554593568
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,11,3,-0.06538924157362064
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,11,4,-0.004549289561867231
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,11,5,0.02329370007285242
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,11,6,-0.0546095531162053
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,11,7,0.023896762218382772
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,11,8,0.12390782663023786
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,11,9,0.030473301865919344
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,11,10,-0.019451122888538952
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,11,11,0.026449572509380237
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,11,12,0.012396660365469436
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,11,13,-0.027176633136385464
label_shuffle_within_geodesic_bins,external_lung,seed44,source_disjoint,11,14,0.11425330401609862
