domain,seed_tag,split_regime,layer,perm_idx,null_interaction_coef_mean
external_lung,seed42_main,source_disjoint,0,0,-0.13874808893179444
external_lung,seed42_main,source_disjoint,0,1,-0.10842112054076136
external_lung,seed42_main,source_disjoint,0,2,-0.09160652205083646
external_lung,seed42_main,source_disjoint,0,3,-0.049124176637655316
external_lung,seed42_main,source_disjoint,0,4,-0.11103595901163815
external_lung,seed42_main,source_disjoint,0,5,-0.17130635933625848
external_lung,seed42_main,source_disjoint,0,6,-0.04009447742720746
external_lung,seed42_main,source_disjoint,0,7,-0.0954369557095886
external_lung,seed42_main,source_disjoint,0,8,-0.09678518135813026
external_lung,seed42_main,source_disjoint,0,9,-0.20055276457615112
external_lung,seed42_main,source_disjoint,0,10,-0.029804795157173974
external_lung,seed42_main,source_disjoint,0,11,-0.1763437628084564
external_lung,seed42_main,source_disjoint,0,12,-0.18789884009130794
external_lung,seed42_main,source_disjoint,0,13,-0.08621732281618738
external_lung,seed42_main,source_disjoint,0,14,-0.11934444932938561
external_lung,seed42_main,source_disjoint,0,15,-0.18712706102613139
external_lung,seed42_main,source_disjoint,0,16,-0.16738008099342797
external_lung,seed42_main,source_disjoint,0,17,-0.19587900044198925
external_lung,seed42_main,source_disjoint,0,18,-0.19596720652538865
external_lung,seed42_main,source_disjoint,0,19,-0.12416466565495805
external_lung,seed42_main,source_disjoint,0,20,-0.057535679300812985
external_lung,seed42_main,source_disjoint,0,21,-0.19378173339460758
external_lung,seed42_main,source_disjoint,0,22,-0.18015325181486327
external_lung,seed42_main,source_disjoint,0,23,-0.018339656901625145
external_lung,seed42_main,source_disjoint,0,24,-0.078466413235921
external_lung,seed42_main,source_disjoint,0,25,-0.23609057627534857
external_lung,seed42_main,source_disjoint,0,26,-0.13456915436679473
external_lung,seed42_main,source_disjoint,0,27,-0.13492639228874853
external_lung,seed42_main,source_disjoint,0,28,-0.11685218868013376
external_lung,seed42_main,source_disjoint,0,29,-0.11330041185460844
external_lung,seed42_main,source_disjoint,0,30,-0.09246537571018948
external_lung,seed42_main,source_disjoint,0,31,-0.13115955471654936
external_lung,seed42_main,source_disjoint,0,32,-0.12291258675836107
external_lung,seed42_main,source_disjoint,0,33,-0.08468229092498801
external_lung,seed42_main,source_disjoint,0,34,-0.14573050786078703
external_lung,seed42_main,source_disjoint,0,35,-0.20303946074494492
external_lung,seed42_main,source_disjoint,0,36,-0.18370405123495326
external_lung,seed42_main,source_disjoint,0,37,0.08730715846093566
external_lung,seed42_main,source_disjoint,0,38,0.0185831084773438
external_lung,seed42_main,source_disjoint,0,39,-0.12693306947489974
external_lung,seed42_main,source_disjoint,0,40,-0.1750823644586683
external_lung,seed42_main,source_disjoint,0,41,-0.17663180466634895
external_lung,seed42_main,source_disjoint,0,42,0.08349693328558605
external_lung,seed42_main,source_disjoint,0,43,-0.1802451239917738
external_lung,seed42_main,source_disjoint,0,44,-0.07089761739524277
external_lung,seed42_main,source_disjoint,0,45,-0.08593543339081987
external_lung,seed42_main,source_disjoint,0,46,-0.07193428690313175
external_lung,seed42_main,source_disjoint,0,47,-0.1054592675317831
external_lung,seed42_main,source_disjoint,0,48,-0.1589785290708516
external_lung,seed42_main,source_disjoint,0,49,-0.20708419743651163
external_lung,seed42_main,source_disjoint,0,50,-0.08482052327226479
external_lung,seed42_main,source_disjoint,0,51,-0.2567665195082009
external_lung,seed42_main,source_disjoint,0,52,-0.051304321091999394
external_lung,seed42_main,source_disjoint,0,53,-0.17071663244297042
external_lung,seed42_main,source_disjoint,0,54,-0.24921542603128896
external_lung,seed42_main,source_disjoint,0,55,-0.11667339675434257
external_lung,seed42_main,source_disjoint,0,56,-0.17436363226695262
external_lung,seed42_main,source_disjoint,0,57,-0.10400752322615264
external_lung,seed42_main,source_disjoint,0,58,-0.10221258000367887
external_lung,seed42_main,source_disjoint,0,59,-0.1072774627315791
external_lung,seed42_main,source_disjoint,3,0,0.12910397772234852
external_lung,seed42_main,source_disjoint,3,1,-0.23636689209780556
external_lung,seed42_main,source_disjoint,3,2,-0.0435204148067454
