domain,split_regime,n_rows,mean_auc_transfer,mean_auc_baseline,mean_delta_auc_transfer_minus_baseline,mean_null_gap_q95,mean_mapped_to_sc_cosine,fraction_delta_positive,fraction_null_gap_positive,fraction_p_best_lt_0_05,combined_fisher_p_best
external_lung,source_disjoint,2,0.4034878756830601,0.873459912909836,-0.469972037226776,-0.1742791581284154,0.0616552030104429,0.0,0.0,0.0,0.9006689373709267
external_lung,target_disjoint,2,0.4220214380572946,0.8688088914184532,-0.4467874533611586,-0.1700041105419593,0.0616552030104429,0.0,0.0,0.5,0.15300416371250866
immune,source_disjoint,2,0.3594648865733203,0.8567435766230946,-0.49727869004977443,-0.18518617584882646,-0.0983062954326144,0.0,0.0,0.0,0.6091602575194415
immune,target_disjoint,2,0.31373126714979244,0.8864141396374212,-0.5726828724876287,-0.21679580313797234,-0.0983062954326144,0.0,0.0,0.0,0.6918477724832093
lung,source_disjoint,2,0.5774140825161234,0.8660775314910654,-0.28866344897494195,-0.06812224206155465,0.055675153713706585,0.0,0.5,0.5,0.11942817094391349
lung,target_disjoint,2,0.5707974740570435,0.8608711862300378,-0.29007371217299427,-0.07332768905735414,0.055675153713706585,0.0,0.5,0.5,0.10749075277071363
