null_kind,domain,layer,perm_idx,null_spearman
signature_destroy_permutation,external_lung,7,16,0.033910361962637345
signature_destroy_permutation,external_lung,7,17,0.16438247609808243
signature_destroy_permutation,external_lung,7,18,0.20243264936904037
signature_destroy_permutation,external_lung,7,19,0.17176450333158585
signature_destroy_permutation,external_lung,7,20,0.21228488658765787
signature_destroy_permutation,external_lung,7,21,0.18527799763757072
signature_destroy_permutation,external_lung,7,22,0.08042680712305933
signature_destroy_permutation,external_lung,7,23,0.13518180604023605
signature_destroy_permutation,external_lung,11,0,0.23984413163699997
signature_destroy_permutation,external_lung,11,1,0.21881669979571422
signature_destroy_permutation,external_lung,11,2,0.31934332765888557
signature_destroy_permutation,external_lung,11,3,0.3324368945447161
signature_destroy_permutation,external_lung,11,4,0.31435380398057255
signature_destroy_permutation,external_lung,11,5,0.300673333656511
signature_destroy_permutation,external_lung,11,6,0.14818084431656395
signature_destroy_permutation,external_lung,11,7,0.11133918411860501
signature_destroy_permutation,external_lung,11,8,0.2563836116453696
signature_destroy_permutation,external_lung,11,9,0.20164245005781667
signature_destroy_permutation,external_lung,11,10,0.18505168414013443
signature_destroy_permutation,external_lung,11,11,0.276305871437312
signature_destroy_permutation,external_lung,11,12,0.24008617203293922
signature_destroy_permutation,external_lung,11,13,0.3590062228854182
signature_destroy_permutation,external_lung,11,14,0.22119452992885644
signature_destroy_permutation,external_lung,11,15,0.26121080797948554
signature_destroy_permutation,external_lung,11,16,0.2212218450683615
signature_destroy_permutation,external_lung,11,17,0.20743421277826476
signature_destroy_permutation,external_lung,11,18,0.21552605739731018
signature_destroy_permutation,external_lung,11,19,0.1729197823999234
signature_destroy_permutation,external_lung,11,20,0.18678387534223148
signature_destroy_permutation,external_lung,11,21,0.13411645707306685
signature_destroy_permutation,external_lung,11,22,0.25079537054286866
signature_destroy_permutation,external_lung,11,23,0.20370070058358083
signature_destroy_permutation,immune,7,0,0.4189182398762879
signature_destroy_permutation,immune,7,1,0.3363382773763708
signature_destroy_permutation,immune,7,2,0.3916804807250514
