domain,n_rows,mean_spearman_centroid_distance,mean_cka_centroid_geometry,mean_top1_profile_retrieval,mean_null_gap_q95_spearman,fraction_null_gap_positive,fraction_p_best_lt_0_05,combined_fisher_p_best
external_lung,2,0.13740550253494027,0.22266716720426394,0.4375,-0.12579198624975785,0.0,0.5,0.021582734301364648
immune,2,0.18595333457153052,0.2253820491764572,0.30208333333333337,-0.19475601180134428,0.0,1.0,0.011900402639578249
lung,2,0.1275989619477783,0.18983588082270383,0.42708333333333337,-0.12138153558607516,0.0,0.5,0.03872932664714566
