domain,split_regime,n_rows,mean_delta_vs_h70,mean_null_gap_q95,fraction_delta_positive,fraction_null_gap_positive,combined_fisher_p_best
external_lung,source_disjoint,2,-0.00021340970269716902,-0.03195577554785035,0.5,0.0,0.1061148494233612
external_lung,target_disjoint,2,-0.0027547538251713015,-0.034027317452660494,0.0,0.0,0.11983718747219213
immune,source_disjoint,2,-0.052198702069821655,-0.09711609047437195,0.0,0.0,0.24069457452878976
immune,target_disjoint,2,-0.05022355723158382,-0.09785234316393063,0.0,0.0,0.1985469955224142
lung,source_disjoint,2,0.07668185875910599,-0.04331835757898495,1.0,0.0,0.018992845273456894
lung,target_disjoint,2,0.040336163517656884,-0.01435898077864143,1.0,0.0,0.007339775135842939
