domain,split_regime,n_rows,mean_delta_vs_h70,mean_null_gap_q95,fraction_delta_positive,fraction_null_gap_positive,combined_fisher_p_best
external_lung,source_disjoint,2,0.012159090909091008,-0.00953787878787873,1.0,0.0,0.011900402639578249
external_lung,target_disjoint,2,-0.0064102564102564985,-0.013206393387314472,0.0,0.0,0.06858636938312403
immune,source_disjoint,2,0.055332798716920595,-0.009941359262229416,1.0,0.0,0.011900402639578249
immune,target_disjoint,2,0.05633302910455329,0.0005729642024135395,1.0,0.5,0.011900402639578249
lung,source_disjoint,2,0.028849062310949747,0.010169956140350886,0.5,0.5,0.030427868933127815
lung,target_disjoint,2,0.008032128514056214,-0.014308253421850731,1.0,0.0,0.03872932664714566
