domain,n_paired_seed_layer_rows,mean_diff_early,mean_diff_mid,mean_diff_late,interaction_late_vs_early,interaction_late_vs_mid,ci95_mean_diff_late_low,ci95_mean_diff_late_high,ci95_interaction_late_vs_early_low,ci95_interaction_late_vs_early_high,ci95_interaction_late_vs_mid_low,ci95_interaction_late_vs_mid_high,p_mean_diff_late_lower,p_interaction_late_vs_early_lower,p_interaction_late_vs_mid_lower
external_lung,36,-0.0018056772449165,-0.009505736830108358,0.01122920803870959,0.013034885283626091,0.020734944868817946,0.0050708424363014705,0.016883145470871434,0.005101171237846312,0.020706806166121635,0.012332391763267003,0.02907590499951421,0.9957510622344414,0.9950012496875781,0.9992501874531368
immune,36,-0.04148509888691033,-0.0714489273372915,-0.021531296811711485,0.019953802075198843,0.049917630525580015,-0.03137141854655033,-0.012723256990351116,0.0015954801564338362,0.036471534520620776,0.03349919663018224,0.06585344136218181,0.0007498125468632841,0.8845288677830543,0.9880029992501874
lung,36,0.012882523342202523,0.0106221887134208,0.003698918770073454,-0.00918360457212907,-0.006923269943347346,-0.005700332087886052,0.012973963667054002,-0.020795846678753897,0.001496848352746391,-0.0197296997803481,0.005509277431117434,0.775806048487878,0.09147713071732066,0.18445388652836792
