domain,perm_idx,null_mean_canonical_corr,null_distance_spearman,null_knn_jaccard,null_top1_retrieval,null_cka
immune,87,0.5162168275057938,0.29284955177613486,0.034072658668730646,0.2625,0.2047067094050588
immune,88,0.5264110892143802,0.29628450318499144,0.02720588235294118,0.271875,0.2089752137919797
immune,89,0.5298206292645234,0.3401875031231778,0.03560962762297901,0.296875,0.21017241928573122
immune,90,0.524096523364479,0.36345119639426937,0.031209956570347436,0.2375,0.19468402220541567
immune,91,0.5154286814159914,0.28387033437743786,0.03137443025455796,0.2375,0.20757878179197334
immune,92,0.5288215372590516,0.34273072921994396,0.027034958720330238,0.30625,0.19946470958471224
immune,93,0.5185878210783252,0.3086061367495468,0.034689434984520116,0.290625,0.2135306717445926
immune,94,0.5319543096693378,0.3130331179261272,0.034588923288613696,0.234375,0.2178451849646924
immune,95,0.5307619474460699,0.3681970986505553,0.029060780013759883,0.28125,0.20733735677735174
immune,96,0.5234328237212214,0.2229022981586441,0.027589654282765736,0.2875,0.20953925089582387
immune,97,0.5217329201273949,0.30314794302149795,0.026934984520123835,0.275,0.19502261470668614
immune,98,0.5219113775533508,0.27709949891211166,0.02999279755761954,0.240625,0.21326842507219146
immune,99,0.5230344358068729,0.3276366309402971,0.024862132352941175,0.25625,0.20098425574899886
immune,100,0.518518012327581,0.2692693385240136,0.030194358445132442,0.240625,0.21167689195267372
immune,101,0.5221910951384645,0.2834712631956112,0.03453194874441005,0.2625,0.2098864062583085
immune,102,0.5253623827877736,0.3482531420872898,0.029478414172686616,0.275,0.20620416582986661
immune,103,0.5267288963817517,0.3238112367740071,0.029566563467492257,0.25,0.21543640425746763
immune,104,0.5227891658402684,0.3759042261182006,0.03757283066735466,0.240625,0.20525216967364324
immune,105,0.5232974463208886,0.28845374526924,0.02713923288613691,0.259375,0.20792603104723786
immune,106,0.5403430482334096,0.37026884419953776,0.03210031819745442,0.271875,0.22145878924701384
immune,107,0.5186274409356859,0.2730779867064246,0.033429007567939456,0.234375,0.21165818384354598
immune,108,0.5349238692614326,0.36015155896992507,0.03618582301341589,0.259375,0.22561851466118582
immune,109,0.5115113046305813,0.32639808882332816,0.03066305469556243,0.25625,0.18613825798617817
immune,110,0.5206809839234208,0.2908706051989211,0.04095824733402133,0.259375,0.20783188480907522
immune,111,0.5219230434675521,0.281883239695539,0.028998699260405915,0.240625,0.2051819212528051
immune,112,0.5344295789026782,0.3643417412637014,0.04262717148262814,0.225,0.21840185533856563
immune,113,0.5117755180426365,0.24858389971469438,0.032946067681458545,0.246875,0.2056928924056319
immune,114,0.538628880513964,0.40215069759094735,0.025713794289645688,0.28125,0.18890770780691618
immune,115,0.5137025238072302,0.29054674104171874,0.03396757825937392,0.26875,0.19902759056607885
immune,116,0.5327605515717971,0.2805062017457162,0.03278025025799793,0.290625,0.2223912219334772
immune,117,0.5118380594223588,0.3043407351706138,0.025823443412452702,0.246875,0.19552581315328174
immune,118,0.5172054419542687,0.2625991488283308,0.03078318498452013,0.29375,0.19703697791521063
immune,119,0.5133942490330743,0.2522789115903015,0.027760577915376672,0.253125,0.2046271803811855
immune,120,0.5262555612472195,0.29491857654586767,0.03245721534227726,0.271875,0.20159071720105848
immune,121,0.5129506687588132,0.2501755203072012,0.035251924234606116,0.271875,0.203517115181152
immune,122,0.5152649141780948,0.2520513046791921,0.03179287065703475,0.296875,0.19695039234148207
immune,123,0.5227579160034618,0.3347484086320752,0.032792612659098726,0.25,0.1970018999496136
immune,124,0.5238483058310923,0.2880473440335018,0.03758922428620571,0.2625,0.19804685164095398
immune,125,0.5324645936652516,0.33617722786508614,0.03307211042311662,0.278125,0.21307827659111436
immune,126,0.5301659645647595,0.324359160381187,0.04167795407636739,0.2875,0.2144634805971321
immune,127,0.5148322336050771,0.26995542746575607,0.03521859950120399,0.25,0.19623357117836368
immune,128,0.5084239074937014,0.26989759024485027,0.028810844513243894,0.24375,0.19921852592553307
immune,129,0.5218418061174065,0.3268370660797534,0.034605048159614724,0.26875,0.20653385072083705
immune,130,0.5342337946948424,0.32234883120484215,0.033015135878912964,0.275,0.2150163652062241
immune,131,0.534559278064574,0.37441021370923017,0.02531389748882009,0.25625,0.2053933335763153
immune,132,0.5353520934229871,0.32734494451115537,0.028613046095631235,0.303125,0.21868048094738962
immune,133,0.5002783608869253,0.23051727558567459,0.030315832473340208,0.240625,0.19908970391998937
immune,134,0.5279819317574319,0.2900418019011976,0.039617464310285525,0.29375,0.20856313393730974
