hypothesis_id,domain,seed_tag,split_regime,layer,n_neighbors_tested,mean_delta_vs_h70,mean_delta_swap_null,mean_delta_gain_vs_swap,stability_span_delta,fraction_delta_positive,fraction_gain_positive
H140,external_lung,seed42_main,source_disjoint,11,3,0.029620427881297484,-0.007453416149068322,0.03707384403036581,0.026832298136645893,1.0,1.0
H140,external_lung,seed42_main,target_disjoint,11,3,-0.007034431691965937,-0.02573121066271748,0.018696778970751542,0.008885597926693856,0.0,1.0
H140,immune,seed42_main,dual_axis_disjoint,11,3,0.04861111111111116,-0.005380036630036648,0.053991147741147806,0.044642857142857206,1.0,1.0
H140,immune,seed42_main,source_disjoint,11,3,-0.019871441689623515,0.002607897153351709,-0.022479338842975222,0.03173553719008271,0.0,0.0
H140,immune,seed42_main,target_disjoint,11,3,0.12646464646464647,0.00988062442607899,0.11658402203856748,0.019944903581267215,1.0,1.0
H140,lung,seed42_main,dual_axis_disjoint,11,3,-0.028630251560187874,-0.008170880782345772,-0.0204593707778421,0.029917004439297235,0.0,0.3333333333333333
H140,lung,seed42_main,source_disjoint,11,3,0.05190511612529961,-0.0029754525167369206,0.05488056864203653,0.016530291759649485,1.0,1.0
H140,lung,seed42_main,target_disjoint,11,3,0.014345238095238208,-0.017291666666666556,0.03163690476190476,0.006696428571428492,1.0,1.0
