domain,split_regime,n_rows,mean_delta_vs_h70,mean_null_gap_q95,fraction_delta_positive,fraction_null_gap_positive,combined_fisher_p_best
external_lung,dual_axis_disjoint,1,-0.03698671497584549,-0.06927460748792268,0.0,0.0,0.5555555555555554
external_lung,source_disjoint,3,0.0018025322965956603,-0.01684639858143036,0.6666666666666666,0.6666666666666666,0.10838609914033438
external_lung,target_disjoint,3,0.006611826753536776,0.002717636152921988,0.6666666666666666,0.6666666666666666,0.0402150274713788
immune,dual_axis_disjoint,3,0.05471457457664234,0.013283212087790283,0.6666666666666666,0.6666666666666666,0.06665249462420147
immune,source_disjoint,3,0.06772737871268904,0.030520258012497376,1.0,1.0,0.0402150274713788
immune,target_disjoint,3,0.08247911191837672,0.03950052298640389,1.0,1.0,0.0402150274713788
lung,dual_axis_disjoint,3,0.018910803621543848,0.01717968724694781,0.6666666666666666,0.6666666666666666,0.0402150274713788
lung,source_disjoint,3,0.02531904720360371,-0.003476338737711059,1.0,0.3333333333333333,0.0402150274713788
lung,target_disjoint,3,0.016051669244924256,0.0030702255651123256,1.0,0.3333333333333333,0.06665249462420147
