domain,seed_tag,split_regime,layer,n_genes_pool,n_points,pca_dim,null_family,n_null_draws,rewire_attempts,knn_k,used_component_bridging,h1_sum_observed,h1_sum_null_mean,h1_sum_null_std,h1_sum_delta,h1_sum_z,h1_sum_p_perm
immune,seed42_main,source_disjoint,4,2470,180,14,degree_preserving_geodesic_rewire,8,8,30,True,23.260729551315308,155.38477355241776,10.697856735309669,-132.12404400110245,-12.350515365630137,1.0
immune,seed43,source_disjoint,4,2470,180,14,degree_preserving_geodesic_rewire,8,8,30,True,20.7473464012146,159.79244887828827,7.461165511956078,-139.04510247707367,-18.635842112820878,1.0
immune,seed44,source_disjoint,4,2470,180,14,degree_preserving_geodesic_rewire,8,8,30,True,24.805558919906616,160.2139493227005,9.630914740198829,-135.40839040279388,-14.059764211549716,1.0
immune,seed42_main,source_disjoint,4,2470,180,14,feature_shuffle,20,0,30,True,23.260729551315308,14.36203533411026,2.246320035096801,8.898694217205048,3.9614543227185885,0.047619047619047616
immune,seed43,source_disjoint,4,2470,180,14,feature_shuffle,20,0,30,True,20.7473464012146,16.36499527692795,3.2746524043872287,4.38235112428665,1.3382645184194553,0.19047619047619047
immune,seed44,source_disjoint,4,2470,180,14,feature_shuffle,20,0,30,True,24.805558919906616,15.308176922798157,3.716050537791231,9.497381997108459,2.555773097800171,0.09523809523809523
immune,seed42_main,source_disjoint,5,2470,180,14,degree_preserving_geodesic_rewire,8,8,30,True,22.729408264160156,156.94991838932037,13.944025403597598,-134.22051012516022,-9.62566448573059,1.0
immune,seed43,source_disjoint,5,2470,180,14,degree_preserving_geodesic_rewire,8,8,30,True,18.00535774230957,166.03407430648804,14.843408304238718,-148.02871656417847,-9.972690471091761,1.0
immune,seed44,source_disjoint,5,2470,180,14,degree_preserving_geodesic_rewire,8,8,30,True,15.509032011032104,181.6887449170733,23.365224835333404,-166.1797129060412,-7.112266801200575,1.0
immune,seed42_main,source_disjoint,5,2470,180,14,feature_shuffle,20,0,30,True,22.729408264160156,16.36121767759323,3.1435642944067794,6.368190586566925,2.0257866511182256,0.047619047619047616
immune,seed43,source_disjoint,5,2470,180,14,feature_shuffle,20,0,30,True,18.00535774230957,10.881763404607772,2.307788666090261,7.123594337701798,3.086761989642435,0.047619047619047616
immune,seed44,source_disjoint,5,2470,180,14,feature_shuffle,20,0,30,True,15.509032011032104,11.72386321425438,2.937687992007403,3.785168796777725,1.2884856410168766,0.14285714285714285
immune,seed42_main,source_disjoint,6,2470,180,14,degree_preserving_geodesic_rewire,8,8,30,True,19.75694990158081,165.14056292176247,18.290078628638614,-145.38361302018166,-7.9487691640970395,1.0
immune,seed43,source_disjoint,6,2470,180,14,degree_preserving_geodesic_rewire,8,8,30,True,21.844011068344116,198.42364233732224,19.891383734184174,-176.57963126897812,-8.877191934950279,1.0
immune,seed44,source_disjoint,6,2470,180,14,degree_preserving_geodesic_rewire,8,8,30,True,18.768099308013916,116.80558708945522,12.2486586829681,-98.0374877814413,-8.003936619587547,1.0
immune,seed42_main,source_disjoint,6,2470,180,14,feature_shuffle,20,0,30,True,19.75694990158081,13.744002962112427,2.5154083381518144,6.012946939468383,2.390445656825613,0.047619047619047616
immune,seed43,source_disjoint,6,2470,180,14,feature_shuffle,20,0,30,True,21.844011068344116,14.961269295215606,2.8275212237009124,6.88274177312851,2.434196324682425,0.047619047619047616
immune,seed44,source_disjoint,6,2470,180,14,feature_shuffle,20,0,30,True,18.768099308013916,10.822105515003205,2.089746538063266,7.945993793010711,3.8023720314773306,0.047619047619047616
immune,seed42_main,source_disjoint,7,2470,180,14,degree_preserving_geodesic_rewire,8,8,30,True,21.834839582443237,177.39046585208922,14.42111836228791,-155.55562626964598,-10.786654845413835,1.0
immune,seed43,source_disjoint,7,2470,180,14,degree_preserving_geodesic_rewire,8,8,30,True,16.715090036392212,156.44297313690186,16.566386284102183,-139.72788310050964,-8.434421405841785,1.0
immune,seed44,source_disjoint,7,2470,180,14,degree_preserving_geodesic_rewire,8,8,30,True,27.278773307800293,234.57589894533157,15.468436085944042,-207.29712563753128,-13.401298261334775,1.0
immune,seed42_main,source_disjoint,7,2470,180,14,feature_shuffle,20,0,30,True,21.834839582443237,15.26884459257126,3.043793707862963,6.565994989871978,2.1571747686950724,0.09523809523809523
immune,seed43,source_disjoint,7,2470,180,14,feature_shuffle,20,0,30,True,16.715090036392212,13.621618223190307,1.9075970040146644,3.093471813201905,1.621658979894511,0.09523809523809523
immune,seed44,source_disjoint,7,2470,180,14,feature_shuffle,20,0,30,True,27.278773307800293,16.57153233885765,2.9675506269303598,10.707240968942642,3.6081072613106944,0.047619047619047616
immune,seed42_main,source_disjoint,8,2470,180,14,degree_preserving_geodesic_rewire,8,8,30,True,21.710615396499634,188.86738234758377,12.437669721594428,-167.15676695108414,-13.439556659671148,1.0
immune,seed43,source_disjoint,8,2470,180,14,degree_preserving_geodesic_rewire,8,8,30,True,20.251694917678833,194.43647959828377,24.650089273067866,-174.18478468060493,-7.066294273580949,1.0
immune,seed44,source_disjoint,8,2470,180,14,degree_preserving_geodesic_rewire,8,8,30,True,15.470771789550781,125.79694068431854,14.81932116802083,-110.32616889476776,-7.444751863897787,1.0
immune,seed42_main,source_disjoint,8,2470,180,14,feature_shuffle,20,0,30,True,21.710615396499634,14.434705138206482,3.1314441042887,7.275910258293152,2.3234999615688037,0.09523809523809523
immune,seed43,source_disjoint,8,2470,180,14,feature_shuffle,20,0,30,True,20.251694917678833,14.041692471504211,2.8862397624680893,6.210002446174622,2.1515892493673907,0.09523809523809523
immune,seed44,source_disjoint,8,2470,180,14,feature_shuffle,20,0,30,True,15.470771789550781,12.125596445798873,2.388931483130599,3.345175343751908,1.400280990046608,0.19047619047619047
immune,seed42_main,source_disjoint,9,2470,180,14,degree_preserving_geodesic_rewire,8,8,30,True,18.611989974975586,123.56560185551643,18.07011072717436,-104.95361188054085,-5.80813330141361,1.0
immune,seed43,source_disjoint,9,2470,180,14,degree_preserving_geodesic_rewire,8,8,30,True,15.282371997833252,161.9291093078817,7.350291811528221,-146.64673731004845,-19.951144940952698,1.0
immune,seed44,source_disjoint,9,2470,180,14,degree_preserving_geodesic_rewire,8,8,30,True,13.37450122833252,142.1084849536419,9.088908098862706,-128.73398372530937,-14.16385580213469,1.0
immune,seed42_main,source_disjoint,9,2470,180,14,feature_shuffle,20,0,30,True,18.611989974975586,9.291349691152572,1.8110084963176825,9.320640283823014,5.146657399801262,0.047619047619047616
immune,seed43,source_disjoint,9,2470,180,14,feature_shuffle,20,0,30,True,15.282371997833252,11.008034294843673,1.650442645033137,4.274337702989579,2.589812928830342,0.047619047619047616
immune,seed44,source_disjoint,9,2470,180,14,feature_shuffle,20,0,30,True,13.37450122833252,8.665253847837448,1.0917031888171065,4.709247380495071,4.31367007481586,0.047619047619047616
immune,seed42_main,source_disjoint,10,2470,180,14,degree_preserving_geodesic_rewire,8,8,30,True,11.305549144744873,100.786048412323,9.710724664566522,-89.48049926757812,-9.214605742542474,1.0
immune,seed43,source_disjoint,10,2470,180,14,degree_preserving_geodesic_rewire,8,8,30,True,15.71580171585083,119.61201566457748,9.910730314231289,-103.89621394872665,-10.483204632160552,1.0
immune,seed44,source_disjoint,10,2470,180,14,degree_preserving_geodesic_rewire,8,8,30,True,18.764259099960327,121.35785406827927,12.378151611053331,-102.59359496831894,-8.288280688727188,1.0
immune,seed42_main,source_disjoint,10,2470,180,14,feature_shuffle,20,0,30,True,11.305549144744873,7.069974112510681,1.2044144435521484,4.235575032234192,3.5167089297149334,0.047619047619047616
immune,seed43,source_disjoint,10,2470,180,14,feature_shuffle,20,0,30,True,15.71580171585083,10.84897130727768,1.6284222705991074,4.866830408573151,2.9886783627651647,0.047619047619047616
immune,seed44,source_disjoint,10,2470,180,14,feature_shuffle,20,0,30,True,18.764259099960327,11.065027105808259,1.782908996472387,7.699231994152068,4.318353884055325,0.047619047619047616
immune,seed42_main,source_disjoint,11,2470,180,14,degree_preserving_geodesic_rewire,8,8,30,True,9.167115688323975,96.40679961442947,7.244932603251327,-87.2396839261055,-12.041476255405502,1.0
immune,seed43,source_disjoint,11,2470,180,14,degree_preserving_geodesic_rewire,8,8,30,True,7.667497277259827,62.556741535663605,8.1666226030412,-54.88924425840378,-6.721168213557731,1.0
immune,seed44,source_disjoint,11,2470,180,14,degree_preserving_geodesic_rewire,8,8,30,True,10.967126846313477,80.4206809848547,8.612477210157788,-69.45355413854122,-8.064294678023824,1.0
immune,seed42_main,source_disjoint,11,2470,180,14,feature_shuffle,20,0,30,True,9.167115688323975,6.249563503265381,1.0253769524105454,2.917552185058594,2.8453459728682335,0.047619047619047616
immune,seed43,source_disjoint,11,2470,180,14,feature_shuffle,20,0,30,True,7.667497277259827,6.259513241052628,1.2623422886873672,1.407984036207199,1.1153742116616416,0.14285714285714285
immune,seed44,source_disjoint,11,2470,180,14,feature_shuffle,20,0,30,True,10.967126846313477,6.868791884183883,1.171108075952536,4.098334962129593,3.4995360742403068,0.047619047619047616
immune,seed42_main,target_disjoint,0,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,1.072309970855713,90.18623530864716,21.34641559007859,-89.11392533779144,-4.174655222914111,1.0
immune,seed43,target_disjoint,0,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,6.710525989532471,146.34613958001137,26.123020293214275,-139.6356135904789,-5.345308927444557,1.0
immune,seed44,target_disjoint,0,2471,180,14,degree_preserving_geodesic_rewire,8,8,23,False,2.7460436820983887,34.65305459499359,8.040801296778909,-31.907010912895203,-3.96813821549213,1.0
immune,seed42_main,target_disjoint,0,2471,180,14,feature_shuffle,20,0,30,True,1.072309970855713,3.2857634276151657,1.1875775357961067,-2.213453456759453,-1.8638391079128982,1.0
immune,seed43,target_disjoint,0,2471,180,14,feature_shuffle,20,0,30,True,6.710525989532471,5.158891335129738,1.2306343295792306,1.5516346544027328,1.2608413529894091,0.14285714285714285
immune,seed44,target_disjoint,0,2471,180,14,feature_shuffle,20,0,23,False,2.7460436820983887,3.583527222275734,1.027128938587129,-0.8374835401773453,-0.8153635905867721,0.8095238095238095
immune,seed42_main,target_disjoint,1,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,4.602707147598267,152.49341720342636,21.203193034748114,-147.8907100558281,-6.97492636163278,1.0
immune,seed43,target_disjoint,1,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,5.967530727386475,183.8610720038414,36.030716580755254,-177.89354127645493,-4.937274585500036,1.0
immune,seed44,target_disjoint,1,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,2.532637119293213,87.20494419336319,12.341673055440982,-84.67230707406998,-6.860683044093478,1.0
immune,seed42_main,target_disjoint,1,2471,180,14,feature_shuffle,20,0,30,True,4.602707147598267,3.8586480736732485,1.3349039985511426,0.7440590739250181,0.5573877029173676,0.3333333333333333
immune,seed43,target_disjoint,1,2471,180,14,feature_shuffle,20,0,30,True,5.967530727386475,4.767050093412399,1.4947675178674678,1.2004806339740757,0.8031219696850499,0.23809523809523808
immune,seed44,target_disjoint,1,2471,180,14,feature_shuffle,20,0,30,True,2.532637119293213,2.3176442205905916,0.770505737471982,0.21499289870262128,0.2790282900799435,0.38095238095238093
immune,seed42_main,target_disjoint,2,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,5.967755317687988,191.2758593559265,38.1378528792641,-185.30810403823853,-4.8589023776462605,1.0
immune,seed43,target_disjoint,2,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,4.748507499694824,127.29672414064407,27.43300389286064,-122.54821664094925,-4.46718183379017,1.0
immune,seed44,target_disjoint,2,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,3.764692783355713,149.59356117248535,26.47453825105395,-145.82886838912964,-5.508268624017113,1.0
immune,seed42_main,target_disjoint,2,2471,180,14,feature_shuffle,20,0,30,True,5.967755317687988,3.801223036646843,1.4056167331516483,2.166532281041145,1.5413392772025747,0.14285714285714285
immune,seed43,target_disjoint,2,2471,180,14,feature_shuffle,20,0,30,True,4.748507499694824,4.259626823663711,0.8489050387253972,0.48888067603111285,0.5758955986281521,0.3333333333333333
immune,seed44,target_disjoint,2,2471,180,14,feature_shuffle,20,0,30,True,3.764692783355713,3.409415638446808,0.9448979871376759,0.35527714490890494,0.37599523903012,0.2857142857142857
immune,seed42_main,target_disjoint,3,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,1.4038395881652832,177.78070574998856,38.849987335357916,-176.37686616182327,-4.539946554802613,1.0
immune,seed43,target_disjoint,3,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,5.8365797996521,186.52186048030853,37.49349638828546,-180.68528068065643,-4.819109927883146,1.0
immune,seed44,target_disjoint,3,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,3.632502555847168,80.21351993083954,31.821237773465537,-76.58101737499237,-2.4066008342530165,1.0
immune,seed42_main,target_disjoint,3,2471,180,14,feature_shuffle,20,0,30,True,1.4038395881652832,3.7383998036384583,1.387339748382297,-2.334560215473175,-1.6827602730424334,0.9523809523809523
immune,seed43,target_disjoint,3,2471,180,14,feature_shuffle,20,0,30,True,5.8365797996521,4.402308502793312,0.8941782025997573,1.4342712968587872,1.6040105776284173,0.047619047619047616
immune,seed44,target_disjoint,3,2471,180,14,feature_shuffle,20,0,30,True,3.632502555847168,3.4685070365667343,0.9851658635145695,0.16399551928043365,0.16646488189198558,0.38095238095238093
immune,seed42_main,target_disjoint,4,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,0.5090603828430176,87.98209583759308,25.743211448671953,-87.47303545475006,-3.3979068860837383,1.0
immune,seed43,target_disjoint,4,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,4.348909378051758,131.39285492897034,28.15238253592804,-127.04394555091858,-4.512724469563899,1.0
immune,seed44,target_disjoint,4,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,2.6099069118499756,150.83912134170532,17.85157334233454,-148.22921442985535,-8.303425786568079,1.0
immune,seed42_main,target_disjoint,4,2471,180,14,feature_shuffle,20,0,30,True,0.5090603828430176,2.91183080971241,0.7921404054156592,-2.4027704268693926,-3.033263304597277,1.0
immune,seed43,target_disjoint,4,2471,180,14,feature_shuffle,20,0,30,True,4.348909378051758,3.245871090888977,0.6356082591804699,1.1030382871627809,1.7354058407761919,0.09523809523809523
immune,seed44,target_disjoint,4,2471,180,14,feature_shuffle,20,0,30,True,2.6099069118499756,3.870871913433075,0.6064202093431346,-1.2609650015830995,-2.079358471363611,0.9523809523809523
immune,seed42_main,target_disjoint,5,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,4.986908435821533,157.12198668718338,25.19985423468916,-152.13507825136185,-6.037141200440015,1.0
immune,seed43,target_disjoint,5,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,1.9173645973205566,144.0685646533966,14.3461742558504,-142.15120005607605,-9.908648641166327,1.0
immune,seed44,target_disjoint,5,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,4.111035346984863,173.94725120067596,15.229606390341162,-169.8362158536911,-11.151714068608626,1.0
immune,seed42_main,target_disjoint,5,2471,180,14,feature_shuffle,20,0,30,True,4.986908435821533,2.944187665730715,0.8381343667060344,2.0427207700908183,2.4372234916004283,0.09523809523809523
immune,seed43,target_disjoint,5,2471,180,14,feature_shuffle,20,0,30,True,1.9173645973205566,3.8205213859677314,0.7072729058971202,-1.9031567886471747,-2.690837963801726,1.0
immune,seed44,target_disjoint,5,2471,180,14,feature_shuffle,20,0,30,True,4.111035346984863,3.59413705766201,0.8144043774767897,0.5168982893228531,0.6346948800663705,0.3333333333333333
immune,seed42_main,target_disjoint,6,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,1.5874476432800293,18.819924473762512,7.918477443744355,-17.232476830482483,-2.1762361452352192,1.0
immune,seed43,target_disjoint,6,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,9.490989685058594,279.0954678058624,30.752159290183652,-269.60447812080383,-8.767009677856892,1.0
immune,seed44,target_disjoint,6,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,3.588805675506592,44.3528128862381,19.800295814732298,-40.764007210731506,-2.05875748474134,1.0
immune,seed42_main,target_disjoint,6,2471,180,14,feature_shuffle,20,0,30,True,1.5874476432800293,2.323646232485771,0.8882118019818936,-0.7361985892057419,-0.8288547694752368,0.8095238095238095
immune,seed43,target_disjoint,6,2471,180,14,feature_shuffle,20,0,30,True,9.490989685058594,4.539558538794518,0.8521149005173317,4.951431146264076,5.8107552601735195,0.047619047619047616
immune,seed44,target_disjoint,6,2471,180,14,feature_shuffle,20,0,30,True,3.588805675506592,2.7745194107294084,0.7670115709413832,0.8142862647771834,1.0616349147329593,0.19047619047619047
immune,seed42_main,target_disjoint,7,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,4.446900367736816,91.52786421775818,29.77057172565114,-87.08096385002136,-2.9250685760953976,1.0
immune,seed43,target_disjoint,7,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,4.276616096496582,200.7260496020317,38.317159401484425,-196.44943350553513,-5.1269310295689,1.0
immune,seed44,target_disjoint,7,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,6.778064250946045,177.9542389512062,30.02578205994586,-171.17617470026016,-5.700973062177346,1.0
immune,seed42_main,target_disjoint,7,2471,180,14,feature_shuffle,20,0,30,True,4.446900367736816,3.156889247894287,0.6265677546111073,1.2900111198425295,2.0588533455321993,0.047619047619047616
immune,seed43,target_disjoint,7,2471,180,14,feature_shuffle,20,0,30,True,4.276616096496582,4.078045156598091,0.8813256596606471,0.19857093989849073,0.22530938194814473,0.38095238095238093
immune,seed44,target_disjoint,7,2471,180,14,feature_shuffle,20,0,30,True,6.778064250946045,3.48507734388113,1.1566509067242285,3.2929869070649147,2.84700153267855,0.047619047619047616
immune,seed42_main,target_disjoint,8,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,6.085174083709717,140.2304236292839,24.584445229966416,-134.1452495455742,-5.45650911726109,1.0
immune,seed43,target_disjoint,8,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,2.684929370880127,164.6402748823166,24.4754236924193,-161.95534551143646,-6.617059934900385,1.0
immune,seed44,target_disjoint,8,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,5.266289710998535,158.8549257516861,24.130498682533354,-153.58863604068756,-6.364917611317184,1.0
immune,seed42_main,target_disjoint,8,2471,180,14,feature_shuffle,20,0,30,True,6.085174083709717,2.78644580245018,0.9164760398480265,3.2987282812595367,3.5993611771969327,0.047619047619047616
immune,seed43,target_disjoint,8,2471,180,14,feature_shuffle,20,0,30,True,2.684929370880127,3.241726519167423,1.0323332172796602,-0.5567971482872962,-0.5393579693339474,0.7142857142857143
immune,seed44,target_disjoint,8,2471,180,14,feature_shuffle,20,0,30,True,5.266289710998535,3.784010636806488,0.9824363046428146,1.4822790741920473,1.508778803957354,0.09523809523809523
immune,seed42_main,target_disjoint,9,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,7.0979814529418945,117.69332045316696,17.621896248048156,-110.59533900022507,-6.276018053743726,1.0
immune,seed43,target_disjoint,9,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,4.77845573425293,186.40072917938232,42.77941243767603,-181.6222734451294,-4.245553248434246,1.0
immune,seed44,target_disjoint,9,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,4.889362335205078,178.98099273443222,42.5848423304288,-174.09163039922714,-4.088112597536675,1.0
immune,seed42_main,target_disjoint,9,2471,180,14,feature_shuffle,20,0,30,True,7.0979814529418945,2.3962535530328752,0.5330542895676503,4.701727899909019,8.820354667630838,0.047619047619047616
immune,seed43,target_disjoint,9,2471,180,14,feature_shuffle,20,0,30,True,4.77845573425293,3.1648389101028442,0.7973171178578782,1.6136168241500854,2.023808075840038,0.047619047619047616
immune,seed44,target_disjoint,9,2471,180,14,feature_shuffle,20,0,30,True,4.889362335205078,3.4019057139754296,0.7696202529765706,1.4874566212296485,1.9327150156769797,0.047619047619047616
immune,seed42_main,target_disjoint,10,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,4.984251976013184,68.88847953081131,16.59043087250723,-63.904227554798126,-3.8518726874565328,1.0
immune,seed43,target_disjoint,10,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,4.395455598831177,140.84216478466988,22.829334694435133,-136.4467091858387,-5.976814962247764,1.0
immune,seed44,target_disjoint,10,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,3.771178960800171,110.20067596435547,20.22111571848406,-106.4294970035553,-5.2632850966282305,1.0
immune,seed42_main,target_disjoint,10,2471,180,14,feature_shuffle,20,0,30,True,4.984251976013184,2.100748048722744,0.4299188937621399,2.8835039272904397,6.707088156443527,0.047619047619047616
immune,seed43,target_disjoint,10,2471,180,14,feature_shuffle,20,0,30,True,4.395455598831177,3.434093268215656,0.8935780265929206,0.9613623306155206,1.0758571729938282,0.23809523809523808
immune,seed44,target_disjoint,10,2471,180,14,feature_shuffle,20,0,30,True,3.771178960800171,2.255423215031624,0.5712553559972802,1.5157557457685469,2.6533768606318096,0.047619047619047616
immune,seed42_main,target_disjoint,11,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,2.546922206878662,68.88001856207848,15.9797070791643,-66.33309635519981,-4.151083372331615,1.0
immune,seed43,target_disjoint,11,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,3.2334156036376953,108.01251557469368,14.727419850202995,-104.77909997105598,-7.114559171238485,1.0
immune,seed44,target_disjoint,11,2471,180,14,degree_preserving_geodesic_rewire,8,8,30,True,3.7325241565704346,111.49942827224731,16.559821866588294,-107.76690411567688,-6.507733294317834,1.0
immune,seed42_main,target_disjoint,11,2471,180,14,feature_shuffle,20,0,30,True,2.546922206878662,1.9282196760177612,0.6049259224257532,0.6187025308609009,1.0227740404265195,0.14285714285714285
immune,seed43,target_disjoint,11,2471,180,14,feature_shuffle,20,0,30,True,3.2334156036376953,2.2794803410768507,0.5046390954482745,0.9539352625608446,1.8903316633110354,0.09523809523809523
immune,seed44,target_disjoint,11,2471,180,14,feature_shuffle,20,0,30,True,3.7325241565704346,2.038515941798687,0.7004449616855422,1.6940082147717477,2.4184744055790377,0.09523809523809523
