analysis_type,split_regime,metric,n_rows,mean_value,positive_fraction,fisher_p_upper,p_mean_rho_upper,p_mean_rho_lower,p_mean_rho_two_sided,null_mean_rho,null_std_rho
coupling_to_h13,source_disjoint,delta_edge_recon_pos_minus_neg,3,-0.15850815850815853,0.3333333333333333,,0.8247250916361213,0.17594135288237253,0.3618793735421526,0.002067599067599066,0.1735386968925636
coupling_to_h13,source_disjoint,mean_edge_reconstruction_error,3,-0.22610722610722614,0.0,,0.9016994335221593,0.09930023325558147,0.20293235588137287,-0.0011320901320901338,0.17494462675427044
coupling_to_h13,target_disjoint,delta_edge_recon_pos_minus_neg,3,-0.4498834498834499,0.0,,0.9953348883705432,0.005664778407197601,0.007997334221926024,-0.0020761460761460782,0.17129151950664798
coupling_to_h13,target_disjoint,mean_edge_reconstruction_error,3,-0.407925407925408,0.0,,0.9923358880373209,0.007997334221926024,0.01899366877707431,-0.00016239316239316138,0.17305978588433318
edge_predictive,source_disjoint,auc_edge_recon_mean,36,0.5330886212764975,0.7777777777777778,5.638299842192487e-23,,,,,
edge_predictive,source_disjoint,delta_edge_recon_pos_minus_neg,36,0.008791883715495864,0.7777777777777778,3.220018160469449e-20,,,,,
edge_predictive,target_disjoint,auc_edge_recon_mean,36,0.47796533374681593,0.2222222222222222,0.9999993245119867,,,,,
edge_predictive,target_disjoint,delta_edge_recon_pos_minus_neg,36,-0.004354318050394477,0.2222222222222222,0.9999883318810959,,,,,
