domains_tested,mean_procrustes_top1,mean_ot_top1,mean_jaccard_true_map,mean_jaccard_ot_map,mean_transfer_auc_true_map,mean_transfer_auc_ot_map,domains_jaccard_true_sig,domains_transfer_true_sig,combined_fisher_p_jaccard_true_upper,combined_fisher_p_transfer_true_upper,artifact_paths
3,0.39540781779008927,0.0024022776238842723,0.06308080923597177,0.029884284074388524,0.5650419742869269,0.5200293664623007,3,3,6.039085942824401e-06,1.599358297623714e-05,"{'by_domain_layer': 'iterations/iter_0012/h20_cross_model_transfer_by_domain_layer.csv', 'null_summary': 'iterations/iter_0012/h20_cross_model_transfer_null_summary.csv'}"
