domain,seed_tag,split_regime,layer,perm_idx,null_interaction_coef_mean
external_lung,seed42_main,target_disjoint,0,79,2.660753537867914e-07
external_lung,seed42_main,target_disjoint,3,0,-0.018715321789745037
external_lung,seed42_main,target_disjoint,3,1,-0.08757400727162017
external_lung,seed42_main,target_disjoint,3,2,-0.09601205912995103
external_lung,seed42_main,target_disjoint,3,3,-0.11653231833617235
external_lung,seed42_main,target_disjoint,3,4,-0.24774183446657627
external_lung,seed42_main,target_disjoint,3,5,0.08644573806893623
external_lung,seed42_main,target_disjoint,3,6,0.06536767358266309
external_lung,seed42_main,target_disjoint,3,7,0.03728726030398566
external_lung,seed42_main,target_disjoint,3,8,-0.11844974854589001
external_lung,seed42_main,target_disjoint,3,9,-0.04084148705818319
external_lung,seed42_main,target_disjoint,3,10,-0.02253041923194975
external_lung,seed42_main,target_disjoint,3,11,-0.06643053707955508
external_lung,seed42_main,target_disjoint,3,12,0.013225243042885304
external_lung,seed42_main,target_disjoint,3,13,-0.007891871069040027
external_lung,seed42_main,target_disjoint,3,14,0.08492663665573809
external_lung,seed42_main,target_disjoint,3,15,-0.07480518772368824
external_lung,seed42_main,target_disjoint,3,16,-0.06825030496196292
external_lung,seed42_main,target_disjoint,3,17,-0.16633505076939617
external_lung,seed42_main,target_disjoint,3,18,-0.1700169399363933
external_lung,seed42_main,target_disjoint,3,19,0.0607940487350927
external_lung,seed42_main,target_disjoint,3,20,0.010889678262475333
external_lung,seed42_main,target_disjoint,3,21,-0.06878172671578105
external_lung,seed42_main,target_disjoint,3,22,0.05338218670832832
external_lung,seed42_main,target_disjoint,3,23,-0.12727134880750532
external_lung,seed42_main,target_disjoint,3,24,0.018788066869711795
external_lung,seed42_main,target_disjoint,3,25,-0.0965761194220075
external_lung,seed42_main,target_disjoint,3,26,0.11146781887901965
external_lung,seed42_main,target_disjoint,3,27,-0.06239785643752363
external_lung,seed42_main,target_disjoint,3,28,0.07469794917887289
external_lung,seed42_main,target_disjoint,3,29,0.017092513003303226
external_lung,seed42_main,target_disjoint,3,30,-0.04055003255907166
external_lung,seed42_main,target_disjoint,3,31,-0.07311482595501492
