domain,seed_tag,split_regime,layer,perm_idx,null_h1_total_lifetime
external_lung,seed42_main,paired_source_target,0,0,4117.0
external_lung,seed42_main,paired_source_target,0,1,4117.0
external_lung,seed42_main,paired_source_target,0,2,4083.0
external_lung,seed42_main,paired_source_target,0,3,4024.0
external_lung,seed42_main,paired_source_target,0,4,4129.0
external_lung,seed42_main,paired_source_target,0,5,4087.0
external_lung,seed42_main,paired_source_target,0,6,3985.0
external_lung,seed42_main,paired_source_target,0,7,4154.0
external_lung,seed42_main,paired_source_target,0,8,4067.0
external_lung,seed42_main,paired_source_target,0,9,4176.0
external_lung,seed42_main,paired_source_target,0,10,4085.0
external_lung,seed42_main,paired_source_target,0,11,3985.0
external_lung,seed42_main,paired_source_target,0,12,4026.0
external_lung,seed42_main,paired_source_target,0,13,4068.0
external_lung,seed42_main,paired_source_target,0,14,4058.0
external_lung,seed42_main,paired_source_target,0,15,4042.0
external_lung,seed42_main,paired_source_target,0,16,4095.0
external_lung,seed42_main,paired_source_target,0,17,4062.0
external_lung,seed42_main,paired_source_target,0,18,4097.0
external_lung,seed42_main,paired_source_target,0,19,4126.0
external_lung,seed42_main,paired_source_target,0,20,3987.0
external_lung,seed42_main,paired_source_target,0,21,4103.0
external_lung,seed42_main,paired_source_target,0,22,3995.0
external_lung,seed42_main,paired_source_target,0,23,4052.0
external_lung,seed42_main,paired_source_target,0,24,4094.0
external_lung,seed42_main,paired_source_target,0,25,4086.0
external_lung,seed42_main,paired_source_target,0,26,4120.0
external_lung,seed42_main,paired_source_target,0,27,4127.0
external_lung,seed42_main,paired_source_target,0,28,4118.0
external_lung,seed42_main,paired_source_target,0,29,4106.0
external_lung,seed42_main,paired_source_target,0,30,4091.0
external_lung,seed42_main,paired_source_target,0,31,4114.0
external_lung,seed42_main,paired_source_target,0,32,4102.0
external_lung,seed42_main,paired_source_target,0,33,4056.0
external_lung,seed42_main,paired_source_target,0,34,4106.0
external_lung,seed42_main,paired_source_target,0,35,4106.0
external_lung,seed42_main,paired_source_target,0,36,4026.0
external_lung,seed42_main,paired_source_target,0,37,4002.0
external_lung,seed42_main,paired_source_target,0,38,4097.0
external_lung,seed42_main,paired_source_target,0,39,4070.0
external_lung,seed42_main,paired_source_target,3,0,4081.0
external_lung,seed42_main,paired_source_target,3,1,4009.0
external_lung,seed42_main,paired_source_target,3,2,4029.0
external_lung,seed42_main,paired_source_target,3,3,4036.0
external_lung,seed42_main,paired_source_target,3,4,4048.0
external_lung,seed42_main,paired_source_target,3,5,4026.0
external_lung,seed42_main,paired_source_target,3,6,4017.0
external_lung,seed42_main,paired_source_target,3,7,4145.0
external_lung,seed42_main,paired_source_target,3,8,4079.0
external_lung,seed42_main,paired_source_target,3,9,4027.0
external_lung,seed42_main,paired_source_target,3,10,4041.0
external_lung,seed42_main,paired_source_target,3,11,4020.0
external_lung,seed42_main,paired_source_target,3,12,4035.0
external_lung,seed42_main,paired_source_target,3,13,3985.0
external_lung,seed42_main,paired_source_target,3,14,4065.0
external_lung,seed42_main,paired_source_target,3,15,4047.0
external_lung,seed42_main,paired_source_target,3,16,4018.0
external_lung,seed42_main,paired_source_target,3,17,4005.0
external_lung,seed42_main,paired_source_target,3,18,4022.0
external_lung,seed42_main,paired_source_target,3,19,3970.0
external_lung,seed42_main,paired_source_target,3,20,4085.0
external_lung,seed42_main,paired_source_target,3,21,3996.0
external_lung,seed42_main,paired_source_target,3,22,3978.0
external_lung,seed42_main,paired_source_target,3,23,3960.0
external_lung,seed42_main,paired_source_target,3,24,4061.0
external_lung,seed42_main,paired_source_target,3,25,4016.0
external_lung,seed42_main,paired_source_target,3,26,3919.0
external_lung,seed42_main,paired_source_target,3,27,4076.0
external_lung,seed42_main,paired_source_target,3,28,4052.0
external_lung,seed42_main,paired_source_target,3,29,4014.0
external_lung,seed42_main,paired_source_target,3,30,4057.0
external_lung,seed42_main,paired_source_target,3,31,4061.0
external_lung,seed42_main,paired_source_target,3,32,4069.0
external_lung,seed42_main,paired_source_target,3,33,4073.0
external_lung,seed42_main,paired_source_target,3,34,4077.0
external_lung,seed42_main,paired_source_target,3,35,4070.0
external_lung,seed42_main,paired_source_target,3,36,4050.0
external_lung,seed42_main,paired_source_target,3,37,4054.0
external_lung,seed42_main,paired_source_target,3,38,4074.0
external_lung,seed42_main,paired_source_target,3,39,3980.0
external_lung,seed42_main,paired_source_target,7,0,3832.0
external_lung,seed42_main,paired_source_target,7,1,3902.0
external_lung,seed42_main,paired_source_target,7,2,3857.0
external_lung,seed42_main,paired_source_target,7,3,3852.0
external_lung,seed42_main,paired_source_target,7,4,3914.0
external_lung,seed42_main,paired_source_target,7,5,3859.0
external_lung,seed42_main,paired_source_target,7,6,3896.0
external_lung,seed42_main,paired_source_target,7,7,3890.0
external_lung,seed42_main,paired_source_target,7,8,3833.0
external_lung,seed42_main,paired_source_target,7,9,3853.0
external_lung,seed42_main,paired_source_target,7,10,3851.0
external_lung,seed42_main,paired_source_target,7,11,3876.0
external_lung,seed42_main,paired_source_target,7,12,3852.0
external_lung,seed42_main,paired_source_target,7,13,3873.0
external_lung,seed42_main,paired_source_target,7,14,3837.0
external_lung,seed42_main,paired_source_target,7,15,3789.0
external_lung,seed42_main,paired_source_target,7,16,3867.0
external_lung,seed42_main,paired_source_target,7,17,3837.0
external_lung,seed42_main,paired_source_target,7,18,3887.0
external_lung,seed42_main,paired_source_target,7,19,3823.0
external_lung,seed42_main,paired_source_target,7,20,3826.0
external_lung,seed42_main,paired_source_target,7,21,3836.0
external_lung,seed42_main,paired_source_target,7,22,3831.0
external_lung,seed42_main,paired_source_target,7,23,3883.0
external_lung,seed42_main,paired_source_target,7,24,3863.0
external_lung,seed42_main,paired_source_target,7,25,3860.0
external_lung,seed42_main,paired_source_target,7,26,3831.0
external_lung,seed42_main,paired_source_target,7,27,3840.0
external_lung,seed42_main,paired_source_target,7,28,3812.0
external_lung,seed42_main,paired_source_target,7,29,3895.0
external_lung,seed42_main,paired_source_target,7,30,3844.0
external_lung,seed42_main,paired_source_target,7,31,3868.0
external_lung,seed42_main,paired_source_target,7,32,3875.0
external_lung,seed42_main,paired_source_target,7,33,3857.0
external_lung,seed42_main,paired_source_target,7,34,3900.0
external_lung,seed42_main,paired_source_target,7,35,3882.0
external_lung,seed42_main,paired_source_target,7,36,3824.0
external_lung,seed42_main,paired_source_target,7,37,3873.0
external_lung,seed42_main,paired_source_target,7,38,3842.0
external_lung,seed42_main,paired_source_target,7,39,3901.0
external_lung,seed42_main,paired_source_target,11,0,3925.0
external_lung,seed42_main,paired_source_target,11,1,3883.0
external_lung,seed42_main,paired_source_target,11,2,3916.0
external_lung,seed42_main,paired_source_target,11,3,3906.0
external_lung,seed42_main,paired_source_target,11,4,3868.0
external_lung,seed42_main,paired_source_target,11,5,3935.0
external_lung,seed42_main,paired_source_target,11,6,3957.0
external_lung,seed42_main,paired_source_target,11,7,3887.0
external_lung,seed42_main,paired_source_target,11,8,3965.0
external_lung,seed42_main,paired_source_target,11,9,3888.0
external_lung,seed42_main,paired_source_target,11,10,3908.0
external_lung,seed42_main,paired_source_target,11,11,3952.0
external_lung,seed42_main,paired_source_target,11,12,3890.0
external_lung,seed42_main,paired_source_target,11,13,3938.0
external_lung,seed42_main,paired_source_target,11,14,3864.0
external_lung,seed42_main,paired_source_target,11,15,3922.0
external_lung,seed42_main,paired_source_target,11,16,3928.0
external_lung,seed42_main,paired_source_target,11,17,3915.0
external_lung,seed42_main,paired_source_target,11,18,3946.0
external_lung,seed42_main,paired_source_target,11,19,3907.0
external_lung,seed42_main,paired_source_target,11,20,3943.0
external_lung,seed42_main,paired_source_target,11,21,3866.0
external_lung,seed42_main,paired_source_target,11,22,3863.0
external_lung,seed42_main,paired_source_target,11,23,3957.0
external_lung,seed42_main,paired_source_target,11,24,3860.0
external_lung,seed42_main,paired_source_target,11,25,3960.0
external_lung,seed42_main,paired_source_target,11,26,3863.0
external_lung,seed42_main,paired_source_target,11,27,3882.0
external_lung,seed42_main,paired_source_target,11,28,3914.0
external_lung,seed42_main,paired_source_target,11,29,3857.0
external_lung,seed42_main,paired_source_target,11,30,3931.0
external_lung,seed42_main,paired_source_target,11,31,3944.0
external_lung,seed42_main,paired_source_target,11,32,3943.0
external_lung,seed42_main,paired_source_target,11,33,3895.0
external_lung,seed42_main,paired_source_target,11,34,3867.0
external_lung,seed42_main,paired_source_target,11,35,3928.0
external_lung,seed42_main,paired_source_target,11,36,3916.0
external_lung,seed42_main,paired_source_target,11,37,3861.0
external_lung,seed42_main,paired_source_target,11,38,3918.0
external_lung,seed42_main,paired_source_target,11,39,3955.0
immune,seed42_main,paired_source_target,0,0,3794.0
immune,seed42_main,paired_source_target,0,1,3768.0
immune,seed42_main,paired_source_target,0,2,3813.0
immune,seed42_main,paired_source_target,0,3,3796.0
immune,seed42_main,paired_source_target,0,4,3776.0
immune,seed42_main,paired_source_target,0,5,3771.0
immune,seed42_main,paired_source_target,0,6,3821.0
immune,seed42_main,paired_source_target,0,7,3778.0
immune,seed42_main,paired_source_target,0,8,3793.0
immune,seed42_main,paired_source_target,0,9,3831.0
immune,seed42_main,paired_source_target,0,10,3879.0
immune,seed42_main,paired_source_target,0,11,3724.0
immune,seed42_main,paired_source_target,0,12,3782.0
immune,seed42_main,paired_source_target,0,13,3759.0
immune,seed42_main,paired_source_target,0,14,3752.0
immune,seed42_main,paired_source_target,0,15,3746.0
immune,seed42_main,paired_source_target,0,16,3820.0
immune,seed42_main,paired_source_target,0,17,3838.0
immune,seed42_main,paired_source_target,0,18,3834.0
immune,seed42_main,paired_source_target,0,19,3860.0
immune,seed42_main,paired_source_target,0,20,3711.0
immune,seed42_main,paired_source_target,0,21,3758.0
immune,seed42_main,paired_source_target,0,22,3754.0
immune,seed42_main,paired_source_target,0,23,3816.0
immune,seed42_main,paired_source_target,0,24,3749.0
immune,seed42_main,paired_source_target,0,25,3838.0
immune,seed42_main,paired_source_target,0,26,3788.0
immune,seed42_main,paired_source_target,0,27,3810.0
immune,seed42_main,paired_source_target,0,28,3796.0
immune,seed42_main,paired_source_target,0,29,3771.0
immune,seed42_main,paired_source_target,0,30,3806.0
immune,seed42_main,paired_source_target,0,31,3802.0
immune,seed42_main,paired_source_target,0,32,3777.0
immune,seed42_main,paired_source_target,0,33,3755.0
immune,seed42_main,paired_source_target,0,34,3783.0
immune,seed42_main,paired_source_target,0,35,3833.0
immune,seed42_main,paired_source_target,0,36,3781.0
immune,seed42_main,paired_source_target,0,37,3750.0
immune,seed42_main,paired_source_target,0,38,3791.0
