domain,seed_tag,split_regime,layer,n_modules,module_role_graph_concordance,top_role_graph_jaccard,module_role_alignment_rmse,q95_null_concordance,null_gap_q95_concordance,p_module_membership_upper,p_role_label_upper,p_random_subspace_upper,p_best_upper
external_lung,seed42_main,other,7,64,-0.014952586636419218,0.10410958904109589,1.2838501223191676,-0.0008914928238180595,-0.014061093812601158,,1.0,1.0,1.0
external_lung,seed42_main,other,11,64,0.023310805922317747,0.11634349030470914,1.2273197604813104,0.0359600111359951,-0.01264920521367735,,1.0,0.676923076923077,0.676923076923077
immune,seed42_main,other,7,64,0.07357466409675854,0.14002828854314003,1.2153679252432148,0.12915327580133457,-0.05557861170457602,,1.0,1.0,1.0
immune,seed42_main,other,11,64,0.06762013901569612,0.15142857142857144,1.2118526176383435,0.09628916264217813,-0.028669023626482007,,1.0,1.0,1.0
lung,seed42_main,other,7,64,0.05290493115032913,0.1384180790960452,1.203261001175306,0.07396843603856172,-0.02106350488823259,,1.0,0.5846153846153846,0.5846153846153846
lung,seed42_main,other,11,64,0.033566261279888994,0.13202247191011235,1.219836312297583,0.0513762623045013,-0.017810001024612304,,1.0,0.5538461538461539,0.5538461538461539
