hypothesis_id,null_kind,domain,seed_tag,split_regime,layer,perm_idx,null_response_value,null_jacobian_value
H109,module_size_variance_matched_shuffle,lung,seed42_main,other,-1,57,0.7898913441582225,0.5343416552502909
H109,module_size_variance_matched_shuffle,lung,seed42_main,other,-1,58,0.7868120837233278,0.6010161256211373
H109,module_size_variance_matched_shuffle,lung,seed42_main,other,-1,59,0.86406489507454,0.8391981968080671
H109,module_size_variance_matched_shuffle,lung,seed42_main,other,-1,60,0.79514100842388,0.5445383306223857
H109,module_size_variance_matched_shuffle,lung,seed42_main,other,-1,61,0.7551920129139029,0.471549817416852
H109,module_size_variance_matched_shuffle,lung,seed42_main,other,-1,62,0.8250111911447523,0.6378050957129837
H109,module_size_variance_matched_shuffle,lung,seed42_main,other,-1,63,0.774128786337308,0.33461388117194607
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,0,0.7128284431422023,0.591223056835871
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,1,0.7122858421845116,0.6976293451050677
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,2,0.7249013144508201,0.691413579911039
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,3,0.7055711553330892,0.5689698182988419
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,4,0.749101317163825,0.6541957444966168
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,5,0.5861446845453683,0.27985573371432637
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,6,0.6544581451186262,0.43724153569874274
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,7,0.6534136382750717,0.2712609144402494
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,8,0.8123957188784439,0.6453350487361688
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,9,0.6691083709762748,0.5076638885517734
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,10,0.7468088281175818,0.63110801637921
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,11,0.7035770968135759,0.6807250329878348
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,12,0.6965368493875392,0.40444030796461694
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,13,0.754174636118233,0.40259792726632426
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,14,0.5857106037792157,0.6027104632395393
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,15,0.6422224935227011,0.4635842995576018
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,16,0.724236628277649,0.43015657702327814
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,17,0.5830789891344158,0.29371171494482884
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,18,0.5885863888549764,0.2640399003897528
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,19,0.5773816790786637,0.6272890971264078
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,20,0.7733555799725987,0.7132682697591048
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,21,0.7415998589237511,0.8890279635326153
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,22,0.6447455879759628,0.6448121585098694
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,23,0.5831196842062427,0.340394631799046
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,24,0.6982867374760917,0.6516705226833513
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,25,0.7528995238676597,0.6853738726594837
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,26,0.758393358564278,0.8499449484587577
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,27,0.6125557861609626,0.38466384872153214
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,28,0.6031145294971446,0.33683778067809605
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,29,0.8304100706737749,0.8063617558460761
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,30,0.7481653305118086,0.7717546306482959
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,31,0.7294998575672488,0.6346743387050121
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,32,0.6847352785577667,0.5999505217540801
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,33,0.6492763059726802,0.4772139017094688
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,34,0.6693525414072355,0.4757196440624108
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,35,0.6944207056525455,0.5922113278341627
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,36,0.7343425711146382,0.867992754584818
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,37,0.6402148699792456,0.6204784465059062
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,38,0.7282518753645602,0.8090254384253581
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,39,0.7566027754038986,0.6699917987038716
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,40,0.7375032216931865,0.4478534892651681
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,41,0.7135066943393156,0.642264649764142
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,42,0.7753089434202853,0.7490273225441614
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,43,0.8388746456137496,0.7649327399036095
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,44,0.796619596033587,0.7486490642134994
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,45,0.6014324665283034,0.5736885079132334
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,46,0.7602517668443686,0.612547000027914
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,47,0.7021798993475223,0.3800138593063843
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,48,0.7145240711349856,0.5350121514822825
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,49,0.7113769855803798,0.40163433228183604
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,50,0.6388990626568456,0.5053276390611501
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,51,0.7233549017214016,0.8018882395084346
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,52,0.6794042241484558,0.7231533030252442
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,53,0.6957772080467722,0.5790407944471667
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,54,0.6315332546561946,0.5444499831715004
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,55,0.7689876422631887,0.5271194450223249
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,56,0.5778971499884697,0.6910498268415546
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,57,0.7194346098020864,0.4522729877823434
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,58,0.8319836134510779,0.7248201880002545
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,59,0.8076343954747081,0.7381269803809865
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,60,0.5657564535601406,0.44210363460852714
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,61,0.5581329101045864,0.47167310462687323
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,62,0.7429970563898046,0.6796843442783842
H109,module_size_variance_matched_shuffle,external_lung,seed43,other,-1,63,0.6800417802737422,0.4379635057683337
H109,module_size_variance_matched_shuffle,immune,seed43,other,-1,0,0.6820265870862723,0.5319154011525042
H109,module_size_variance_matched_shuffle,immune,seed43,other,-1,1,0.7856483993488877,0.5453342461911104
H109,module_size_variance_matched_shuffle,immune,seed43,other,-1,2,0.7405181768855128,0.6499490719415103
H109,module_size_variance_matched_shuffle,immune,seed43,other,-1,3,0.7300732501356484,0.2862268257167563
H109,module_size_variance_matched_shuffle,immune,seed43,other,-1,4,0.7333559413998916,0.16401948689549894
H109,module_size_variance_matched_shuffle,immune,seed43,other,-1,5,0.7116657623440044,0.41475391423593505
H109,module_size_variance_matched_shuffle,immune,seed43,other,-1,6,0.7696825827455236,0.5428188000094736
H109,module_size_variance_matched_shuffle,immune,seed43,other,-1,7,0.8156945198046662,0.5610748626211486
