seed_tag,domain,n_rows,mean_module_response_rank_spearman,mean_jacobian_subspace_mean_cosine,mean_null_gap_q95_response_concordance,mean_null_gap_q95_jacobian_subspace,fraction_response_null_gap_positive,fraction_jacobian_null_gap_positive,fraction_p_best_response_lt_0_05,fraction_p_best_jacobian_lt_0_05
seed42_main,external_lung,1,0.7931740799522512,0.4744349236612895,-0.05688696265548909,-0.07059525136389477,0.0,0.0,1.0,0.0
seed42_main,immune,1,0.7829024118939742,0.636645269601274,-0.07944057082395073,-0.07908020379968939,0.0,0.0,1.0,0.0
seed42_main,lung,1,0.8913305931984972,0.7627700969906477,0.0191538138064814,-0.02169254805943177,1.0,0.0,1.0,0.0
seed43,external_lung,1,0.7071040030385655,0.7324939960768033,-0.0781501376849929,-0.020507355101045843,0.0,0.0,1.0,1.0
seed43,immune,1,0.7148534997287033,0.32138052967101005,-0.12197029300054252,-0.3276293361609478,0.0,0.0,1.0,0.0
seed43,lung,1,0.8413049376017363,0.40571231306674743,0.0067912371134021265,-0.2372315722802461,1.0,0.0,1.0,0.0
seed44,external_lung,1,0.8044168317100301,0.46326537684201585,-0.0423743183483003,-0.18372264985074693,0.0,0.0,1.0,0.0
seed44,immune,1,0.8210095090817836,0.5313950776794866,-0.023611280673910384,-0.051753198535147815,0.0,0.0,1.0,0.0
seed44,lung,1,0.7642023874118286,0.3709011336979158,-0.08127712967986978,-0.36199319703214616,0.0,0.0,1.0,0.0
