domain,seed_tag,split_regime,layer,n_modules,n_perturbations,module_response_rank_spearman,jacobian_subspace_mean_cosine,q95_null_response_concordance,q95_null_jacobian_subspace,null_gap_q95_response_concordance,null_gap_q95_jacobian_subspace,p_best_response_upper,p_best_jacobian_upper
external_lung,seed42_main,other,-1,72,96,0.7931740799522512,0.4744349236612895,0.8500610426077403,0.5450301750251842,-0.05688696265548909,-0.07059525136389477,0.015384615384615385,0.15384615384615385
immune,seed42_main,other,-1,72,96,0.7829024118939742,0.636645269601274,0.862342982717925,0.7157254734009634,-0.07944057082395073,-0.07908020379968939,0.015384615384615385,0.2
lung,seed42_main,other,-1,72,96,0.8913305931984972,0.7627700969906477,0.8721767793920158,0.7844626450500795,0.0191538138064814,-0.02169254805943177,0.015384615384615385,0.09230769230769231
external_lung,seed43,other,-1,72,96,0.7071040030385655,0.7324939960768033,0.7852541407235584,0.7530013511778492,-0.0781501376849929,-0.020507355101045843,0.015384615384615385,0.046153846153846156
immune,seed43,other,-1,72,96,0.7148534997287033,0.32138052967101005,0.8368237927292458,0.6490098658319579,-0.12197029300054252,-0.3276293361609478,0.015384615384615385,0.7384615384615385
lung,seed43,other,-1,72,96,0.8413049376017363,0.40571231306674743,0.8345137004883342,0.6429438853469935,0.0067912371134021265,-0.2372315722802461,0.015384615384615385,0.13846153846153847
external_lung,seed44,other,-1,72,96,0.8044168317100301,0.46326537684201585,0.8467911500583304,0.6469880266927628,-0.0423743183483003,-0.18372264985074693,0.015384615384615385,0.4307692307692308
immune,seed44,other,-1,72,96,0.8210095090817836,0.5313950776794866,0.844620789755694,0.5831482762146344,-0.023611280673910384,-0.051753198535147815,0.015384615384615385,0.13846153846153847
lung,seed44,other,-1,72,96,0.7642023874118286,0.3709011336979158,0.8454795170916983,0.7328943307300619,-0.08127712967986978,-0.36199319703214616,0.015384615384615385,0.5538461538461539
