domain,metric,mean_spearman_rho,std_spearman_rho,n_seed_runs,fisher_stat,fisher_p,sign_consistency
external_lung,linearity_top5_ratio,-0.5104895104895105,0.14735180073919918,3,15.335497864825104,0.01780180548954309,1.0
external_lung,mle_intrinsic_dim,0.07925407925407928,0.09897843238024312,3,1.8104223948346383,0.9362822573629632,0.6666666666666666
external_lung,participation_ratio_dim,0.5081585081585083,0.0863100633173595,3,14.683968657606888,0.022862405508219923,1.0
immune,linearity_top5_ratio,-0.24242424242424243,0.39169163284466146,3,9.498787451600723,0.14740836784996372,0.6666666666666666
immune,mle_intrinsic_dim,0.013986013986013965,0.4006816042175325,3,6.66592402148544,0.3528497538971098,0.3333333333333333
immune,participation_ratio_dim,0.2657342657342658,0.3394310797066181,3,8.70213804261628,0.19103552243482877,0.6666666666666666
