domain,split_regime,n_rows,mean_delta_vs_h70,mean_null_gap_q95,fraction_delta_positive,fraction_null_gap_positive,combined_fisher_p_best
immune,dual_axis_disjoint,3,0.11687899690773255,-0.006220399784336569,1.0,0.0,0.0018505875770839142
immune,source_disjoint,3,0.11346255891625308,-0.014734525704653957,1.0,0.0,0.0018505875770839142
lung,dual_axis_disjoint,3,0.16635120119360283,-0.005017820197504204,1.0,0.3333333333333333,0.0018505875770839142
lung,source_disjoint,3,0.1580958076353496,-0.0019854551278759847,1.0,0.3333333333333333,0.0018505875770839142
