domain,split_regime,n_rows,mean_delta_vs_h70,mean_null_gap_q95,fraction_delta_positive,fraction_null_gap_positive,combined_fisher_p_best
external_lung,source_disjoint,1,-0.07348442714126802,-0.08826473859844276,0.0,0.0,1.0
external_lung,target_disjoint,1,-0.0534581697372396,-0.07731048021745704,0.0,0.0,1.0
immune,source_disjoint,1,-0.06714111808221745,-0.06756250585260785,0.0,0.0,1.0
immune,target_disjoint,1,-0.027624309392265234,-0.0066391984268190166,0.0,0.0,0.33333333333333326
lung,source_disjoint,1,-0.02059130434782619,-0.03609043478260889,0.0,0.0,0.38095238095238093
lung,target_disjoint,1,-0.03437132784958863,-0.04449177438307873,0.0,0.0,1.0
