domain,seed_tag,split_regime,layer,n_edges,positive_rate,n_unique_genes,pca_dim,knn_k,n_communities,largest_community_fraction,graph_modularity,same_community_edge_fraction,auc_same_community,positive_rate_same_community,positive_rate_diff_community,delta_positive_rate_same_minus_diff,p_auc_upper,p_delta_upper
immune,seed44,source_disjoint,5,1527,0.2383759004584152,340,14,20,4,0.2911764705882353,0.4179682733256302,0.28094302554027506,0.5500245670065103,0.30303030303030304,0.21311475409836064,0.0899155489319424,0.0033222591362126247,0.0033222591362126247
immune,seed42_main,source_disjoint,6,1527,0.2383759004584152,340,14,20,5,0.27941176470588236,0.41723463734750643,0.2678454485920105,0.5586230192851002,0.31784841075794623,0.20930232558139536,0.10854608517655087,0.0033222591362126247,0.0033222591362126247
immune,seed43,source_disjoint,6,1527,0.2383759004584152,340,14,20,4,0.3176470588235294,0.38637925935752543,0.24885396201702684,0.5386268933130498,0.29473684210526313,0.21970357454228423,0.0750332675629789,0.0033222591362126247,0.0033222591362126247
immune,seed44,source_disjoint,6,1527,0.2383759004584152,340,14,20,5,0.31470588235294117,0.39188848438791135,0.2724296005239031,0.5339709731369232,0.28365384615384615,0.22142214221422143,0.06223170393962471,0.006644518272425249,0.006644518272425249
immune,seed42_main,source_disjoint,7,1527,0.2383759004584152,340,14,20,5,0.3029411764705882,0.4124321641362442,0.2547478716437459,0.5311504918125727,0.2827763496143959,0.22319859402460457,0.05957775558979134,0.019933554817275746,0.019933554817275746
immune,seed43,source_disjoint,7,1527,0.2383759004584152,340,14,20,4,0.3411764705882353,0.3763447949320195,0.2639161755075311,0.5197209282548921,0.2655086848635236,0.22864768683274023,0.036860998030783354,0.07641196013289037,0.07641196013289037
immune,seed44,source_disjoint,7,1527,0.2383759004584152,340,14,20,5,0.32941176470588235,0.40420796941129544,0.2554027504911591,0.5271134712235315,0.27692307692307694,0.22515391380826738,0.05176916311480956,0.03322259136212625,0.03322259136212625
immune,seed42_main,source_disjoint,8,1527,0.2383759004584152,340,14,20,5,0.31176470588235294,0.3713717990940009,0.24819908316961362,0.5715206977029849,0.34300791556728233,0.2038327526132404,0.13917516295404192,0.0033222591362126247,0.0033222591362126247
immune,seed43,source_disjoint,8,1527,0.2383759004584152,340,14,20,5,0.3264705882352941,0.39427231761835263,0.22396856581532418,0.5152858749161415,0.2631578947368421,0.23122362869198312,0.03193426604485897,0.10299003322259136,0.10299003322259136
immune,seed44,source_disjoint,8,1527,0.2383759004584152,340,14,20,5,0.3088235294117647,0.3942208014909225,0.24950884086444008,0.5237685787986733,0.27296587926509186,0.2268760907504363,0.04608978851465556,0.053156146179401995,0.053156146179401995
immune,seed42_main,source_disjoint,9,1527,0.2383759004584152,340,14,20,4,0.34705882352941175,0.37261545003731733,0.2737393582187295,0.5114685400583939,0.2535885167464115,0.23264201983769162,0.020946496908719858,0.17940199335548174,0.17940199335548174
immune,seed43,source_disjoint,9,1527,0.2383759004584152,340,14,20,4,0.3176470588235294,0.38502718772048533,0.28487229862475444,0.5438379333478216,0.2942528735632184,0.21611721611721613,0.07813565744600226,0.0033222591362126247,0.0033222591362126247
immune,seed44,source_disjoint,9,1527,0.2383759004584152,340,14,20,5,0.28823529411764703,0.40622274783833434,0.24230517354289458,0.5194799826141184,0.26756756756756755,0.22904062229904926,0.0385269452685183,0.07308970099667775,0.07308970099667775
immune,seed42_main,source_disjoint,10,1527,0.2383759004584152,340,14,20,5,0.28823529411764703,0.39497950984119656,0.2540929927963327,0.5243662184762787,0.27319587628865977,0.22651448639157157,0.0466813898970882,0.03322259136212625,0.03322259136212625
immune,seed43,source_disjoint,10,1527,0.2383759004584152,340,14,20,4,0.3352941176470588,0.36804736070353716,0.25212835625409297,0.5184417903678437,0.2649350649350649,0.22942206654991243,0.03551299838515248,0.08305647840531562,0.08305647840531562
immune,seed44,source_disjoint,10,1527,0.2383759004584152,340,14,20,4,0.29411764705882354,0.3748041767168161,0.2796332678454486,0.5364560203339223,0.2857142857142857,0.22,0.0657142857142857,0.0033222591362126247,0.0033222591362126247
immune,seed42_main,source_disjoint,11,1527,0.2383759004584152,340,14,20,5,0.3,0.40031767684132147,0.27570399476096924,0.5300178110797199,0.27790973871733965,0.22332730560578662,0.05458243311155303,0.013289036544850499,0.013289036544850499
immune,seed43,source_disjoint,11,1527,0.2383759004584152,340,14,20,4,0.2852941176470588,0.38647020436583324,0.29273084479371314,0.5567143518562263,0.3087248322147651,0.20925925925925926,0.09946557295550584,0.0033222591362126247,0.0033222591362126247
immune,seed44,source_disjoint,11,1527,0.2383759004584152,340,14,20,4,0.3176470588235294,0.4108738264718105,0.2593320235756385,0.5389623274404014,0.29292929292929293,0.21927497789566755,0.07365431503362538,0.0033222591362126247,0.0033222591362126247
immune,seed42_main,target_disjoint,0,1465,0.24368600682593858,227,14,20,4,0.41409691629955947,0.2501581525634183,0.3508532423208191,0.532861339481641,0.2782101167315175,0.22502628811777076,0.053183828613746764,0.016611295681063124,0.016611295681063124
immune,seed43,target_disjoint,0,1465,0.24368600682593858,227,14,20,4,0.32599118942731276,0.2665397905077854,0.2477815699658703,0.5121145931296707,0.26170798898071623,0.23774954627949182,0.02395844270122441,0.18604651162790697,0.18604651162790697
immune,seed44,target_disjoint,0,1465,0.24368600682593858,227,14,20,4,0.29515418502202645,0.2821435555671873,0.28054607508532425,0.5423050086460578,0.29927007299270075,0.222011385199241,0.07725868779345976,0.0033222591362126247,0.0033222591362126247
immune,seed42_main,target_disjoint,1,1465,0.24368600682593858,227,14,20,4,0.3744493392070485,0.2608768122076494,0.2668941979522184,0.5309602180222269,0.2864450127877238,0.22811918063314712,0.05832583215457665,0.016611295681063124,0.016611295681063124
immune,seed43,target_disjoint,1,1465,0.24368600682593858,227,14,20,4,0.31277533039647576,0.27815513125642477,0.2771331058020478,0.5575240926695588,0.32019704433497537,0.21435316336166194,0.10584388097331343,0.0033222591362126247,0.0033222591362126247
immune,seed44,target_disjoint,1,1465,0.24368600682593858,227,14,20,5,0.30837004405286345,0.29646753781658175,0.2348122866894198,0.5540214280658111,0.32848837209302323,0.21766280107047278,0.11082557102255045,0.0033222591362126247,0.0033222591362126247
immune,seed42_main,target_disjoint,2,1465,0.24368600682593858,227,14,20,4,0.27312775330396477,0.3214709393919321,0.25187713310580206,0.540888015856162,0.3035230352303523,0.22354014598540145,0.07998288924495084,0.0033222591362126247,0.0033222591362126247
immune,seed43,target_disjoint,2,1465,0.24368600682593858,227,14,20,4,0.3392070484581498,0.28369493765726284,0.2832764505119454,0.5293890119224585,0.2819277108433735,0.22857142857142856,0.053356282271944916,0.029900332225913623,0.029900332225913623
immune,seed44,target_disjoint,2,1465,0.24368600682593858,227,14,20,4,0.29955947136563876,0.2788536873799705,0.23003412969283277,0.5275510926392217,0.2878338278931751,0.23049645390070922,0.05733737399246586,0.023255813953488372,0.023255813953488372
immune,seed42_main,target_disjoint,3,1465,0.24368600682593858,227,14,20,5,0.30837004405286345,0.31030283686132976,0.22525597269624573,0.528858113642569,0.2909090909090909,0.22995594713656387,0.06095314377252703,0.0033222591362126247,0.0033222591362126247
immune,seed43,target_disjoint,3,1465,0.24368600682593858,227,14,20,5,0.3656387665198238,0.26888621125477,0.2477815699658703,0.5121145931296707,0.26170798898071623,0.23774954627949182,0.02395844270122441,0.22591362126245848,0.22591362126245848
immune,seed44,target_disjoint,3,1465,0.24368600682593858,227,14,20,5,0.29955947136563876,0.3162216747842116,0.26075085324232083,0.55353982748334,0.3193717277486911,0.2169898430286242,0.1023818847200669,0.0033222591362126247,0.0033222591362126247
immune,seed42_main,target_disjoint,4,1465,0.24368600682593858,227,14,20,4,0.2907488986784141,0.31035336472779185,0.2675767918088737,0.5490271921042786,0.3112244897959184,0.2190121155638397,0.09221237423207868,0.0033222591362126247,0.0033222591362126247
immune,seed43,target_disjoint,4,1465,0.24368600682593858,227,14,20,5,0.2555066079295154,0.3160006175550544,0.2279863481228669,0.5474231208728979,0.3203592814371258,0.22104332449160036,0.09931595694552542,0.0033222591362126247,0.0033222591362126247
immune,seed44,target_disjoint,4,1465,0.24368600682593858,227,14,20,4,0.3744493392070485,0.2694330359606608,0.2860068259385666,0.544250371628796,0.30071599045346065,0.2208413001912046,0.07987469026225605,0.0033222591362126247,0.0033222591362126247
immune,seed42_main,target_disjoint,5,1465,0.24368600682593858,227,14,20,4,0.28634361233480177,0.3204615340098788,0.2477815699658703,0.525077359463641,0.2809917355371901,0.23139745916515425,0.04959427637203584,0.026578073089700997,0.026578073089700997
immune,seed43,target_disjoint,5,1465,0.24368600682593858,227,14,20,4,0.3568281938325991,0.29987879466399114,0.289419795221843,0.560512291559223,0.32075471698113206,0.21229586935638808,0.10845884762474398,0.0033222591362126247,0.0033222591362126247
immune,seed44,target_disjoint,5,1465,0.24368600682593858,227,14,20,4,0.29955947136563876,0.28681925373261974,0.25802047781569964,0.5553448816349645,0.32275132275132273,0.21619135234590617,0.10655997040541657,0.0033222591362126247,0.0033222591362126247
immune,seed42_main,target_disjoint,6,1465,0.24368600682593858,227,14,20,4,0.3524229074889868,0.3299378388492026,0.2744027303754266,0.5556254992971918,0.31840796019900497,0.2154280338664158,0.10297992633258918,0.0033222591362126247,0.0033222591362126247
immune,seed43,target_disjoint,6,1465,0.24368600682593858,227,14,20,4,0.33480176211453744,0.2967148770804116,0.2771331058020478,0.5408576788115969,0.29802955665024633,0.22285174693106705,0.07517780971917928,0.006644518272425249,0.006644518272425249
immune,seed44,target_disjoint,6,1465,0.24368600682593858,227,14,20,4,0.34801762114537443,0.29697432319830713,0.28668941979522183,0.5475027556148814,0.3047619047619048,0.21913875598086124,0.08562314878104355,0.0033222591362126247,0.0033222591362126247
immune,seed42_main,target_disjoint,7,1465,0.24368600682593858,227,14,20,4,0.2907488986784141,0.3238991281531573,0.2341296928327645,0.5285471589357764,0.2886297376093295,0.22994652406417113,0.05868321354515835,0.036544850498338874,0.036544850498338874
immune,seed43,target_disjoint,7,1465,0.24368600682593858,227,14,20,4,0.3436123348017621,0.30276479241489984,0.2839590443686007,0.5530114572904974,0.3125,0.2163965681601525,0.09610343183984749,0.0033222591362126247,0.0033222591362126247
immune,seed44,target_disjoint,7,1465,0.24368600682593858,227,14,20,5,0.2907488986784141,0.29106707915407193,0.24436860068259386,0.549555562297121,0.31843575418994413,0.21951219512195122,0.09892355906799291,0.0033222591362126247,0.0033222591362126247
immune,seed42_main,target_disjoint,8,1465,0.24368600682593858,227,14,20,4,0.3303964757709251,0.31177036677864367,0.25802047781569964,0.5368266440150067,0.2962962962962963,0.22539098436062557,0.0709053119356707,0.006644518272425249,0.006644518272425249
immune,seed43,target_disjoint,8,1465,0.24368600682593858,227,14,20,4,0.3656387665198238,0.2780527200390077,0.310580204778157,0.5335603555501623,0.2835164835164835,0.22574257425742575,0.05777390925905776,0.0033222591362126247,0.0033222591362126247
immune,seed44,target_disjoint,8,1465,0.24368600682593858,227,14,20,4,0.3303964757709251,0.32862768204557935,0.25870307167235496,0.5530417943350626,0.31926121372031663,0.21731123388581952,0.1019499798344971,0.0033222591362126247,0.0033222591362126247
immune,seed42_main,target_disjoint,9,1465,0.24368600682593858,227,14,20,4,0.33480176211453744,0.31289239139807784,0.2737201365187713,0.5449658202631233,0.30423940149625933,0.22086466165413535,0.08337473984212398,0.006644518272425249,0.006644518272425249
immune,seed43,target_disjoint,9,1465,0.24368600682593858,227,14,20,5,0.29955947136563876,0.3035544786745462,0.24709897610921502,0.5088622091435853,0.2569060773480663,0.23934723481414324,0.017558842533923064,0.2425249169435216,0.2425249169435216
immune,seed44,target_disjoint,9,1465,0.24368600682593858,227,14,20,4,0.32158590308370044,0.30902767602605796,0.26621160409556316,0.5406706003701119,0.3,0.22325581395348837,0.07674418604651162,0.006644518272425249,0.006644518272425249
immune,seed42_main,target_disjoint,10,1465,0.24368600682593858,227,14,20,4,0.34801762114537443,0.27441972446133567,0.28464163822525596,0.5433010749426125,0.2997601918465228,0.22137404580152673,0.07838614604499608,0.0033222591362126247,0.0033222591362126247
immune,seed43,target_disjoint,10,1465,0.24368600682593858,227,14,20,4,0.36123348017621143,0.26799580488922736,0.3037542662116041,0.560294876073173,0.31685393258426964,0.21176470588235294,0.1050892267019167,0.0033222591362126247,0.0033222591362126247
immune,seed44,target_disjoint,10,1465,0.24368600682593858,227,14,20,4,0.3303964757709251,0.3166400749689102,0.26484641638225254,0.5526840700178989,0.3170103092783505,0.21727019498607242,0.09974011429227808,0.0033222591362126247,0.0033222591362126247
immune,seed42_main,target_disjoint,11,1465,0.24368600682593858,227,14,20,5,0.3964757709251101,0.28963859538172715,0.3037542662116041,0.5380729909292237,0.2898876404494382,0.2235294117647059,0.06635822868473232,0.006644518272425249,0.006644518272425249
immune,seed43,target_disjoint,11,1465,0.24368600682593858,227,14,20,5,0.32158590308370044,0.2973135467383206,0.2675767918088737,0.5527308396282701,0.3163265306122449,0.21714818266542404,0.09917834794682087,0.0033222591362126247,0.0033222591362126247
immune,seed44,target_disjoint,11,1465,0.24368600682593858,227,14,20,5,0.29515418502202645,0.3484025627728275,0.2675767918088737,0.5434717208182912,0.30357142857142855,0.22180801491146318,0.08176341365996537,0.0033222591362126247,0.0033222591362126247
