null_kind,domain,seed_tag,split_regime,transition_from,transition_to,perm_idx,null_delta_auc
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,0,3,0,-0.019946797758714108
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,0,3,1,-0.025812789560070937
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,0,3,2,-0.044611453844225823
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,0,3,3,-0.04181388918086337
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,0,3,4,-0.019081654929292813
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,0,3,5,-0.06082277508712075
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,0,3,6,-0.039101221711042355
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,0,3,7,-0.005692154690772111
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,0,3,8,-0.026601120642954834
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,0,3,9,-0.032859256624002575
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,0,3,10,-0.025388303592364103
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,0,3,11,-0.036885809231963385
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,0,3,12,-0.032539881467346876
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,0,3,13,-0.04344310675215679
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,0,3,14,-0.02819799642623244
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,0,3,15,-0.048140751461444586
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,0,3,16,-0.053477146484043336
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,0,3,17,-0.051839843465745994
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,0,3,18,-0.027458178025372204
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,0,3,19,-0.02080385514113159
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,0,3,20,-0.03267733406641382
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,0,3,21,-0.033732484900427795
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,0,3,22,-0.0205168217724917
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,0,3,23,-0.022255192878338326
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,3,7,0,-0.00620962329902397
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,3,7,1,-0.038696949360845334
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,3,7,2,-0.04194325633292617
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,3,7,3,-0.02221476564331859
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,3,7,4,-0.037629670356325584
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,3,7,5,-0.04706134428641884
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,3,7,6,-0.034027603716071386
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,3,7,7,-0.03217603635216959
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,3,7,8,-0.04281244188584954
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,3,7,9,-0.036016623679040016
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,3,7,10,-0.027919048504596478
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,3,7,11,-0.014286984855957696
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,3,7,12,-0.04937378212954491
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,3,7,13,-0.05078469263173202
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,3,7,14,-0.037682225761851096
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,3,7,15,-0.029245061813242268
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,3,7,16,-0.046717712788751475
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,3,7,17,-0.035272762554677706
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,3,7,18,-0.008109703344949204
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,3,7,19,-0.04989529346129895
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,3,7,20,-0.03983295466489856
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,3,7,21,-0.02193986044518459
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,3,7,22,-0.039036538135010734
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,3,7,23,-0.036756442079900364
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,7,11,0,-0.03387398022299659
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,7,11,1,-0.0066179383727229535
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,7,11,2,-0.035014028250551776
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,7,11,3,-0.04160366755876099
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,7,11,4,-0.028594183329425316
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,7,11,5,-0.024660613362009753
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,7,11,6,-0.024143144753757673
endpoint_swap_within_geodesic_bins,external_lung,seed42_main,source_disjoint,7,11,7,-0.03521212170214827
