domain,split_regime,n_rows,mean_delta_vs_h70,mean_null_gap_q95,fraction_delta_positive,fraction_null_gap_positive,combined_fisher_p_best
external_lung,source_disjoint,2,-0.008128415300546477,-0.020323706454918017,0.0,0.0,0.06069541017239626
external_lung,target_disjoint,2,-0.011016252450515462,-0.02776236324543107,0.5,0.0,0.13303299820409875
immune,source_disjoint,2,0.3017914644420669,-0.01642154202395163,1.0,0.0,0.007339775135842939
immune,target_disjoint,2,0.35155608715026143,-0.021465090644715024,1.0,0.0,0.007339775135842939
lung,source_disjoint,2,-0.022412245827927835,-0.01613466644347411,0.0,0.0,0.1061148494233612
lung,target_disjoint,2,-0.02046308954203685,-0.015229835953520149,0.5,0.0,0.05225371928318564
