domain,split_regime,n_rows,mean_delta_vs_h70,mean_null_gap_q95,fraction_delta_positive,fraction_null_gap_positive,combined_fisher_p_best
external_lung,source_disjoint,2,0.01624347826086958,-0.014299130434782523,1.0,0.0,0.030427868933127815
external_lung,target_disjoint,2,0.010870409193260377,-0.013366721018712582,0.5,0.5,0.011900402639578249
immune,source_disjoint,2,0.10097222222222219,0.01757407407407398,1.0,1.0,0.011900402639578249
immune,target_disjoint,2,0.028611111111110976,-0.035431712962963074,1.0,0.0,0.011900402639578249
lung,source_disjoint,2,0.044864226682408415,-0.002935967775539977,1.0,0.5,0.011900402639578249
lung,target_disjoint,2,0.06366914581924726,0.005176170084892247,1.0,1.0,0.011900402639578249
