domain,split_regime,n_rows,mean_delta_vs_h70,mean_null_gap_q95,fraction_delta_positive,fraction_null_gap_positive,combined_fisher_p_best
external_lung,dual_axis_disjoint,3,0.12378080948862184,-0.004220438035244217,1.0,0.0,0.00033477634106686313
external_lung,source_disjoint,3,0.15694708488824638,0.001933320440837281,1.0,0.6666666666666666,0.00033477634106686313
external_lung,target_disjoint,3,0.126310298342597,-0.000825755234257125,1.0,0.6666666666666666,0.00033477634106686313
immune,dual_axis_disjoint,3,0.12325672834210093,0.004898404107633286,1.0,1.0,0.00033477634106686313
immune,source_disjoint,3,0.09259514599530405,-0.006548570317974706,1.0,0.0,0.00033477634106686313
immune,target_disjoint,3,0.10725803900976894,-0.006914998195116882,1.0,0.3333333333333333,0.00033477634106686313
lung,dual_axis_disjoint,3,0.164254769622542,-0.0032606859792828624,1.0,0.0,0.00033477634106686313
lung,source_disjoint,3,0.1592020784264576,0.0007444441702246785,1.0,0.3333333333333333,0.00033477634106686313
lung,target_disjoint,3,0.12517326709702026,0.0005978274036771055,1.0,0.6666666666666666,0.00033477634106686313
