null_kind,domain,split_regime,layer,direction,perm_idx,null_value
directed_degree_rewire,external_lung,source_disjoint,7,na,0,-0.05126096491228077
directed_degree_rewire,external_lung,source_disjoint,7,na,1,-0.04647725318197454
directed_degree_rewire,external_lung,source_disjoint,7,na,2,-0.04314477984176124
directed_degree_rewire,external_lung,source_disjoint,7,na,3,-0.03640458376332989
directed_degree_rewire,external_lung,source_disjoint,7,na,4,-0.05149746302029595
directed_degree_rewire,external_lung,source_disjoint,7,na,5,-0.04971297729618157
directed_degree_rewire,external_lung,source_disjoint,7,na,6,-0.05432469040247678
directed_degree_rewire,external_lung,source_disjoint,7,na,7,-0.03290011179910568
directed_degree_rewire,external_lung,source_disjoint,7,na,8,-0.0515458376332989
directed_degree_rewire,external_lung,source_disjoint,7,na,9,-0.03828581871345027
directed_degree_rewire,external_lung,source_disjoint,7,na,10,-0.03822131922944616
directed_degree_rewire,external_lung,source_disjoint,7,na,11,-0.03803857069143457
directed_degree_rewire,external_lung,source_disjoint,7,na,12,-0.03509309425524598
directed_degree_rewire,external_lung,source_disjoint,7,na,13,-0.04366077571379445
directed_degree_rewire,external_lung,source_disjoint,7,na,14,-0.03466847265221884
directed_degree_rewire,external_lung,source_disjoint,7,na,15,-0.046756750945992465
directed_degree_rewire,external_lung,source_disjoint,7,na,16,-0.03301836085311316
directed_degree_rewire,external_lung,source_disjoint,7,na,17,-0.033561231510148004
directed_degree_rewire,external_lung,source_disjoint,7,na,18,-0.04977210182318548
directed_degree_rewire,external_lung,source_disjoint,7,na,19,-0.037624699002407946
directed_degree_rewire,external_lung,source_disjoint,7,na,20,-0.04304803061575513
directed_degree_rewire,external_lung,source_disjoint,7,na,21,-0.044273520811833666
directed_degree_rewire,external_lung,source_disjoint,7,na,22,-0.051244840041279716
directed_degree_rewire,external_lung,source_disjoint,7,na,23,-0.04634825421396627
directed_degree_rewire,external_lung,source_disjoint,11,na,0,-0.014673632610939014
directed_degree_rewire,external_lung,source_disjoint,11,na,1,-0.026702786377708954
directed_degree_rewire,external_lung,source_disjoint,11,na,2,-0.03477597179222558
directed_degree_rewire,external_lung,source_disjoint,11,na,3,-0.016377493980048063
directed_degree_rewire,external_lung,source_disjoint,11,na,4,-0.01741486068111464
directed_degree_rewire,external_lung,source_disjoint,11,na,5,-0.029809511523907706
directed_degree_rewire,external_lung,source_disjoint,11,na,6,-0.005063209494324039
directed_degree_rewire,external_lung,source_disjoint,11,na,7,-0.024832301341589258
directed_degree_rewire,external_lung,source_disjoint,11,na,8,-0.011787280701754277
directed_degree_rewire,external_lung,source_disjoint,11,na,9,-0.028068025455796286
directed_degree_rewire,external_lung,source_disjoint,11,na,10,-0.010137168902648708
directed_degree_rewire,external_lung,source_disjoint,11,na,11,-0.02179545063639482
directed_degree_rewire,external_lung,source_disjoint,11,na,12,-0.015286377708978338
directed_degree_rewire,external_lung,source_disjoint,11,na,13,-0.016753740970072206
directed_degree_rewire,external_lung,source_disjoint,11,na,14,-0.02816477468180245
directed_degree_rewire,external_lung,source_disjoint,11,na,15,-0.023332688338493168
directed_degree_rewire,external_lung,source_disjoint,11,na,16,-0.03801707086343303
directed_degree_rewire,external_lung,source_disjoint,11,na,17,-0.010018919848641117
directed_degree_rewire,external_lung,source_disjoint,11,na,18,-0.013319143446852366
directed_degree_rewire,external_lung,source_disjoint,11,na,19,-0.02185995012039904
directed_degree_rewire,external_lung,source_disjoint,11,na,20,-0.023037065703474358
directed_degree_rewire,external_lung,source_disjoint,11,na,21,-0.021698701410388654
directed_degree_rewire,external_lung,source_disjoint,11,na,22,-0.012695648434812523
directed_degree_rewire,external_lung,source_disjoint,11,na,23,-0.026036291709666204
directed_degree_rewire,external_lung,target_disjoint,7,na,0,-0.012421672257737715
directed_degree_rewire,external_lung,target_disjoint,7,na,1,-0.019659472118488508
directed_degree_rewire,external_lung,target_disjoint,7,na,2,-0.007997341603898867
directed_degree_rewire,external_lung,target_disjoint,7,na,3,-0.02032723590100638
directed_degree_rewire,external_lung,target_disjoint,7,na,4,-0.010212671688081376
directed_degree_rewire,external_lung,target_disjoint,7,na,5,-0.014200265839609871
directed_degree_rewire,external_lung,target_disjoint,7,na,6,-0.00995949110703187
directed_degree_rewire,external_lung,target_disjoint,7,na,7,-0.023365402873599506
directed_degree_rewire,external_lung,target_disjoint,7,na,8,-0.041885562377365515
directed_degree_rewire,external_lung,target_disjoint,7,na,9,-0.010234824988923252
directed_degree_rewire,external_lung,target_disjoint,7,na,10,-0.010124058484713983
directed_degree_rewire,external_lung,target_disjoint,7,na,11,-0.021564655990885417
directed_degree_rewire,external_lung,target_disjoint,7,na,12,-0.025200962086207812
directed_degree_rewire,external_lung,target_disjoint,7,na,13,-0.017317551743781134
directed_degree_rewire,external_lung,target_disjoint,7,na,14,-0.022526742198873184
directed_degree_rewire,external_lung,target_disjoint,7,na,15,-0.025118678397366756
directed_degree_rewire,external_lung,target_disjoint,7,na,16,-0.015440850686752272
directed_degree_rewire,external_lung,target_disjoint,7,na,17,-0.028150515855433766
directed_degree_rewire,external_lung,target_disjoint,7,na,18,-0.016662446990315827
directed_degree_rewire,external_lung,target_disjoint,7,na,19,-0.028321412747642105
directed_degree_rewire,external_lung,target_disjoint,7,na,20,-0.021428571428571297
directed_degree_rewire,external_lung,target_disjoint,7,na,21,-0.009503766061142893
directed_degree_rewire,external_lung,target_disjoint,7,na,22,-0.014637002341920224
directed_degree_rewire,external_lung,target_disjoint,7,na,23,-0.01985885182606484
directed_degree_rewire,external_lung,target_disjoint,11,na,0,-0.0112348882840686
directed_degree_rewire,external_lung,target_disjoint,11,na,1,-0.007155516171909571
directed_degree_rewire,external_lung,target_disjoint,11,na,2,-0.012326729539844261
directed_degree_rewire,external_lung,target_disjoint,11,na,3,-0.008453066649787955
directed_degree_rewire,external_lung,target_disjoint,11,na,4,-0.018099246787771306
directed_degree_rewire,external_lung,target_disjoint,11,na,5,-0.019058168238495987
directed_degree_rewire,external_lung,target_disjoint,11,na,6,-0.030463953414772982
directed_degree_rewire,external_lung,target_disjoint,11,na,7,-0.01520032913475533
directed_degree_rewire,external_lung,target_disjoint,11,na,8,-0.023333755300968317
directed_degree_rewire,external_lung,target_disjoint,11,na,9,-0.01520032913475533
directed_degree_rewire,external_lung,target_disjoint,11,na,10,-0.011127286537122583
directed_degree_rewire,external_lung,target_disjoint,11,na,11,-0.021216532691942458
directed_degree_rewire,external_lung,target_disjoint,11,na,12,-0.03152098234065437
directed_degree_rewire,external_lung,target_disjoint,11,na,13,-0.04865814292043802
directed_degree_rewire,external_lung,target_disjoint,11,na,14,-0.03143553389455017
directed_degree_rewire,external_lung,target_disjoint,11,na,15,-0.011396290904487572
directed_degree_rewire,external_lung,target_disjoint,11,na,16,-0.01239635419963292
directed_degree_rewire,external_lung,target_disjoint,11,na,17,-0.0018039116399772848
directed_degree_rewire,external_lung,target_disjoint,11,na,18,-0.014618013798341711
directed_degree_rewire,external_lung,target_disjoint,11,na,19,-0.028216975757959284
directed_degree_rewire,external_lung,target_disjoint,11,na,20,-0.02102981201341847
directed_degree_rewire,external_lung,target_disjoint,11,na,21,-0.01978289765175001
directed_degree_rewire,external_lung,target_disjoint,11,na,22,-0.01980821570985497
directed_degree_rewire,external_lung,target_disjoint,11,na,23,-0.030802582441926574
directed_degree_rewire,immune,source_disjoint,7,na,0,-0.04494536706953023
directed_degree_rewire,immune,source_disjoint,7,na,1,-0.03898574037040259
directed_degree_rewire,immune,source_disjoint,7,na,2,-0.028972118366518806
directed_degree_rewire,immune,source_disjoint,7,na,3,-0.04677491812306167
directed_degree_rewire,immune,source_disjoint,7,na,4,-0.04398168275222447
directed_degree_rewire,immune,source_disjoint,7,na,5,-0.039735675158681816
directed_degree_rewire,immune,source_disjoint,7,na,6,-0.015194330927745359
directed_degree_rewire,immune,source_disjoint,7,na,7,-0.031410312146769814
directed_degree_rewire,immune,source_disjoint,7,na,8,-0.043626641161638
directed_degree_rewire,immune,source_disjoint,7,na,9,-0.02775483291308012
directed_degree_rewire,immune,source_disjoint,7,na,10,-0.033301452047648006
directed_degree_rewire,immune,source_disjoint,7,na,11,-0.042807871779265594
directed_degree_rewire,immune,source_disjoint,7,na,12,-0.019842477465727537
directed_degree_rewire,immune,source_disjoint,7,na,13,-0.03838072051705649
directed_degree_rewire,immune,source_disjoint,7,na,14,-0.03332681216126132
directed_degree_rewire,immune,source_disjoint,7,na,15,-0.05336130191577543
directed_degree_rewire,immune,source_disjoint,7,na,16,-0.03621786511317859
directed_degree_rewire,immune,source_disjoint,7,na,17,-0.02868228849665244
directed_degree_rewire,immune,source_disjoint,7,na,18,-0.034000666608700714
directed_degree_rewire,immune,source_disjoint,7,na,19,-0.04852838883575339
directed_degree_rewire,immune,source_disjoint,7,na,20,-0.030500970930064097
directed_degree_rewire,immune,source_disjoint,7,na,21,-0.0412790192157203
directed_degree_rewire,immune,source_disjoint,7,na,22,-0.03515998608816617
directed_degree_rewire,immune,source_disjoint,7,na,23,-0.04125003622873369
directed_degree_rewire,immune,source_disjoint,11,na,0,-0.020896733617366547
directed_degree_rewire,immune,source_disjoint,11,na,1,-0.017759325276062943
directed_degree_rewire,immune,source_disjoint,11,na,2,-0.01603483755035795
directed_degree_rewire,immune,source_disjoint,11,na,3,-0.02621511172941493
directed_degree_rewire,immune,source_disjoint,11,na,4,-0.008242036924325458
directed_degree_rewire,immune,source_disjoint,11,na,5,-0.018925890502275222
directed_degree_rewire,immune,source_disjoint,11,na,6,-0.02099817407181992
directed_degree_rewire,immune,source_disjoint,11,na,7,-0.010687476451323064
directed_degree_rewire,immune,source_disjoint,11,na,8,-0.01699127612091711
directed_degree_rewire,immune,source_disjoint,11,na,9,-0.02707735559226726
directed_degree_rewire,immune,source_disjoint,11,na,10,-0.022132133437672175
directed_degree_rewire,immune,source_disjoint,11,na,11,-0.04613366953598241
directed_degree_rewire,immune,source_disjoint,11,na,12,-0.0199366721734342
directed_degree_rewire,immune,source_disjoint,11,na,13,-0.023066834767991207
directed_degree_rewire,immune,source_disjoint,11,na,14,-0.031468278120743154
directed_degree_rewire,immune,source_disjoint,11,na,15,-0.03180882821783615
directed_degree_rewire,immune,source_disjoint,11,na,16,-0.024381937802509968
directed_degree_rewire,immune,source_disjoint,11,na,17,-0.009470190997884265
directed_degree_rewire,immune,source_disjoint,11,na,18,-0.009097035040431356
directed_degree_rewire,immune,source_disjoint,11,na,19,-0.0259977393270151
directed_degree_rewire,immune,source_disjoint,11,na,20,-0.024128336666376926
directed_degree_rewire,immune,source_disjoint,11,na,21,-0.022606729849578344
directed_degree_rewire,immune,source_disjoint,11,na,22,-0.022027070109845615
directed_degree_rewire,immune,source_disjoint,11,na,23,-0.02469350491261635
directed_degree_rewire,immune,target_disjoint,7,na,0,-0.03186624325031523
directed_degree_rewire,immune,target_disjoint,7,na,1,-0.029573729156259665
directed_degree_rewire,immune,target_disjoint,7,na,2,-0.026888722376840535
directed_degree_rewire,immune,target_disjoint,7,na,3,-0.027751016912866633
directed_degree_rewire,immune,target_disjoint,7,na,4,-0.03301696044149488
directed_degree_rewire,immune,target_disjoint,7,na,5,-0.0298324175170675
directed_degree_rewire,immune,target_disjoint,7,na,6,-0.035392730559718366
directed_degree_rewire,immune,target_disjoint,7,na,7,-0.022416684507243323
directed_degree_rewire,immune,target_disjoint,7,na,8,-0.019856561764076353
directed_degree_rewire,immune,target_disjoint,7,na,9,-0.020552344251766108
directed_degree_rewire,immune,target_disjoint,7,na,10,-0.008691334237255988
directed_degree_rewire,immune,target_disjoint,7,na,11,-0.02486679036133116
directed_degree_rewire,immune,target_disjoint,7,na,12,-0.016083279811603512
directed_degree_rewire,immune,target_disjoint,7,na,13,-0.02336818192630663
directed_degree_rewire,immune,target_disjoint,7,na,14,-0.009547681914412798
directed_degree_rewire,immune,target_disjoint,7,na,15,-0.017599728823235572
directed_degree_rewire,immune,target_disjoint,7,na,16,-0.02364173743428727
directed_degree_rewire,immune,target_disjoint,7,na,17,-0.01025535811984113
