null_kind,domain,split_regime,layer,direction,perm_idx,null_value
directed_degree_rewire,immune,target_disjoint,7,na,18,-0.02769154832417514
directed_degree_rewire,immune,target_disjoint,7,na,19,-0.003520540450534071
directed_degree_rewire,immune,target_disjoint,7,na,20,-0.011617188800875478
directed_degree_rewire,immune,target_disjoint,7,na,21,-0.021135136420942446
directed_degree_rewire,immune,target_disjoint,7,na,22,-0.01951461737910032
directed_degree_rewire,immune,target_disjoint,7,na,23,-0.027528009705273748
directed_degree_rewire,immune,target_disjoint,11,na,0,-0.025702324032445878
directed_degree_rewire,immune,target_disjoint,11,na,1,-0.01059432907538227
directed_degree_rewire,immune,target_disjoint,11,na,2,-0.01608922667047258
directed_degree_rewire,immune,target_disjoint,11,na,3,-0.01949082994362361
directed_degree_rewire,immune,target_disjoint,11,na,4,-0.002866385974927943
directed_degree_rewire,immune,target_disjoint,11,na,5,-0.017370774756773344
directed_degree_rewire,immune,target_disjoint,11,na,6,-0.011162254097385693
directed_degree_rewire,immune,target_disjoint,11,na,7,-0.006734817669306947
directed_degree_rewire,immune,target_disjoint,11,na,8,0.005355146411665457
directed_degree_rewire,immune,target_disjoint,11,na,9,-0.020403672780037463
directed_degree_rewire,immune,target_disjoint,11,na,10,-0.010921406313185167
directed_degree_rewire,immune,target_disjoint,11,na,11,-0.003404576702585649
directed_degree_rewire,immune,target_disjoint,11,na,12,-0.008712148243297801
directed_degree_rewire,immune,target_disjoint,11,na,13,-0.01836092675848605
directed_degree_rewire,immune,target_disjoint,11,na,14,0.002459026142391685
directed_degree_rewire,immune,target_disjoint,11,na,15,-0.02560122743167048
directed_degree_rewire,immune,target_disjoint,11,na,16,-0.024694331454125806
directed_degree_rewire,immune,target_disjoint,11,na,17,-0.004900211708175561
directed_degree_rewire,immune,target_disjoint,11,na,18,0.004486905016770182
directed_degree_rewire,immune,target_disjoint,11,na,19,-0.012036442351149979
directed_degree_rewire,immune,target_disjoint,11,na,20,-0.019713837151216662
directed_degree_rewire,immune,target_disjoint,11,na,21,-0.036359095125954366
directed_degree_rewire,immune,target_disjoint,11,na,22,-0.009895573158257731
directed_degree_rewire,immune,target_disjoint,11,na,23,-0.0009574442779322068
directed_degree_rewire,lung,source_disjoint,7,na,0,-0.01710361335917021
directed_degree_rewire,lung,source_disjoint,7,na,1,-0.002866750256468542
directed_degree_rewire,lung,source_disjoint,7,na,2,-0.02487176564459137
directed_degree_rewire,lung,source_disjoint,7,na,3,-0.014043086743417255
directed_degree_rewire,lung,source_disjoint,7,na,4,-0.03209848398495385
directed_degree_rewire,lung,source_disjoint,7,na,5,-0.013091302861050869
directed_degree_rewire,lung,source_disjoint,7,na,6,0.00036475549982917244
directed_degree_rewire,lung,source_disjoint,7,na,7,-0.012971617462669505
directed_degree_rewire,lung,source_disjoint,7,na,8,-0.039028838481705186
directed_degree_rewire,lung,source_disjoint,7,na,9,-0.021777043200729485
directed_degree_rewire,lung,source_disjoint,7,na,10,-0.03041148979824454
directed_degree_rewire,lung,source_disjoint,7,na,11,-0.03159124586800405
directed_degree_rewire,lung,source_disjoint,7,na,12,-0.014499031118203609
directed_degree_rewire,lung,source_disjoint,7,na,13,-0.02494015730080934
directed_degree_rewire,lung,source_disjoint,7,na,14,-0.02025532884988024
directed_degree_rewire,lung,source_disjoint,7,na,15,-0.034378205858885236
directed_degree_rewire,lung,source_disjoint,7,na,16,-0.01570158440670244
directed_degree_rewire,lung,source_disjoint,7,na,17,-0.027043200729510997
directed_degree_rewire,lung,source_disjoint,7,na,18,-0.02156046962270597
directed_degree_rewire,lung,source_disjoint,7,na,19,-0.026724039667160526
directed_degree_rewire,lung,source_disjoint,7,na,20,-0.012088225236521088
directed_degree_rewire,lung,source_disjoint,7,na,21,-0.010606406018465742
directed_degree_rewire,lung,source_disjoint,7,na,22,-0.03575743759261368
directed_degree_rewire,lung,source_disjoint,7,na,23,-0.023521030434286994
directed_degree_rewire,lung,source_disjoint,11,na,0,-0.01375242220449091
directed_degree_rewire,lung,source_disjoint,11,na,1,-0.01645389262509972
directed_degree_rewire,lung,source_disjoint,11,na,2,0.008680041034993868
directed_degree_rewire,lung,source_disjoint,11,na,3,-0.016801550210874094
directed_degree_rewire,lung,source_disjoint,11,na,4,-0.008657243816254323
directed_degree_rewire,lung,source_disjoint,11,na,5,-0.01379231733728481
directed_degree_rewire,lung,source_disjoint,11,na,6,-0.007665564801094149
directed_degree_rewire,lung,source_disjoint,11,na,7,-0.008947908355180556
directed_degree_rewire,lung,source_disjoint,11,na,8,-0.012561267525361797
directed_degree_rewire,lung,source_disjoint,11,na,9,-0.03028040579049346
directed_degree_rewire,lung,source_disjoint,11,na,10,-0.021925225122534975
directed_degree_rewire,lung,source_disjoint,11,na,11,-0.008509061894448888
directed_degree_rewire,lung,source_disjoint,11,na,12,-0.014749800524335943
directed_degree_rewire,lung,source_disjoint,11,na,13,-0.014413541547931064
directed_degree_rewire,lung,source_disjoint,11,na,14,-0.0023367149207796922
directed_degree_rewire,lung,source_disjoint,11,na,15,-0.020101447623389834
directed_degree_rewire,lung,source_disjoint,11,na,16,-0.013433261142140607
directed_degree_rewire,lung,source_disjoint,11,na,17,-0.0035620654280177355
directed_degree_rewire,lung,source_disjoint,11,na,18,-0.005015388122649012
directed_degree_rewire,lung,source_disjoint,11,na,19,0.005864584520688498
directed_degree_rewire,lung,source_disjoint,11,na,20,-0.026849424370226693
directed_degree_rewire,lung,source_disjoint,11,na,21,-0.01057221019035659
directed_degree_rewire,lung,source_disjoint,11,na,22,-0.008651544511569464
directed_degree_rewire,lung,source_disjoint,11,na,23,-0.022272882708309405
directed_degree_rewire,lung,target_disjoint,7,na,0,-0.010362610537206662
directed_degree_rewire,lung,target_disjoint,7,na,1,-0.015139757828540046
directed_degree_rewire,lung,target_disjoint,7,na,2,-0.021311250141455296
directed_degree_rewire,lung,target_disjoint,7,na,3,-0.031500072748435914
directed_degree_rewire,lung,target_disjoint,7,na,4,-0.005415716895420086
directed_degree_rewire,lung,target_disjoint,7,na,5,-0.03346023893819611
directed_degree_rewire,lung,target_disjoint,7,na,6,-0.038593045249527114
directed_degree_rewire,lung,target_disjoint,7,na,7,-0.02771311250141456
directed_degree_rewire,lung,target_disjoint,7,na,8,-0.030041062450490652
directed_degree_rewire,lung,target_disjoint,7,na,9,-0.02560340786006432
directed_degree_rewire,lung,target_disjoint,7,na,10,-0.013183633218552537
directed_degree_rewire,lung,target_disjoint,7,na,11,-0.03253875875002027
directed_degree_rewire,lung,target_disjoint,7,na,12,-0.01817498423783892
directed_degree_rewire,lung,target_disjoint,7,na,13,-0.0032170974990705092
directed_degree_rewire,lung,target_disjoint,7,na,14,-0.021533537028953886
directed_degree_rewire,lung,target_disjoint,7,na,15,-0.03219118288956785
directed_degree_rewire,lung,target_disjoint,7,na,16,-0.03868196000452662
directed_degree_rewire,lung,target_disjoint,7,na,17,-0.0247465929482516
directed_degree_rewire,lung,target_disjoint,7,na,18,-0.022370144041903073
directed_degree_rewire,lung,target_disjoint,7,na,19,-0.028521428455954845
directed_degree_rewire,lung,target_disjoint,7,na,20,-0.015224631003766809
directed_degree_rewire,lung,target_disjoint,7,na,21,-0.02761207300709695
directed_degree_rewire,lung,target_disjoint,7,na,22,-0.01211665615855928
directed_degree_rewire,lung,target_disjoint,7,na,23,-0.02320270947507952
directed_degree_rewire,lung,target_disjoint,11,na,0,-0.0014266776597636754
directed_degree_rewire,lung,target_disjoint,11,na,1,-0.01575407795399064
directed_degree_rewire,lung,target_disjoint,11,na,2,-0.010067575213799584
directed_degree_rewire,lung,target_disjoint,11,na,3,-0.008168032720629825
directed_degree_rewire,lung,target_disjoint,11,na,4,-0.003301970674297161
directed_degree_rewire,lung,target_disjoint,11,na,5,-0.022725803061900862
directed_degree_rewire,lung,target_disjoint,11,na,6,-0.0036737960133856884
directed_degree_rewire,lung,target_disjoint,11,na,7,-0.0030473511486169835
directed_degree_rewire,lung,target_disjoint,11,na,8,-0.008527733320400355
directed_degree_rewire,lung,target_disjoint,11,na,9,-0.005019642077695341
directed_degree_rewire,lung,target_disjoint,11,na,10,-0.019460206605557973
directed_degree_rewire,lung,target_disjoint,11,na,11,-0.01704334190148238
directed_degree_rewire,lung,target_disjoint,11,na,12,-0.024479848683253314
directed_degree_rewire,lung,target_disjoint,11,na,13,-0.02119404432804689
directed_degree_rewire,lung,target_disjoint,11,na,14,-0.004627608839743225
directed_degree_rewire,lung,target_disjoint,11,na,15,-0.007933621093813126
directed_degree_rewire,lung,target_disjoint,11,na,16,-0.017770826260568695
directed_degree_rewire,lung,target_disjoint,11,na,17,-0.001685338765216593
directed_degree_rewire,lung,target_disjoint,11,na,18,0.006462486056549754
directed_degree_rewire,lung,target_disjoint,11,na,19,-0.025021420372795367
directed_degree_rewire,lung,target_disjoint,11,na,20,-0.001644922967489526
directed_degree_rewire,lung,target_disjoint,11,na,21,-0.021941736585996685
directed_degree_rewire,lung,target_disjoint,11,na,22,-0.0029988521913445476
directed_degree_rewire,lung,target_disjoint,11,na,23,-0.005553130607691914
random_map_transfer_control,external_lung,dual_axis_disjoint,7,source_to_target,0,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,source_to_target,1,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,source_to_target,2,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,source_to_target,3,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,source_to_target,4,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,source_to_target,5,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,source_to_target,6,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,source_to_target,7,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,source_to_target,8,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,source_to_target,9,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,source_to_target,10,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,source_to_target,11,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,source_to_target,12,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,source_to_target,13,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,source_to_target,14,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,source_to_target,15,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,source_to_target,16,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,source_to_target,17,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,source_to_target,18,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,source_to_target,19,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,source_to_target,20,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,source_to_target,21,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,source_to_target,22,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,source_to_target,23,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,target_to_source,0,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,target_to_source,1,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,target_to_source,2,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,target_to_source,3,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,target_to_source,4,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,target_to_source,5,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,target_to_source,6,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,target_to_source,7,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,target_to_source,8,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,target_to_source,9,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,target_to_source,10,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,target_to_source,11,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,target_to_source,12,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,target_to_source,13,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,target_to_source,14,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,target_to_source,15,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,target_to_source,16,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,target_to_source,17,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,target_to_source,18,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,target_to_source,19,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,target_to_source,20,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,target_to_source,21,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,target_to_source,22,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,7,target_to_source,23,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,source_to_target,0,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,source_to_target,1,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,source_to_target,2,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,source_to_target,3,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,source_to_target,4,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,source_to_target,5,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,source_to_target,6,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,source_to_target,7,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,source_to_target,8,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,source_to_target,9,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,source_to_target,10,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,source_to_target,11,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,source_to_target,12,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,source_to_target,13,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,source_to_target,14,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,source_to_target,15,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,source_to_target,16,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,source_to_target,17,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,source_to_target,18,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,source_to_target,19,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,source_to_target,20,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,source_to_target,21,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,source_to_target,22,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,source_to_target,23,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,target_to_source,0,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,target_to_source,1,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,target_to_source,2,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,target_to_source,3,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,target_to_source,4,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,target_to_source,5,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,target_to_source,6,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,target_to_source,7,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,target_to_source,8,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,target_to_source,9,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,target_to_source,10,0.0
random_map_transfer_control,external_lung,dual_axis_disjoint,11,target_to_source,11,0.0
