domain,layer,n_matched_genes,pca_dim,cca_dim,mean_canonical_corr,gw_objective_seeded,top1_seeded_gw,mutual_top1_seeded_gw,top1_cca_seed,mutual_top1_cca_seed,distance_spearman_seeded_gw,distance_spearman_cca_seed,knn_jaccard_seeded_gw,knn_jaccard_cca_seed,edge_transfer_auc_seeded_gw,edge_transfer_auc_cca_seed,h27_unseeded_top1_reference,h27_unseeded_edge_auc_reference,delta_top1_vs_h27,delta_auc_vs_h27,null_mean_top1,null_mean_edge_transfer_auc,p_top1_upper,p_mutual_top1_upper,p_edge_transfer_auc_upper
external_lung,3,280,48,24,0.7652948468493546,0.09999573446351526,0.010714285714285714,0.010714285714285714,0.7214285714285714,0.7214285714285714,0.9038927595301018,0.7727234796460571,0.0516172258377035,0.13946937749458757,0.4949359769744254,0.5144614358673492,0.0,0.494941443058286,0.010714285714285714,-5.466083860650173e-06,0.004087301587301587,0.4997626066282813,0.10497237569060773,0.10497237569060773,0.6187845303867403
immune,0,280,48,24,0.7900921732017384,0.095298128494934,0.010714285714285714,0.010714285714285714,0.7785714285714286,0.7785714285714286,0.8029355569822777,0.6794557349812075,0.05641769865841073,0.15032575445832852,0.5202275824770146,0.5557217955651704,0.0035714285714285,0.5619180097349918,0.007142857142857215,-0.041690427257977225,0.004305555555555555,0.5009464575446186,0.09944751381215469,0.09944751381215469,0.09392265193370165
lung,0,280,48,24,0.7552941736940847,0.10157937154362409,0.0035714285714285713,0.0035714285714285713,0.7357142857142858,0.7357142857142858,0.9010416728927644,0.7154980162145265,0.05627764263600177,0.13206738835885232,0.4871018115549085,0.5194758620139018,0.0,0.4988645761738646,0.0035714285714285713,-0.01176276461895609,0.0038095238095238095,0.5005408538555729,0.6464088397790055,0.6464088397790055,0.9005524861878453
