domain,seed_tag,split_regime,layer,perm_idx,null_auc_thinness
external_lung,seed42_main,source_disjoint,3,90,0.4554541786922385
external_lung,seed42_main,source_disjoint,3,91,0.4844039971448965
external_lung,seed42_main,source_disjoint,3,92,0.4772553765943581
external_lung,seed42_main,source_disjoint,3,93,0.4740495919064023
external_lung,seed42_main,source_disjoint,3,94,0.4886354467305962
external_lung,seed42_main,source_disjoint,3,95,0.474892157775502
external_lung,seed42_main,source_disjoint,3,96,0.4778776029544115
external_lung,seed42_main,source_disjoint,3,97,0.48478416038233557
external_lung,seed42_main,source_disjoint,3,98,0.47971945504763674
external_lung,seed42_main,source_disjoint,3,99,0.48521708096701116
external_lung,seed42_main,source_disjoint,3,100,0.4628960680259442
external_lung,seed42_main,source_disjoint,3,101,0.48383763150544645
external_lung,seed42_main,source_disjoint,3,102,0.48269093504639543
external_lung,seed42_main,source_disjoint,3,103,0.47998789684386933
external_lung,seed42_main,source_disjoint,3,104,0.45077273996834555
external_lung,seed42_main,source_disjoint,3,105,0.480034447444372
external_lung,seed42_main,source_disjoint,3,106,0.48151010148030915
external_lung,seed42_main,source_disjoint,3,107,0.44674921639822485
external_lung,seed42_main,source_disjoint,3,108,0.5082161809887347
external_lung,seed42_main,source_disjoint,3,109,0.45895633553672843
external_lung,seed42_main,source_disjoint,3,110,0.48881544238587343
external_lung,seed42_main,source_disjoint,3,111,0.47650901529963074
external_lung,seed42_main,source_disjoint,3,112,0.4698786581013561
external_lung,seed42_main,source_disjoint,3,113,0.47748347453682155
external_lung,seed42_main,source_disjoint,3,114,0.465357043105856
external_lung,seed42_main,source_disjoint,3,115,0.4626943487570989
external_lung,seed42_main,source_disjoint,3,116,0.47343202060639916
external_lung,seed42_main,source_disjoint,3,117,0.47542748968128357
external_lung,seed42_main,source_disjoint,3,118,0.4825947304720231
external_lung,seed42_main,source_disjoint,3,119,0.4468174906122956
external_lung,seed42_main,source_disjoint,3,120,0.47867516990969183
external_lung,seed42_main,source_disjoint,3,121,0.4818468174906123
external_lung,seed42_main,source_disjoint,3,122,0.4682788691307452
external_lung,seed42_main,source_disjoint,3,123,0.4610697327995531
external_lung,seed42_main,source_disjoint,3,124,0.4523864941191075
external_lung,seed42_main,source_disjoint,3,125,0.48223939422151874
external_lung,seed42_main,source_disjoint,3,126,0.4659653042857586
external_lung,seed42_main,source_disjoint,3,127,0.48548552276324364
external_lung,seed42_main,source_disjoint,3,128,0.478785339664215
external_lung,seed42_main,source_disjoint,3,129,0.4887704434720541
external_lung,seed42_main,source_disjoint,3,130,0.449225708344971
external_lung,seed42_main,source_disjoint,3,131,0.46907488439934203
external_lung,seed42_main,source_disjoint,3,132,0.47133414021040865
external_lung,seed42_main,source_disjoint,3,133,0.47372218601619964
external_lung,seed42_main,source_disjoint,3,134,0.4836250504298172
external_lung,seed42_main,source_disjoint,3,135,0.49124228035874995
external_lung,seed42_main,source_disjoint,3,136,0.47359494770815874
external_lung,seed42_main,source_disjoint,3,137,0.4591611581789405
external_lung,seed42_main,source_disjoint,3,138,0.47916084784160384
external_lung,seed42_main,source_disjoint,3,139,0.4699640008689446
external_lung,seed42_main,source_disjoint,3,140,0.47867516990969183
external_lung,seed42_main,source_disjoint,3,141,0.4661127145206839
external_lung,seed42_main,source_disjoint,3,142,0.4561105421593272
external_lung,seed42_main,source_disjoint,3,143,0.45505539521459826
external_lung,seed42_main,source_disjoint,3,144,0.4833907457406201
external_lung,seed42_main,source_disjoint,3,145,0.4795937684262793
external_lung,seed42_main,source_disjoint,3,146,0.4927505198150389
external_lung,seed42_main,source_disjoint,3,147,0.4803789218880924
external_lung,seed42_main,source_disjoint,3,148,0.4893306023647705
external_lung,seed42_main,source_disjoint,3,149,0.46146386121714306
external_lung,seed42_main,source_disjoint,3,150,0.47807466716320646
external_lung,seed42_main,source_disjoint,3,151,0.4754119728144493
external_lung,seed42_main,source_disjoint,3,152,0.46230177202619244
external_lung,seed42_main,source_disjoint,3,153,0.4672873413400367
external_lung,seed42_main,source_disjoint,3,154,0.46546100611364555
external_lung,seed42_main,source_disjoint,3,155,0.479581354932812
external_lung,seed42_main,source_disjoint,3,156,0.4742233808149458
external_lung,seed42_main,source_disjoint,3,157,0.48534431927505195
external_lung,seed42_main,source_disjoint,3,158,0.4969276603668188
external_lung,seed42_main,source_disjoint,3,159,0.49113521397759363
external_lung,seed42_main,source_disjoint,7,0,0.4777332960928529
external_lung,seed42_main,source_disjoint,7,1,0.4811423517363374
external_lung,seed42_main,source_disjoint,7,2,0.47922136362225737
external_lung,seed42_main,source_disjoint,7,3,0.4822828414486547
external_lung,seed42_main,source_disjoint,7,4,0.48663066753561113
external_lung,seed42_main,source_disjoint,7,5,0.4838686652391149
external_lung,seed42_main,source_disjoint,7,6,0.457840672811346
external_lung,seed42_main,source_disjoint,7,7,0.4944961673338919
external_lung,seed42_main,source_disjoint,7,8,0.46146075784377616
external_lung,seed42_main,source_disjoint,7,9,0.48963318126803834
external_lung,seed42_main,source_disjoint,7,10,0.5014042764484996
external_lung,seed42_main,source_disjoint,7,11,0.5008317040623157
external_lung,seed42_main,source_disjoint,7,12,0.48530707879464974
external_lung,seed42_main,source_disjoint,7,13,0.4827452440803153
external_lung,seed42_main,source_disjoint,7,14,0.48682928343108955
external_lung,seed42_main,source_disjoint,7,15,0.4863079167054588
external_lung,seed42_main,source_disjoint,7,16,0.4918722651522205
external_lung,seed42_main,source_disjoint,7,17,0.4913493467399063
external_lung,seed42_main,source_disjoint,7,18,0.5048800546193712
external_lung,seed42_main,source_disjoint,7,19,0.4918955404524718
external_lung,seed42_main,source_disjoint,7,20,0.4912345219253328
external_lung,seed42_main,source_disjoint,7,21,0.4921329485150358
external_lung,seed42_main,source_disjoint,7,22,0.4702789932656798
external_lung,seed42_main,source_disjoint,7,23,0.47976600564813954
external_lung,seed42_main,source_disjoint,7,24,0.4755702448561586
external_lung,seed42_main,source_disjoint,7,25,0.49221673959594076
external_lung,seed42_main,source_disjoint,7,26,0.4745430282717314
external_lung,seed42_main,source_disjoint,7,27,0.4857725847996772
external_lung,seed42_main,source_disjoint,7,28,0.4822285324147348
external_lung,seed42_main,source_disjoint,7,29,0.4746314744126866
external_lung,seed42_main,source_disjoint,7,30,0.4836234987431338
external_lung,seed42_main,source_disjoint,7,31,0.4952642522421873
external_lung,seed42_main,source_disjoint,7,32,0.4728175526797629
external_lung,seed42_main,source_disjoint,7,33,0.4871939298016945
external_lung,seed42_main,source_disjoint,7,34,0.49434875709896653
external_lung,seed42_main,source_disjoint,7,35,0.4788970611054216
external_lung,seed42_main,source_disjoint,7,36,0.47666573565465664
external_lung,seed42_main,source_disjoint,7,37,0.48001272383080407
external_lung,seed42_main,source_disjoint,7,38,0.50022654625578
external_lung,seed42_main,source_disjoint,7,39,0.49374980603916463
external_lung,seed42_main,source_disjoint,7,40,0.47587437544610994
external_lung,seed42_main,source_disjoint,7,41,0.47811345933029203
external_lung,seed42_main,source_disjoint,7,42,0.48630326164540855
external_lung,seed42_main,source_disjoint,7,43,0.4790429196536635
external_lung,seed42_main,source_disjoint,7,44,0.471959469943829
external_lung,seed42_main,source_disjoint,7,45,0.4734785712069019
external_lung,seed42_main,source_disjoint,7,46,0.4723256680011172
external_lung,seed42_main,source_disjoint,7,47,0.49196691803990933
external_lung,seed42_main,source_disjoint,7,48,0.4887704434720541
