domain,seed_tag,split_regime,layer,null_type,perm_idx,delta_best_diffusion_minus_baseline
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,4,0.018664567861371273
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,5,0.019006296415886248
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,6,0.003989075449359558
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,7,0.013997416855020983
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,8,0.0011543429124959426
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,9,0.009721773759552299
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,10,0.03194623829512433
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,11,0.02476590248627697
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,12,0.001070928855882114
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,13,0.026606393283823082
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,14,0.010183241846948743
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,15,0.009868421052631526
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,16,0.03416209234743295
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,17,0.018067215584974816
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,18,0.01779410181896457
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,19,0.009850931008502872
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,20,0.024153750941771635
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,21,0.013724303089010736
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,22,0.021224841244214865
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,23,0.029394037240340065
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,24,0.01946910989129269
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,25,0.03198121838338175
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,26,0.03244403185878808
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,27,0.03138386610698529
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,28,0.014978204714239496
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,29,0.031768647077817236
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,30,0.014644548487783848
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,31,0.004060381013884395
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,32,0.022994026477235918
external_lung,seed42_main,source_disjoint,3,coexpression_degree_matched_label,33,0.021243676676353407
