null_kind,domain,split_regime,perm_idx,null_delta_auc
label_shuffle_within_geodesic_bins,external_lung,source_disjoint,10,-0.010304902206518585
label_shuffle_within_geodesic_bins,external_lung,source_disjoint,11,-0.008623129229699433
label_shuffle_within_geodesic_bins,external_lung,source_disjoint,12,-0.01157836010963853
label_shuffle_within_geodesic_bins,external_lung,source_disjoint,13,-0.02528319278131297
label_shuffle_within_geodesic_bins,external_lung,source_disjoint,14,-0.004879567266876328
label_shuffle_within_geodesic_bins,external_lung,source_disjoint,15,-0.0019930626864707035
label_shuffle_within_geodesic_bins,external_lung,source_disjoint,16,0.0012734579031201676
label_shuffle_within_geodesic_bins,external_lung,source_disjoint,17,-0.01267798090217409
label_shuffle_within_geodesic_bins,external_lung,source_disjoint,18,-0.007713516441756441
label_shuffle_within_geodesic_bins,external_lung,source_disjoint,19,-0.0032139651840652483
label_shuffle_within_geodesic_bins,external_lung,source_disjoint,20,-0.013826114376733312
label_shuffle_within_geodesic_bins,external_lung,source_disjoint,21,-0.017990119583761177
label_shuffle_within_geodesic_bins,external_lung,source_disjoint,22,-0.030567032398386207
label_shuffle_within_geodesic_bins,external_lung,source_disjoint,23,-0.006654322884240671
label_shuffle_within_geodesic_bins,external_lung,source_disjoint,24,-0.008606958335691695
label_shuffle_within_geodesic_bins,external_lung,source_disjoint,25,-0.006055999805949175
label_shuffle_within_geodesic_bins,external_lung,source_disjoint,26,-0.016065783196824057
label_shuffle_within_geodesic_bins,external_lung,source_disjoint,27,-0.014586146395103472
label_shuffle_within_geodesic_bins,external_lung,source_disjoint,28,-0.01597684327978066
label_shuffle_within_geodesic_bins,external_lung,source_disjoint,29,-0.01906144131178289
label_shuffle_within_geodesic_bins,external_lung,source_disjoint,30,-0.009472101165112878
label_shuffle_within_geodesic_bins,external_lung,source_disjoint,31,-0.0049038236078881026
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,0,-0.007521083800775985
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,1,-0.011029619427076864
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,2,0.0016880075428084007
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,3,0.005402927617715214
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,4,-0.0030240752890468015
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,5,-0.017329776279257636
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,6,-0.006215430604858518
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,7,0.0011340282333927032
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,8,-0.00248530325479146
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,9,-0.0027394819967586637
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,10,0.009287300187266756
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,11,0.004064687403596667
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,12,-0.0057201079282042655
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,13,0.0073342515630906435
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,14,-0.00395823647747362
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,15,-0.014166663045886874
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,16,-0.013258571472020753
label_shuffle_within_geodesic_bins,external_lung,target_disjoint,17,-0.0016923524785686928
