domain,split_regime,n_rows,mean_delta_vs_h70,mean_null_gap_q95,fraction_delta_positive,fraction_null_gap_positive,combined_fisher_p_best
external_lung,source_disjoint,2,0.021008695652173837,-0.05313478260869575,1.0,0.0,0.036271590029130614
external_lung,target_disjoint,2,0.028923053032067714,-0.01030262442736235,1.0,0.0,0.036271590029130614
immune,source_disjoint,2,0.04870370370370375,0.0007407407407408473,1.0,0.5,0.036271590029130614
immune,target_disjoint,2,0.013888888888888784,-0.001273148148148287,0.5,0.5,0.036271590029130614
lung,source_disjoint,2,0.01611223001597334,-0.009202027918605415,1.0,0.0,0.08931277679742543
lung,target_disjoint,2,0.06772594095109319,0.011550597250394548,1.0,0.5,0.036271590029130614
