domain,split_regime,n_rows,mean_delta_vs_h70,mean_null_gap_q95,fraction_delta_positive,fraction_null_gap_positive,combined_fisher_p_best
external_lung,source_disjoint,2,-96.50902632119633,-38.5949468116124,0.0,0.0,0.674725022838737
external_lung,target_disjoint,2,-119.46511129916308,-67.20617269285293,0.0,0.0,0.9360374141462039
immune,source_disjoint,2,-220.89789940326193,-136.13040393461992,0.0,0.0,0.9517459018363876
immune,target_disjoint,2,-32.50344543800887,-8.192842498302042,0.0,0.0,0.05779738130911061
lung,source_disjoint,2,-65.02853216352119,-16.733664516699495,0.0,0.0,0.08749115528855245
lung,target_disjoint,2,-68.89537790899993,-11.019233547372924,0.0,0.0,0.08749115528855245
