domain,split_regime,n_rows,mean_delta_vs_h70,mean_null_gap_q95,fraction_delta_positive,fraction_null_gap_positive,combined_fisher_p_best
external_lung,dual_axis_disjoint,1,0.12174375332270071,0.037985114300903844,1.0,1.0,0.07692307692307693
external_lung,source_disjoint,3,0.08526013746985879,0.037055894457375366,1.0,1.0,0.017432950159729246
external_lung,target_disjoint,3,0.11979288538056321,0.0499359850077579,1.0,1.0,0.017432950159729246
immune,dual_axis_disjoint,3,0.0877972380708556,0.06557821648637463,1.0,1.0,0.017432950159729246
immune,source_disjoint,3,0.0690387995248084,0.019431335117028676,1.0,1.0,0.017432950159729246
immune,target_disjoint,3,0.07179116799709162,0.03256626166400003,1.0,1.0,0.017432950159729246
lung,source_disjoint,3,0.10958021294539322,0.06029008802445714,1.0,1.0,0.017432950159729246
lung,target_disjoint,3,0.10190901364332065,0.05120728590838281,1.0,1.0,0.017432950159729246
