domain,split_regime,n_rows,mean_delta_vs_h70,mean_null_gap_q95,fraction_delta_positive,fraction_null_gap_positive,combined_fisher_p_best
external_lung,dual_axis_disjoint,1,0.06816668885634414,-0.0013313806417253327,1.0,0.0,0.03030303030303031
external_lung,source_disjoint,1,0.15428571428571436,-0.0009876543209876854,1.0,0.0,0.03030303030303031
external_lung,target_disjoint,1,0.1360719817095657,0.0027951913857954813,1.0,1.0,0.03030303030303031
immune,dual_axis_disjoint,1,0.11007957559681703,0.002159909056460796,1.0,1.0,0.03030303030303031
immune,source_disjoint,1,0.1306302088210508,-0.0026313325217715566,1.0,0.0,0.03030303030303031
immune,target_disjoint,1,0.14048882152330433,-0.004376657824933572,1.0,0.0,0.03030303030303031
lung,dual_axis_disjoint,1,0.16570271833429717,-0.005957200694042791,1.0,0.0,0.03030303030303031
lung,source_disjoint,1,0.13559440559440583,-0.0034405594405592654,1.0,0.0,0.03030303030303031
lung,target_disjoint,1,0.14896521989077316,-0.008989652198907766,1.0,0.0,0.03030303030303031
