hypothesis_id,domain,seed_tag,split_regime,layer,n_edges_eval,n_positive_eval,auc_h70,auc_signed_string_go_model,delta_vs_h70,q95_null_delta_auc,null_gap_q95,p_tf_sign_upper,p_motif_decoy_upper,p_string_bin_upper,p_go_permutation_upper,p_label_upper,p_best_upper,motif_coverage,string_conf_mean,same_community_rate,go_shared_rate,go_anchor_pair_rate
H127,external_lung,seed42_main,dual_axis_disjoint,11,240,203,0.8941552389828251,0.9623219278391693,0.06816668885634414,0.06949806949806947,-0.0013313806417253327,0.030303030303030304,0.030303030303030304,0.3939393939393939,0.06060606060606061,0.06060606060606061,0.030303030303030304,0.5083333333333333,0.4904,0.5125,1.0,1.0
H127,external_lung,seed42_main,source_disjoint,11,240,105,0.8067019400352733,0.9609876543209876,0.15428571428571436,0.15527336860670204,-0.0009876543209876854,0.030303030303030304,0.030303030303030304,0.15151515151515152,0.2727272727272727,0.06060606060606061,0.030303030303030304,0.2791666666666667,0.36351666666666665,0.20416666666666666,0.9958333333333333,0.9958333333333333
H127,external_lung,seed42_main,target_disjoint,11,240,149,0.8315509993362342,0.9676229810457999,0.1360719817095657,0.1332767903237702,0.0027951913857954813,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.4,0.3874916666666666,0.17083333333333334,0.9958333333333333,1.0
H127,immune,seed42_main,dual_axis_disjoint,11,240,58,0.8561955286093217,0.9662751042061387,0.11007957559681703,0.10791966654035623,0.002159909056460796,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.09090909090909091,0.09090909090909091,0.030303030303030304,0.16666666666666666,0.18056250000000001,0.7416666666666667,0.8958333333333334,0.9875
H127,immune,seed42_main,source_disjoint,11,240,59,0.8244217623372975,0.9550519711583483,0.1306302088210508,0.13326154134282236,-0.0026313325217715566,0.030303030303030304,0.030303030303030304,0.12121212121212122,0.45454545454545453,0.06060606060606061,0.030303030303030304,0.12083333333333333,0.22267916666666665,0.2375,0.9416666666666667,1.0
H127,immune,seed42_main,target_disjoint,11,240,58,0.8210496400151572,0.9615384615384616,0.14048882152330433,0.1448654793482379,-0.004376657824933572,0.030303030303030304,0.030303030303030304,0.15151515151515152,0.3939393939393939,0.030303030303030304,0.030303030303030304,0.1625,0.21735833333333335,0.7291666666666666,0.8875,0.9916666666666667
H127,lung,seed42_main,dual_axis_disjoint,11,220,182,0.7648930017351071,0.9305957200694043,0.16570271833429717,0.17165991902833996,-0.005957200694042791,0.030303030303030304,0.030303030303030304,0.6666666666666666,0.48484848484848486,0.06060606060606061,0.030303030303030304,0.5181818181818182,0.5042590909090908,0.5318181818181819,1.0,1.0
H127,lung,seed42_main,source_disjoint,11,240,110,0.8109790209790209,0.9465734265734267,0.13559440559440583,0.1390349650349651,-0.0034405594405592654,0.030303030303030304,0.030303030303030304,0.3333333333333333,0.5757575757575758,0.030303030303030304,0.030303030303030304,0.2875,0.37402083333333336,0.44583333333333336,1.0,1.0
H127,lung,seed42_main,target_disjoint,11,240,142,0.8123742454728371,0.9613394653636103,0.14896521989077316,0.15795487208968093,-0.008989652198907766,0.030303030303030304,0.06060606060606061,0.8181818181818182,0.8787878787878788,0.030303030303030304,0.030303030303030304,0.39166666666666666,0.3936291666666667,0.55,0.95,0.9541666666666667
