domain,split_regime,n_rows,mean_delta_vs_h70,mean_null_gap_q95,fraction_delta_positive,fraction_null_gap_positive,combined_fisher_p_best
external_lung,source_disjoint,2,0.010289210233592916,-0.027986825639599575,1.0,0.5,0.011900402639578249
external_lung,target_disjoint,2,-0.006757777106614349,-0.04017857142857138,0.0,0.0,0.32096708040137284
immune,source_disjoint,2,0.010160127352748294,-0.02049583294315968,0.5,0.0,0.1135128347672206
immune,target_disjoint,2,0.0028560726659798696,-0.03342424384305652,1.0,0.0,0.011900402639578249
lung,source_disjoint,2,0.030643478260869605,-0.0016347826086956646,1.0,0.5,0.011900402639578249
lung,target_disjoint,2,-0.0020196827262043415,-0.03486706815511151,0.0,0.0,0.2174146009418314
