domain,split_regime,n_rows,mean_delta_vs_h70,mean_null_gap_q95,fraction_delta_positive,fraction_null_gap_positive,combined_fisher_p_best
external_lung,source_disjoint,2,0.014962121212121093,-0.05450757575757591,1.0,0.0,0.05420152493288012
external_lung,target_disjoint,2,-0.0005060728744939458,-0.02492408906882597,0.5,0.0,0.20336720624315777
immune,source_disjoint,2,0.011828388131515655,-0.05530773857257418,1.0,0.0,0.6261312738506303
immune,target_disjoint,2,0.033667984991380295,-0.015541020180509069,1.0,0.5,0.021582734301364648
lung,source_disjoint,2,0.029000302480338747,-0.014159860859044082,1.0,0.0,0.021582734301364648
lung,target_disjoint,2,0.03704614375870835,-0.030181952298991857,1.0,0.0,0.011900402639578249
