domain,seed_tag,split_regime,layer,perm_idx,null_delta_auc,null_gain_logloss
external_lung,seed42_main,source_disjoint,11,68,0.0004282655246252709,0.0008484263746290077
external_lung,seed42_main,source_disjoint,11,69,0.0025199391738819354,0.0019796459457137594
external_lung,seed42_main,source_disjoint,11,70,0.0016385811376966597,0.0014178499911644549
external_lung,seed42_main,source_disjoint,11,71,0.002963721565341415,0.0028095856002252617
external_lung,seed42_main,source_disjoint,11,72,0.00042516215125831813,0.0003719627681961768
external_lung,seed42_main,source_disjoint,11,73,0.0022033950904633004,0.002435481521243288
external_lung,seed42_main,source_disjoint,11,74,0.0015672035502590775,0.0013023993802642186
external_lung,seed42_main,source_disjoint,11,75,0.0015268596964900238,0.0011386073921442197
external_lung,seed42_main,source_disjoint,11,76,0.0015765136703596028,0.0014691670935886858
external_lung,seed42_main,source_disjoint,11,77,0.00040654191105726767,0.0005466224762308292
external_lung,seed42_main,source_disjoint,11,78,0.002088570275889823,0.001734776325816756
external_lung,seed42_main,source_disjoint,11,79,0.00136548428141392,0.0008766315626667076
external_lung,seed42_main,target_disjoint,0,0,0.00026706274395782437,0.0003953974058141796
external_lung,seed42_main,target_disjoint,0,1,0.00026706274395782437,0.0005180399653075818
external_lung,seed42_main,target_disjoint,0,2,7.893480116871743e-06,0.00013576787133429136
external_lung,seed42_main,target_disjoint,0,3,0.00015260728226162978,0.0003869303385275469
external_lung,seed42_main,target_disjoint,0,4,0.0002486446236849016,0.0005711630972195514
external_lung,seed42_main,target_disjoint,0,5,0.0011313988167672706,0.0014757105126135261
external_lung,seed42_main,target_disjoint,0,6,0.0005183385276816832,0.00037553881195029337
external_lung,seed42_main,target_disjoint,0,7,0.0004499283666680176,0.0004613359921242788
external_lung,seed42_main,target_disjoint,0,8,0.0002539069437628161,0.00025313109886132557
external_lung,seed42_main,target_disjoint,0,9,0.0014695028817780509,0.0017734233869835525
external_lung,seed42_main,target_disjoint,0,10,0.0006998885703723978,0.0007537093093992198
external_lung,seed42_main,target_disjoint,0,11,0.0012155959380151238,0.001215977093356413
external_lung,seed42_main,target_disjoint,0,12,0.0003394196450301479,0.000303030041487129
external_lung,seed42_main,target_disjoint,0,13,0.00047229322699937626,0.0009154391630132319
external_lung,seed42_main,target_disjoint,0,14,0.0014260887411345902,0.0016706770676085947
external_lung,seed42_main,target_disjoint,0,15,0.0016326348041957317,0.0028099570749656744
external_lung,seed42_main,target_disjoint,0,16,0.0001144554616963056,0.00022088442991841095
