domain,seed_tag,split_regime,layer,perm_idx,null_auc_combo,null_delta_combo_minus_geodesic
external_lung,seed42_main,source_disjoint,0,25,0.5731868541104179,0.0003599913105545305
external_lung,seed42_main,source_disjoint,0,26,0.5739409738385626,0.0026037302547869956
external_lung,seed42_main,source_disjoint,0,27,0.5743692393631877,0.0025789032678521506
external_lung,seed42_main,source_disjoint,0,28,0.5718741271762406,0.0010892840517642277
external_lung,seed42_main,source_disjoint,0,29,0.5632436458430313,0.0002575799894485309
external_lung,seed42_main,source_disjoint,0,30,0.5682214567234585,0.0021040871427242536
external_lung,seed42_main,source_disjoint,0,31,0.570853117338547,0.0013034168140769742
external_lung,seed42_main,source_disjoint,0,32,0.5675449213294852,0.0004996431120628531
external_lung,seed42_main,source_disjoint,0,33,0.5725134220898116,-0.0011048009185985475
external_lung,seed42_main,source_disjoint,0,34,0.5721487757192067,0.0003817149241224227
external_lung,seed42_main,source_disjoint,0,35,0.5758511001458586,0.0023399435186047812
external_lung,seed42_main,source_disjoint,0,36,0.5741116593737392,0.0017596126990037098
external_lung,seed42_main,source_disjoint,0,37,0.5743102752692176,0.0011854886261365438
external_lung,seed42_main,source_disjoint,0,38,0.5709850107066381,0.0013251404276448664
external_lung,seed42_main,source_disjoint,0,39,0.5713589671973436,0.0008689445427180198
external_lung,seed42_main,source_disjoint,0,40,0.575118704031282,0.0022778760512677243
external_lung,seed42_main,source_disjoint,0,41,0.5767386649287776,0.0010551469447288575
external_lung,seed42_main,source_disjoint,0,42,0.569768488346833,0.0013841045216149706
external_lung,seed42_main,source_disjoint,0,43,0.5677419855382801,0.0014709989758867614
external_lung,seed42_main,source_disjoint,0,44,0.5712441423827701,0.002246842317599196
external_lung,seed42_main,source_disjoint,0,45,0.5679049126400397,0.0012134189864382305
external_lung,seed42_main,source_disjoint,0,46,0.5680693914284828,0.0006361915402042229
external_lung,seed42_main,source_disjoint,0,47,0.5710967321478447,0.001452378735685711
external_lung,seed42_main,source_disjoint,0,48,0.5727554852124259,0.0016696148713651882
external_lung,seed42_main,source_disjoint,0,49,0.5750938770443472,0.002538559414083097
external_lung,seed42_main,source_disjoint,0,50,0.5714443099649319,0.0014741023492537142
external_lung,seed42_main,source_disjoint,0,51,0.5704682990410577,0.0023151165316699363
external_lung,seed42_main,source_disjoint,0,52,0.5732504732644383,0.0013685876547806508
external_lung,seed42_main,source_disjoint,0,53,0.5742963100890668,0.0033702634763987938
external_lung,seed42_main,source_disjoint,0,54,0.5792027433820562,0.0023709772522731987
external_lung,seed42_main,source_disjoint,0,55,0.5731061664028799,0.0028520001241348902
external_lung,seed42_main,source_disjoint,0,56,0.5714210346646805,0.0016199608974956092
external_lung,seed42_main,source_disjoint,0,57,0.5718089563355369,0.0017409924588027703
external_lung,seed42_main,source_disjoint,0,58,0.5750488781305279,0.0017161654718679253
external_lung,seed42_main,source_disjoint,0,59,0.5732085777239859,0.0006113645532693779
external_lung,seed42_main,source_disjoint,0,60,0.5730099618285076,0.00037550817738885023
external_lung,seed42_main,source_disjoint,0,61,0.5786782732830587,0.0024206312261427776
external_lung,seed42_main,source_disjoint,0,62,0.5714551717717158,0.001048940197995174
external_lung,seed42_main,source_disjoint,0,63,0.5699577941222109,0.0015641001768923468
external_lung,seed42_main,source_disjoint,0,64,0.5717065450144307,0.001464792229153078
external_lung,seed42_main,source_disjoint,0,65,0.5764841883126959,0.0016168575241286565
external_lung,seed42_main,source_disjoint,0,66,0.5729059988207181,0.0007758433417124344
external_lung,seed42_main,source_disjoint,0,67,0.5729339291810197,0.0014337584954845495
external_lung,seed42_main,source_disjoint,0,68,0.572434286068957,0.0008472209291499055
external_lung,seed42_main,source_disjoint,0,69,0.5731589237501163,0.001182385252769702
external_lung,seed42_main,source_disjoint,0,70,0.5693510846289918,0.00046550600502748285
external_lung,seed42_main,source_disjoint,0,71,0.5677652608385315,0.0014958259628216064
external_lung,seed42_main,source_disjoint,0,72,0.5715327561058872,0.0007013623809081215
external_lung,seed42_main,source_disjoint,0,73,0.5746221642925861,0.0009682524904571777
external_lung,seed42_main,source_disjoint,0,74,0.5725754895571487,0.0025571796542842584
external_lung,seed42_main,source_disjoint,0,75,0.576594358067219,0.0028364832573006815
external_lung,seed42_main,source_disjoint,0,76,0.5716739595940787,0.0034230208236353254
external_lung,seed42_main,source_disjoint,0,77,0.5727135896719735,0.00044998913819327413
external_lung,seed42_main,source_disjoint,0,78,0.5791530894081867,0.0013220370542780246
external_lung,seed42_main,source_disjoint,0,79,0.5747649194674612,0.0017751295658381405
external_lung,seed42_main,source_disjoint,0,80,0.5701284796573876,0.0014120348819165462
external_lung,seed42_main,source_disjoint,0,81,0.570426403500605,0.0013282438010115971
external_lung,seed42_main,source_disjoint,0,82,0.5721146386121714,0.0004003351643235842
external_lung,seed42_main,source_disjoint,0,83,0.5732349563976042,0.002293392918102044
external_lung,seed42_main,source_disjoint,0,84,0.5723970455885548,0.0018154734196070832
external_lung,seed42_main,source_disjoint,0,85,0.5733777115724793,0.0008006703286472794
external_lung,seed42_main,source_disjoint,0,86,0.5695031499239673,0.0011079042919653892
external_lung,seed42_main,source_disjoint,0,87,0.5694147037830122,0.002100983769357301
external_lung,seed42_main,source_disjoint,0,88,0.5707243273438227,0.0012041088663377053
external_lung,seed42_main,source_disjoint,0,89,0.5709400117928188,0.001135834652267076
external_lung,seed42_main,source_disjoint,0,90,0.5771281382863173,0.0006268814201036976
external_lung,seed42_main,source_disjoint,0,91,0.5771390000931013,0.0017875430593056185
external_lung,seed42_main,source_disjoint,0,92,0.5709275982993514,0.0003910250442229479
external_lung,seed42_main,source_disjoint,0,93,0.5706700183099029,0.0014741023492536032
external_lung,seed42_main,source_disjoint,0,94,0.5696800422058778,0.0020451230487539274
external_lung,seed42_main,source_disjoint,0,95,0.571970331750613,0.0011730751326692879
external_lung,seed42_main,source_disjoint,0,96,0.5734816745802687,0.001256866213574126
external_lung,seed42_main,source_disjoint,0,97,0.5745275114048971,0.0024113211060422524
external_lung,seed42_main,source_disjoint,0,98,0.56903764391894,0.0015920305371940335
external_lung,seed42_main,source_disjoint,0,99,0.5727942773795115,0.000561710579399799
external_lung,seed42_main,source_disjoint,0,100,0.5734273655463489,0.0030909598733823707
external_lung,seed42_main,source_disjoint,0,101,0.575461626788319,0.0026875213356920558
external_lung,seed42_main,source_disjoint,0,102,0.5710967321478446,0.001489619216087812
external_lung,seed42_main,source_disjoint,0,103,0.5720075722310152,0.001560996803525394
external_lung,seed42_main,source_disjoint,0,104,0.5735809825280079,0.0014461719889520275
external_lung,seed42_main,source_disjoint,0,105,0.569180399093815,0.0015392731899575018
external_lung,seed42_main,source_disjoint,0,106,0.5731527170033828,0.0027402786829284764
external_lung,seed42_main,source_disjoint,0,107,0.5739052850448436,0.00037861155075558095
external_lung,seed42_main,source_disjoint,0,108,0.5717748192285014,0.003125096980417741
external_lung,seed42_main,source_disjoint,0,109,0.5726716941315209,0.0009682524904570666
external_lung,seed42_main,source_disjoint,0,110,0.5678676721596375,0.0015299630698569766
external_lung,seed42_main,source_disjoint,0,111,0.5700152065294976,0.002085466902523092
external_lung,seed42_main,source_disjoint,0,112,0.5755624864227415,0.0012382459733730755
external_lung,seed42_main,source_disjoint,0,113,0.573300127238308,0.0017409924588026593
external_lung,seed42_main,source_disjoint,0,114,0.5683657635850169,0.0016975452316668749
external_lung,seed42_main,source_disjoint,0,115,0.5773857182757658,0.0020575365422214054
external_lung,seed42_main,source_disjoint,0,116,0.5745352698383143,0.0007168792477423303
external_lung,seed42_main,source_disjoint,0,117,0.5725444558234801,0.0006858455140738018
external_lung,seed42_main,source_disjoint,0,118,0.5728237594264965,0.0019706420879496145
external_lung,seed42_main,source_disjoint,0,119,0.5732473698910716,-0.0001303416814075753
external_lung,seed42_main,source_disjoint,3,0,0.5819399186916179,-8.379108090483811e-05
external_lung,seed42_main,source_disjoint,3,1,0.5872109983552121,0.004582130776153659
external_lung,seed42_main,source_disjoint,3,2,0.5907643608602551,0.003399745523383846
external_lung,seed42_main,source_disjoint,3,3,0.5883142475871272,0.004360239580423975
external_lung,seed42_main,source_disjoint,3,4,0.5829655835893617,0.0031437172206187913
external_lung,seed42_main,source_disjoint,3,5,0.5911941780715638,0.007111380070136231
external_lung,seed42_main,source_disjoint,3,6,0.5796387673400987,0.0019799522080501397
external_lung,seed42_main,source_disjoint,3,7,0.5851705303665085,0.003562672625143537
external_lung,seed42_main,source_disjoint,3,8,0.5829128262421251,0.000616019613319696
external_lung,seed42_main,source_disjoint,3,9,0.5872746175092326,0.0014585854824193945
external_lung,seed42_main,source_disjoint,3,10,0.5811889023368402,4.965397386957893e-05
external_lung,seed42_main,source_disjoint,3,11,0.5848989851969091,0.0014260000620676117
external_lung,seed42_main,source_disjoint,3,12,0.584840021102939,0.004170933805046184
external_lung,seed42_main,source_disjoint,3,13,0.5882366632529561,0.0036402569593149137
external_lung,seed42_main,source_disjoint,3,14,0.5813549328119666,0.003995593209819126
external_lung,seed42_main,source_disjoint,3,15,0.5906929832728176,0.004366446327157658
external_lung,seed42_main,source_disjoint,3,16,0.5846041647270583,0.003966111162833963
external_lung,seed42_main,source_disjoint,3,17,0.5832448871923781,0.0038031840610743828
external_lung,seed42_main,source_disjoint,3,18,0.586841696924557,0.004208174285448285
external_lung,seed42_main,source_disjoint,3,19,0.5791080904943673,0.002439251466343828
external_lung,seed42_main,source_disjoint,3,20,0.5861682649039506,0.0028644136176023682
external_lung,seed42_main,source_disjoint,3,21,0.5854374204760575,0.0028535518108183666
external_lung,seed42_main,source_disjoint,3,22,0.5890062998479347,0.00455885547590229
external_lung,seed42_main,source_disjoint,3,23,0.5836436706700183,0.004372653073891342
external_lung,seed42_main,source_disjoint,3,24,0.5861201626167645,0.00539366291158494
external_lung,seed42_main,source_disjoint,3,25,0.5868199733109891,0.0027247618160941567
external_lung,seed42_main,source_disjoint,3,26,0.5903066132886448,0.008307730503056776
external_lung,seed42_main,source_disjoint,3,27,0.5863979145330975,0.002513732427148363
external_lung,seed42_main,source_disjoint,3,28,0.582576110231822,0.003483536604288795
external_lung,seed42_main,source_disjoint,3,29,0.5851612202464078,0.004043695497005229
external_lung,seed42_main,source_disjoint,3,30,0.5875182323185303,0.0048381590789188245
external_lung,seed42_main,source_disjoint,3,31,0.5881544238587344,0.0042640350060515475
external_lung,seed42_main,source_disjoint,3,32,0.5873242714831021,0.0013747944015144453
external_lung,seed42_main,source_disjoint,3,33,0.5881590789187847,0.0011979021196040218
external_lung,seed42_main,source_disjoint,3,34,0.5820593985662416,0.0017285789653352923
external_lung,seed42_main,source_disjoint,3,35,0.5854032833690221,0.005461937125655569
external_lung,seed42_main,source_disjoint,3,36,0.5896750768084909,0.00593209819073337
external_lung,seed42_main,source_disjoint,3,37,0.5887363063650188,0.005859168916612423
external_lung,seed42_main,source_disjoint,3,38,0.5879635663966731,0.004844365825652508
external_lung,seed42_main,source_disjoint,3,39,0.5842038295627348,0.003097166620116054
external_lung,seed42_main,source_disjoint,3,40,0.5814526890730224,0.0030816497532818454
external_lung,seed42_main,source_disjoint,3,41,0.591322968066288,0.00502125810756282
external_lung,seed42_main,source_disjoint,3,42,0.5813533811252831,0.004088694410824489
external_lung,seed42_main,source_disjoint,3,43,0.5841712441423828,0.0026735561555409904
external_lung,seed42_main,source_disjoint,3,44,0.5831192005710208,0.0018340936598083557
external_lung,seed42_main,source_disjoint,3,45,0.5797334202277876,0.0025820066412191034
external_lung,seed42_main,source_disjoint,3,46,0.5814232070260373,0.002647177481922891
external_lung,seed42_main,source_disjoint,3,47,0.5765943580672191,0.00243925146634405
external_lung,seed42_main,source_disjoint,3,48,0.5869208329454116,0.00415696862489523
external_lung,seed42_main,source_disjoint,3,49,0.5863870527263135,0.005663656394500838
external_lung,seed42_main,source_disjoint,3,50,0.5816947521956367,0.0025540762809174167
external_lung,seed42_main,source_disjoint,3,51,0.5822037054278,0.0012677280203581276
external_lung,seed42_main,source_disjoint,3,52,0.5827576575737827,0.000890668156285912
external_lung,seed42_main,source_disjoint,3,53,0.5826412810725258,0.0026316606150885713
external_lung,seed42_main,source_disjoint,3,54,0.5897154206622599,0.001593582223877399
external_lung,seed42_main,source_disjoint,3,55,0.5826909350463954,0.004267138379418389
external_lung,seed42_main,source_disjoint,3,56,0.5835272941687614,0.0016463395711137085
external_lung,seed42_main,source_disjoint,3,57,0.5827638643205164,0.0030319957794122665
external_lung,seed42_main,source_disjoint,3,58,0.5887068243180337,0.0030102721658442633
external_lung,seed42_main,source_disjoint,3,59,0.5872063432951619,0.0031809577010210033
external_lung,seed42_main,source_disjoint,3,60,0.588393383607982,0.0024361480929770973
external_lung,seed42_main,source_disjoint,3,61,0.584599509667008,0.004836607392235348
external_lung,seed42_main,source_disjoint,3,62,0.5879294292896378,0.0017347857120689758
external_lung,seed42_main,source_disjoint,3,63,0.5847034726747975,0.0037473233404711204
external_lung,seed42_main,source_disjoint,3,64,0.5866073922353598,0.003658877199515853
external_lung,seed42_main,source_disjoint,3,65,0.5850122583247991,0.0024159761660925705
external_lung,seed42_main,source_disjoint,3,66,0.5820190547124724,0.0001644787884429455
external_lung,seed42_main,source_disjoint,3,67,0.5887906153989386,0.007637401855817294
external_lung,seed42_main,source_disjoint,3,68,0.5889876796077337,0.003674394066350173
external_lung,seed42_main,source_disjoint,3,69,0.5865887719951588,0.0025028706203644724
external_lung,seed42_main,source_disjoint,3,70,0.5807125345250287,0.001477205722620556
external_lung,seed42_main,source_disjoint,3,71,0.5881870092790864,0.0032942308289110045
external_lung,seed42_main,source_disjoint,3,72,0.5856701734785712,0.002523042547248888
external_lung,seed42_main,source_disjoint,3,73,0.5809406324674922,-4.655060050273718e-05
external_lung,seed42_main,source_disjoint,3,74,0.5813642429320671,0.002575799894485309
external_lung,seed42_main,source_disjoint,3,75,0.5798280731154766,-4.9653973869467904e-05
external_lung,seed42_main,source_disjoint,3,76,0.587038761133352,0.004804021971883454
external_lung,seed42_main,source_disjoint,3,77,0.5805651242901033,0.0039009403221301753
external_lung,seed42_main,source_disjoint,3,78,0.5847282996617323,0.002429941346243414
external_lung,seed42_main,source_disjoint,3,79,0.584456754492133,0.005766067715606837
external_lung,seed42_main,source_disjoint,3,80,0.577700710672501,0.005188840269372719
external_lung,seed42_main,source_disjoint,3,81,0.5845498556931384,0.005344008937715361
external_lung,seed42_main,source_disjoint,3,82,0.5834031592340875,0.0021909815969959334
external_lung,seed42_main,source_disjoint,3,83,0.5879030506160196,0.0036976693666014304
external_lung,seed42_main,source_disjoint,3,84,0.5807047760916116,0.0014958259628216064
external_lung,seed42_main,source_disjoint,3,85,0.5864460168202836,0.005207460509573991
external_lung,seed42_main,source_disjoint,3,86,0.5827716227539335,0.0024206312261427776
external_lung,seed42_main,source_disjoint,3,87,0.5812587282375943,-0.0007898085218632778
external_lung,seed42_main,source_disjoint,3,88,0.5790786084473823,-0.00016758216180989827
external_lung,seed42_main,source_disjoint,3,89,0.5843636532911275,0.0001939608354281086
external_lung,seed42_main,source_disjoint,3,90,0.5888511311795923,0.005787791329174952
external_lung,seed42_main,source_disjoint,3,91,0.585158116873041,0.003795425627657223
external_lung,seed42_main,source_disjoint,3,92,0.5904369549700524,0.0014368618688513912
external_lung,seed42_main,source_disjoint,3,93,0.5910715948235732,0.007761536790491186
external_lung,seed42_main,source_disjoint,3,94,0.590263166061509,0.0033361263693636456
external_lung,seed42_main,source_disjoint,3,95,0.5857849982931446,8.689445427167986e-05
external_lung,seed42_main,source_disjoint,3,96,0.5881047698848648,0.004873847872637449
external_lung,seed42_main,source_disjoint,3,97,0.5865779101883748,0.0027495888030288906
external_lung,seed42_main,source_disjoint,3,98,0.5827933463675015,0.004925053533190615
external_lung,seed42_main,source_disjoint,3,99,0.58627222791174,0.0015004810228718135
external_lung,seed42_main,source_disjoint,3,100,0.5878518449554666,0.00449833969524871
external_lung,seed42_main,source_disjoint,3,101,0.585063463985352,0.0040685224839399625
external_lung,seed42_main,source_disjoint,3,102,0.5888263041926574,0.005592278807063256
external_lung,seed42_main,source_disjoint,3,103,0.5773252024951122,0.0007417062346770642
external_lung,seed42_main,source_disjoint,3,104,0.593287403407504,0.004018868510070384
external_lung,seed42_main,source_disjoint,3,105,0.5867935946373709,0.005381249418117573
external_lung,seed42_main,source_disjoint,3,106,0.5825466281848369,0.002647177481922891
external_lung,seed42_main,source_disjoint,3,107,0.5917915774446824,0.0036154299723799577
external_lung,seed42_main,source_disjoint,3,108,0.5850013965180151,0.0007044657542749633
external_lung,seed42_main,source_disjoint,3,109,0.5780824255966235,0.0010179064643267566
external_lung,seed42_main,source_disjoint,3,110,0.5856856903454054,0.0027775191633304663
external_lung,seed42_main,source_disjoint,3,111,0.5889845762343668,0.002971479998758686
external_lung,seed42_main,source_disjoint,3,112,0.5895307699469323,0.006110542159327159
external_lung,seed42_main,source_disjoint,3,113,0.5858718927474165,0.0028907922912205786
external_lung,seed42_main,source_disjoint,3,114,0.5838733202991653,0.0031654408341867946
external_lung,seed42_main,source_disjoint,3,115,0.5878332247152656,0.0047636781181144006
external_lung,seed42_main,source_disjoint,3,116,0.586604288861993,0.002222015330664462
external_lung,seed42_main,source_disjoint,3,117,0.5818483691772958,0.003832666108059435
external_lung,seed42_main,source_disjoint,3,118,0.5857415510660087,0.001128076218849805
external_lung,seed42_main,source_disjoint,3,119,0.5848291592961549,0.0005539521459826391
external_lung,seed42_main,source_disjoint,7,0,0.5811594202898551,-0.004802470285199978
external_lung,seed42_main,source_disjoint,7,1,0.5728051391862955,-0.00623157372063432
external_lung,seed42_main,source_disjoint,7,2,0.5786224125624554,-0.0017658194457376153
external_lung,seed42_main,source_disjoint,7,3,0.579519287465475,0.0007960152685970723
external_lung,seed42_main,source_disjoint,7,4,0.5801725475591968,0.0006268814201035866
external_lung,seed42_main,source_disjoint,7,5,0.5808289110262855,-0.0030102721658442633
external_lung,seed42_main,source_disjoint,7,6,0.5789467150792912,-0.005123669428669042
external_lung,seed42_main,source_disjoint,7,7,0.5809452875275425,-0.0046116128231386
external_lung,seed42_main,source_disjoint,7,8,0.5815395835272942,-0.00031188902336842794
external_lung,seed42_main,source_disjoint,7,9,0.581925953511467,-0.0042516215125841805
external_lung,seed42_main,source_disjoint,7,10,0.5756617943704807,-0.007458957887223394
external_lung,seed42_main,source_disjoint,7,11,0.5836902212705211,-0.002796139403531628
external_lung,seed42_main,source_disjoint,7,12,0.5764841883126959,-0.004346274400273131
external_lung,seed42_main,source_disjoint,7,13,0.5772274462340564,-0.007319306085715183
external_lung,seed42_main,source_disjoint,7,14,0.5763786736182229,-0.004090246097508077
external_lung,seed42_main,source_disjoint,7,15,0.5801834093659808,0.0004391273314092725
external_lung,seed42_main,source_disjoint,7,16,0.5778481209074264,-0.00462712968997292
external_lung,seed42_main,source_disjoint,7,17,0.5752986996865592,-0.006396052509077377
external_lung,seed42_main,source_disjoint,7,18,0.5819600906185023,-0.0011916953728703383
external_lung,seed42_main,source_disjoint,7,19,0.5778667411476275,-0.004715575830928187
external_lung,seed42_main,source_disjoint,7,20,0.5750147410234925,-0.0051252211153525185
external_lung,seed42_main,source_disjoint,7,21,0.5855987958911337,-0.0036930143065512233
external_lung,seed42_main,source_disjoint,7,22,0.5800794463581913,-0.0011342829655837106
external_lung,seed42_main,source_disjoint,7,23,0.57977531576824,-0.005056946901281778
external_lung,seed42_main,source_disjoint,7,24,0.5721317071656891,-0.005798653135958842
external_lung,seed42_main,source_disjoint,7,25,0.5784905191943642,-0.0033609533562983795
external_lung,seed42_main,source_disjoint,7,26,0.5767867672159637,-0.002788380970114579
external_lung,seed42_main,source_disjoint,7,27,0.5807296030785464,-0.0038140458678583844
external_lung,seed42_main,source_disjoint,7,28,0.5802749588803029,-0.005915029637215685
external_lung,seed42_main,source_disjoint,7,29,0.5799165192564317,-0.005263321230177254
external_lung,seed42_main,source_disjoint,7,30,0.5791127455544176,-0.0034742264841883808
external_lung,seed42_main,source_disjoint,7,31,0.5771669304534028,-0.005665208081184314
external_lung,seed42_main,source_disjoint,7,32,0.5759814418272662,-0.0052990100238961
external_lung,seed42_main,source_disjoint,7,33,0.5777938118735064,-0.0036231884057971175
external_lung,seed42_main,source_disjoint,7,34,0.5789901623064271,-0.0005399869658317957
external_lung,seed42_main,source_disjoint,7,35,0.5809002886137231,-0.0019039195605623505
external_lung,seed42_main,source_disjoint,7,36,0.576718493001893,-0.002912515904788582
external_lung,seed42_main,source_disjoint,7,37,0.5767960773360643,-0.005527107966359468
external_lung,seed42_main,source_disjoint,7,38,0.5815038947335753,-0.00409645284424176
external_lung,seed42_main,source_disjoint,7,39,0.5814542407597058,-0.0010970424851813876
external_lung,seed42_main,source_disjoint,7,40,0.5780607019830556,-0.007654470409334979
external_lung,seed42_main,source_disjoint,7,41,0.5784517270272787,-0.005683828321385365
external_lung,seed42_main,source_disjoint,7,42,0.5799397945566831,-0.003087856500015529
external_lung,seed42_main,source_disjoint,7,43,0.5810089066815629,-0.005665208081184203
external_lung,seed42_main,source_disjoint,7,44,0.5818437141172454,0.0005322285324147469
external_lung,seed42_main,source_disjoint,7,45,0.5800484126245229,-0.001548583310058027
external_lung,seed42_main,source_disjoint,7,46,0.5819911243521708,-0.0015842721037767626
external_lung,seed42_main,source_disjoint,7,47,0.5790987803742669,-0.0017239239052849742
external_lung,seed42_main,source_disjoint,7,48,0.5756074853365608,-0.005472798932439571
external_lung,seed42_main,source_disjoint,7,49,0.5802765105669864,-0.0005182633522639035
external_lung,seed42_main,source_disjoint,7,50,0.5767340098687272,-0.005598485553796939
external_lung,seed42_main,source_disjoint,7,51,0.5825078360177514,-0.0036449120193650097
external_lung,seed42_main,source_disjoint,7,52,0.5822424975948857,-0.0009015299630698026
external_lung,seed42_main,source_disjoint,7,53,0.576583496260435,-0.004870744499270829
external_lung,seed42_main,source_disjoint,7,54,0.5780932874034075,-0.006385190702293375
external_lung,seed42_main,source_disjoint,7,55,0.5778046736802905,-0.003374918536449001
external_lung,seed42_main,source_disjoint,7,56,0.5750287062036434,-0.009867175619898805
external_lung,seed42_main,source_disjoint,7,57,0.587305651242901,-0.0012041088663378163
external_lung,seed42_main,source_disjoint,7,58,0.5822068088011669,-0.003649567079415217
external_lung,seed42_main,source_disjoint,7,59,0.575955063153648,-0.00691121248797455
external_lung,seed42_main,source_disjoint,7,60,0.5822735313285541,-0.0014787574093040323
external_lung,seed42_main,source_disjoint,7,61,0.5784175899202433,-0.0040017999565528095
external_lung,seed42_main,source_disjoint,7,62,0.5809980448747789,-0.001986158954783823
external_lung,seed42_main,source_disjoint,7,63,0.5863451571858611,-0.0009372187567885382
external_lung,seed42_main,source_disjoint,7,64,0.5738540793842908,-0.007178102597523495
external_lung,seed42_main,source_disjoint,7,65,0.5741380380473575,-0.004510753188716077
external_lung,seed42_main,source_disjoint,7,66,0.5781413896905937,-0.0034726747975049044
external_lung,seed42_main,source_disjoint,7,67,0.5754957638953542,-0.0030164789125780578
external_lung,seed42_main,source_disjoint,7,68,0.5764547062657108,-0.00526487291686073
external_lung,seed42_main,source_disjoint,7,69,0.5798435899823108,0.0007153275610588539
external_lung,seed42_main,source_disjoint,7,70,0.5855227632436458,0.0017254755919683396
external_lung,seed42_main,source_disjoint,7,71,0.5763367780777705,-0.008206870868634253
external_lung,seed42_main,source_disjoint,7,72,0.5750007758433417,-0.005975545417869155
external_lung,seed42_main,source_disjoint,7,73,0.5785339664215001,-0.005977097104552742
external_lung,seed42_main,source_disjoint,7,74,0.5769605561245074,-0.004760574744747559
external_lung,seed42_main,source_disjoint,7,75,0.580315302734072,-0.0034478478105701704
external_lung,seed42_main,source_disjoint,7,76,0.5823030133755392,-0.0014197933153338171
external_lung,seed42_main,source_disjoint,7,77,0.5803137510473885,-0.0029497563851907938
external_lung,seed42_main,source_disjoint,7,78,0.5791670545883375,-0.007347236446016869
external_lung,seed42_main,source_disjoint,7,79,0.5802966824938708,-0.0032942308289111155
external_lung,seed42_main,source_disjoint,7,80,0.5726111783508674,-0.005736585668621785
external_lung,seed42_main,source_disjoint,7,81,0.5756571393104304,-0.0013685876547807618
external_lung,seed42_main,source_disjoint,7,82,0.5747540576606771,-0.0054836607392235726
external_lung,seed42_main,source_disjoint,7,83,0.5740464885330354,-0.00893926698321068
external_lung,seed42_main,source_disjoint,7,84,0.5741442447940911,-0.011040250752568093
external_lung,seed42_main,source_disjoint,7,85,0.5757890326785216,-0.004049902243739023
external_lung,seed42_main,source_disjoint,7,86,0.5735452937342892,-0.007614126555565814
external_lung,seed42_main,source_disjoint,7,87,0.577163827080036,-0.002172361356794883
external_lung,seed42_main,source_disjoint,7,88,0.5759597182136983,-0.0054293517053036755
external_lung,seed42_main,source_disjoint,7,89,0.5794153244576855,-0.0028861372311702604
external_lung,seed42_main,source_disjoint,7,90,0.581272693417745,-0.0031995779412221648
external_lung,seed42_main,source_disjoint,7,91,0.5848834683300748,0.002077708469105821
external_lung,seed42_main,source_disjoint,7,92,0.5786084473823045,-0.0026782112155914195
external_lung,seed42_main,source_disjoint,7,93,0.5868060081308382,-0.002172361356794883
external_lung,seed42_main,source_disjoint,7,94,0.5836560841634858,-0.0029621698786580497
external_lung,seed42_main,source_disjoint,7,95,0.5778496725941098,-0.003454054557303743
external_lung,seed42_main,source_disjoint,7,96,0.5760450609812866,-0.0026316606150885713
external_lung,seed42_main,source_disjoint,7,97,0.5753064581199764,-0.005933649877416736
external_lung,seed42_main,source_disjoint,7,98,0.5734956397604196,-0.005854513856561994
external_lung,seed42_main,source_disjoint,7,99,0.5830804084039352,-0.002600626881420043
