perm_idx,domain,null_cycle_return_rate,null_edge_auc
141,external_lung,0.019230769230769232,0.5796239364350819
141,immune,0.019230769230769232,0.5980672105672105
141,lung,0.019230769230769232,0.5892048842630238
142,external_lung,0.011538461538461539,0.5795481608175106
142,immune,0.011538461538461539,0.5980752091046209
142,lung,0.011538461538461539,0.5891235702282214
143,external_lung,0.03076923076923077,0.5794723851999394
143,immune,0.03076923076923077,0.5980803510215275
143,lung,0.03076923076923077,0.5892658697891255
144,external_lung,0.019230769230769232,0.5798864448245253
144,immune,0.019230769230769232,0.5980826363179305
144,lung,0.019230769230769232,0.5891405106521386
145,external_lung,0.03076923076923077,0.5798187880231224
145,immune,0.03076923076923077,0.598092348827643
145,lung,0.03076923076923077,0.5892184366021576
146,external_lung,0.023076923076923078,0.5794777977440516
146,immune,0.023076923076923078,0.5980740664564194
146,lung,0.023076923076923078,0.5890558085325528
147,external_lung,0.023076923076923078,0.579599579986577
147,immune,0.023076923076923078,0.5980803510215273
147,lung,0.023076923076923078,0.5891371225673552
148,external_lung,0.011538461538461539,0.5795941674424646
148,immune,0.011538461538461539,0.5980952054481466
148,lung,0.011538461538461539,0.5891235702282214
149,external_lung,0.015384615384615385,0.579556279633679
149,immune,0.015384615384615385,0.5980797796974268
149,lung,0.015384615384615385,0.5891506749064889
150,external_lung,0.026923076923076925,0.5796780618762043
150,immune,0.026923076923076925,0.5980483568718863
150,lung,0.026923076923076925,0.589252317449992
151,external_lung,0.038461538461538464,0.5799703392582649
151,immune,0.038461538461538464,0.5980729238082179
151,lung,0.038461538461538464,0.589198108093457
152,external_lung,0.011538461538461539,0.5793154214206846
152,immune,0.011538461538461539,0.5980934914758443
152,lung,0.011538461538461539,0.5892116604325908
153,external_lung,0.026923076923076925,0.5796699430600359
153,immune,0.026923076923076925,0.59809006353124
153,lung,0.026923076923076925,0.5891845557543233
154,external_lung,0.015384615384615385,0.5794886228322761
154,immune,0.015384615384615385,0.5980786370492253
154,lung,0.015384615384615385,0.589065972786903
155,external_lung,0.026923076923076925,0.5796049925306891
155,immune,0.026923076923076925,0.5980934914758443
155,lung,0.026923076923076925,0.5890558085325528
156,external_lung,0.019230769230769232,0.5798702071921886
156,immune,0.019230769230769232,0.5980643539467069
156,lung,0.019230769230769232,0.5889846587521006
157,external_lung,0.015384615384615385,0.5793235402368528
157,immune,0.015384615384615385,0.5980683532154121
157,lung,0.015384615384615385,0.589221824686941
158,external_lung,0.038461538461538464,0.5792775336118989
158,immune,0.038461538461538464,0.598092348827643
158,lung,0.038461538461538464,0.5890863012956036
159,external_lung,0.007692307692307693,0.5793857844941437
159,immune,0.007692307692307693,0.5980786370492253
159,lung,0.007692307692307693,0.5892523174499918
