domain,split_regime,n_rows,mean_delta_vs_h70,mean_null_gap_q95,fraction_delta_positive,fraction_null_gap_positive,combined_fisher_p_best
external_lung,dual_axis_disjoint,3,0.14811209413088366,-0.0017405288851815488,1.0,0.3333333333333333,0.0036660386922399294
external_lung,source_disjoint,3,0.1373726121039819,-0.004983839078278388,1.0,0.0,0.0036660386922399294
external_lung,target_disjoint,3,0.12221803207279298,-0.0037395321310659583,1.0,0.3333333333333333,0.0036660386922399294
immune,dual_axis_disjoint,3,0.11687899690773255,-0.0060025142216234145,1.0,0.0,0.0036660386922399294
immune,source_disjoint,3,0.11346255891625308,-0.014857820644879395,1.0,0.0,0.0036660386922399294
immune,target_disjoint,3,0.09748010610079579,-0.006085006947075876,1.0,0.0,0.0036660386922399294
lung,dual_axis_disjoint,3,0.16635120119360283,-0.005409299792288352,1.0,0.3333333333333333,0.0036660386922399294
lung,source_disjoint,3,0.1580958076353496,-0.0016125271175621014,1.0,0.3333333333333333,0.0036660386922399294
lung,target_disjoint,3,0.11866676500103372,-0.005708131509880014,1.0,0.0,0.0036660386922399294
