domain,split_regime,n_rows,mean_delta_vs_h70,mean_null_gap_q95,fraction_delta_positive,fraction_null_gap_positive,combined_fisher_p_best
external_lung,source_disjoint,2,-0.021359375000000014,-0.09020703125000003,0.5,0.0,0.10749075277071357
external_lung,target_disjoint,2,-0.06840624999999995,-0.10379687499999994,0.0,0.0,0.35719671766094874
immune,source_disjoint,2,0.10547095318668923,-0.1512166626379824,0.5,0.0,0.09509462399900931
immune,target_disjoint,2,0.1628257675353801,-0.13555602814940837,1.0,0.0,0.08216266490787776
lung,source_disjoint,2,-0.13289337474120094,-0.17692158385093182,0.0,0.0,0.18392851185234155
lung,target_disjoint,2,-0.06324404761904762,-0.09762794384057981,0.0,0.0,0.5494610558464761
