domain,n_rows,mean_adaptive_k,mean_delta_vs_h70,mean_strict_margin,fraction_strict_positive
external_lung,9,10.444444444444445,0.0010401229557704334,-0.025604412515280003,0.3333333333333333
immune,3,8.666666666666666,0.0719792994119512,0.01692496886187804,1.0
lung,6,8.166666666666666,0.006873918578562603,-0.011245584542186793,0.3333333333333333
