domain,seed_tag,split_regime,perm_idx,null_breakpoint,null_improvement
external_lung,seed43,target_disjoint,183,8.0,0.0008883747430874869
external_lung,seed43,target_disjoint,184,7.0,0.0013364742911188064
external_lung,seed43,target_disjoint,185,3.0,0.0009106986680675272
external_lung,seed43,target_disjoint,186,3.0,0.0014428807534989754
external_lung,seed43,target_disjoint,187,4.0,0.001023312552608459
external_lung,seed43,target_disjoint,188,4.0,0.0014274720221363012
external_lung,seed43,target_disjoint,189,1.0,0.0006573962874646369
external_lung,seed43,target_disjoint,190,7.0,0.0010170103709117651
external_lung,seed43,target_disjoint,191,6.0,0.0011357232158676536
external_lung,seed43,target_disjoint,192,4.0,0.0010879430259051511
external_lung,seed43,target_disjoint,193,3.0,0.0011984759569366793
external_lung,seed43,target_disjoint,194,6.0,0.0007930926019517784
external_lung,seed43,target_disjoint,195,2.0,0.0011572034354499702
external_lung,seed43,target_disjoint,196,4.0,0.0007890608779716282
external_lung,seed43,target_disjoint,197,1.0,0.0009043742671726298
external_lung,seed43,target_disjoint,198,7.0,0.0009469424289366513
external_lung,seed43,target_disjoint,199,6.0,0.0005642090505028976
external_lung,seed43,target_disjoint,200,9.0,0.0011239622448143182
external_lung,seed43,target_disjoint,201,8.0,0.000810270221105937
external_lung,seed43,target_disjoint,202,1.0,0.0006315591513180051
external_lung,seed43,target_disjoint,203,2.0,0.0009154699551857971
external_lung,seed43,target_disjoint,204,6.0,0.0005324636393303703
external_lung,seed43,target_disjoint,205,9.0,0.0005553171019052855
external_lung,seed43,target_disjoint,206,1.0,0.0010069206884035981
external_lung,seed43,target_disjoint,207,6.0,0.0011559676881722869
external_lung,seed43,target_disjoint,208,7.0,0.0008094143611693859
external_lung,seed43,target_disjoint,209,6.0,0.000911834043748149
external_lung,seed43,target_disjoint,210,4.0,0.0013815367250473512
external_lung,seed43,target_disjoint,211,6.0,0.0010864984259893735
external_lung,seed43,target_disjoint,212,7.0,0.0005254531877751464
external_lung,seed43,target_disjoint,213,9.0,0.0004943767353343749
external_lung,seed43,target_disjoint,214,7.0,0.001474708807677599
external_lung,seed43,target_disjoint,215,1.0,0.0006015562813614071
external_lung,seed43,target_disjoint,216,9.0,0.0007264304424229073
external_lung,seed43,target_disjoint,217,1.0,0.0008648123993948327
external_lung,seed43,target_disjoint,218,8.0,0.0007678674292785836
external_lung,seed43,target_disjoint,219,8.0,0.001016586411441576
external_lung,seed43,target_disjoint,220,1.0,0.0009213881576382004
external_lung,seed43,target_disjoint,221,9.0,0.0008820647328255911
external_lung,seed43,target_disjoint,222,8.0,0.0007409432879829747
external_lung,seed43,target_disjoint,223,3.0,0.0008336777656877416
external_lung,seed43,target_disjoint,224,7.0,0.0008241978068826246
external_lung,seed43,target_disjoint,225,9.0,0.000999605553517655
external_lung,seed43,target_disjoint,226,9.0,0.0006879265862269953
external_lung,seed43,target_disjoint,227,2.0,0.0009081245319284416
external_lung,seed43,target_disjoint,228,6.0,0.0011752979237981424
external_lung,seed43,target_disjoint,229,8.0,0.0011285161082197049
external_lung,seed43,target_disjoint,230,5.0,0.0012088161046702258
external_lung,seed43,target_disjoint,231,3.0,0.0010103761310993856
external_lung,seed43,target_disjoint,232,4.0,0.0011217901693481042
external_lung,seed43,target_disjoint,233,8.0,0.0008010932681911998
external_lung,seed43,target_disjoint,234,8.0,0.000615987787974247
external_lung,seed43,target_disjoint,235,1.0,0.0008854837503196435
external_lung,seed43,target_disjoint,236,8.0,0.0008226531789775891
external_lung,seed43,target_disjoint,237,2.0,0.0004658050423343601
external_lung,seed43,target_disjoint,238,4.0,0.0008134691765990156
external_lung,seed43,target_disjoint,239,4.0,0.0004628932532903128
external_lung,seed43,target_disjoint,240,6.0,0.0007804014793628181
external_lung,seed43,target_disjoint,241,5.0,0.0009459187648251623
external_lung,seed43,target_disjoint,242,1.0,0.0007968280488475027
external_lung,seed43,target_disjoint,243,9.0,0.0007471258103156738
external_lung,seed43,target_disjoint,244,2.0,0.0005761896424347835
external_lung,seed43,target_disjoint,245,8.0,0.0006075292175884259
external_lung,seed43,target_disjoint,246,2.0,0.0011472190747634837
external_lung,seed43,target_disjoint,247,8.0,0.001607149010951311
external_lung,seed43,target_disjoint,248,3.0,0.0005071847771547199
external_lung,seed43,target_disjoint,249,2.0,0.0003352386458099156
external_lung,seed43,target_disjoint,250,3.0,0.0008891448220892351
external_lung,seed43,target_disjoint,251,8.0,0.00047454455220780436
external_lung,seed43,target_disjoint,252,9.0,0.0006792157163512686
external_lung,seed43,target_disjoint,253,2.0,0.0003299216932450236
external_lung,seed43,target_disjoint,254,2.0,0.0006869538256631142
external_lung,seed43,target_disjoint,255,3.0,0.0016030727246673405
external_lung,seed43,target_disjoint,256,1.0,0.0011027235310534559
external_lung,seed43,target_disjoint,257,7.0,0.0008377191148603146
external_lung,seed43,target_disjoint,258,3.0,0.0007953666032446286
external_lung,seed43,target_disjoint,259,9.0,0.0009337835057188731
external_lung,seed43,target_disjoint,260,6.0,0.001172290766443552
external_lung,seed43,target_disjoint,261,4.0,0.0007405192694291038
external_lung,seed43,target_disjoint,262,4.0,0.000692283282299457
external_lung,seed43,target_disjoint,263,5.0,0.0005072834982422017
external_lung,seed43,target_disjoint,264,4.0,0.000659210286990445
external_lung,seed43,target_disjoint,265,4.0,0.0005589837424963542
external_lung,seed43,target_disjoint,266,2.0,0.0006338637885070286
external_lung,seed43,target_disjoint,267,8.0,0.0012287489255643903
external_lung,seed43,target_disjoint,268,4.0,0.0006743336063886905
external_lung,seed43,target_disjoint,269,9.0,0.0007010403334716212
external_lung,seed43,target_disjoint,270,5.0,0.0006573704853609261
external_lung,seed43,target_disjoint,271,5.0,0.001505301691862556
external_lung,seed43,target_disjoint,272,7.0,0.00042461957117389225
external_lung,seed43,target_disjoint,273,7.0,0.0008389264694370899
external_lung,seed43,target_disjoint,274,2.0,0.0011153387159863605
external_lung,seed43,target_disjoint,275,9.0,0.0009256375831735201
external_lung,seed43,target_disjoint,276,2.0,0.0007362605849334748
external_lung,seed43,target_disjoint,277,7.0,0.001317842015633064
external_lung,seed43,target_disjoint,278,6.0,0.0008068603232846481
external_lung,seed43,target_disjoint,279,9.0,0.0008312626728294613
external_lung,seed43,target_disjoint,280,2.0,0.0006725787289504847
external_lung,seed43,target_disjoint,281,7.0,0.0012340256515862788
external_lung,seed43,target_disjoint,282,7.0,0.0011990347685747115
external_lung,seed43,target_disjoint,283,2.0,0.0006455132045951653
external_lung,seed43,target_disjoint,284,5.0,0.0010966953232321541
external_lung,seed43,target_disjoint,285,5.0,0.0007588001913526093
external_lung,seed43,target_disjoint,286,1.0,0.0010523848709016914
external_lung,seed43,target_disjoint,287,1.0,0.00043178537760559367
external_lung,seed43,target_disjoint,288,4.0,0.0007264838195803385
external_lung,seed43,target_disjoint,289,6.0,0.0007651433975618713
external_lung,seed43,target_disjoint,290,7.0,0.001109544277339296
external_lung,seed43,target_disjoint,291,8.0,0.000659572612004855
external_lung,seed43,target_disjoint,292,5.0,0.000747153279704737
external_lung,seed43,target_disjoint,293,9.0,0.0009140064063062596
external_lung,seed43,target_disjoint,294,4.0,0.0005664745832015265
external_lung,seed43,target_disjoint,295,3.0,0.0005107891976984399
external_lung,seed43,target_disjoint,296,1.0,0.0006764852304655372
external_lung,seed43,target_disjoint,297,7.0,0.0006688748378038385
external_lung,seed43,target_disjoint,298,5.0,0.0007999873335866302
external_lung,seed43,target_disjoint,299,3.0,0.00037403284690353694
external_lung,seed44,source_disjoint,0,9.0,0.0008982141256076771
external_lung,seed44,source_disjoint,1,1.0,0.0011400616907284978
external_lung,seed44,source_disjoint,2,4.0,0.0008861837222379153
external_lung,seed44,source_disjoint,3,5.0,0.001502473834527522
external_lung,seed44,source_disjoint,4,6.0,0.0006167870650689456
external_lung,seed44,source_disjoint,5,1.0,0.0012079126990713097
external_lung,seed44,source_disjoint,6,5.0,0.0014850443997240633
external_lung,seed44,source_disjoint,7,6.0,0.0006868884001561969
external_lung,seed44,source_disjoint,8,7.0,0.0010937704653054077
external_lung,seed44,source_disjoint,9,7.0,0.001208204113857072
external_lung,seed44,source_disjoint,10,8.0,0.001300743847167068
external_lung,seed44,source_disjoint,11,9.0,0.00056202343552183
external_lung,seed44,source_disjoint,12,7.0,0.0007512836424980567
external_lung,seed44,source_disjoint,13,5.0,0.0013096461514051844
external_lung,seed44,source_disjoint,14,2.0,0.0007864878893247369
external_lung,seed44,source_disjoint,15,9.0,0.000750170449331945
external_lung,seed44,source_disjoint,16,1.0,0.000737864502279468
external_lung,seed44,source_disjoint,17,5.0,0.0010812553497723137
external_lung,seed44,source_disjoint,18,1.0,0.0009596681989244825
external_lung,seed44,source_disjoint,19,7.0,0.001501029414890533
external_lung,seed44,source_disjoint,20,2.0,0.0007599482348778386
external_lung,seed44,source_disjoint,21,8.0,0.0013381383944458326
external_lung,seed44,source_disjoint,22,7.0,0.0013258660286095672
external_lung,seed44,source_disjoint,23,9.0,0.0009301904648042715
external_lung,seed44,source_disjoint,24,6.0,0.0015582768372630668
external_lung,seed44,source_disjoint,25,9.0,0.0009565705353986051
external_lung,seed44,source_disjoint,26,7.0,0.0014931339911462432
external_lung,seed44,source_disjoint,27,7.0,0.0014938783144918537
external_lung,seed44,source_disjoint,28,1.0,0.0016771971969107482
external_lung,seed44,source_disjoint,29,1.0,0.0009441173147581082
external_lung,seed44,source_disjoint,30,1.0,0.00040398686577529505
external_lung,seed44,source_disjoint,31,1.0,0.0008724132959617389
external_lung,seed44,source_disjoint,32,7.0,0.0013988004592245546
external_lung,seed44,source_disjoint,33,6.0,0.0017695481595645802
external_lung,seed44,source_disjoint,34,1.0,0.001249877527796353
external_lung,seed44,source_disjoint,35,9.0,0.0005489636027661963
external_lung,seed44,source_disjoint,36,3.0,0.001332266534667703
external_lung,seed44,source_disjoint,37,5.0,0.001662869990104946
external_lung,seed44,source_disjoint,38,7.0,0.0013366798447687605
external_lung,seed44,source_disjoint,39,8.0,0.0012120601872045327
external_lung,seed44,source_disjoint,40,7.0,0.001972171683154197
external_lung,seed44,source_disjoint,41,1.0,0.0006550411635616567
external_lung,seed44,source_disjoint,42,7.0,0.000835678342085531
external_lung,seed44,source_disjoint,43,6.0,0.0016025840881710922
external_lung,seed44,source_disjoint,44,4.0,0.0003016678715876365
external_lung,seed44,source_disjoint,45,5.0,0.0010720243374546265
external_lung,seed44,source_disjoint,46,5.0,0.00038392733040029225
external_lung,seed44,source_disjoint,47,5.0,0.0011505577131300858
external_lung,seed44,source_disjoint,48,2.0,0.0006741171609513123
external_lung,seed44,source_disjoint,49,6.0,0.0010229211130492047
external_lung,seed44,source_disjoint,50,1.0,0.0008921537578906844
external_lung,seed44,source_disjoint,51,9.0,0.000944205717419413
external_lung,seed44,source_disjoint,52,1.0,0.0008659312270317245
external_lung,seed44,source_disjoint,53,2.0,0.0017562311292213188
external_lung,seed44,source_disjoint,54,7.0,0.0009178291552000566
external_lung,seed44,source_disjoint,55,5.0,0.0006203803414829611
external_lung,seed44,source_disjoint,56,1.0,0.0011589293434766481
external_lung,seed44,source_disjoint,57,3.0,0.0015909693379633888
external_lung,seed44,source_disjoint,58,9.0,0.001447151430228277
external_lung,seed44,source_disjoint,59,5.0,0.000933603778634193
external_lung,seed44,source_disjoint,60,5.0,0.0009994699117375236
external_lung,seed44,source_disjoint,61,1.0,0.0007566554101714953
external_lung,seed44,source_disjoint,62,7.0,0.0016490284239101837
external_lung,seed44,source_disjoint,63,4.0,0.0014806217085749599
external_lung,seed44,source_disjoint,64,1.0,0.0012517692180961056
external_lung,seed44,source_disjoint,65,1.0,0.0009756370211604229
external_lung,seed44,source_disjoint,66,7.0,0.0006716170462318827
external_lung,seed44,source_disjoint,67,1.0,0.0011495724895350219
external_lung,seed44,source_disjoint,68,3.0,0.0012230619482352845
external_lung,seed44,source_disjoint,69,9.0,0.0007058571975393159
external_lung,seed44,source_disjoint,70,6.0,0.001045004698832582
external_lung,seed44,source_disjoint,71,6.0,0.002107281105153367
external_lung,seed44,source_disjoint,72,4.0,0.0009559612523916084
external_lung,seed44,source_disjoint,73,2.0,0.0009148232904476208
external_lung,seed44,source_disjoint,74,7.0,0.0013839258122507775
external_lung,seed44,source_disjoint,75,3.0,0.0009228001607125055
external_lung,seed44,source_disjoint,76,4.0,0.001023599991207018
external_lung,seed44,source_disjoint,77,7.0,0.0008807382423458646
external_lung,seed44,source_disjoint,78,9.0,0.0010271047617885375
external_lung,seed44,source_disjoint,79,2.0,0.0016937170144959053
external_lung,seed44,source_disjoint,80,1.0,0.0010553989991016167
external_lung,seed44,source_disjoint,81,8.0,0.0012703252710986053
external_lung,seed44,source_disjoint,82,2.0,0.0007483569166171077
external_lung,seed44,source_disjoint,83,8.0,0.0006615548377918888
external_lung,seed44,source_disjoint,84,8.0,0.000244444171067103
external_lung,seed44,source_disjoint,85,6.0,0.00118346746477921
external_lung,seed44,source_disjoint,86,3.0,0.0013736206655418663
external_lung,seed44,source_disjoint,87,7.0,0.0011281338496809032
external_lung,seed44,source_disjoint,88,1.0,0.0013133924340708028
external_lung,seed44,source_disjoint,89,2.0,0.0013934520209015436
external_lung,seed44,source_disjoint,90,7.0,0.001267313878766396
external_lung,seed44,source_disjoint,91,7.0,0.0013232611835403893
external_lung,seed44,source_disjoint,92,2.0,0.0008063940019451942
external_lung,seed44,source_disjoint,93,9.0,0.0008348932895710162
external_lung,seed44,source_disjoint,94,9.0,0.0013239245758994446
external_lung,seed44,source_disjoint,95,2.0,0.0019540770293468915
external_lung,seed44,source_disjoint,96,9.0,0.0008680196603165135
external_lung,seed44,source_disjoint,97,2.0,0.0005651323546764946
external_lung,seed44,source_disjoint,98,1.0,0.0008771891631289136
external_lung,seed44,source_disjoint,99,1.0,0.0007015829657296088
external_lung,seed44,source_disjoint,100,5.0,0.0016679177432618333
external_lung,seed44,source_disjoint,101,2.0,0.002122102565015872
external_lung,seed44,source_disjoint,102,3.0,0.0007004100781770719
external_lung,seed44,source_disjoint,103,5.0,0.0013591664270873201
external_lung,seed44,source_disjoint,104,9.0,0.0011715474581088917
external_lung,seed44,source_disjoint,105,9.0,0.0016304450074856132
external_lung,seed44,source_disjoint,106,6.0,0.0019402440924727077
external_lung,seed44,source_disjoint,107,1.0,0.001013630691701609
external_lung,seed44,source_disjoint,108,1.0,0.000968933830359617
external_lung,seed44,source_disjoint,109,6.0,0.0009331861912376697
external_lung,seed44,source_disjoint,110,2.0,0.0013072170916136683
external_lung,seed44,source_disjoint,111,4.0,0.0007941885808859443
external_lung,seed44,source_disjoint,112,3.0,0.000959753726664798
external_lung,seed44,source_disjoint,113,7.0,0.0008214894102629268
external_lung,seed44,source_disjoint,114,5.0,0.001659004813877016
external_lung,seed44,source_disjoint,115,3.0,0.0014373345257935957
external_lung,seed44,source_disjoint,116,7.0,0.001261927679652719
external_lung,seed44,source_disjoint,117,4.0,0.0007678156036796243
external_lung,seed44,source_disjoint,118,8.0,0.0012097646764087388
external_lung,seed44,source_disjoint,119,1.0,0.0009256070515804727
external_lung,seed44,source_disjoint,120,7.0,0.0006898390092009688
external_lung,seed44,source_disjoint,121,4.0,0.0010629728325603374
external_lung,seed44,source_disjoint,122,2.0,0.0016502958842641636
external_lung,seed44,source_disjoint,123,6.0,0.0019454241886158494
external_lung,seed44,source_disjoint,124,6.0,0.0013463157692253157
external_lung,seed44,source_disjoint,125,5.0,0.0005760188150911569
external_lung,seed44,source_disjoint,126,2.0,0.0013776907064206123
external_lung,seed44,source_disjoint,127,8.0,0.0007205616031866944
external_lung,seed44,source_disjoint,128,1.0,0.0011977048552345914
external_lung,seed44,source_disjoint,129,9.0,0.0009617095361987757
external_lung,seed44,source_disjoint,130,7.0,0.0014986511113056736
external_lung,seed44,source_disjoint,131,8.0,0.0011260348297371292
external_lung,seed44,source_disjoint,132,5.0,0.001413787617237092
external_lung,seed44,source_disjoint,133,5.0,0.001017624952665619
external_lung,seed44,source_disjoint,134,5.0,0.0008984116908223867
external_lung,seed44,source_disjoint,135,9.0,0.0010883458509596947
external_lung,seed44,source_disjoint,136,2.0,0.001665230879388243
external_lung,seed44,source_disjoint,137,9.0,0.0011206260776209687
external_lung,seed44,source_disjoint,138,4.0,0.0012655770245404616
external_lung,seed44,source_disjoint,139,7.0,0.0017902053641686826
external_lung,seed44,source_disjoint,140,4.0,0.0008884849588564378
external_lung,seed44,source_disjoint,141,6.0,0.0006609276755018183
external_lung,seed44,source_disjoint,142,4.0,0.0008421338143163931
external_lung,seed44,source_disjoint,143,2.0,0.0006227391702606118
external_lung,seed44,source_disjoint,144,7.0,0.0008054853572530317
external_lung,seed44,source_disjoint,145,2.0,0.0005314617330975679
external_lung,seed44,source_disjoint,146,2.0,0.0020992152359221154
external_lung,seed44,source_disjoint,147,8.0,0.00112101909877766
external_lung,seed44,source_disjoint,148,4.0,0.0013121498465352294
external_lung,seed44,source_disjoint,149,6.0,0.0023877524495811986
external_lung,seed44,source_disjoint,150,6.0,0.0016979018361092774
external_lung,seed44,source_disjoint,151,1.0,0.0013297133545950158
external_lung,seed44,source_disjoint,152,7.0,0.0007560704065986438
external_lung,seed44,source_disjoint,153,4.0,0.0016776461966190829
external_lung,seed44,source_disjoint,154,5.0,0.0013237665117657466
external_lung,seed44,source_disjoint,155,1.0,0.0012066193115067324
external_lung,seed44,source_disjoint,156,6.0,0.001159075584208652
external_lung,seed44,source_disjoint,157,6.0,0.0019120024005087168
external_lung,seed44,source_disjoint,158,6.0,0.0008617089591371457
external_lung,seed44,source_disjoint,159,7.0,0.0006087905541224056
external_lung,seed44,source_disjoint,160,9.0,0.001157408060853106
external_lung,seed44,source_disjoint,161,2.0,0.0012799530204209541
external_lung,seed44,source_disjoint,162,5.0,0.0009741860907428298
external_lung,seed44,source_disjoint,163,1.0,0.0008719787368040573
external_lung,seed44,source_disjoint,164,8.0,0.0022643194834440737
external_lung,seed44,source_disjoint,165,6.0,0.0011149313323082373
external_lung,seed44,source_disjoint,166,4.0,0.0007796059075921089
external_lung,seed44,source_disjoint,167,3.0,0.0019418071013669678
external_lung,seed44,source_disjoint,168,8.0,0.001743649533094273
external_lung,seed44,source_disjoint,169,9.0,0.00110286440792117
external_lung,seed44,source_disjoint,170,1.0,0.0011156824597631824
external_lung,seed44,source_disjoint,171,4.0,0.001509453352658767
external_lung,seed44,source_disjoint,172,5.0,0.0013397362689806826
external_lung,seed44,source_disjoint,173,8.0,0.0018442817460846278
external_lung,seed44,source_disjoint,174,2.0,0.0016596938257375823
external_lung,seed44,source_disjoint,175,1.0,0.0012381751987287333
external_lung,seed44,source_disjoint,176,2.0,0.0012948972507419625
external_lung,seed44,source_disjoint,177,5.0,0.0023505621470747066
external_lung,seed44,source_disjoint,178,2.0,0.0007608156863041795
external_lung,seed44,source_disjoint,179,7.0,0.0011226346992879433
external_lung,seed44,source_disjoint,180,7.0,0.0007493906953468374
external_lung,seed44,source_disjoint,181,1.0,0.0014108796168711536
external_lung,seed44,source_disjoint,182,2.0,0.000984864616029468
external_lung,seed44,source_disjoint,183,7.0,0.0004182291092958055
external_lung,seed44,source_disjoint,184,9.0,0.0008874025779439677
external_lung,seed44,source_disjoint,185,2.0,0.0016912408594022682
external_lung,seed44,source_disjoint,186,5.0,0.0008096241036269114
external_lung,seed44,source_disjoint,187,7.0,0.0004969855518432403
external_lung,seed44,source_disjoint,188,2.0,0.000840261708960391
external_lung,seed44,source_disjoint,189,5.0,0.0013117470930803189
external_lung,seed44,source_disjoint,190,7.0,0.0007520377248291395
external_lung,seed44,source_disjoint,191,7.0,0.0010079130477637526
external_lung,seed44,source_disjoint,192,3.0,0.0023061943932136102
external_lung,seed44,source_disjoint,193,3.0,0.0013252373924774194
external_lung,seed44,source_disjoint,194,2.0,0.001694109547704978
external_lung,seed44,source_disjoint,195,3.0,0.0013631785610823865
external_lung,seed44,source_disjoint,196,9.0,0.0019871797344628186
external_lung,seed44,source_disjoint,197,7.0,0.0009743574098889471
external_lung,seed44,source_disjoint,198,6.0,0.0010237312029619842
external_lung,seed44,source_disjoint,199,3.0,0.0011351443091319896
external_lung,seed44,source_disjoint,200,4.0,0.0009648559448288577
external_lung,seed44,source_disjoint,201,8.0,0.0009116450709814863
external_lung,seed44,source_disjoint,202,4.0,0.0006615783669394854
external_lung,seed44,source_disjoint,203,4.0,0.0015066448540044654
external_lung,seed44,source_disjoint,204,5.0,0.0013493319668818086
external_lung,seed44,source_disjoint,205,6.0,0.0008772043198772552
external_lung,seed44,source_disjoint,206,5.0,0.0015618891895671132
external_lung,seed44,source_disjoint,207,1.0,0.0006784536198258268
external_lung,seed44,source_disjoint,208,4.0,0.0017882781716148906
external_lung,seed44,source_disjoint,209,3.0,0.0007271769174935171
external_lung,seed44,source_disjoint,210,7.0,0.0014082374026466783
external_lung,seed44,source_disjoint,211,8.0,0.0009991248127378663
external_lung,seed44,source_disjoint,212,5.0,0.0014175573000353402
external_lung,seed44,source_disjoint,213,3.0,0.0014754946078557104
external_lung,seed44,source_disjoint,214,1.0,0.0009410315161386493
external_lung,seed44,source_disjoint,215,2.0,0.0013935988147432245
external_lung,seed44,source_disjoint,216,1.0,0.0008760939370406914
external_lung,seed44,source_disjoint,217,1.0,0.0016402361863702124
external_lung,seed44,source_disjoint,218,3.0,0.000954977198451125
external_lung,seed44,source_disjoint,219,9.0,0.0011100429922477166
external_lung,seed44,source_disjoint,220,4.0,0.0009663716498088354
external_lung,seed44,source_disjoint,221,4.0,0.000690459354297515
external_lung,seed44,source_disjoint,222,6.0,0.0005903062910340114
external_lung,seed44,source_disjoint,223,3.0,0.001103962393683002
external_lung,seed44,source_disjoint,224,2.0,0.0011287887853782866
external_lung,seed44,source_disjoint,225,2.0,0.00126144926441801
external_lung,seed44,source_disjoint,226,4.0,0.0018282211951349632
external_lung,seed44,source_disjoint,227,9.0,0.001408799799296964
external_lung,seed44,source_disjoint,228,8.0,0.0010865850507465393
external_lung,seed44,source_disjoint,229,6.0,0.0008132328572164689
external_lung,seed44,source_disjoint,230,9.0,0.0010834560393796168
external_lung,seed44,source_disjoint,231,4.0,0.0011256573330414212
external_lung,seed44,source_disjoint,232,4.0,0.0017581011321546173
external_lung,seed44,source_disjoint,233,3.0,0.0007256315673125902
external_lung,seed44,source_disjoint,234,2.0,0.001295183306080859
external_lung,seed44,source_disjoint,235,9.0,0.0011625096940445592
external_lung,seed44,source_disjoint,236,7.0,0.0013479487184456115
external_lung,seed44,source_disjoint,237,7.0,0.000952936196284483
external_lung,seed44,source_disjoint,238,7.0,0.00043149693226728634
external_lung,seed44,source_disjoint,239,6.0,0.001086019528014325
external_lung,seed44,source_disjoint,240,2.0,0.0010890890563492468
external_lung,seed44,source_disjoint,241,4.0,0.0012148437865448782
external_lung,seed44,source_disjoint,242,9.0,0.0009152516391935824
external_lung,seed44,source_disjoint,243,4.0,0.00044484108271151306
external_lung,seed44,source_disjoint,244,8.0,0.0012246092064376937
external_lung,seed44,source_disjoint,245,5.0,0.0006750504133947234
external_lung,seed44,source_disjoint,246,4.0,0.0009832211440191107
external_lung,seed44,source_disjoint,247,4.0,0.0012903852868876085
external_lung,seed44,source_disjoint,248,9.0,0.0009936894629348917
external_lung,seed44,source_disjoint,249,9.0,0.0011460370405694637
external_lung,seed44,source_disjoint,250,5.0,0.0018523258495114392
external_lung,seed44,source_disjoint,251,5.0,0.001730663098826412
external_lung,seed44,source_disjoint,252,8.0,0.0007456649427949207
external_lung,seed44,source_disjoint,253,7.0,0.0013155117726482563
external_lung,seed44,source_disjoint,254,8.0,0.0012533229401078326
external_lung,seed44,source_disjoint,255,1.0,0.0013265609559045385
external_lung,seed44,source_disjoint,256,4.0,0.0010850967802119135
external_lung,seed44,source_disjoint,257,9.0,0.0010086720031599586
external_lung,seed44,source_disjoint,258,7.0,0.0014705933174098795
external_lung,seed44,source_disjoint,259,1.0,0.0011432380985374085
external_lung,seed44,source_disjoint,260,4.0,0.0006942468479554302
external_lung,seed44,source_disjoint,261,5.0,0.002156179071138398
external_lung,seed44,source_disjoint,262,9.0,0.00045273012639849034
external_lung,seed44,source_disjoint,263,6.0,0.0014033100252165357
external_lung,seed44,source_disjoint,264,3.0,0.0010542200245896006
external_lung,seed44,source_disjoint,265,5.0,0.0014615283544425098
external_lung,seed44,source_disjoint,266,4.0,0.001511252597530691
external_lung,seed44,source_disjoint,267,6.0,0.0006902067910983085
external_lung,seed44,source_disjoint,268,1.0,0.0010550246069313915
external_lung,seed44,source_disjoint,269,8.0,0.0004380665602873716
external_lung,seed44,source_disjoint,270,4.0,0.0008824973220425008
external_lung,seed44,source_disjoint,271,5.0,0.001711685473723582
external_lung,seed44,source_disjoint,272,3.0,0.000921989881669054
external_lung,seed44,source_disjoint,273,8.0,0.0007302026388585341
external_lung,seed44,source_disjoint,274,9.0,0.0008163966848780155
external_lung,seed44,source_disjoint,275,1.0,0.001049125450047426
external_lung,seed44,source_disjoint,276,6.0,0.0007610149553993249
external_lung,seed44,source_disjoint,277,5.0,0.0013038722092156081
external_lung,seed44,source_disjoint,278,3.0,0.0015975764194896772
external_lung,seed44,source_disjoint,279,9.0,0.0008804067571252768
external_lung,seed44,source_disjoint,280,4.0,0.0019455481139232713
external_lung,seed44,source_disjoint,281,7.0,0.0012698133553360035
external_lung,seed44,source_disjoint,282,3.0,0.0014742138294644377
external_lung,seed44,source_disjoint,283,9.0,0.0011542325864770094
external_lung,seed44,source_disjoint,284,1.0,0.0011788835296974087
external_lung,seed44,source_disjoint,285,8.0,0.0014818638327898993
external_lung,seed44,source_disjoint,286,4.0,0.0008210864791304414
external_lung,seed44,source_disjoint,287,5.0,0.0011499553023030557
external_lung,seed44,source_disjoint,288,5.0,0.001322823085062742
external_lung,seed44,source_disjoint,289,3.0,0.0007527559391348373
external_lung,seed44,source_disjoint,290,2.0,0.001267122929940623
external_lung,seed44,source_disjoint,291,6.0,0.0015924442220083778
external_lung,seed44,source_disjoint,292,6.0,0.0008939051040327461
external_lung,seed44,source_disjoint,293,2.0,0.0011954671710732348
external_lung,seed44,source_disjoint,294,1.0,0.0012262581829663368
external_lung,seed44,source_disjoint,295,5.0,0.0011085518874003751
external_lung,seed44,source_disjoint,296,6.0,0.001271522929737799
external_lung,seed44,source_disjoint,297,6.0,0.0014354457316472285
external_lung,seed44,source_disjoint,298,3.0,0.0012072946435575226
external_lung,seed44,source_disjoint,299,6.0,0.0006887754668218709
external_lung,seed44,target_disjoint,0,1.0,0.0006930886576807633
external_lung,seed44,target_disjoint,1,9.0,0.0011965435872804777
external_lung,seed44,target_disjoint,2,4.0,0.0012344835783154452
external_lung,seed44,target_disjoint,3,9.0,0.001230927106859759
external_lung,seed44,target_disjoint,4,4.0,0.0008514560865961244
external_lung,seed44,target_disjoint,5,9.0,0.0011516057737685076
external_lung,seed44,target_disjoint,6,8.0,0.0010700471625892992
external_lung,seed44,target_disjoint,7,3.0,0.0008977750051998076
external_lung,seed44,target_disjoint,8,8.0,0.0006161249526683971
external_lung,seed44,target_disjoint,9,4.0,0.0012325372581453754
external_lung,seed44,target_disjoint,10,9.0,0.0010775062216752836
external_lung,seed44,target_disjoint,11,6.0,0.001189195767049146
external_lung,seed44,target_disjoint,12,8.0,0.00150623176146401
external_lung,seed44,target_disjoint,13,1.0,0.001023678942030142
external_lung,seed44,target_disjoint,14,7.0,0.0011347002612116654
external_lung,seed44,target_disjoint,15,4.0,0.0011097429353118483
external_lung,seed44,target_disjoint,16,3.0,0.0009552574786044097
external_lung,seed44,target_disjoint,17,1.0,0.00145763329648734
external_lung,seed44,target_disjoint,18,3.0,0.0015265491419726375
external_lung,seed44,target_disjoint,19,7.0,0.0012876338734970304
external_lung,seed44,target_disjoint,20,5.0,0.0008185317012670561
