domain,perm_idx,null_auc_target,null_delta_vs_base,null_auc_target_label_perm
external_lung,82,0.7473128562856286,0.22366674167416745,0.5055918091809181
external_lung,83,0.7473128562856286,0.22366674167416745,0.4799186168616862
external_lung,84,0.7473128562856286,0.22366674167416745,0.522837908790879
external_lung,85,0.7473128562856286,0.22366674167416745,0.4904815481548155
external_lung,86,0.7473128562856286,0.22366674167416745,0.4809649714971497
external_lung,87,0.7473128562856286,0.22366674167416745,0.49904927992799275
external_lung,88,0.7473128562856286,0.22366674167416745,0.5233292079207921
external_lung,89,0.7473128562856286,0.22366674167416745,0.48303517851785177
external_lung,90,0.7473128562856286,0.22366674167416745,0.4856210621062106
external_lung,91,0.7473128562856286,0.22366674167416745,0.5199444944494449
external_lung,92,0.7473128562856286,0.22366674167416745,0.5193481848184819
external_lung,93,0.7473128562856286,0.22366674167416745,0.4893226822682268
external_lung,94,0.7473128562856286,0.22366674167416745,0.5232335733573358
external_lung,95,0.7473128562856286,0.22366674167416745,0.5211539903990399
external_lung,96,0.7473128562856286,0.22366674167416745,0.4968965646564657
external_lung,97,0.7473128562856286,0.22366674167416745,0.5031053105310531
external_lung,98,0.7473128562856286,0.22366674167416745,0.4670023252325233
external_lung,99,0.7473128562856286,0.22366674167416745,0.5273927392739274
external_lung,100,0.7473128562856286,0.22366674167416745,0.5077707770777078
external_lung,101,0.7473128562856286,0.22366674167416745,0.49297179717971795
external_lung,102,0.7473128562856286,0.22366674167416745,0.5068256825682569
external_lung,103,0.7473128562856286,0.22366674167416745,0.5029421692169217
external_lung,104,0.7473128562856286,0.22366674167416745,0.4907853285328533
external_lung,105,0.7473128562856286,0.22366674167416745,0.502531503150315
external_lung,106,0.7473128562856286,0.22366674167416745,0.48719996999699977
external_lung,107,0.7473128562856286,0.22366674167416745,0.5029384188418842
external_lung,108,0.7473128562856286,0.22366674167416745,0.5045435793579358
external_lung,109,0.7473128562856286,0.22366674167416745,0.4867124212421242
external_lung,110,0.7473128562856286,0.22366674167416745,0.4905134263426342
external_lung,111,0.7473128562856286,0.22366674167416745,0.5124887488748875
external_lung,112,0.7473128562856286,0.22366674167416745,0.50758700870087
external_lung,113,0.7473128562856286,0.22366674167416745,0.4875375037503751
external_lung,114,0.7473128562856286,0.22366674167416745,0.5019033153315331
external_lung,115,0.7473128562856286,0.22366674167416745,0.4951601410141014
external_lung,116,0.7473128562856286,0.22366674167416745,0.4721047104710471
external_lung,117,0.7473128562856286,0.22366674167416745,0.495722697269727
external_lung,118,0.7473128562856286,0.22366674167416745,0.5033678367836784
external_lung,119,0.7473128562856286,0.22366674167416745,0.49747787278727873
immune,0,0.781163924663143,0.16326165041316165,0.5268438732971041
immune,1,0.781163924663143,0.16326165041316165,0.5181549169954589
immune,2,0.781163924663143,0.16326165041316165,0.49656861832799826
immune,3,0.781163924663143,0.16326165041316165,0.46291316161691354
immune,4,0.781163924663143,0.16326165041316165,0.47736916548797736
immune,5,0.781163924663143,0.16326165041316165,0.5342882267550062
immune,6,0.781163924663143,0.16326165041316165,0.49589164743542025
immune,7,0.781163924663143,0.16326165041316165,0.5104407057247078
immune,8,0.781163924663143,0.16326165041316165,0.5087959688826026
immune,9,0.781163924663143,0.16326165041316165,0.478518387553041
immune,10,0.781163924663143,0.16326165041316165,0.4831338866969404
immune,11,0.781163924663143,0.16326165041316165,0.5087517680339463
immune,12,0.781163924663143,0.16326165041316165,0.4906782736544331
immune,13,0.781163924663143,0.16326165041316165,0.5094775924960917
immune,14,0.781163924663143,0.16326165041316165,0.5233985334623688
immune,15,0.781163924663143,0.16326165041316165,0.4993416399910668
immune,16,0.781163924663143,0.16326165041316165,0.49668028362986677
immune,17,0.781163924663143,0.16326165041316165,0.5079468473163106
immune,18,0.781163924663143,0.16326165041316165,0.4852229583860642
immune,19,0.781163924663143,0.16326165041316165,0.5068674160649147
immune,20,0.781163924663143,0.16326165041316165,0.5042525869128266
immune,21,0.781163924663143,0.16326165041316165,0.5013632472269783
immune,22,0.781163924663143,0.16326165041316165,0.5008863433335815
immune,23,0.781163924663143,0.16326165041316165,0.5162566068636938
immune,24,0.781163924663143,0.16326165041316165,0.5117434675798407
immune,25,0.781163924663143,0.16326165041316165,0.5081585461177697
immune,26,0.781163924663143,0.16326165041316165,0.5385733827142113
immune,27,0.781163924663143,0.16326165041316165,0.5072396337378098
immune,28,0.781163924663143,0.16326165041316165,0.49709437579096255
immune,29,0.781163924663143,0.16326165041316165,0.48177529219087323
immune,30,0.781163924663143,0.16326165041316165,0.5235613786942604
immune,31,0.781163924663143,0.16326165041316165,0.5433959279386585
immune,32,0.781163924663143,0.16326165041316165,0.4700899836224224
immune,33,0.781163924663143,0.16326165041316165,0.48996175463411
immune,34,0.781163924663143,0.16326165041316165,0.479034839574183
immune,35,0.781163924663143,0.16326165041316165,0.5341602769299486
immune,36,0.781163924663143,0.16326165041316165,0.4877214695153726
immune,37,0.781163924663143,0.16326165041316165,0.4846855691208219
immune,38,0.781163924663143,0.16326165041316165,0.5154772761110697
immune,39,0.781163924663143,0.16326165041316165,0.48896141963820444
immune,40,0.781163924663143,0.16326165041316165,0.4840946735651009
immune,41,0.781163924663143,0.16326165041316165,0.5198973609766991
immune,42,0.781163924663143,0.16326165041316165,0.47053199210898533
immune,43,0.781163924663143,0.16326165041316165,0.4782415506588253
immune,44,0.781163924663143,0.16326165041316165,0.4843668577384054
immune,45,0.781163924663143,0.16326165041316165,0.5099940445172337
immune,46,0.781163924663143,0.16326165041316165,0.5007188453807787
immune,47,0.781163924663143,0.16326165041316165,0.5098754001339983
immune,48,0.781163924663143,0.16326165041316165,0.4950820739968733
immune,49,0.781163924663143,0.16326165041316165,0.526753145239336
immune,50,0.781163924663143,0.16326165041316165,0.5322689458795504
immune,51,0.781163924663143,0.16326165041316165,0.4538450085610065
immune,52,0.781163924663143,0.16326165041316165,0.5112014255936872
immune,53,0.781163924663143,0.16326165041316165,0.5078979937467432
immune,54,0.781163924663143,0.16326165041316165,0.48073773542767806
immune,55,0.781163924663143,0.16326165041316165,0.4937560485371845
immune,56,0.781163924663143,0.16326165041316165,0.5342161095808828
immune,57,0.781163924663143,0.16326165041316165,0.5390060857589518
immune,58,0.781163924663143,0.16326165041316165,0.511047885803618
immune,59,0.781163924663143,0.16326165041316165,0.5609646020993077
immune,60,0.781163924663143,0.16326165041316165,0.4960102918186556
immune,61,0.781163924663143,0.16326165041316165,0.4608520062532569
immune,62,0.781163924663143,0.16326165041316165,0.5304241420382639
immune,63,0.781163924663143,0.16326165041316165,0.5074094580510682
immune,64,0.781163924663143,0.16326165041316165,0.5242034541800045
immune,65,0.781163924663143,0.16326165041316165,0.4778135003349959
immune,66,0.781163924663143,0.16326165041316165,0.5144280875455967
immune,67,0.781163924663143,0.16326165041316165,0.5075955668875158
immune,68,0.781163924663143,0.16326165041316165,0.48211959353830125
immune,69,0.781163924663143,0.16326165041316165,0.512292488647361
immune,70,0.781163924663143,0.16326165041316165,0.46339239187076603
immune,71,0.781163924663143,0.16326165041316165,0.5029800677436165
immune,72,0.781163924663143,0.16326165041316165,0.4916134705575821
immune,73,0.781163924663143,0.16326165041316165,0.4978876647063203
immune,74,0.781163924663143,0.16326165041316165,0.5198508337675873
immune,75,0.781163924663143,0.16326165041316165,0.5441659532494603
immune,76,0.781163924663143,0.16326165041316165,0.5141838196977593
immune,77,0.781163924663143,0.16326165041316165,0.4864908248343632
immune,78,0.781163924663143,0.16326165041316165,0.5003024268592273
immune,79,0.781163924663143,0.16326165041316165,0.4968361497803916
immune,80,0.781163924663143,0.16326165041316165,0.49066896821261075
immune,81,0.781163924663143,0.16326165041316165,0.4829849996277823
immune,82,0.781163924663143,0.16326165041316165,0.5126181791111442
immune,83,0.781163924663143,0.16326165041316165,0.5492188081590114
immune,84,0.781163924663143,0.16326165041316165,0.5407392242983696
immune,85,0.781163924663143,0.16326165041316165,0.4994230626070125
immune,86,0.781163924663143,0.16326165041316165,0.4909969850368495
immune,87,0.781163924663143,0.16326165041316165,0.4965104593166083
immune,88,0.781163924663143,0.16326165041316165,0.5138558028735204
immune,89,0.781163924663143,0.16326165041316165,0.4867257872403782
immune,90,0.781163924663143,0.16326165041316165,0.5008840169731258
immune,91,0.781163924663143,0.16326165041316165,0.49769690314896153
immune,92,0.781163924663143,0.16326165041316165,0.5206115536365667
immune,93,0.781163924663143,0.16326165041316165,0.49832036775106087
immune,94,0.781163924663143,0.16326165041316165,0.5097637348321298
immune,95,0.781163924663143,0.16326165041316165,0.486818841658602
immune,96,0.781163924663143,0.16326165041316165,0.5257248939179633
immune,97,0.781163924663143,0.16326165041316165,0.5179083227871659
immune,98,0.781163924663143,0.16326165041316165,0.49968826769895036
immune,99,0.781163924663143,0.16326165041316165,0.48168689049356067
immune,100,0.781163924663143,0.16326165041316165,0.5047434489689571
immune,101,0.781163924663143,0.16326165041316165,0.5074210898533462
immune,102,0.781163924663143,0.16326165041316165,0.4771621194074295
immune,103,0.781163924663143,0.16326165041316165,0.5407997096702152
immune,104,0.781163924663143,0.16326165041316165,0.5219399054567111
immune,105,0.781163924663143,0.16326165041316165,0.46275264274547745
immune,106,0.781163924663143,0.16326165041316165,0.49135989726792223
immune,107,0.781163924663143,0.16326165041316165,0.4975340579170699
immune,108,0.781163924663143,0.16326165041316165,0.5018564356435644
immune,109,0.781163924663143,0.16326165041316165,0.47574536588997246
immune,110,0.781163924663143,0.16326165041316165,0.4632225675575076
immune,111,0.781163924663143,0.16326165041316165,0.5468901213429614
immune,112,0.781163924663143,0.16326165041316165,0.46540469366485526
immune,113,0.781163924663143,0.16326165041316165,0.4773831236507109
immune,114,0.781163924663143,0.16326165041316165,0.4595632025608576
immune,115,0.781163924663143,0.16326165041316165,0.49009900990099003
immune,116,0.781163924663143,0.16326165041316165,0.4876191096553264
immune,117,0.781163924663143,0.16326165041316165,0.48551142708255784
immune,118,0.781163924663143,0.16326165041316165,0.48229872329338197
immune,119,0.781163924663143,0.16326165041316165,0.5015982096329934
lung,0,0.7973068945758582,0.21539395846952214,0.48234591514740655
lung,1,0.7973068945758582,0.21539395846952214,0.4701091123324375
lung,2,0.7973068945758582,0.21539395846952214,0.5200207410276897
lung,3,0.7973068945758582,0.21539395846952214,0.47040368334826366
lung,4,0.7973068945758582,0.21539395846952214,0.49705832506113357
lung,5,0.7973068945758582,0.21539395846952214,0.4996872704968969
lung,6,0.7973068945758582,0.21539395846952214,0.5014728550791306
lung,7,0.7973068945758582,0.21539395846952214,0.49230080139457183
lung,8,0.7973068945758582,0.21539395846952214,0.5131891145921603
lung,9,0.7973068945758582,0.21539395846952214,0.5478597196329564
lung,10,0.7973068945758582,0.21539395846952214,0.47635563195570946
lung,11,0.7973068945758582,0.21539395846952214,0.5114983576657063
lung,12,0.7973068945758582,0.21539395846952214,0.5036115213584162
lung,13,0.7973068945758582,0.21539395846952214,0.4788029925187033
lung,14,0.7973068945758582,0.21539395846952214,0.46051336061141646
lung,15,0.7973068945758582,0.21539395846952214,0.48078428524158856
lung,16,0.7973068945758582,0.21539395846952214,0.48862875174523246
lung,17,0.7973068945758582,0.21539395846952214,0.48812636693057004
lung,18,0.7973068945758582,0.21539395846952214,0.5188000871607389
lung,19,0.7973068945758582,0.21539395846952214,0.49608583718696786
lung,20,0.7973068945758582,0.21539395846952214,0.4853057485735499
lung,21,0.7973068945758582,0.21539395846952214,0.5298767643996805
lung,22,0.7973068945758582,0.21539395846952214,0.49458473557207294
lung,23,0.7973068945758582,0.21539395846952214,0.4988822442276186
lung,24,0.7973068945758582,0.21539395846952214,0.45994439467673853
lung,25,0.7973068945758582,0.21539395846952214,0.5002764125285492
lung,26,0.7973068945758582,0.21539395846952214,0.5174846056380086
lung,27,0.7973068945758582,0.21539395846952214,0.5239308686213269
lung,28,0.7973068945758582,0.21539395846952214,0.48845725492095005
lung,29,0.7973068945758582,0.21539395846952214,0.519328700901468
lung,30,0.7973068945758582,0.21539395846952214,0.5410119523198476
lung,31,0.7973068945758582,0.21539395846952214,0.5143189760227264
lung,32,0.7973068945758582,0.21539395846952214,0.48655263136656746
lung,33,0.7973068945758582,0.21539395846952214,0.502522012121799
lung,34,0.7973068945758582,0.21539395846952214,0.5122166267179946
lung,35,0.7973068945758582,0.21539395846952214,0.48928245728720265
lung,36,0.7973068945758582,0.21539395846952214,0.49915058631737813
lung,37,0.7973068945758582,0.21539395846952214,0.49279713338014186
lung,38,0.7973068945758582,0.21539395846952214,0.49352750809061485
lung,39,0.7973068945758582,0.21539395846952214,0.5277380981203948
lung,40,0.7973068945758582,0.21539395846952214,0.4899018634643165
lung,41,0.7973068945758582,0.21539395846952214,0.518533762680677
lung,42,0.7973068945758582,0.21539395846952214,0.516627121516597
lung,43,0.7973068945758582,0.21539395846952214,0.5041603111961197
lung,44,0.7973068945758582,0.21539395846952214,0.4874484500722304
lung,45,0.7973068945758582,0.21539395846952214,0.47710012993406453
lung,46,0.7973068945758582,0.21539395846952214,0.5272881711578659
lung,47,0.7973068945758582,0.21539395846952214,0.4978250167461605
lung,48,0.7973068945758582,0.21539395846952214,0.5086615984311067
lung,49,0.7973068945758582,0.21539395846952214,0.47488277687657876
lung,50,0.7973068945758582,0.21539395846952214,0.4835706042337522
lung,51,0.7973068945758582,0.21539395846952214,0.522764690216207
lung,52,0.7973068945758582,0.21539395846952214,0.4867120225326651
lung,53,0.7973068945758582,0.21539395846952214,0.4723567295353848
lung,54,0.7973068945758582,0.21539395846952214,0.4884451492627654
lung,55,0.7973068945758582,0.21539395846952214,0.49204254735329955
lung,56,0.7973068945758582,0.21539395846952214,0.4779273499100146
lung,57,0.7973068945758582,0.21539395846952214,0.5196212543075968
lung,58,0.7973068945758582,0.21539395846952214,0.4694090017674261
lung,59,0.7973068945758582,0.21539395846952214,0.5072593596913864
lung,60,0.7973068945758582,0.21539395846952214,0.5263984052812951
lung,61,0.7973068945758582,0.21539395846952214,0.4919941247205611
lung,62,0.7973068945758582,0.21539395846952214,0.4972338571048108
lung,63,0.7973068945758582,0.21539395846952214,0.5013074110839406
lung,64,0.7973068945758582,0.21539395846952214,0.5114075652293215
lung,65,0.7973068945758582,0.21539395846952214,0.5334196870283838
lung,66,0.7973068945758582,0.21539395846952214,0.4783712240434512
lung,67,0.7973068945758582,0.21539395846952214,0.489141224608382
lung,68,0.7973068945758582,0.21539395846952214,0.5037063490141959
lung,69,0.7973068945758582,0.21539395846952214,0.4899966911200962
lung,70,0.7973068945758582,0.21539395846952214,0.5090530147124099
lung,71,0.7973068945758582,0.21539395846952214,0.5021507719374703
lung,72,0.7973068945758582,0.21539395846952214,0.5334600392223325
lung,73,0.7973068945758582,0.21539395846952214,0.48045743247060346
lung,74,0.7973068945758582,0.21539395846952214,0.4917661348247504
lung,75,0.7973068945758582,0.21539395846952214,0.4992312907052756
lung,76,0.7973068945758582,0.21539395846952214,0.4748061077080761
lung,77,0.7973068945758582,0.21539395846952214,0.5073662930053506
lung,78,0.7973068945758582,0.21539395846952214,0.5050077072690442
lung,79,0.7973068945758582,0.21539395846952214,0.5141494968081415
lung,80,0.7973068945758582,0.21539395846952214,0.5264589335722183
lung,81,0.7973068945758582,0.21539395846952214,0.4807963908997732
lung,82,0.7973068945758582,0.21539395846952214,0.5052457852133421
lung,83,0.7973068945758582,0.21539395846952214,0.4745599593249885
lung,84,0.7973068945758582,0.21539395846952214,0.5067307459506574
lung,85,0.7973068945758582,0.21539395846952214,0.49467956322785267
lung,86,0.7973068945758582,0.21539395846952214,0.48299155025058715
lung,87,0.7973068945758582,0.21539395846952214,0.49043249481474305
lung,88,0.7973068945758582,0.21539395846952214,0.5021689304247472
lung,89,0.7973068945758582,0.21539395846952214,0.49225439637153073
lung,90,0.7973068945758582,0.21539395846952214,0.5202487309235003
lung,91,0.7973068945758582,0.21539395846952214,0.4885541001864271
lung,92,0.7973068945758582,0.21539395846952214,0.5006637935904575
lung,93,0.7973068945758582,0.21539395846952214,0.5108607930013155
lung,94,0.7973068945758582,0.21539395846952214,0.5021870889120241
lung,95,0.7973068945758582,0.21539395846952214,0.504115923782776
lung,96,0.7973068945758582,0.21539395846952214,0.48970615532366496
lung,97,0.7973068945758582,0.21539395846952214,0.508336763269819
lung,98,0.7973068945758582,0.21539395846952214,0.5343276113922314
lung,99,0.7973068945758582,0.21539395846952214,0.5158422713442931
lung,100,0.7973068945758582,0.21539395846952214,0.5112703677698957
lung,101,0.7973068945758582,0.21539395846952214,0.48254767611715044
lung,102,0.7973068945758582,0.21539395846952214,0.48498091341226224
lung,103,0.7973068945758582,0.21539395846952214,0.46431050206199714
lung,104,0.7973068945758582,0.21539395846952214,0.5107962294909973
lung,105,0.7973068945758582,0.21539395846952214,0.49678393014228184
lung,106,0.7973068945758582,0.21539395846952214,0.5308795164193076
lung,107,0.7973068945758582,0.21539395846952214,0.4852532907214166
lung,108,0.7973068945758582,0.21539395846952214,0.5089420461790508
lung,109,0.7973068945758582,0.21539395846952214,0.5178578634320348
lung,110,0.7973068945758582,0.21539395846952214,0.48940351386904907
lung,111,0.7973068945758582,0.21539395846952214,0.49624926357246046
lung,112,0.7973068945758582,0.21539395846952214,0.5101828761429759
lung,113,0.7973068945758582,0.21539395846952214,0.49855740906633095
lung,114,0.7973068945758582,0.21539395846952214,0.5319407791201607
lung,115,0.7973068945758582,0.21539395846952214,0.5048745450290132
lung,116,0.7973068945758582,0.21539395846952214,0.46799062215012627
lung,117,0.7973068945758582,0.21539395846952214,0.5091458247584921
lung,118,0.7973068945758582,0.21539395846952214,0.49237343534367967
lung,119,0.7973068945758582,0.21539395846952214,0.5113551073771881
