domain,perm_idx,null_auc_target,null_delta_vs_base,null_auc_target_label_perm
external_lung,0,0.7473128562856286,0.22366674167416745,0.47667641764176416
external_lung,1,0.7473128562856286,0.22366674167416745,0.5064075157515752
external_lung,2,0.7473128562856286,0.22366674167416745,0.4892983048304831
external_lung,3,0.7473128562856286,0.22366674167416745,0.4897877287728773
external_lung,4,0.7473128562856286,0.22366674167416745,0.4971384638463846
external_lung,5,0.7473128562856286,0.22366674167416745,0.5428255325532553
external_lung,6,0.7473128562856286,0.22366674167416745,0.45802580258025805
external_lung,7,0.7473128562856286,0.22366674167416745,0.5039735223522352
external_lung,8,0.7473128562856286,0.22366674167416745,0.5141257875787579
external_lung,9,0.7473128562856286,0.22366674167416745,0.489056405640564
external_lung,10,0.7473128562856286,0.22366674167416745,0.4989405190519052
external_lung,11,0.7473128562856286,0.22366674167416745,0.4932043204320432
external_lung,12,0.7473128562856286,0.22366674167416745,0.49095409540954094
external_lung,13,0.7473128562856286,0.22366674167416745,0.5128056555655566
external_lung,14,0.7473128562856286,0.22366674167416745,0.4980554305430543
external_lung,15,0.7473128562856286,0.22366674167416745,0.5059724722472247
external_lung,16,0.7473128562856286,0.22366674167416745,0.5090102760276027
external_lung,17,0.7473128562856286,0.22366674167416745,0.47758588358835885
external_lung,18,0.7473128562856286,0.22366674167416745,0.5382425742574257
external_lung,19,0.7473128562856286,0.22366674167416745,0.544642589258926
external_lung,20,0.7473128562856286,0.22366674167416745,0.4925836333633363
external_lung,21,0.7473128562856286,0.22366674167416745,0.4768358085808581
external_lung,22,0.7473128562856286,0.22366674167416745,0.4906428142814281
external_lung,23,0.7473128562856286,0.22366674167416745,0.4985279777977798
external_lung,24,0.7473128562856286,0.22366674167416745,0.49083220822082213
external_lung,25,0.7473128562856286,0.22366674167416745,0.479798604860486
external_lung,26,0.7473128562856286,0.22366674167416745,0.5049486198619862
external_lung,27,0.7473128562856286,0.22366674167416745,0.4571500900090009
external_lung,28,0.7473128562856286,0.22366674167416745,0.5012957545754575
external_lung,29,0.7473128562856286,0.22366674167416745,0.49158040804080416
external_lung,30,0.7473128562856286,0.22366674167416745,0.5135951095109511
external_lung,31,0.7473128562856286,0.22366674167416745,0.549251800180018
external_lung,32,0.7473128562856286,0.22366674167416745,0.5013613861386139
external_lung,33,0.7473128562856286,0.22366674167416745,0.5073563606360636
external_lung,34,0.7473128562856286,0.22366674167416745,0.4811806180618061
external_lung,35,0.7473128562856286,0.22366674167416745,0.5244261926192619
external_lung,36,0.7473128562856286,0.22366674167416745,0.5079339183918392
external_lung,37,0.7473128562856286,0.22366674167416745,0.5279459195919591
external_lung,38,0.7473128562856286,0.22366674167416745,0.4921485898589859
external_lung,39,0.7473128562856286,0.22366674167416745,0.5132369486948695
external_lung,40,0.7473128562856286,0.22366674167416745,0.5029646714671467
external_lung,41,0.7473128562856286,0.22366674167416745,0.4563512601260126
external_lung,42,0.7473128562856286,0.22366674167416745,0.5057868286828683
external_lung,43,0.7473128562856286,0.22366674167416745,0.49156540654065406
external_lung,44,0.7473128562856286,0.22366674167416745,0.4904196669666967
external_lung,45,0.7473128562856286,0.22366674167416745,0.5093346834683469
external_lung,46,0.7473128562856286,0.22366674167416745,0.5044891989198921
external_lung,47,0.7473128562856286,0.22366674167416745,0.49984810981098104
external_lung,48,0.7473128562856286,0.22366674167416745,0.49947869786978705
external_lung,49,0.7473128562856286,0.22366674167416745,0.503294704470447
external_lung,50,0.7473128562856286,0.22366674167416745,0.4874643714371438
external_lung,51,0.7473128562856286,0.22366674167416745,0.50383100810081
external_lung,52,0.7473128562856286,0.22366674167416745,0.49038028802880285
external_lung,53,0.7473128562856286,0.22366674167416745,0.4942394239423942
external_lung,54,0.7473128562856286,0.22366674167416745,0.4976241374137414
external_lung,55,0.7473128562856286,0.22366674167416745,0.5095728322832282
external_lung,56,0.7473128562856286,0.22366674167416745,0.5063475097509751
external_lung,57,0.7473128562856286,0.22366674167416745,0.4734135913591359
external_lung,58,0.7473128562856286,0.22366674167416745,0.5014532703270328
external_lung,59,0.7473128562856286,0.22366674167416745,0.5364161416141614
external_lung,60,0.7473128562856286,0.22366674167416745,0.5350266276627663
external_lung,61,0.7473128562856286,0.22366674167416745,0.5062800030003001
external_lung,62,0.7473128562856286,0.22366674167416745,0.5043279327932793
external_lung,63,0.7473128562856286,0.22366674167416745,0.5004800480048005
external_lung,64,0.7473128562856286,0.22366674167416745,0.5175105010501051
external_lung,65,0.7473128562856286,0.22366674167416745,0.49745912091209127
external_lung,66,0.7473128562856286,0.22366674167416745,0.4919348184818482
external_lung,67,0.7473128562856286,0.22366674167416745,0.497196594659466
external_lung,68,0.7473128562856286,0.22366674167416745,0.517201095109511
external_lung,69,0.7473128562856286,0.22366674167416745,0.48452782778277825
external_lung,70,0.7473128562856286,0.22366674167416745,0.483751500150015
external_lung,71,0.7473128562856286,0.22366674167416745,0.5172817281728173
external_lung,72,0.7473128562856286,0.22366674167416745,0.5309462196219621
external_lung,73,0.7473128562856286,0.22366674167416745,0.5092784278427843
external_lung,74,0.7473128562856286,0.22366674167416745,0.4997074707470747
external_lung,75,0.7473128562856286,0.22366674167416745,0.5253694119411941
external_lung,76,0.7473128562856286,0.22366674167416745,0.5095465796579658
external_lung,77,0.7473128562856286,0.22366674167416745,0.497196594659466
external_lung,78,0.7473128562856286,0.22366674167416745,0.5115605310531053
external_lung,79,0.7473128562856286,0.22366674167416745,0.4646395889588959
external_lung,80,0.7473128562856286,0.22366674167416745,0.4732954545454545
external_lung,81,0.7473128562856286,0.22366674167416745,0.49381938193819375
