domain,n_seed_pairs,mean_breakpoint_source_disjoint,mean_breakpoint_target_disjoint,mean_breakpoint_shift_source_minus_target,fraction_shift_positive,mean_piecewise_improvement_source,mean_piecewise_improvement_target,combined_fisher_p_piecewise_source,combined_fisher_p_piecewise_target,p_shift_two_sided
external_lung,3,7.666666666666667,3.3333333333333335,4.333333333333333,1.0,0.4219269102990033,0.49723145071982283,2.652770996818129e-07,2.1660013290343168e-07,0.046511627906976744
immune,3,3.3333333333333335,4.666666666666667,-1.3333333333333333,0.3333333333333333,0.3554817275747508,0.698781838316722,2.744858472292162e-05,4.4902506024967087e-07,0.5813953488372093
lung,3,3.6666666666666665,3.3333333333333335,0.3333333333333333,0.3333333333333333,0.3167220376522702,0.16168327796234772,1.0699294075648996e-06,2.780730298372218e-07,0.9302325581395349
