domain,seed_tag,split_regime,layer,perm_idx,null_delta_auc,null_gain_logloss,null_gain_brier
external_lung,seed42_main,source_disjoint,0,35,0.0002668901095489451,0.00030801629203169867,-1.5994376704853153e-05
external_lung,seed42_main,source_disjoint,0,36,0.0004499891381931631,0.0007439047309047986,7.148729794889674e-05
external_lung,seed42_main,source_disjoint,0,37,0.0016137541507619257,0.0015618319599719488,0.00024218873658024553
external_lung,seed42_main,source_disjoint,0,38,0.0026037302547868846,0.0018581479217442132,0.0008192512209970471
external_lung,seed42_main,source_disjoint,0,39,0.0004468857648264324,0.00013540119698240982,0.0001340290859233595
external_lung,seed42_main,source_disjoint,0,40,0.00011172144120674687,8.344547723948548e-05,6.084950205648143e-05
external_lung,seed42_main,source_disjoint,0,41,0.00019551252211147396,0.00013657845143133507,0.000132582414050203
external_lung,seed42_main,source_disjoint,0,42,0.0007013623809078995,0.00045955720085522067,0.00014870005095909966
external_lung,seed42_main,source_disjoint,0,43,0.0014213450020171825,0.0009810166183132907,0.000353662021375295
external_lung,seed42_main,source_disjoint,0,44,0.0010396300778946488,0.0013445093317681067,0.00027152540231537015
external_lung,seed42_main,source_disjoint,0,45,0.0011141110386990727,0.0008131942937816827,0.00026958421508799235
external_lung,seed42_main,source_disjoint,0,46,0.0004530925115601159,0.0003447240321587941,0.00013715547036868836
