domain,seed_tag,layer,sample_size,pca_dim,bootstrap_idx,h1_observed,h1_null_mean,h1_null_std,h1_delta_observed_minus_null,h1_delta_z,p_h1_upper
immune,seed42_main,1,180,10,1,14.856034278869629,8.815928503870964,1.696570845322943,6.040105774998665,3.560184821099376,0.04
immune,seed42_main,1,180,10,2,14.235219717025757,6.5041641021768255,1.374692483486116,7.731055614848931,5.623843661107185,0.04
immune,seed42_main,1,180,10,3,8.932090759277344,6.049762239058812,1.540767104874149,2.8823285202185316,1.8707100568474637,0.08
immune,seed42_main,1,180,14,0,14.27753758430481,7.1146903683741884,1.6392852983162078,7.162847215930621,4.369493961129552,0.04
immune,seed42_main,1,180,14,1,13.64092230796814,8.491479019323984,1.7219902034747367,5.1494432886441555,2.9904021958213773,0.04
immune,seed42_main,1,180,14,2,13.842545747756958,10.267074594895044,2.1058936420273593,3.5754711528619136,1.6978403276444392,0.12
immune,seed42_main,1,180,14,3,17.521341562271118,8.358435799678167,1.6922266833738084,9.16290576259295,5.414703507044384,0.04
immune,seed42_main,2,120,10,0,4.299607276916504,3.4864439740777016,0.947160052797368,0.8131633028388023,0.858527869264182,0.24
immune,seed42_main,2,120,10,1,7.230679035186768,3.781153400739034,1.1741949293018514,3.4495256344477334,2.9377793630576825,0.04
immune,seed42_main,2,120,10,2,7.285034418106079,5.3913720945517225,1.5305601407179106,1.8936623235543566,1.2372348344501496,0.12
immune,seed42_main,2,120,10,3,6.506652355194092,5.742356106638908,1.3991024724425325,0.7642962485551834,0.5462761041902886,0.36
immune,seed42_main,2,120,14,0,5.176427364349365,5.647066881259282,1.460599757644407,-0.4706395169099169,-0.32222346616483133,0.68
immune,seed42_main,2,120,14,1,4.567202091217041,3.8618114044268927,1.2210492696243769,0.7053906867901483,0.5776922387656401,0.24
immune,seed42_main,2,120,14,2,5.3065619468688965,5.229517449935277,1.4754459897677783,0.07704449693361948,0.052217768332901024,0.52
immune,seed42_main,2,120,14,3,12.786570072174072,8.348321785529455,2.111385396282166,4.438248286644617,2.102055026220061,0.04
immune,seed42_main,2,180,10,0,12.031251668930054,9.16912154853344,1.968373765624971,2.862130120396614,1.4540582530238162,0.16
immune,seed42_main,2,180,10,1,8.411707401275635,5.007618548969428,0.8758259986709933,3.4040888523062067,3.8867181992598567,0.04
immune,seed42_main,2,180,10,2,12.284041404724121,8.766460046172142,1.6261935971225077,3.517581358551979,2.1630766242181365,0.08
immune,seed42_main,2,180,10,3,11.923735618591309,7.691657744348049,1.2970581033697581,4.232077874243259,3.262828288097109,0.04
immune,seed42_main,2,180,14,0,13.542923212051392,7.892261847853661,1.7561256104101943,5.650661364197731,3.217686324647454,0.04
immune,seed42_main,2,180,14,1,11.140747553140237,7.829801594217618,1.699404972979635,3.310945958922619,1.9482972037966366,0.08
immune,seed42_main,2,180,14,2,13.957423686981201,8.06335694094499,2.1353118219344696,5.894066746036211,2.7602838530328757,0.04
immune,seed42_main,2,180,14,3,13.682724475860596,7.029110337297122,1.3785583186621333,6.653614138563474,4.826501747270429,0.04
immune,seed42_main,3,120,10,0,9.251130819320679,5.573575874169667,1.26529317805093,3.6775549451510114,2.9064844464817776,0.04
immune,seed42_main,3,120,10,1,10.230010986328125,3.7246012513836226,1.1870734190603605,6.505409734944502,5.480208405823554,0.04
