domain,seed_tag,layer,sample_size,pca_dim,bootstrap_idx,h1_observed,h1_null_mean,h1_null_std,h1_delta_observed_minus_null,h1_delta_z,p_h1_upper
immune,seed43,1,120,14,1,8.079638481140137,4.775888189673424,1.7132459724048867,3.303750291466713,1.9283572486097107,0.08
immune,seed43,1,120,14,2,8.445619583129883,7.20525798201561,2.006078502866059,1.240361601114273,0.618301626144681,0.24
immune,seed43,1,120,14,3,7.688732147216797,4.476699421803157,1.161806291440941,3.21203272541364,2.7646886975153127,0.04
immune,seed43,1,180,10,0,11.164760828018188,7.076840698719025,1.377953209301535,4.087920129299164,2.9666610584002426,0.04
immune,seed43,1,180,10,1,15.864290475845337,10.501807312170664,1.790385886785253,5.362483163674673,2.9951549552863064,0.04
immune,seed43,1,180,10,2,12.770986318588257,8.224000722169876,1.1993747360661147,4.546985596418381,3.791130041258932,0.04
immune,seed43,1,180,10,3,16.47968578338623,9.608820527791977,2.1010398032973416,6.8708652555942535,3.270221364460109,0.04
immune,seed43,1,180,14,0,14.915542602539062,9.04497874279817,2.346269967716368,5.8705638597408925,2.5020837064852546,0.08
immune,seed43,1,180,14,1,13.327103614807129,7.4738534440596895,1.8549745847867585,5.853250170747439,3.1554341582878744,0.04
immune,seed43,1,180,14,2,10.571231842041016,6.793755397200584,1.3993731005974233,3.777476444840431,2.6994062130595027,0.04
immune,seed43,1,180,14,3,11.627039670944214,8.871171390016874,2.225309145255748,2.7558682809273396,1.2384204170302797,0.16
immune,seed43,2,120,10,0,5.93870210647583,4.33195744951566,1.3799472702748756,1.6067446569601698,1.1643522114259957,0.24
immune,seed43,2,120,10,1,10.240633249282837,4.178844638168812,1.0563810929690347,6.061788611114025,5.738259275673587,0.04
immune,seed43,2,120,10,2,5.992738723754883,4.105841428041458,1.1695913671007574,1.8868972957134247,1.6132961880331464,0.08
immune,seed43,2,120,10,3,2.782759189605713,3.4493231549859047,1.0197588663910186,-0.6665639653801918,-0.6536486091908656,0.76
immune,seed43,2,120,14,0,6.971367835998535,4.022808462381363,1.0245878385715492,2.9485593736171722,2.877800477165694,0.04
immune,seed43,2,120,14,1,6.562559604644775,3.891142944494883,0.9639921610141564,2.6714166601498923,2.7712016398227335,0.04
immune,seed43,2,120,14,2,9.279282569885254,5.5915714005629225,1.1526916483162126,3.6877111693223315,3.1992173895854243,0.04
immune,seed43,2,120,14,3,8.22956919670105,4.825955078005791,1.5619493176692054,3.403614118695259,2.179081022676951,0.04
immune,seed43,2,180,10,0,14.629841327667236,7.188372895121574,1.3565024402577464,7.441468432545662,5.485775923592107,0.04
immune,seed43,2,180,10,1,10.516209602355957,8.272424764931202,1.3179285679282453,2.243784837424755,1.7025086869840196,0.12
immune,seed43,2,180,10,2,9.400087356567383,7.902025431394577,1.7624268560434517,1.4980619251728058,0.8499994874600755,0.28
immune,seed43,2,180,10,3,12.998927593231201,9.366300458709398,1.934425399113824,3.632627134521803,1.877884323845238,0.08
immune,seed43,2,180,14,0,9.069076776504517,7.457450886567433,1.6880220743587377,1.6116258899370832,0.954742188187664,0.2
immune,seed43,2,180,14,1,14.265708446502686,8.516972362995148,1.624466749952613,5.748736083507538,3.5388450272290197,0.04
immune,seed43,2,180,14,2,12.702220678329468,7.269403100013733,1.2461424948204283,5.432817578315735,4.359708136539318,0.04
immune,seed43,2,180,14,3,10.560974597930908,6.408066689968109,1.899064547272928,4.152907907962799,2.186817668593514,0.08
immune,seed43,3,120,10,0,3.5599584579467773,2.9744822680950165,0.8559272669446872,0.5854761898517609,0.6840256313572618,0.24
immune,seed43,3,120,10,1,5.577162027359009,4.6071735719839735,1.1205717406734998,0.9699884553750353,0.8656192364144589,0.24
immune,seed43,3,120,10,2,7.648460865020752,5.870162849624951,1.086607555293565,1.7782980153958006,1.6365595886905133,0.12
immune,seed43,3,120,10,3,11.485872745513916,6.10381514330705,1.4066652983813892,5.382057602206866,3.8261110191413263,0.04
immune,seed43,3,120,14,0,6.181941986083984,4.098546177148819,1.0084480359301005,2.0833958089351654,2.065942649139763,0.08
immune,seed43,3,120,14,1,13.76343560218811,6.169984926780065,1.9584012641463506,7.593450675408046,3.877372227310418,0.04
immune,seed43,3,120,14,2,11.081940650939941,4.627439647912979,1.3625048900965817,6.454501003026962,4.737231436895761,0.04
immune,seed43,3,120,14,3,8.23665475845337,6.011462549368541,1.3919813836332284,2.2251922090848284,1.598578999439092,0.08
immune,seed43,3,180,10,0,11.532155752182007,8.059448900322119,1.3213263818992977,3.472706851859888,2.628197617790663,0.04
immune,seed43,3,180,10,1,15.244452238082886,5.932047861317794,1.334081837330707,9.312404376765091,6.9803846429821705,0.04
immune,seed43,3,180,10,2,16.04420018196106,8.83783051619927,1.4845716219363831,7.206369665761789,4.854174466509115,0.04
immune,seed43,3,180,10,3,12.159571886062622,7.953180328011513,1.9276686661633085,4.206391558051109,2.1821133629987832,0.12
immune,seed43,3,180,14,0,13.117899894714355,8.060180788238844,1.2264055670530207,5.057719106475512,4.124018382030742,0.04
immune,seed43,3,180,14,1,8.818277359008789,6.340271711349487,1.8493712006965433,2.4780056476593018,1.3399179382625148,0.16
immune,seed43,3,180,14,2,9.630327224731445,6.382651925086975,1.5188993330450573,3.24767529964447,2.1381767881847855,0.04
immune,seed43,3,180,14,3,16.430166721343994,8.65415994822979,2.2382883982641237,7.776006773114204,3.4740861703392207,0.04
immune,seed43,4,120,10,0,5.1551923751831055,4.254846905668576,1.3988967262709673,0.9003454695145292,0.6436111057826012,0.28
immune,seed43,4,120,10,1,7.078966856002808,4.5240316192309065,1.2792659726382287,2.554935236771901,1.9971884576165757,0.08
immune,seed43,4,120,10,2,9.943402290344238,4.379770631591479,1.239275117343023,5.563631658752759,4.489424161272302,0.04
immune,seed43,4,120,10,3,8.924799680709839,4.861748943726222,1.2208169126159574,4.063050736983617,3.3281409289696033,0.04
immune,seed43,4,120,14,0,11.159101963043213,3.7721235702435174,1.0507005083420147,7.386978392799696,7.0305270884713655,0.04
immune,seed43,4,120,14,1,10.63007926940918,2.514484941959381,0.866986295430915,8.115594327449799,9.360695043115348,0.04
immune,seed43,4,120,14,2,13.564130306243896,5.278391415874164,1.485260281373311,8.285738890369732,5.578644355270764,0.04
immune,seed43,4,120,14,3,9.678502559661865,6.1282622416814165,1.686872803374423,3.5502403179804487,2.1046283446943446,0.04
immune,seed43,4,180,10,0,8.817145109176636,6.68896230806907,1.5070143733108181,2.128182801107566,1.412184805523715,0.08
immune,seed43,4,180,10,1,11.457356929779053,8.108960270881653,1.5024675437396071,3.3483966588974,2.2285983285434035,0.04
immune,seed43,4,180,10,2,13.587234258651733,6.914542260269324,1.6063828842357302,6.672691998382409,4.153861485771008,0.04
immune,seed43,4,180,10,3,14.446017026901245,7.286284995575746,1.1898983573435018,7.1597320313254995,6.017095478048064,0.04
immune,seed43,4,180,14,0,12.85301399230957,7.918001517653465,1.778621519743947,4.935012474656105,2.7746276636706435,0.04
immune,seed43,4,180,14,1,16.10094976425171,9.673247108856836,2.3579784356328735,6.427702655394873,2.7259378438479063,0.08
immune,seed43,4,180,14,2,18.111457109451294,9.855129490296045,1.9342872696023683,8.256327619155249,4.26840818560735,0.04
immune,seed43,4,180,14,3,22.37210488319397,10.078384096423784,1.8455174343399872,12.293720786770185,6.661395092431298,0.04
immune,seed43,5,120,10,0,3.6768202781677246,5.589452475309372,1.3151133135357254,-1.9126321971416473,-1.4543478314770648,0.96
immune,seed43,5,120,10,1,4.100953578948975,4.422143389781316,1.2501569075271208,-0.3211898108323412,-0.2569195983652586,0.52
immune,seed43,5,120,10,2,7.763882160186768,4.923161764939626,1.0873453455780546,2.840720395247142,2.6125282130346816,0.04
immune,seed43,5,120,10,3,5.7412309646606445,4.0508627196153,0.8707524894993413,1.6903682450453443,1.9412729374750186,0.08
immune,seed43,5,120,14,0,6.069154262542725,3.331047917405764,0.9321860139810864,2.7381063451369605,2.9372960987754313,0.04
immune,seed43,5,120,14,1,4.451382637023926,4.311107695102692,1.4430613077320822,0.14027494192123413,0.09720650194999961,0.4
immune,seed43,5,120,14,2,7.193187713623047,3.3008911162614822,0.9707560754171863,3.8922965973615646,4.009551618494155,0.04
immune,seed43,5,120,14,3,4.042809963226318,4.302771011988322,1.2302373179990571,-0.2599610487620039,-0.21130967557829636,0.64
immune,seed43,5,180,10,0,9.513668298721313,7.221344898144404,1.4238919501289393,2.292323400576909,1.6098998233394253,0.08
immune,seed43,5,180,10,1,12.567638397216797,8.339075890680155,1.8088848106353446,4.228562506536642,2.3376626744484397,0.04
immune,seed43,5,180,10,2,13.161857843399048,6.982339538633823,1.4060098881384715,6.1795183047652245,4.395074567044266,0.04
immune,seed43,5,180,10,3,9.057466983795166,5.391122289001942,1.402732721250457,3.6663446947932243,2.6137158110286105,0.04
immune,seed43,5,180,14,0,13.992743015289307,8.534919917583466,1.805576543961495,5.457823097705841,3.0227591917584595,0.04
immune,seed43,5,180,14,1,14.315873146057129,7.398937498529752,1.3700372560378191,6.916935647527377,5.048720837331534,0.04
immune,seed43,5,180,14,2,18.910422325134277,7.6330162435770035,1.59825849620311,11.277406081557274,7.05605889240839,0.04
immune,seed43,5,180,14,3,15.405627012252808,6.602368573347728,1.3913324974872128,8.803258438905079,6.3272139826222755,0.04
immune,seed43,6,120,10,0,9.834632158279419,5.325367997090022,1.6810274319066603,4.509264161189397,2.682445314644532,0.08
immune,seed43,6,120,10,1,9.234153270721436,3.021763357023398,0.8172209285522204,6.212389913698038,7.601848764570911,0.04
immune,seed43,6,120,10,2,3.4513120651245117,4.530084997415543,1.015792138952319,-1.0787729322910309,-1.0620016535485972,0.88
immune,seed43,6,120,10,3,11.308213233947754,5.1331265072027845,1.222551212905365,6.175086726744969,5.050984086808954,0.04
immune,seed43,6,120,14,0,8.304802894592285,4.633820856610934,1.075702218017602,3.670982037981351,3.412637784956807,0.04
immune,seed43,6,120,14,1,6.595777988433838,4.134804919362068,1.1908828177285016,2.4609730690717697,2.066511524365878,0.08
immune,seed43,6,120,14,2,6.054470062255859,5.135647386312485,1.6987282639458838,0.9188226759433746,0.5408885546345138,0.28
immune,seed43,6,120,14,3,8.667875289916992,5.698893507321675,1.3937613374775009,2.968981782595317,2.130193814845327,0.08
immune,seed43,6,180,10,0,12.40038514137268,7.834813162684441,1.6237296301484538,4.56557197868824,2.8117809092755417,0.04
immune,seed43,6,180,10,1,11.501465797424316,6.507982627799113,1.4783712340622903,4.993483169625203,3.3776923219253554,0.04
immune,seed43,6,180,10,2,13.00859260559082,6.7699925154447556,1.2146596926289164,6.238600090146065,5.136088834484684,0.04
immune,seed43,6,180,10,3,15.750522136688232,7.680588307480018,1.2180780326011398,8.069933829208214,6.625136983506852,0.04
immune,seed43,6,180,14,0,13.176032066345215,7.809661174813907,1.388937943066755,5.366370891531308,3.8636505788147653,0.04
immune,seed43,6,180,14,1,8.4315767288208,6.61938417951266,1.02156883020429,1.8121925493081408,1.7739309324578876,0.08
immune,seed43,6,180,14,2,20.474682807922363,8.554992397626242,1.8989785203929768,11.919690410296122,6.276895855332029,0.04
immune,seed43,6,180,14,3,12.456742763519287,8.000025769074758,1.6522735518151426,4.456716994444529,2.6973239309260726,0.04
immune,seed43,7,120,10,0,8.181569576263428,4.632422695557277,1.463379928703919,3.549146880706151,2.425307883937043,0.08
immune,seed43,7,120,10,1,13.736423969268799,6.094396894176801,1.493002182660921,7.642027075091998,5.11856389677431,0.04
immune,seed43,7,120,10,2,9.711506605148315,4.591693545381228,1.2600119761534665,5.119813059767087,4.063305073760823,0.04
immune,seed43,7,120,10,3,9.275784015655518,5.350513721505801,0.921299967396879,3.9252702941497164,4.260577910341122,0.04
immune,seed43,7,120,14,0,7.878705978393555,4.015017107129097,1.2549643386273124,3.8636888712644577,3.078724031642094,0.04
immune,seed43,7,120,14,1,10.21875,4.580373674631119,1.4048019166170518,5.638376325368881,4.01364509448648,0.04
immune,seed43,7,120,14,2,2.85726261138916,3.4972317069768906,0.771586655826366,-0.6399690955877304,-0.8294195991154184,0.8
immune,seed43,7,120,14,3,6.8758931159973145,4.030903076132138,1.0647729893651523,2.844990039865176,2.671921682470099,0.04
immune,seed43,7,180,10,0,6.688525676727295,5.793041643997033,1.1270042664157678,0.8954840327302618,0.7945702235747658,0.24
immune,seed43,7,180,10,1,17.33705449104309,7.866169239083926,1.3222411909318268,9.470885251959164,7.162751629392189,0.04
immune,seed43,7,180,10,2,9.147425651550293,5.6631017078955965,1.3553052092184896,3.4843239436546964,2.5708777014831856,0.04
immune,seed43,7,180,10,3,10.71787428855896,7.634382327397664,1.111149098447471,3.083491961161296,2.775047887537856,0.04
immune,seed43,7,180,14,0,20.38136339187622,6.954906538128853,1.571047307837457,13.426456853747368,8.546182395794734,0.04
immune,seed43,7,180,14,1,15.348010301589966,9.045155505339304,1.6535052972125175,6.302854796250662,3.811814091593303,0.04
immune,seed43,7,180,14,2,13.878031492233276,7.386428187290828,1.9199350103760782,6.491603304942449,3.3811578342382074,0.04
immune,seed43,7,180,14,3,9.818107843399048,6.621665033201377,2.1017620424903654,3.196442810197671,1.5208395356162134,0.08
immune,seed43,8,120,10,0,8.24822211265564,4.601419428984324,1.3422226457219264,3.646802683671315,2.716987895099074,0.04
immune,seed43,8,120,10,1,3.4724109172821045,3.4371910194555917,1.0615835935984603,0.0352198978265128,0.033176754054714444,0.56
immune,seed43,8,120,10,2,7.087178945541382,4.431380572418372,1.2491663770968144,2.6557983731230097,2.1260565603513037,0.04
immune,seed43,8,120,10,3,10.40930700302124,5.05805725355943,1.4987590113190095,5.35124974946181,3.570453759061568,0.04
immune,seed43,8,120,14,0,6.442941665649414,5.536440700292587,1.5275841614833854,0.9065009653568268,0.5934212907020017,0.2
immune,seed43,8,120,14,1,5.9081525802612305,3.194410209854444,1.3610210814268833,2.7137423704067865,1.9939017884776769,0.08
immune,seed43,8,120,14,2,10.183706998825073,5.739544590314229,1.454261008907338,4.444162408510844,3.0559592660701362,0.04
immune,seed43,8,120,14,3,8.874810695648193,4.51497320830822,1.2288423299795608,4.3598374873399734,3.5479226076664916,0.04
immune,seed43,8,180,10,0,9.164597034454346,6.707292007903258,1.173065985029146,2.4573050265510874,2.0947713562722234,0.08
immune,seed43,8,180,10,1,11.82795786857605,6.606044299900532,1.8914442652922736,5.221913568675518,2.7608075277374344,0.04
immune,seed43,8,180,10,2,18.434205293655396,7.424687231580417,1.5781592587789062,11.009518062074978,6.976176829971752,0.04
immune,seed43,8,180,10,3,11.650851488113403,6.352665163576603,1.0500364253566363,5.2981863245368,5.045716692820059,0.04
immune,seed43,8,180,14,0,11.981990337371826,5.5175335084398585,1.1375667173161914,6.464456828931968,5.682705660113331,0.04
immune,seed43,8,180,14,1,13.336614847183228,9.919394592444101,2.0361901909814835,3.417220254739126,1.6782421741329168,0.04
immune,seed43,8,180,14,2,11.47526741027832,5.727799251675606,1.3193469746899482,5.7474681586027145,4.356297671882027,0.04
immune,seed43,8,180,14,3,5.213794946670532,6.418180604775746,1.146297833377259,-1.2043856581052141,-1.050674285500602,0.92
immune,seed43,9,120,10,0,5.964568614959717,3.7993556037545204,1.0631508531120812,2.1652130112051964,2.036599982806327,0.04
immune,seed43,9,120,10,1,4.622517108917236,4.20899032553037,1.247870468225613,0.41352678338686655,0.3313859840304479,0.4
immune,seed43,9,120,10,2,6.696959733963013,4.112847839792569,1.18525879418149,2.5841118941704435,2.1802090013386124,0.08
immune,seed43,9,120,10,3,4.58827543258667,3.8022667268911996,1.036354750566045,0.7860087056954703,0.7584359549736471,0.24
immune,seed43,9,120,14,0,8.216648578643799,4.076634978254636,1.3907019716460114,4.140013600389163,2.9769236556932386,0.04
immune,seed43,9,120,14,1,4.083621978759766,3.470288043220838,1.2246965325198411,0.6133339355389276,0.5008048269526607,0.28
immune,seed43,9,120,14,2,7.519033908843994,3.0075602680444717,1.0542168897793862,4.511473640799522,4.279454901793666,0.04
immune,seed43,9,120,14,3,3.5810790061950684,3.7145496557156243,1.1912331208271276,-0.13347064952055598,-0.11204410545253904,0.52
immune,seed43,9,180,10,0,10.55049180984497,6.262918248772621,1.053736740013198,4.2875735610723495,4.068922904737786,0.04
immune,seed43,9,180,10,1,7.4995951652526855,4.9305672744909925,0.8846164029099434,2.569027890761693,2.9041151389537516,0.04
immune,seed43,9,180,10,2,16.540836334228516,8.872612158457438,1.5997561502426556,7.668224175771078,4.793370645779088,0.04
immune,seed43,9,180,10,3,9.344866037368774,7.3621358672777815,1.4092678324376096,1.982730170090993,1.406922178344583,0.16
immune,seed43,9,180,14,0,11.930895805358887,6.8022525161504745,1.3333891066445727,5.128643289208412,3.8463215724539275,0.04
immune,seed43,9,180,14,1,10.533883094787598,6.584618292748928,1.6748163481523846,3.9492648020386696,2.358028570736947,0.04
immune,seed43,9,180,14,2,10.642641067504883,6.531562318404515,1.516364573120615,4.1110787491003675,2.711141383321029,0.04
immune,seed43,9,180,14,3,13.541127443313599,8.679533739884695,1.8570041920196558,4.861593703428904,2.617976696931155,0.04
immune,seed43,10,120,10,0,3.7320151329040527,3.173226848244667,0.7368284848764227,0.5587882846593857,0.758369546468787,0.16
immune,seed43,10,120,10,1,7.327463865280151,2.877301722764969,0.6899453183976962,4.4501621425151825,6.450021497935597,0.04
immune,seed43,10,120,10,2,5.543644428253174,4.1447985197107,1.3411906159374558,1.3988459085424738,1.0429881411910493,0.12
immune,seed43,10,120,10,3,4.495657444000244,3.7215372746189437,1.1639143271139554,0.7741201693813005,0.6651006441648587,0.28
immune,seed43,10,120,14,0,4.216649532318115,2.4238715320825577,0.7772780820232971,1.7927780002355576,2.306482119323855,0.04
immune,seed43,10,120,14,1,6.019259452819824,3.3907623638709388,0.9993000794958302,2.6284970889488855,2.6303381138973636,0.04
immune,seed43,10,120,14,2,4.83433723449707,3.2291333079338074,0.7217613966030622,1.605203926563263,2.224009114222615,0.08
immune,seed43,10,120,14,3,9.017898797988892,4.175926337639491,1.1487519227210445,4.8419724603494005,4.214985290005219,0.04
immune,seed43,10,180,10,0,10.233509540557861,4.851063705980778,0.9215619634835783,5.382445834577084,5.840568558613723,0.04
immune,seed43,10,180,10,1,5.049329876899719,4.3874536616106825,0.9037540661728101,0.6618762152890367,0.7323631940706686,0.28
immune,seed43,10,180,10,2,6.81911301612854,4.859654222925504,1.3047743269695515,1.9594587932030363,1.5017606885723171,0.12
immune,seed43,10,180,10,3,9.270835995674133,4.940060637891293,1.4487741227207498,4.330775357782841,2.9892688493500414,0.08
immune,seed43,10,180,14,0,6.8472559452056885,5.152102035780747,1.0388797164470602,1.695153909424941,1.6317133552194154,0.08
immune,seed43,10,180,14,1,4.520674467086792,5.707944132387638,1.1440889849202376,-1.187269665300846,-1.0377424133192545,0.92
immune,seed43,10,180,14,2,7.051214218139648,4.8269770095745725,0.8574458380591817,2.224237208565076,2.5940264763609835,0.04
immune,seed43,10,180,14,3,9.235054969787598,5.6661455283562345,1.1696197845683638,3.568909441431363,3.051341543181138,0.04
immune,seed43,11,120,10,0,5.354701519012451,2.800318998595079,0.6072875403255117,2.5543825204173722,4.206215913539053,0.04
immune,seed43,11,120,10,1,5.25020432472229,3.394256259004275,0.9597003107719964,1.8559480657180152,1.9338829454907456,0.04
immune,seed43,11,120,10,2,2.2070302963256836,1.949169664333264,0.7386526349539975,0.2578606319924195,0.34909593419291446,0.32
immune,seed43,11,120,10,3,4.005757689476013,2.539518028497696,0.709375542232798,1.4662396609783173,2.066944194743879,0.04
immune,seed43,11,120,14,0,3.555356502532959,2.454910715421041,0.6109228349539428,1.100445787111918,1.8012844214500439,0.08
immune,seed43,11,120,14,1,2.9316318035125732,1.7275074869394302,0.6667938931456194,1.204124316573143,1.8058418458015715,0.12
immune,seed43,11,120,14,2,2.2415850162506104,2.2086930895845094,0.7727551857382527,0.03289192666610097,0.042564485144299787,0.44
immune,seed43,11,120,14,3,2.784700632095337,1.9017617205778758,0.5497484554782912,0.8829389115174611,1.606078018251475,0.12
immune,seed43,11,180,10,0,7.1150747537612915,4.8990383222699165,0.9814261068738395,2.216036431491375,2.2579758309998437,0.08
immune,seed43,11,180,10,1,5.593435764312744,4.802901960909367,1.0533915722017324,0.7905338034033775,0.7504652813963457,0.32
immune,seed43,11,180,10,2,6.958523154258728,4.049970380961895,0.8920677679678407,2.908552773296833,3.260461676204431,0.04
immune,seed43,11,180,10,3,6.592543721199036,4.740742556750774,1.0741649949691607,1.8518011644482613,1.7239448049389112,0.08
immune,seed43,11,180,14,0,3.9957404136657715,2.879287285109361,0.7834031565956211,1.1164531285564103,1.4251322805271405,0.12
immune,seed43,11,180,14,1,3.3000441789627075,3.4156375030676522,0.8270651694818265,-0.11559332410494472,-0.1397632595719187,0.6
immune,seed43,11,180,14,2,4.4911208152771,3.943026582400004,0.9189534024666082,0.5480942328770957,0.5964331061939548,0.24
immune,seed43,11,180,14,3,5.205499291419983,3.523963468770186,0.5997878719540684,1.681535822649797,2.803550886028949,0.04
immune,seed44,0,120,10,0,7.081913948059082,5.130160252253215,1.2824478228651204,1.9517536958058672,1.5218971559587908,0.08
immune,seed44,0,120,10,1,11.857863903045654,4.412683432300885,1.0815840475835943,7.445180470744769,6.883589380311889,0.04
immune,seed44,0,120,10,2,10.129722595214844,5.721785952647527,1.3326237968729717,4.407936642567317,3.307712686508312,0.04
immune,seed44,0,120,10,3,15.47313642501831,7.20290703078111,1.3931086083922353,8.270229394237202,5.936528809369152,0.04
immune,seed44,0,120,14,0,8.534451961517334,6.3502091119686765,1.662011028620142,2.1842428495486574,1.3142168196367945,0.12
immune,seed44,0,120,14,1,6.306864261627197,3.9136699438095093,1.087749220084824,2.393194317817688,2.2001342510095565,0.04
immune,seed44,0,120,14,2,5.439047336578369,4.15373628338178,1.0472691700632935,1.2853110531965894,1.2272977078964444,0.12
immune,seed44,0,120,14,3,10.546391010284424,5.209877222776413,1.5712352948289594,5.336513787508011,3.396381052331534,0.04
immune,seed44,0,180,10,0,14.928550243377686,9.548746963342031,2.1693258586741644,5.379803280035654,2.4799424466565423,0.04
immune,seed44,0,180,10,1,17.114930868148804,8.4713698849082,1.8192306829799318,8.643560983240604,4.751217676436219,0.04
immune,seed44,0,180,10,2,14.97412896156311,8.1838254754742,1.3852196679814712,6.790303486088911,4.901968718854322,0.04
immune,seed44,0,180,10,3,14.261268615722656,9.504429715375105,1.7453034341092637,4.756838900347551,2.7255082438142066,0.04
immune,seed44,0,180,14,0,17.127753734588623,7.402775466442108,1.4927598272479958,9.724978268146515,6.514764186520486,0.04
immune,seed44,0,180,14,1,16.2055025100708,8.187040825684866,1.8298061994209052,8.018461684385935,4.382137126074592,0.04
immune,seed44,0,180,14,2,7.407199859619141,7.122467165191968,2.022145809960659,0.28473269442717264,0.14080720237078498,0.4
immune,seed44,0,180,14,3,10.446900367736816,7.841741546988487,1.8410031586517255,2.605158820748329,1.4150756923421923,0.12
immune,seed44,1,120,10,0,12.46341872215271,4.347965404391289,0.9311085040622616,8.115453317761421,8.715905046124302,0.04
immune,seed44,1,120,10,1,8.488665580749512,4.843334719538689,1.1980639361022567,3.645330861210823,3.042684741874246,0.04
immune,seed44,1,120,10,2,13.60048222541809,4.850384031732877,1.3519619845707644,8.750098193685215,6.472148098151696,0.04
immune,seed44,1,120,10,3,7.686937093734741,5.6322382514675455,1.2659453393160083,2.0546988422671957,1.6230549430785826,0.12
immune,seed44,1,120,14,0,8.706406116485596,5.239912768205007,1.7695735918678621,3.466493348280589,1.9589427431851598,0.08
immune,seed44,1,120,14,1,9.073549270629883,4.609991883238156,1.320982169048146,4.4635573873917265,3.378968686026279,0.04
immune,seed44,1,120,14,2,7.70039176940918,4.7886156141757965,1.324230296001942,2.911776155233383,2.1988442356481688,0.08
immune,seed44,1,120,14,3,3.9980645179748535,4.342763001720111,1.4046080976608353,-0.34469848374525736,-0.24540545086839216,0.6
immune,seed44,1,180,10,0,15.45633840560913,7.762377507984638,1.894138248828639,7.693960897624493,4.061984862150669,0.04
immune,seed44,1,180,10,1,10.870120763778687,7.416553507248561,1.353400109286322,3.4535672565301256,2.5517710766252986,0.04
immune,seed44,1,180,10,2,13.178894996643066,8.148554037014643,1.7954999821181672,5.030340959628424,2.80163798770549,0.04
immune,seed44,1,180,10,3,12.728155136108398,7.582585404316585,1.2034683390796388,5.145569731791814,4.27561703156338,0.04
immune,seed44,1,180,14,0,15.834972620010376,8.97203186651071,2.0796487458776975,6.862940753499666,3.300048031574281,0.04
immune,seed44,1,180,14,1,14.03194808959961,8.549037218093872,1.3704449661536964,5.482910871505737,4.000825281509334,0.04
immune,seed44,1,180,14,2,11.059043169021606,7.58333520591259,1.7057579104766898,3.4757079631090164,2.0376326205047848,0.04
immune,seed44,1,180,14,3,15.114208698272705,7.610001161694527,1.6461220299558406,7.504207536578178,4.558718852830594,0.04
immune,seed44,2,120,10,0,5.518039703369141,4.27786149084568,0.9631079397129546,1.2401782125234604,1.2876835088758594,0.08
immune,seed44,2,120,10,1,5.96327018737793,2.8377407093842826,0.8589225906742617,3.125529477993647,3.638895411868471,0.04
immune,seed44,2,120,10,2,7.217000961303711,4.0356259395678835,0.9909497906000732,3.1813750217358274,3.2104300830407406,0.04
immune,seed44,2,120,10,3,7.76787805557251,4.61925995349884,1.0461572901363125,3.1486181020736694,3.009698568992155,0.04
immune,seed44,2,120,14,0,5.312765598297119,4.2436476200819016,1.108398307367044,1.0691179782152176,0.9645611781835931,0.24
immune,seed44,2,120,14,1,5.721081256866455,3.22341222067674,0.760715682545547,2.497669036189715,3.283314765575186,0.04
immune,seed44,2,120,14,2,6.623366832733154,3.3462855418523154,1.063816900656172,3.277081290880839,3.0804937257332643,0.04
immune,seed44,2,120,14,3,5.796907424926758,3.3027424812316895,1.3667186589082696,2.4941649436950684,1.82492931197886,0.12
immune,seed44,2,180,10,0,12.958551168441772,7.905546387036641,1.3116399919405015,5.053004781405131,3.852432686256422,0.04
immune,seed44,2,180,10,1,16.353835344314575,6.943155174454053,1.3595744090577127,9.410680169860523,6.921783831942709,0.04
immune,seed44,2,180,10,2,12.742680311203003,5.751746055980523,1.1943942284613231,6.99093425522248,5.85312125827619,0.04
immune,seed44,2,180,10,3,12.432625770568848,8.701478451490402,1.7579371293559667,3.7311473190784454,2.122457768625048,0.04
immune,seed44,2,180,14,0,7.99138331413269,8.20791112879912,1.903757646558778,-0.21652781466642956,-0.11373706886697842,0.4
immune,seed44,2,180,14,1,17.064300775527954,8.429758633176485,2.0165874813251654,8.634542142351469,4.281759268085741,0.04
immune,seed44,2,180,14,2,7.730339527130127,5.556090923647086,1.2766709652441883,2.174248603483041,1.7030610556449148,0.08
immune,seed44,2,180,14,3,11.571023941040039,7.619951610763867,1.9542269812627928,3.9510723302761717,2.021808298696827,0.08
immune,seed44,3,120,10,0,8.34853219985962,4.280795753002167,1.161450084232806,4.067736446857452,3.5022912293661745,0.04
immune,seed44,3,120,10,1,6.2571861743927,4.050519819060962,1.1709942018242325,2.2066663553317385,1.88443832600507,0.08
immune,seed44,3,120,10,2,9.68923544883728,4.852467526992162,1.0103949991587382,4.8367679218451185,4.78700698349184,0.04
immune,seed44,3,120,10,3,5.438395977020264,3.631578957041105,1.2492413593538034,1.806817019979159,1.4463314114635475,0.12
immune,seed44,3,120,14,0,4.5580925941467285,4.600408857067426,1.6254726091120515,-0.042316262920697234,-0.026033205762710558,0.52
immune,seed44,3,120,14,1,14.76251745223999,4.5745749324560165,1.4679716146745354,10.187942519783974,6.940149530822227,0.04
immune,seed44,3,120,14,2,6.576366901397705,5.038323809703191,1.5507613297882714,1.5380430916945143,0.9917987127733625,0.2
immune,seed44,3,120,14,3,8.84731388092041,4.731368641058604,1.5255864481130326,4.115945239861806,2.6979429728513864,0.04
