seed_tag,layer,sample_size,pca_dim,n_bootstrap,mean_h1_observed,mean_h1_null,mean_h1_delta,std_h1_delta,cv_h1_delta,positive_delta_fraction,fisher_p_h1_upper
seed42_main,0,120,10,4,11.955954611301422,6.577026103933652,5.37892850736777,1.9286715721036944,0.35856055143758503,1.0,0.001158430505111594
seed42_main,0,120,14,4,7.353217720985413,5.148412549247344,2.2048051717380686,1.5521020455597616,0.7039633545635516,1.0,0.03645983638793642
seed42_main,0,180,10,4,13.403863549232483,9.44498917212089,3.9588743771115937,2.1085527134054844,0.5326142009111379,1.0,0.01128508990106115
seed42_main,0,180,14,4,14.521865665912628,8.576160799091062,5.945704866821567,2.8660328416047065,0.4820341583242402,1.0,0.004019852259812924
seed42_main,1,120,10,4,8.877449214458466,4.6404903406898175,4.236958873768648,2.890023306428009,0.6820985031594893,1.0,0.0033920660175775206
seed42_main,1,120,14,4,6.911810636520386,4.642646208405495,2.269164428114891,2.6411118116706267,1.1639138080006026,0.75,0.03404582507299028
seed42_main,1,180,10,4,13.39599496126175,7.6730184362580385,5.722976525003712,2.038619772261338,0.3562166930090281,1.0,0.001990233242522615
seed42_main,1,180,14,4,14.820586800575256,8.557919945567846,6.26266685500741,2.4277560183291733,0.3876553031078715,1.0,0.002721465135228166
seed42_main,2,120,10,4,6.330493271350861,4.6003313940018415,1.7301618773490188,1.2591964267835039,0.7277911058733263,1.0,0.04886992229754361
seed42_main,2,120,14,4,6.959190368652344,5.771679380287727,1.1875109883646169,2.2197846663097955,1.869275051928152,0.75,0.1815422737904237
seed42_main,2,180,10,4,11.16268402338028,7.658714472005765,3.5039695513745146,0.5634006923229038,0.1607892659743882,1.0,0.005730220891213775
seed42_main,2,180,14,4,13.080954732008356,7.703632680078347,5.377322051930009,1.4422865072138746,0.26821650126534596,1.0,0.001990233242522614
seed42_main,3,120,10,4,8.05653589963913,4.544773440187176,3.5117624594519534,2.294782510998127,0.6534560742194377,1.0,0.004614864953605456
seed42_main,3,120,14,4,9.58701241016388,4.613714003314574,4.973298406849305,2.859330272685868,0.5749363979794611,1.0,0.005183512701985544
seed42_main,3,180,10,4,13.460869491100311,8.535472162688771,4.92539732841154,1.3104915004075672,0.26606817943033595,1.0,0.001990233242522615
seed42_main,3,180,14,4,10.722963392734528,7.499526627361775,3.223436765372753,2.1073664797678897,0.6537638652484729,1.0,0.014403320754951864
seed42_main,4,120,10,4,5.871015310287476,4.563747759287556,1.3072675509999196,1.0779956822124126,0.8246174859639435,0.75,0.08576744213543916
seed42_main,4,120,14,4,8.20003741979599,4.394921572258075,3.805115847537915,3.709300505690729,0.9748193362144276,1.0,0.007751949491011556
seed42_main,4,180,10,4,11.070716440677643,8.168413552766044,2.9023028879115977,1.6608617825383813,0.5722565307996598,1.0,0.018595812330743512
seed42_main,4,180,14,4,14.369480907917023,7.902813571194807,6.466667336722216,3.6950215616983337,0.5713950275660613,1.0,0.004614864953605456
seed42_main,5,120,10,4,8.693723499774933,3.5859441036979356,5.107779396076998,2.63318141875097,0.5155237166777107,1.0,0.001158430505111594
seed42_main,5,120,14,4,8.273043155670166,4.3849370541671915,3.8881061015029745,0.7178730692358012,0.18463309650260554,1.0,0.001990233242522615
seed42_main,5,180,10,4,13.025582313537598,7.908763923992713,5.116818389544885,1.2290576386904322,0.24019958202181788,1.0,0.001158430505111594
seed42_main,5,180,14,4,14.503101646900177,8.271478969603777,6.2316226772964,0.8290119152985035,0.1330330731008153,1.0,0.001158430505111594
seed42_main,6,120,10,4,6.110298931598663,4.0161479997138185,2.0941509318848452,1.5152374336671257,0.7235569365479192,1.0,0.012884577550011038
seed42_main,6,120,14,4,9.335363149642944,4.57411028444767,4.761252865195274,0.8473888563006898,0.17797602440255178,1.0,0.001990233242522614
seed42_main,6,180,10,4,11.416684925556183,7.204143154745301,4.212541770810882,2.0251682173169194,0.48074733190036545,1.0,0.0033920660175775206
seed42_main,6,180,14,4,15.8111452460289,7.623224809765816,8.187920436263084,3.0367216103409733,0.3708782509073862,1.0,0.001158430505111594
seed42_main,7,120,10,4,7.729348123073578,3.841837949429949,3.887510173643629,1.9260521149952423,0.49544619267055806,1.0,0.001158430505111594
seed42_main,7,120,14,4,7.323876202106476,4.665016730626424,2.6588594714800515,1.2269626471359902,0.46146201400841264,1.0,0.010449142550591314
seed42_main,7,180,10,4,12.253319084644318,7.338485432167848,4.91483365247647,1.8063569547751748,0.367531656640599,1.0,0.002721465135228166
seed42_main,7,180,14,4,13.170856237411499,7.199945606291294,5.970910631120205,1.1937647973123682,0.1999301062874015,1.0,0.001990233242522614
seed42_main,8,120,10,4,7.08035945892334,4.02327037602663,3.0570890828967094,1.2821565640261874,0.4194043839873617,1.0,0.001990233242522615
