seed_tag,layer,sample_size,pca_dim,n_bootstrap,mean_h1_observed,mean_h1_null,mean_h1_delta,std_h1_delta,cv_h1_delta,positive_delta_fraction,fisher_p_h1_upper
seed42_main,8,120,14,4,8.255461037158966,4.483566033343474,3.7718950038154917,2.163751058664559,0.5736509250395749,1.0,0.002721465135228166
seed42_main,8,180,10,4,14.867544829845428,7.23299297504127,7.634551854804158,2.3635955258000516,0.30959191455398016,1.0,0.001158430505111594
seed42_main,8,180,14,4,13.285802960395813,8.04891023536523,5.2368927250305815,0.9043614134946132,0.17269045993617171,1.0,0.001158430505111594
seed42_main,9,120,10,4,7.1711137890815735,3.7271465367327132,3.4439672523488603,1.0363465833924292,0.30091650331015835,1.0,0.001158430505111594
seed42_main,9,120,14,4,8.141404628753662,3.9454667499909797,4.195937878762683,1.2002075892270636,0.28604036180224524,1.0,0.001158430505111594
seed42_main,9,180,10,4,9.203780949115753,5.743480054972072,3.460300894143681,3.038189914117354,0.8780132150881058,0.75,0.01365306821588159
seed42_main,9,180,14,4,10.947744190692902,5.893893358608087,5.053850832084815,2.6195549520362253,0.5183285060349274,1.0,0.001158430505111594
seed42_main,10,120,10,4,5.230532199144363,2.9057749326651297,2.3247572664792338,0.9176172143931713,0.39471527940986123,1.0,0.0033920660175775262
seed42_main,10,120,14,4,4.775502383708954,2.952990018452207,1.8225123652567468,0.6134534918818445,0.33659771162036883,1.0,0.007751949491011556
seed42_main,10,180,10,4,7.753470480442047,4.7856615946317715,2.9678088858102756,1.503227015702983,0.5065107198727383,1.0,0.002721465135228166
seed42_main,10,180,14,4,8.281365931034088,5.654832849899928,2.62653308113416,2.5960644039563636,0.9883996594655341,0.75,0.012492926751832722
seed42_main,11,120,10,4,3.4983896613121033,2.1463842457160354,1.352005415596068,0.3990583455755484,0.2951603156888632,1.0,0.001990233242522615
seed42_main,11,120,14,4,3.5214693546295166,2.0555752323319516,1.4658941222975652,0.5059992704117987,0.34518132133140744,1.0,0.015136900850700923
seed42_main,11,180,10,4,5.9800876677036285,3.542573433524619,2.4375142341790097,1.0985263393953788,0.4506748405982965,1.0,0.002721465135228166
seed42_main,11,180,14,4,6.06250923871994,3.517337146525582,2.5451720921943584,1.377154719355824,0.5410851089552079,1.0,0.005730220891213775
seed43,0,120,10,4,10.920429229736328,5.6364629206558075,5.283966309080521,2.0091643385786746,0.38023791611723157,1.0,0.001158430505111594
seed43,0,120,14,4,7.7597291469573975,4.951174560934305,2.8085545860230927,2.1761912101992382,0.7748438361334741,0.75,0.007267350209395839
seed43,0,180,10,4,14.597709596157074,8.649657999475796,5.948051596681277,2.5998761050566515,0.4370971001781757,1.0,0.002721465135228166
seed43,0,180,14,4,17.323688089847565,9.030457104245823,8.293230985601742,3.7815543822626836,0.4559808340527392,1.0,0.001990233242522614
seed43,1,120,10,4,10.119227170944214,5.004654547820489,5.114572623123725,2.287194703917061,0.4471917542296946,1.0,0.001990233242522614
seed43,1,120,14,4,8.214810848236084,5.235270733634631,2.979540114601453,1.2358742919852328,0.41478692819537955,1.0,0.007751949491011556
seed43,1,180,10,4,14.069930851459503,8.852867315212885,5.217063536246618,1.2220442264031566,0.23423985881684475,1.0,0.001158430505111594
seed43,1,180,14,4,12.610229432582855,8.04593974351883,4.564289689064026,1.5553385915411695,0.3407624618846995,1.0,0.005730220891213775
seed43,2,120,10,4,6.238708317279816,4.0164916676779585,2.222216649601857,2.80348658708788,1.2615721272399762,0.75,0.061273453629046806
seed43,2,120,14,4,7.760694801807404,4.5828694713612395,3.177825330446164,0.45459753845110024,0.14305302873403117,1.0,0.001158430505111594
seed43,2,180,10,4,11.886266469955444,8.182280887539187,3.7039855824162564,2.6439966893800118,0.7138247786972765,1.0,0.019252104125037528
seed43,2,180,14,4,11.649495124816895,7.412973259886106,4.236521864930789,1.8810445192380825,0.44400680057030834,1.0,0.0067699536191469165
seed43,3,120,10,4,7.0678635239601135,4.888908458252748,2.178955065707366,2.1924998763960732,1.0062161950448913,1.0,0.037167499698682306
seed43,3,120,14,4,9.815993249416351,5.226858325302601,4.5891349241137505,2.850289892572878,0.6210952475977219,1.0,0.0033920660175775206
seed43,3,180,10,4,13.745095014572144,7.695626901462674,6.049468113109469,2.709354415630569,0.44786655033545997,1.0,0.002721465135228166
seed43,3,180,14,4,11.999167799949646,7.3593160932262744,4.6398517067233715,2.3538489965545417,0.5073112557964705,1.0,0.0033920660175775206
seed43,4,120,10,4,7.775590300559998,4.5050995250542964,3.270490775505701,2.001354116881999,0.611943054925937,1.0,0.008687600259495009
seed43,4,120,14,4,11.257953524589539,4.423315542439619,6.834637982149919,2.2240271993270095,0.32540526722997104,1.0,0.001158430505111594
seed43,4,180,10,4,12.076938331127167,7.249687458698948,4.827250872428219,2.471038887086045,0.51189361230177,1.0,0.001990233242522614
seed43,4,180,14,4,17.359381437301636,9.381190553307531,7.9781908839941025,3.181514679272876,0.3987764551054895,1.0,0.001990233242522614
seed43,5,120,10,4,5.320721745491028,4.746405087411403,0.5743166580796244,2.111003196663075,3.675678152965438,0.5,0.11609166216554077
seed43,5,120,14,4,5.439133644104004,3.8114544351895647,1.627679208914439,2.0113923483321043,1.2357424829661834,0.75,0.04846588839916419
seed43,5,180,10,4,11.075157880783081,6.983470654115081,4.091687226668,1.612079392273072,0.3939889103380598,1.0,0.001990233242522614
seed43,5,180,14,4,15.65616637468338,7.542310558259487,8.113855816423893,2.514653982129648,0.30992095974020367,1.0,0.001158430505111594
seed43,6,120,10,4,8.45707768201828,4.502585714682937,3.9544919673353434,3.448220408587155,0.8719755751681788,0.75,0.01989821170996397
seed43,6,120,14,4,7.405731558799744,4.900791667401791,2.504939891397953,1.1680025780539032,0.46627968263772845,1.0,0.014403320754951862
seed43,6,180,10,4,13.165241420269012,7.198344153352082,5.966897266916931,1.5713935190057808,0.26335186420167095,1.0,0.001158430505111594
seed43,6,180,14,4,13.634758591651917,7.746015880256891,5.888742711395025,4.2939554936013,0.7291803536539456,1.0,0.001990233242522614
seed43,7,120,10,4,10.226321041584015,5.167256714155277,5.059064327428738,1.8475864048458124,0.36520318479912317,1.0,0.001990233242522614
seed43,7,120,14,4,6.957652926445007,4.030881391217311,2.9267715352276964,2.6431636078114296,0.903098713068049,0.75,0.01128508990106115
seed43,7,180,10,4,10.97272002696991,6.7391737295935545,4.233546297376355,3.672253536971907,0.8674178284952937,1.0,0.004614864953605456
seed43,7,180,14,4,14.856378257274628,7.50203881599009,7.354339441284537,4.320827384704242,0.5875207989260323,1.0,0.001990233242522615
seed43,8,120,10,4,7.3042797446250916,4.382012068604429,2.9222676760206623,2.2234324555644682,0.7608585869968363,1.0,0.008687600259495023
seed43,8,120,14,4,7.852402985095978,4.74634217719237,3.106060807903608,1.6687769086759814,0.5372647257556539,1.0,0.0067699536191469165
seed43,8,180,10,4,12.769402921199799,6.772672175740203,5.996730745459596,3.5936924866926248,0.599275278252955,1.0,0.001990233242522614
seed43,8,180,14,4,10.501916885375977,6.895726989333828,3.6061898960421486,3.4608336734020297,0.9596925764338305,0.75,0.012492926751832722
seed43,9,120,10,4,5.468080222606659,3.980865123992164,1.4872150986144943,1.0499778971173805,0.7060027143279735,1.0,0.03992886618150125
seed43,9,120,14,4,5.850095868110657,3.5672582363088923,2.2828376318017645,2.383394591832001,1.0440491069471383,0.75,0.03305472994771671
seed43,9,180,10,4,10.983947336673737,6.857058387249709,4.126888949424028,2.555466211794797,0.6192234010881801,1.0,0.0033920660175775262
seed43,9,180,14,4,11.662136852741241,7.149491716797153,4.512645135944089,0.5715102189955031,0.1266463906759846,1.0,0.001158430505111594
seed43,10,120,10,4,5.2746952176094055,3.4792160913348202,1.7954791262745857,1.805292052336302,1.005465351789754,1.0,0.03128186731022541
seed43,10,120,14,4,6.022036254405975,3.3049233853816986,2.7171128690242767,1.4847690600795096,0.5464510055727805,1.0,0.001990233242522614
seed43,10,180,10,4,7.8431971073150635,4.759558057102064,3.0836390502129993,2.157821283947245,0.6997645470530771,1.0,0.019252104125037528
seed43,10,180,14,4,6.913549900054932,5.338292176524798,1.5752577235301335,2.0034764963033775,1.27184045194952,0.75,0.020534697160551885
seed43,11,120,10,4,4.2044234573841095,2.6708157376075783,1.533607719776531,0.9622808979331183,0.62746221533488,1.0,0.005730220891213776
seed43,11,120,14,4,2.87831848859787,2.073218253130714,0.8051002354671557,0.5319190865314875,0.6606867846239756,1.0,0.055840426177081195
seed43,11,180,10,4,6.56489434838295,4.623163305222988,1.9417310431599617,0.8838043093809059,0.4551630937966799,1.0,0.01585514638729088
seed43,11,180,14,4,4.24810117483139,3.4404787098368006,0.8076224649945896,0.7700180153634807,0.9534380825020774,0.75,0.06841667078971436
seed44,0,120,10,4,11.135659217834473,5.616884166995684,5.518775050838789,2.9005253640332773,0.525574124110541,1.0,0.001990233242522614
seed44,0,120,14,4,7.706688642501831,4.906873140484095,2.7998155020177364,1.7581081114857917,0.6279371299969027,1.0,0.006258217380119623
seed44,0,180,10,4,15.319719672203064,8.927093009774884,6.39262666242818,1.7249603840071195,0.2698359336195105,1.0,0.001158430505111594
seed44,0,180,14,4,12.796839118003845,7.6385062510768575,5.158332866926988,4.446169265949026,0.8619391923297568,1.0,0.015136900850700956
seed44,1,120,10,4,10.559875905513763,4.9184806017825995,5.641395303731164,3.298164210595959,0.5846362526359302,1.0,0.002721465135228166
seed44,1,120,14,4,7.369602918624878,4.745320816834767,2.6242821017901106,2.0808453336718014,0.7929198356607574,0.75,0.024758204459506033
seed44,1,180,10,4,13.05837732553482,7.7275176141411075,5.330859711393713,1.7543391988776964,0.3290912335957808,1.0,0.001158430505111594
seed44,1,180,14,4,14.010043144226074,8.178601363052925,5.831441781173149,1.7826096056933898,0.30568934275274223,1.0,0.001158430505111594
seed44,2,120,10,4,6.616547226905823,3.942622023324172,2.6739252035816508,0.9561059078120061,0.3575664368523703,1.0,0.001990233242522614
seed44,2,120,14,4,5.863530278205872,3.529021965960662,2.3345083122452097,0.9204651322953681,0.3942865086720662,1.0,0.010449142550591293
seed44,2,180,10,4,13.62192314863205,7.325481517240405,6.296441631391645,2.4703354554750283,0.3923383396054279,1.0,0.001158430505111594
seed44,2,180,14,4,11.089261889457703,7.45342807409664,3.635833815361063,3.744479568631566,1.02988193568738,0.75,0.018595812330743512
seed44,3,120,10,4,7.433337450027466,4.203840514024098,3.229496936003367,1.4555830492396418,0.45071510443675156,1.0,0.004614864953605448
seed44,3,120,14,4,8.686072707176208,4.736169060071309,3.9499036471048994,4.497984361034386,1.1387579955760305,0.75,0.026182801659832066
seed44,3,180,10,4,10.76273399591446,8.225411709398031,2.537322286516428,2.27684809351726,0.8973428817928666,0.75,0.020217624255221656
seed44,3,180,14,4,13.755198657512665,8.076385509222746,5.678813148289919,1.3795943015040937,0.24293708301999664,1.0,0.001158430505111594
seed44,4,120,10,4,7.327097237110138,4.220600767681995,3.106496469428142,2.210611189463747,0.711609110297517,1.0,0.010449142550591293
seed44,4,120,14,4,8.224979221820831,4.30894767989715,3.9160315419236817,1.4779725939596269,0.37741590632239463,1.0,0.0033920660175775206
seed44,4,180,10,4,12.734126329421997,8.20809385428826,4.526032475133737,0.6517193812861255,0.14399352738247304,1.0,0.001990233242522615
seed44,4,180,14,4,13.20653784275055,7.139788501585523,6.066749341165027,2.436967933770743,0.40169253686374784,1.0,0.001158430505111594
seed44,5,120,10,4,6.885759890079498,4.067434576029578,2.8183253140499196,1.7616860461029038,0.6250825753490774,1.0,0.0033920660175775262
seed44,5,120,14,4,8.791365027427673,4.730470848580201,4.060894178847472,1.9075770319068133,0.4697431027317393,1.0,0.002721465135228166
seed44,5,180,10,4,10.791252553462982,6.851652304952343,3.939600248510639,3.63757610260229,0.9233363468930977,1.0,0.021162068967534763
seed44,5,180,14,4,14.806077122688293,7.70449710637331,7.101580016314983,1.863897905856908,0.2624624240397736,1.0,0.001158430505111594
seed44,6,120,10,4,7.071866810321808,4.537389901777108,2.5344769085446996,1.7467947016296508,0.6892131054938077,1.0,0.014403320754951864
seed44,6,120,14,4,8.330939531326294,5.032768127818902,3.298171403507392,3.627967688660626,1.0999936764058178,1.0,0.03305472994771671
seed44,6,180,10,4,10.945734441280365,6.979320555304487,3.9664138859758777,2.0775706423301448,0.5237906838598106,1.0,0.0033920660175775206
seed44,6,180,14,4,13.460955023765564,7.648117655267319,5.812837368498245,1.775747987049331,0.30548729891657206,1.0,0.001158430505111594
seed44,7,120,10,4,6.7365424036979675,4.051094395418962,2.6854480082790055,1.4337192792700875,0.5338845787802144,1.0,0.0033920660175775206
seed44,7,120,14,4,6.554007887840271,3.7925339564681058,2.7614739313721652,1.1876443767612714,0.4300762584932531,1.0,0.008687600259495009
seed44,7,180,10,4,8.965655982494354,6.00635328826805,2.9593026942263045,2.2647045043707474,0.7652831553946733,1.0,0.012884577550011057
seed44,7,180,14,4,11.361046612262726,7.2626379777987795,4.098408634463946,3.119565063975282,0.761164964611232,1.0,0.008687600259495009
seed44,8,120,10,4,5.923447608947754,3.3791450715313354,2.5443025374164185,2.2911480727645475,0.9005014294371474,0.75,0.012095994160536153
seed44,8,120,14,4,7.441955983638763,3.4688094469408193,3.973146536697944,1.6457176707683823,0.41421016193425303,1.0,0.001158430505111594
seed44,8,180,10,4,14.585284650325775,7.35269598538677,7.232588664939005,2.174780742494529,0.30069188819438797,1.0,0.001158430505111594
seed44,8,180,14,4,11.039771437644958,6.396364445487658,4.643406992157301,0.6304833984956446,0.13578034392090735,1.0,0.001990233242522614
seed44,9,120,10,4,5.969907462596893,3.4315555815895404,2.538351881007353,2.8955007252888723,1.1407010768731884,0.75,0.019252104125037528
seed44,9,120,14,4,6.887428879737854,3.2144604306668043,3.6729684490710497,1.2101110822690646,0.32946405576820464,1.0,0.001990233242522615
seed44,9,180,10,4,9.0081866979599,5.773918821786841,3.2342678761730586,2.0485766757740915,0.6333973417083401,1.0,0.006258217380119623
seed44,9,180,14,4,7.6479456424713135,5.04129771143198,2.6066479310393333,1.722052812881801,0.6606388195794966,1.0,0.007751949491011556
seed44,10,120,10,4,4.2411048412323,2.0838216996441283,2.1572831415881715,2.5137055555261902,1.1652181885176212,0.75,0.013271210936354088
seed44,10,120,14,4,3.403762102127075,2.3376415390521283,1.0661205630749464,1.4045558660116466,1.3174456185735,0.75,0.05007063883973713
seed44,10,180,10,4,7.825969606637955,4.534722292174896,3.291247314463059,1.9566080698405537,0.5944883147030445,1.0,0.005183512701985544
seed44,10,180,14,4,8.809221982955933,4.481842479358117,4.3273795035978155,1.1326432455817097,0.2617388293257577,1.0,0.001990233242522614
seed44,11,120,10,4,2.382191628217697,1.8690310580035052,0.513160570214192,0.7332760579271033,1.4289407625221378,0.75,0.11835336564098517
seed44,11,120,14,4,2.8342056274414062,1.9165259127815566,0.9176797146598498,0.4122613918016162,0.44924322153637575,1.0,0.021162068967534805
seed44,11,180,10,4,4.272064387798309,3.1512086455089348,1.1208557422893743,0.8122412932042635,0.7246617578285138,1.0,0.034779303524660535
seed44,11,180,14,4,5.667918831110001,3.39925244388481,2.2686663872251907,1.2616885037133532,0.5561366405663504,1.0,0.002721465135228166
