domain,seed_tag,split_regime,layer,perm_idx,null_unweighted_h1_total,null_weighted_h1_total
immune,seed42_main,paired_source_target,0,33,3383.0,992.5
immune,seed42_main,paired_source_target,0,34,3353.0,979.0
immune,seed42_main,paired_source_target,0,35,3424.0,1003.5
immune,seed42_main,paired_source_target,3,0,3339.0,976.5
immune,seed42_main,paired_source_target,3,1,3320.0,989.0
immune,seed42_main,paired_source_target,3,2,3368.0,982.0
immune,seed42_main,paired_source_target,3,3,3336.0,982.0
immune,seed42_main,paired_source_target,3,4,3341.0,980.5
immune,seed42_main,paired_source_target,3,5,3328.0,958.0
immune,seed42_main,paired_source_target,3,6,3323.0,978.5
immune,seed42_main,paired_source_target,3,7,3322.0,999.5
immune,seed42_main,paired_source_target,3,8,3325.0,979.5
immune,seed42_main,paired_source_target,3,9,3398.0,1009.0
immune,seed42_main,paired_source_target,3,10,3336.0,969.5
immune,seed42_main,paired_source_target,3,11,3350.0,993.0
immune,seed42_main,paired_source_target,3,12,3346.0,975.5
immune,seed42_main,paired_source_target,3,13,3293.0,963.5
immune,seed42_main,paired_source_target,3,14,3345.0,961.5
immune,seed42_main,paired_source_target,3,15,3337.0,972.5
immune,seed42_main,paired_source_target,3,16,3267.0,958.5
immune,seed42_main,paired_source_target,3,17,3316.0,973.5
immune,seed42_main,paired_source_target,3,18,3294.0,947.0
immune,seed42_main,paired_source_target,3,19,3325.0,977.0
immune,seed42_main,paired_source_target,3,20,3364.0,988.0
immune,seed42_main,paired_source_target,3,21,3352.0,967.5
immune,seed42_main,paired_source_target,3,22,3385.0,980.0
immune,seed42_main,paired_source_target,3,23,3331.0,985.0
immune,seed42_main,paired_source_target,3,24,3318.0,991.0
immune,seed42_main,paired_source_target,3,25,3327.0,989.5
immune,seed42_main,paired_source_target,3,26,3357.0,971.5
immune,seed42_main,paired_source_target,3,27,3329.0,977.5
immune,seed42_main,paired_source_target,3,28,3356.0,972.5
immune,seed42_main,paired_source_target,3,29,3327.0,969.0
immune,seed42_main,paired_source_target,3,30,3347.0,961.0
immune,seed42_main,paired_source_target,3,31,3353.0,964.5
immune,seed42_main,paired_source_target,3,32,3356.0,972.0
immune,seed42_main,paired_source_target,3,33,3307.0,959.5
immune,seed42_main,paired_source_target,3,34,3366.0,1005.5
immune,seed42_main,paired_source_target,3,35,3360.0,1019.5
immune,seed42_main,paired_source_target,7,0,3343.0,998.5
immune,seed42_main,paired_source_target,7,1,3335.0,973.5
immune,seed42_main,paired_source_target,7,2,3372.0,1005.5
immune,seed42_main,paired_source_target,7,3,3305.0,976.5
immune,seed42_main,paired_source_target,7,4,3363.0,984.5
immune,seed42_main,paired_source_target,7,5,3405.0,1000.0
immune,seed42_main,paired_source_target,7,6,3354.0,966.5
immune,seed42_main,paired_source_target,7,7,3348.0,980.0
immune,seed42_main,paired_source_target,7,8,3296.0,967.0
immune,seed42_main,paired_source_target,7,9,3336.0,989.0
immune,seed42_main,paired_source_target,7,10,3336.0,986.5
immune,seed42_main,paired_source_target,7,11,3357.0,979.0
immune,seed42_main,paired_source_target,7,12,3394.0,1006.5
immune,seed42_main,paired_source_target,7,13,3369.0,975.5
immune,seed42_main,paired_source_target,7,14,3365.0,1026.5
immune,seed42_main,paired_source_target,7,15,3377.0,1009.5
immune,seed42_main,paired_source_target,7,16,3370.0,1005.5
immune,seed42_main,paired_source_target,7,17,3413.0,998.5
immune,seed42_main,paired_source_target,7,18,3311.0,987.5
immune,seed42_main,paired_source_target,7,19,3370.0,995.0
immune,seed42_main,paired_source_target,7,20,3352.0,977.5
immune,seed42_main,paired_source_target,7,21,3391.0,985.0
immune,seed42_main,paired_source_target,7,22,3358.0,1006.5
immune,seed42_main,paired_source_target,7,23,3313.0,974.5
immune,seed42_main,paired_source_target,7,24,3319.0,972.0
immune,seed42_main,paired_source_target,7,25,3297.0,974.0
immune,seed42_main,paired_source_target,7,26,3402.0,1011.0
immune,seed42_main,paired_source_target,7,27,3331.0,978.5
immune,seed42_main,paired_source_target,7,28,3353.0,983.5
immune,seed42_main,paired_source_target,7,29,3354.0,989.0
immune,seed42_main,paired_source_target,7,30,3366.0,993.5
immune,seed42_main,paired_source_target,7,31,3332.0,966.5
immune,seed42_main,paired_source_target,7,32,3344.0,1001.0
immune,seed42_main,paired_source_target,7,33,3362.0,995.5
immune,seed42_main,paired_source_target,7,34,3377.0,989.0
immune,seed42_main,paired_source_target,7,35,3377.0,987.0
immune,seed42_main,paired_source_target,11,0,3419.0,980.5
immune,seed42_main,paired_source_target,11,1,3361.0,978.5
immune,seed42_main,paired_source_target,11,2,3416.0,987.0
immune,seed42_main,paired_source_target,11,3,3386.0,1015.5
immune,seed42_main,paired_source_target,11,4,3399.0,995.0
immune,seed42_main,paired_source_target,11,5,3380.0,987.0
immune,seed42_main,paired_source_target,11,6,3387.0,1013.0
immune,seed42_main,paired_source_target,11,7,3340.0,988.5
immune,seed42_main,paired_source_target,11,8,3382.0,994.0
immune,seed42_main,paired_source_target,11,9,3354.0,995.0
immune,seed42_main,paired_source_target,11,10,3358.0,985.5
immune,seed42_main,paired_source_target,11,11,3342.0,996.0
immune,seed42_main,paired_source_target,11,12,3393.0,992.0
immune,seed42_main,paired_source_target,11,13,3378.0,988.5
immune,seed42_main,paired_source_target,11,14,3388.0,1023.0
immune,seed42_main,paired_source_target,11,15,3431.0,1026.5
immune,seed42_main,paired_source_target,11,16,3432.0,1009.0
immune,seed42_main,paired_source_target,11,17,3336.0,972.0
immune,seed42_main,paired_source_target,11,18,3350.0,998.5
immune,seed42_main,paired_source_target,11,19,3406.0,1013.0
immune,seed42_main,paired_source_target,11,20,3341.0,979.5
immune,seed42_main,paired_source_target,11,21,3345.0,996.0
immune,seed42_main,paired_source_target,11,22,3373.0,996.5
immune,seed42_main,paired_source_target,11,23,3382.0,993.5
immune,seed42_main,paired_source_target,11,24,3407.0,1007.0
immune,seed42_main,paired_source_target,11,25,3341.0,974.0
immune,seed42_main,paired_source_target,11,26,3405.0,980.5
immune,seed42_main,paired_source_target,11,27,3340.0,996.0
immune,seed42_main,paired_source_target,11,28,3382.0,998.0
immune,seed42_main,paired_source_target,11,29,3386.0,1009.5
immune,seed42_main,paired_source_target,11,30,3409.0,994.5
immune,seed42_main,paired_source_target,11,31,3423.0,1005.5
immune,seed42_main,paired_source_target,11,32,3410.0,1000.0
immune,seed42_main,paired_source_target,11,33,3378.0,989.0
immune,seed42_main,paired_source_target,11,34,3359.0,1010.0
immune,seed42_main,paired_source_target,11,35,3400.0,1028.0
immune,seed43,paired_source_target,0,0,3434.0,1011.0
immune,seed43,paired_source_target,0,1,3376.0,994.5
immune,seed43,paired_source_target,0,2,3378.0,990.5
immune,seed43,paired_source_target,0,3,3376.0,988.5
immune,seed43,paired_source_target,0,4,3354.0,979.0
immune,seed43,paired_source_target,0,5,3427.0,1032.5
immune,seed43,paired_source_target,0,6,3399.0,987.5
immune,seed43,paired_source_target,0,7,3432.0,1007.5
immune,seed43,paired_source_target,0,8,3393.0,992.5
immune,seed43,paired_source_target,0,9,3421.0,993.5
immune,seed43,paired_source_target,0,10,3307.0,945.5
immune,seed43,paired_source_target,0,11,3402.0,990.0
immune,seed43,paired_source_target,0,12,3372.0,992.5
immune,seed43,paired_source_target,0,13,3432.0,998.5
immune,seed43,paired_source_target,0,14,3329.0,981.0
immune,seed43,paired_source_target,0,15,3424.0,1007.0
immune,seed43,paired_source_target,0,16,3436.0,1006.5
immune,seed43,paired_source_target,0,17,3440.0,991.5
immune,seed43,paired_source_target,0,18,3397.0,1012.5
immune,seed43,paired_source_target,0,19,3437.0,979.5
immune,seed43,paired_source_target,0,20,3368.0,1014.0
immune,seed43,paired_source_target,0,21,3340.0,975.0
immune,seed43,paired_source_target,0,22,3414.0,989.0
immune,seed43,paired_source_target,0,23,3413.0,988.5
immune,seed43,paired_source_target,0,24,3401.0,980.5
immune,seed43,paired_source_target,0,25,3409.0,1015.5
immune,seed43,paired_source_target,0,26,3351.0,974.0
immune,seed43,paired_source_target,0,27,3336.0,952.0
immune,seed43,paired_source_target,0,28,3436.0,1025.0
immune,seed43,paired_source_target,0,29,3507.0,1027.5
immune,seed43,paired_source_target,0,30,3518.0,1046.0
immune,seed43,paired_source_target,0,31,3405.0,975.0
immune,seed43,paired_source_target,0,32,3423.0,996.0
immune,seed43,paired_source_target,0,33,3373.0,994.0
immune,seed43,paired_source_target,0,34,3359.0,974.0
immune,seed43,paired_source_target,0,35,3410.0,1015.0
immune,seed43,paired_source_target,3,0,3385.0,982.0
immune,seed43,paired_source_target,3,1,3429.0,996.5
immune,seed43,paired_source_target,3,2,3374.0,987.5
immune,seed43,paired_source_target,3,3,3430.0,994.0
immune,seed43,paired_source_target,3,4,3403.0,1014.0
immune,seed43,paired_source_target,3,5,3406.0,988.5
immune,seed43,paired_source_target,3,6,3425.0,988.5
immune,seed43,paired_source_target,3,7,3416.0,1041.0
immune,seed43,paired_source_target,3,8,3403.0,1001.0
immune,seed43,paired_source_target,3,9,3397.0,981.5
immune,seed43,paired_source_target,3,10,3474.0,1015.5
immune,seed43,paired_source_target,3,11,3462.0,1002.5
immune,seed43,paired_source_target,3,12,3423.0,1011.5
immune,seed43,paired_source_target,3,13,3430.0,1023.0
immune,seed43,paired_source_target,3,14,3419.0,1007.5
immune,seed43,paired_source_target,3,15,3433.0,999.0
immune,seed43,paired_source_target,3,16,3324.0,970.0
immune,seed43,paired_source_target,3,17,3408.0,1012.5
immune,seed43,paired_source_target,3,18,3415.0,1000.0
immune,seed43,paired_source_target,3,19,3346.0,968.0
immune,seed43,paired_source_target,3,20,3402.0,995.0
immune,seed43,paired_source_target,3,21,3374.0,992.5
immune,seed43,paired_source_target,3,22,3414.0,1009.5
immune,seed43,paired_source_target,3,23,3458.0,1008.5
immune,seed43,paired_source_target,3,24,3447.0,1017.5
immune,seed43,paired_source_target,3,25,3424.0,1019.0
immune,seed43,paired_source_target,3,26,3297.0,971.5
immune,seed43,paired_source_target,3,27,3372.0,984.0
immune,seed43,paired_source_target,3,28,3388.0,980.5
immune,seed43,paired_source_target,3,29,3349.0,978.0
immune,seed43,paired_source_target,3,30,3446.0,1026.5
immune,seed43,paired_source_target,3,31,3380.0,993.0
immune,seed43,paired_source_target,3,32,3398.0,998.0
immune,seed43,paired_source_target,3,33,3376.0,976.0
immune,seed43,paired_source_target,3,34,3369.0,1004.0
immune,seed43,paired_source_target,3,35,3414.0,1002.5
immune,seed43,paired_source_target,7,0,3370.0,991.0
immune,seed43,paired_source_target,7,1,3379.0,992.5
immune,seed43,paired_source_target,7,2,3412.0,1020.5
immune,seed43,paired_source_target,7,3,3405.0,996.5
immune,seed43,paired_source_target,7,4,3367.0,981.0
immune,seed43,paired_source_target,7,5,3353.0,970.5
immune,seed43,paired_source_target,7,6,3433.0,996.0
immune,seed43,paired_source_target,7,7,3417.0,992.5
immune,seed43,paired_source_target,7,8,3389.0,1009.5
immune,seed43,paired_source_target,7,9,3402.0,981.0
immune,seed43,paired_source_target,7,10,3471.0,1016.0
immune,seed43,paired_source_target,7,11,3361.0,983.5
immune,seed43,paired_source_target,7,12,3382.0,999.5
immune,seed43,paired_source_target,7,13,3453.0,1036.5
immune,seed43,paired_source_target,7,14,3379.0,1000.0
immune,seed43,paired_source_target,7,15,3367.0,989.5
immune,seed43,paired_source_target,7,16,3433.0,999.5
immune,seed43,paired_source_target,7,17,3385.0,978.5
immune,seed43,paired_source_target,7,18,3363.0,980.5
immune,seed43,paired_source_target,7,19,3401.0,1013.5
immune,seed43,paired_source_target,7,20,3427.0,1007.5
immune,seed43,paired_source_target,7,21,3318.0,971.0
immune,seed43,paired_source_target,7,22,3417.0,1014.5
immune,seed43,paired_source_target,7,23,3449.0,1012.0
immune,seed43,paired_source_target,7,24,3305.0,962.5
immune,seed43,paired_source_target,7,25,3350.0,983.5
immune,seed43,paired_source_target,7,26,3360.0,990.0
immune,seed43,paired_source_target,7,27,3420.0,1003.0
immune,seed43,paired_source_target,7,28,3398.0,990.5
immune,seed43,paired_source_target,7,29,3457.0,987.0
immune,seed43,paired_source_target,7,30,3458.0,1016.0
immune,seed43,paired_source_target,7,31,3376.0,986.0
immune,seed43,paired_source_target,7,32,3393.0,1008.5
immune,seed43,paired_source_target,7,33,3417.0,1035.0
immune,seed43,paired_source_target,7,34,3385.0,988.0
immune,seed43,paired_source_target,7,35,3337.0,963.5
immune,seed43,paired_source_target,11,0,3456.0,1024.0
immune,seed43,paired_source_target,11,1,3449.0,1009.0
immune,seed43,paired_source_target,11,2,3427.0,1024.0
immune,seed43,paired_source_target,11,3,3424.0,1016.5
immune,seed43,paired_source_target,11,4,3442.0,1002.5
immune,seed43,paired_source_target,11,5,3455.0,1005.5
immune,seed43,paired_source_target,11,6,3523.0,1026.5
immune,seed43,paired_source_target,11,7,3418.0,992.0
immune,seed43,paired_source_target,11,8,3465.0,1016.0
immune,seed43,paired_source_target,11,9,3542.0,1048.5
immune,seed43,paired_source_target,11,10,3420.0,992.0
immune,seed43,paired_source_target,11,11,3407.0,1000.0
immune,seed43,paired_source_target,11,12,3354.0,977.0
immune,seed43,paired_source_target,11,13,3393.0,1004.5
immune,seed43,paired_source_target,11,14,3425.0,986.0
immune,seed43,paired_source_target,11,15,3385.0,997.0
immune,seed43,paired_source_target,11,16,3483.0,1034.0
immune,seed43,paired_source_target,11,17,3523.0,1035.5
immune,seed43,paired_source_target,11,18,3475.0,1010.5
immune,seed43,paired_source_target,11,19,3414.0,1008.5
immune,seed43,paired_source_target,11,20,3421.0,1009.5
immune,seed43,paired_source_target,11,21,3440.0,1008.0
immune,seed43,paired_source_target,11,22,3459.0,1017.5
immune,seed43,paired_source_target,11,23,3426.0,1023.5
immune,seed43,paired_source_target,11,24,3446.0,1002.0
immune,seed43,paired_source_target,11,25,3407.0,992.5
immune,seed43,paired_source_target,11,26,3470.0,1024.5
immune,seed43,paired_source_target,11,27,3487.0,1025.0
immune,seed43,paired_source_target,11,28,3465.0,1030.0
immune,seed43,paired_source_target,11,29,3444.0,1009.0
immune,seed43,paired_source_target,11,30,3426.0,1011.5
immune,seed43,paired_source_target,11,31,3391.0,990.0
immune,seed43,paired_source_target,11,32,3428.0,1014.0
immune,seed43,paired_source_target,11,33,3415.0,1027.0
immune,seed43,paired_source_target,11,34,3449.0,1021.5
immune,seed43,paired_source_target,11,35,3441.0,1024.0
immune,seed44,paired_source_target,0,0,3327.0,966.0
immune,seed44,paired_source_target,0,1,3377.0,995.5
immune,seed44,paired_source_target,0,2,3329.0,1002.0
immune,seed44,paired_source_target,0,3,3387.0,1002.5
immune,seed44,paired_source_target,0,4,3385.0,949.5
immune,seed44,paired_source_target,0,5,3291.0,977.5
immune,seed44,paired_source_target,0,6,3346.0,983.5
immune,seed44,paired_source_target,0,7,3377.0,986.5
immune,seed44,paired_source_target,0,8,3324.0,982.0
immune,seed44,paired_source_target,0,9,3326.0,986.5
immune,seed44,paired_source_target,0,10,3363.0,989.5
immune,seed44,paired_source_target,0,11,3319.0,981.5
immune,seed44,paired_source_target,0,12,3282.0,963.0
immune,seed44,paired_source_target,0,13,3395.0,986.5
immune,seed44,paired_source_target,0,14,3360.0,997.0
immune,seed44,paired_source_target,0,15,3351.0,988.5
immune,seed44,paired_source_target,0,16,3299.0,967.0
immune,seed44,paired_source_target,0,17,3323.0,960.5
immune,seed44,paired_source_target,0,18,3439.0,1010.0
immune,seed44,paired_source_target,0,19,3350.0,977.0
immune,seed44,paired_source_target,0,20,3308.0,983.0
immune,seed44,paired_source_target,0,21,3361.0,984.0
immune,seed44,paired_source_target,0,22,3437.0,1007.0
immune,seed44,paired_source_target,0,23,3381.0,979.0
immune,seed44,paired_source_target,0,24,3347.0,980.0
immune,seed44,paired_source_target,0,25,3383.0,997.0
immune,seed44,paired_source_target,0,26,3364.0,969.0
immune,seed44,paired_source_target,0,27,3448.0,1000.5
immune,seed44,paired_source_target,0,28,3334.0,990.0
immune,seed44,paired_source_target,0,29,3396.0,1016.0
immune,seed44,paired_source_target,0,30,3292.0,979.0
immune,seed44,paired_source_target,0,31,3311.0,971.5
immune,seed44,paired_source_target,0,32,3309.0,966.5
immune,seed44,paired_source_target,0,33,3336.0,983.5
immune,seed44,paired_source_target,0,34,3372.0,983.0
immune,seed44,paired_source_target,0,35,3356.0,983.5
immune,seed44,paired_source_target,3,0,3365.0,989.0
immune,seed44,paired_source_target,3,1,3308.0,963.0
immune,seed44,paired_source_target,3,2,3337.0,964.5
immune,seed44,paired_source_target,3,3,3313.0,995.5
immune,seed44,paired_source_target,3,4,3378.0,996.5
immune,seed44,paired_source_target,3,5,3363.0,981.5
immune,seed44,paired_source_target,3,6,3386.0,992.0
immune,seed44,paired_source_target,3,7,3368.0,992.0
immune,seed44,paired_source_target,3,8,3300.0,965.5
immune,seed44,paired_source_target,3,9,3296.0,977.0
immune,seed44,paired_source_target,3,10,3341.0,969.0
immune,seed44,paired_source_target,3,11,3386.0,967.5
immune,seed44,paired_source_target,3,12,3278.0,979.5
immune,seed44,paired_source_target,3,13,3395.0,984.0
immune,seed44,paired_source_target,3,14,3352.0,972.0
immune,seed44,paired_source_target,3,15,3410.0,1004.0
immune,seed44,paired_source_target,3,16,3355.0,976.5
immune,seed44,paired_source_target,3,17,3383.0,988.0
immune,seed44,paired_source_target,3,18,3373.0,1016.0
immune,seed44,paired_source_target,3,19,3338.0,986.0
immune,seed44,paired_source_target,3,20,3319.0,961.5
immune,seed44,paired_source_target,3,21,3309.0,977.0
immune,seed44,paired_source_target,3,22,3357.0,980.0
immune,seed44,paired_source_target,3,23,3365.0,969.5
immune,seed44,paired_source_target,3,24,3393.0,990.5
immune,seed44,paired_source_target,3,25,3374.0,987.0
immune,seed44,paired_source_target,3,26,3369.0,979.5
immune,seed44,paired_source_target,3,27,3407.0,1019.0
immune,seed44,paired_source_target,3,28,3334.0,983.0
immune,seed44,paired_source_target,3,29,3397.0,988.0
immune,seed44,paired_source_target,3,30,3384.0,988.5
immune,seed44,paired_source_target,3,31,3350.0,972.5
immune,seed44,paired_source_target,3,32,3352.0,989.0
immune,seed44,paired_source_target,3,33,3320.0,963.0
immune,seed44,paired_source_target,3,34,3378.0,994.5
immune,seed44,paired_source_target,3,35,3359.0,983.5
immune,seed44,paired_source_target,7,0,3386.0,992.0
immune,seed44,paired_source_target,7,1,3426.0,1009.5
immune,seed44,paired_source_target,7,2,3371.0,995.0
immune,seed44,paired_source_target,7,3,3365.0,985.0
immune,seed44,paired_source_target,7,4,3294.0,993.0
immune,seed44,paired_source_target,7,5,3295.0,960.5
immune,seed44,paired_source_target,7,6,3339.0,977.5
immune,seed44,paired_source_target,7,7,3329.0,989.0
immune,seed44,paired_source_target,7,8,3390.0,998.5
immune,seed44,paired_source_target,7,9,3327.0,1005.5
immune,seed44,paired_source_target,7,10,3394.0,1008.0
immune,seed44,paired_source_target,7,11,3394.0,1012.5
immune,seed44,paired_source_target,7,12,3340.0,977.0
immune,seed44,paired_source_target,7,13,3372.0,989.0
immune,seed44,paired_source_target,7,14,3371.0,993.5
immune,seed44,paired_source_target,7,15,3380.0,1000.5
immune,seed44,paired_source_target,7,16,3328.0,998.5
immune,seed44,paired_source_target,7,17,3382.0,1003.5
immune,seed44,paired_source_target,7,18,3282.0,968.0
immune,seed44,paired_source_target,7,19,3343.0,978.0
immune,seed44,paired_source_target,7,20,3393.0,1000.5
immune,seed44,paired_source_target,7,21,3396.0,1007.5
immune,seed44,paired_source_target,7,22,3321.0,973.0
immune,seed44,paired_source_target,7,23,3336.0,1000.5
immune,seed44,paired_source_target,7,24,3319.0,988.0
immune,seed44,paired_source_target,7,25,3396.0,984.5
immune,seed44,paired_source_target,7,26,3336.0,992.5
immune,seed44,paired_source_target,7,27,3296.0,999.5
immune,seed44,paired_source_target,7,28,3377.0,1000.0
immune,seed44,paired_source_target,7,29,3255.0,949.5
immune,seed44,paired_source_target,7,30,3401.0,1007.0
immune,seed44,paired_source_target,7,31,3312.0,965.0
immune,seed44,paired_source_target,7,32,3339.0,982.5
immune,seed44,paired_source_target,7,33,3399.0,1015.5
immune,seed44,paired_source_target,7,34,3408.0,1010.0
immune,seed44,paired_source_target,7,35,3438.0,1021.0
immune,seed44,paired_source_target,11,0,3393.0,968.5
immune,seed44,paired_source_target,11,1,3472.0,993.0
immune,seed44,paired_source_target,11,2,3435.0,1005.5
immune,seed44,paired_source_target,11,3,3438.0,1018.0
immune,seed44,paired_source_target,11,4,3427.0,982.5
immune,seed44,paired_source_target,11,5,3507.0,1027.5
immune,seed44,paired_source_target,11,6,3448.0,995.0
immune,seed44,paired_source_target,11,7,3423.0,994.0
immune,seed44,paired_source_target,11,8,3404.0,1009.5
immune,seed44,paired_source_target,11,9,3389.0,979.0
immune,seed44,paired_source_target,11,10,3414.0,981.5
immune,seed44,paired_source_target,11,11,3389.0,996.0
immune,seed44,paired_source_target,11,12,3394.0,1005.5
immune,seed44,paired_source_target,11,13,3436.0,1023.0
immune,seed44,paired_source_target,11,14,3427.0,1027.5
immune,seed44,paired_source_target,11,15,3444.0,1013.0
immune,seed44,paired_source_target,11,16,3409.0,967.5
immune,seed44,paired_source_target,11,17,3388.0,989.5
immune,seed44,paired_source_target,11,18,3421.0,976.0
immune,seed44,paired_source_target,11,19,3437.0,997.0
immune,seed44,paired_source_target,11,20,3391.0,995.0
immune,seed44,paired_source_target,11,21,3391.0,993.0
immune,seed44,paired_source_target,11,22,3411.0,1000.0
immune,seed44,paired_source_target,11,23,3432.0,993.0
immune,seed44,paired_source_target,11,24,3407.0,998.5
immune,seed44,paired_source_target,11,25,3443.0,986.5
immune,seed44,paired_source_target,11,26,3471.0,987.0
immune,seed44,paired_source_target,11,27,3417.0,991.0
immune,seed44,paired_source_target,11,28,3383.0,993.0
immune,seed44,paired_source_target,11,29,3399.0,994.5
immune,seed44,paired_source_target,11,30,3381.0,985.0
immune,seed44,paired_source_target,11,31,3420.0,1011.5
immune,seed44,paired_source_target,11,32,3387.0,988.5
immune,seed44,paired_source_target,11,33,3505.0,1010.5
immune,seed44,paired_source_target,11,34,3400.0,991.5
immune,seed44,paired_source_target,11,35,3407.0,998.0
lung,seed42_main,paired_source_target,0,0,3746.0,1065.5
lung,seed42_main,paired_source_target,0,1,3681.0,1033.0
lung,seed42_main,paired_source_target,0,2,3709.0,1011.0
lung,seed42_main,paired_source_target,0,3,3726.0,1049.0
lung,seed42_main,paired_source_target,0,4,3692.0,1044.0
lung,seed42_main,paired_source_target,0,5,3752.0,1053.5
lung,seed42_main,paired_source_target,0,6,3757.0,1070.0
lung,seed42_main,paired_source_target,0,7,3773.0,1037.0
lung,seed42_main,paired_source_target,0,8,3701.0,1026.5
lung,seed42_main,paired_source_target,0,9,3709.0,1046.5
lung,seed42_main,paired_source_target,0,10,3676.0,1026.0
lung,seed42_main,paired_source_target,0,11,3748.0,1056.5
lung,seed42_main,paired_source_target,0,12,3742.0,1054.0
lung,seed42_main,paired_source_target,0,13,3680.0,1004.5
lung,seed42_main,paired_source_target,0,14,3647.0,1019.5
lung,seed42_main,paired_source_target,0,15,3733.0,1048.0
lung,seed42_main,paired_source_target,0,16,3805.0,1053.0
lung,seed42_main,paired_source_target,0,17,3753.0,1047.0
lung,seed42_main,paired_source_target,0,18,3697.0,1057.0
lung,seed42_main,paired_source_target,0,19,3727.0,1072.0
lung,seed42_main,paired_source_target,0,20,3672.0,998.5
lung,seed42_main,paired_source_target,0,21,3681.0,1032.5
lung,seed42_main,paired_source_target,0,22,3744.0,1064.5
lung,seed42_main,paired_source_target,0,23,3754.0,1036.5
lung,seed42_main,paired_source_target,0,24,3681.0,1037.0
lung,seed42_main,paired_source_target,0,25,3720.0,1067.5
lung,seed42_main,paired_source_target,0,26,3757.0,1021.0
lung,seed42_main,paired_source_target,0,27,3687.0,1020.5
lung,seed42_main,paired_source_target,0,28,3687.0,1025.0
lung,seed42_main,paired_source_target,0,29,3796.0,1076.0
lung,seed42_main,paired_source_target,0,30,3757.0,1045.0
lung,seed42_main,paired_source_target,0,31,3700.0,1029.0
lung,seed42_main,paired_source_target,0,32,3697.0,1050.5
lung,seed42_main,paired_source_target,0,33,3702.0,1004.5
lung,seed42_main,paired_source_target,0,34,3800.0,1081.5
lung,seed42_main,paired_source_target,0,35,3734.0,1056.0
lung,seed42_main,paired_source_target,3,0,3630.0,1001.0
lung,seed42_main,paired_source_target,3,1,3764.0,1055.5
lung,seed42_main,paired_source_target,3,2,3648.0,984.5
lung,seed42_main,paired_source_target,3,3,3715.0,1059.5
lung,seed42_main,paired_source_target,3,4,3744.0,1023.5
lung,seed42_main,paired_source_target,3,5,3697.0,1047.0
lung,seed42_main,paired_source_target,3,6,3741.0,1036.5
lung,seed42_main,paired_source_target,3,7,3632.0,1029.5
lung,seed42_main,paired_source_target,3,8,3692.0,1004.5
lung,seed42_main,paired_source_target,3,9,3695.0,1016.0
lung,seed42_main,paired_source_target,3,10,3766.0,1055.0
lung,seed42_main,paired_source_target,3,11,3652.0,1017.5
lung,seed42_main,paired_source_target,3,12,3709.0,1012.0
lung,seed42_main,paired_source_target,3,13,3732.0,1026.5
lung,seed42_main,paired_source_target,3,14,3687.0,1006.0
lung,seed42_main,paired_source_target,3,15,3710.0,1031.0
lung,seed42_main,paired_source_target,3,16,3667.0,1040.0
lung,seed42_main,paired_source_target,3,17,3699.0,1016.5
lung,seed42_main,paired_source_target,3,18,3688.0,1047.5
lung,seed42_main,paired_source_target,3,19,3698.0,1044.5
lung,seed42_main,paired_source_target,3,20,3718.0,1058.0
lung,seed42_main,paired_source_target,3,21,3669.0,1034.5
lung,seed42_main,paired_source_target,3,22,3655.0,1005.5
lung,seed42_main,paired_source_target,3,23,3755.0,1040.5
lung,seed42_main,paired_source_target,3,24,3723.0,1060.0
lung,seed42_main,paired_source_target,3,25,3709.0,1052.0
lung,seed42_main,paired_source_target,3,26,3685.0,1063.0
lung,seed42_main,paired_source_target,3,27,3692.0,1024.0
lung,seed42_main,paired_source_target,3,28,3752.0,1019.5
lung,seed42_main,paired_source_target,3,29,3718.0,1070.0
lung,seed42_main,paired_source_target,3,30,3736.0,1012.5
lung,seed42_main,paired_source_target,3,31,3683.0,1052.0
lung,seed42_main,paired_source_target,3,32,3741.0,1039.5
lung,seed42_main,paired_source_target,3,33,3726.0,1017.5
lung,seed42_main,paired_source_target,3,34,3707.0,1060.5
lung,seed42_main,paired_source_target,3,35,3720.0,1077.5
lung,seed42_main,paired_source_target,7,0,3598.0,987.0
lung,seed42_main,paired_source_target,7,1,3591.0,996.5
lung,seed42_main,paired_source_target,7,2,3647.0,1046.0
lung,seed42_main,paired_source_target,7,3,3666.0,1055.5
lung,seed42_main,paired_source_target,7,4,3592.0,1014.0
lung,seed42_main,paired_source_target,7,5,3675.0,1033.5
lung,seed42_main,paired_source_target,7,6,3587.0,1004.5
lung,seed42_main,paired_source_target,7,7,3630.0,1004.5
lung,seed42_main,paired_source_target,7,8,3578.0,987.0
lung,seed42_main,paired_source_target,7,9,3619.0,1010.0
lung,seed42_main,paired_source_target,7,10,3639.0,1026.5
lung,seed42_main,paired_source_target,7,11,3657.0,1009.5
lung,seed42_main,paired_source_target,7,12,3587.0,1003.5
lung,seed42_main,paired_source_target,7,13,3671.0,1030.5
lung,seed42_main,paired_source_target,7,14,3586.0,1012.5
lung,seed42_main,paired_source_target,7,15,3568.0,999.0
lung,seed42_main,paired_source_target,7,16,3611.0,996.5
lung,seed42_main,paired_source_target,7,17,3599.0,996.5
lung,seed42_main,paired_source_target,7,18,3579.0,992.5
lung,seed42_main,paired_source_target,7,19,3497.0,984.5
lung,seed42_main,paired_source_target,7,20,3623.0,1056.5
lung,seed42_main,paired_source_target,7,21,3554.0,990.0
