domain,seed_tag,split_regime,layer,perm_idx,null_delta_auc_bif_minus_distance
immune,seed42_main,target_disjoint,0,7,0.00013744444953489587
immune,seed42_main,target_disjoint,0,8,-0.015239153342190948
immune,seed42_main,target_disjoint,0,9,-0.008527282723232776
immune,seed42_main,target_disjoint,0,10,-0.011682778210473366
immune,seed42_main,target_disjoint,0,11,-0.00959056825644089
immune,seed42_main,target_disjoint,0,12,-0.005150348956185713
immune,seed42_main,target_disjoint,0,13,-0.002233472304943418
immune,seed42_main,target_disjoint,0,14,-0.0026992562728119784
immune,seed42_main,target_disjoint,0,15,-0.010321696369939515
immune,seed42_main,target_disjoint,0,16,-0.014914631725233218
immune,seed42_main,target_disjoint,0,17,-0.004902185366747469
immune,seed42_main,target_disjoint,0,18,-0.006114369053618507
immune,seed42_main,target_disjoint,0,19,-0.0037358164963882112
immune,seed42_main,target_disjoint,0,20,-0.00640834745956842
immune,seed42_main,target_disjoint,0,21,-0.0036823658771247825
immune,seed42_main,target_disjoint,0,22,-0.010167071364212465
immune,seed42_main,target_disjoint,0,23,-0.003138314931048769
immune,seed42_main,target_disjoint,0,24,-0.0032013103037521473
immune,seed42_main,target_disjoint,0,25,-0.011757227287304883
immune,seed42_main,target_disjoint,0,26,0.0030256868404575643
immune,seed42_main,target_disjoint,0,27,-0.009550480291993124
immune,seed42_main,target_disjoint,0,28,-0.0025866281822206627
immune,seed42_main,target_disjoint,0,29,-0.0050625372245384215
immune,seed42_main,target_disjoint,0,30,-0.0012999954185184404
immune,seed42_main,target_disjoint,0,31,-0.010149890808020645
immune,seed42_main,target_disjoint,0,32,-0.008120676226691659
immune,seed42_main,target_disjoint,0,33,-0.010407599150898839
immune,seed42_main,target_disjoint,0,34,-0.004539484736030386
immune,seed42_main,target_disjoint,0,35,-0.005245796490585097
immune,seed42_main,target_disjoint,3,0,-0.007019211679723969
immune,seed42_main,target_disjoint,3,1,-0.006530520303599574
immune,seed42_main,target_disjoint,3,2,-0.00011644599196736216
immune,seed42_main,target_disjoint,3,3,-0.010837113055695569
immune,seed42_main,target_disjoint,3,4,-0.007857241031749784
immune,seed42_main,target_disjoint,3,5,-0.003256669873703877
immune,seed42_main,target_disjoint,3,6,-0.00564667613506209
immune,seed42_main,target_disjoint,3,7,-0.007864876834501655
immune,seed42_main,target_disjoint,3,8,-0.010216704082100292
immune,seed42_main,target_disjoint,3,9,-0.005438600510071723
immune,seed42_main,target_disjoint,3,10,-0.006223179242833776
immune,seed42_main,target_disjoint,3,11,-0.008179853698019324
immune,seed42_main,target_disjoint,3,12,-0.011694231914601283
immune,seed42_main,target_disjoint,3,13,-0.003451382843878359
immune,seed42_main,target_disjoint,3,14,-0.012568531329698818
immune,seed42_main,target_disjoint,3,15,-0.007070753348299541
immune,seed42_main,target_disjoint,3,16,-0.003243307218888103
immune,seed42_main,target_disjoint,3,17,-0.003808356622531872
immune,seed42_main,target_disjoint,3,18,-0.005997923061651589
immune,seed42_main,target_disjoint,3,19,-0.007565171576487839
immune,seed42_main,target_disjoint,3,20,-0.0034418380904386314
immune,seed42_main,target_disjoint,3,21,-0.0026152624425407334
immune,seed42_main,target_disjoint,3,22,-0.006259449305905607
immune,seed42_main,target_disjoint,3,23,0.002031123532016732
immune,seed42_main,target_disjoint,3,24,-0.006799682350605685
immune,seed42_main,target_disjoint,3,25,-0.009206869168155718
immune,seed42_main,target_disjoint,3,26,0.001380171347413639
immune,seed42_main,target_disjoint,3,27,-0.003913348910371095
immune,seed42_main,target_disjoint,3,28,-0.007595714787495655
immune,seed42_main,target_disjoint,3,29,-0.0008876620699135307
immune,seed42_main,target_disjoint,3,30,-0.0031268612269208518
immune,seed42_main,target_disjoint,3,31,-0.010537407797681864
immune,seed42_main,target_disjoint,3,32,-0.0039038041569311455
immune,seed42_main,target_disjoint,3,33,-0.0022621065652632666
immune,seed42_main,target_disjoint,3,34,-0.010041080618805487
immune,seed42_main,target_disjoint,3,35,-0.003770177608772296
immune,seed42_main,target_disjoint,7,0,-0.00666796475313447
immune,seed42_main,target_disjoint,7,1,9.544753439938436e-05
immune,seed42_main,target_disjoint,7,2,-0.001901314885233929
immune,seed42_main,target_disjoint,7,3,-0.0006013194667154886
immune,seed42_main,target_disjoint,7,4,-0.004491760968830638
immune,seed42_main,target_disjoint,7,5,-0.003621279455109039
immune,seed42_main,target_disjoint,7,6,-0.009733739558039578
immune,seed42_main,target_disjoint,7,7,-0.011740046731112841
immune,seed42_main,target_disjoint,7,8,-0.0008876620699134197
immune,seed42_main,target_disjoint,7,9,-0.007889693193445457
immune,seed42_main,target_disjoint,7,10,-0.00429323009728011
immune,seed42_main,target_disjoint,7,11,-0.002225836502191436
immune,seed42_main,target_disjoint,7,12,0.0024129136696141584
immune,seed42_main,target_disjoint,7,13,-0.006526702402223528
immune,seed42_main,target_disjoint,7,14,-0.001887952230418044
immune,seed42_main,target_disjoint,7,15,-0.006593515676303063
immune,seed42_main,target_disjoint,7,16,-0.0016951482109313076
immune,seed42_main,target_disjoint,7,17,-0.0032585788243918445
immune,seed42_main,target_disjoint,7,18,-0.005682946198133809
immune,seed42_main,target_disjoint,7,19,-0.006511430796719564
immune,seed42_main,target_disjoint,7,20,-0.0021437516226080477
immune,seed42_main,target_disjoint,7,21,-0.00488309585986757
immune,seed42_main,target_disjoint,7,22,-0.005123623646553943
immune,seed42_main,target_disjoint,7,23,-0.007964142270276753
immune,seed42_main,target_disjoint,7,24,0.000983109604312804
immune,seed42_main,target_disjoint,7,25,0.00012408179471912195
immune,seed42_main,target_disjoint,7,26,-0.005738305768085428
immune,seed42_main,target_disjoint,7,27,0.0029741451718819922
immune,seed42_main,target_disjoint,7,28,7.444907683151758e-05
immune,seed42_main,target_disjoint,7,29,0.00511789679449004
immune,seed42_main,target_disjoint,7,30,-0.00826193857760249
immune,seed42_main,target_disjoint,7,31,-0.005623768726806144
immune,seed42_main,target_disjoint,7,32,-0.005171347413753469
immune,seed42_main,target_disjoint,7,33,-0.003268123577831683
immune,seed42_main,target_disjoint,7,34,-0.00888998335394997
immune,seed42_main,target_disjoint,7,35,-0.009371038927322495
immune,seed42_main,target_disjoint,11,0,-0.00026534414563006425
immune,seed42_main,target_disjoint,11,1,-0.002767978497579371
immune,seed42_main,target_disjoint,11,2,0.0012656343061346886
immune,seed42_main,target_disjoint,11,3,0.0003684274827813194
immune,seed42_main,target_disjoint,11,4,-0.010327423222003307
immune,seed42_main,target_disjoint,11,5,0.0001450802522867667
immune,seed42_main,target_disjoint,11,6,0.004552847390846271
immune,seed42_main,target_disjoint,11,7,-0.002987507826697877
immune,seed42_main,target_disjoint,11,8,-0.0012331821444387936
immune,seed42_main,target_disjoint,11,9,0.0005039629816282476
immune,seed42_main,target_disjoint,11,10,-0.0016226080847879798
immune,seed42_main,target_disjoint,11,11,-0.004560483193598253
immune,seed42_main,target_disjoint,11,12,0.0028825155388586543
immune,seed42_main,target_disjoint,11,13,0.002260197614575188
immune,seed42_main,target_disjoint,11,14,-0.00929277194911493
immune,seed42_main,target_disjoint,11,15,-0.006858859821933017
immune,seed42_main,target_disjoint,11,16,0.0045452115880944
immune,seed42_main,target_disjoint,11,17,0.0004524213130526755
immune,seed42_main,target_disjoint,11,18,0.007122295016875224
immune,seed42_main,target_disjoint,11,19,-0.0071585650799468326
immune,seed42_main,target_disjoint,11,20,-0.0034991066110779956
immune,seed42_main,target_disjoint,11,21,-0.0038579893404193655
immune,seed42_main,target_disjoint,11,22,-0.0022754692200790405
immune,seed42_main,target_disjoint,11,23,-0.0007024938531787761
immune,seed42_main,target_disjoint,11,24,-0.0008456651547776861
immune,seed42_main,target_disjoint,11,25,0.0018001404987707526
immune,seed42_main,target_disjoint,11,26,-0.00216856798155185
immune,seed42_main,target_disjoint,11,27,-0.0020101250744490873
immune,seed42_main,target_disjoint,11,28,-0.00756326262579976
immune,seed42_main,target_disjoint,11,29,-0.003254760923015798
immune,seed42_main,target_disjoint,11,30,0.004125242436737397
immune,seed42_main,target_disjoint,11,31,-0.0020922099540324757
immune,seed42_main,target_disjoint,11,32,-0.0018478642659702782
immune,seed42_main,target_disjoint,11,33,-0.004172966203936923
immune,seed42_main,target_disjoint,11,34,-0.006654602098318585
immune,seed42_main,target_disjoint,11,35,-0.0036422779126769056
lung,seed42_main,source_disjoint,0,0,-0.0025577539351491207
lung,seed42_main,source_disjoint,0,1,-0.00024908359542885616
lung,seed42_main,source_disjoint,0,2,-0.009100845397158275
lung,seed42_main,source_disjoint,0,3,-0.007814533098376875
lung,seed42_main,source_disjoint,0,4,-0.014197764939439361
lung,seed42_main,source_disjoint,0,5,-9.294164008533112e-05
lung,seed42_main,source_disjoint,0,6,-0.0034908880016059074
lung,seed42_main,source_disjoint,0,7,-0.005866476322187841
lung,seed42_main,source_disjoint,0,8,-0.003494605667209494
lung,seed42_main,source_disjoint,0,9,-0.012457897437041288
lung,seed42_main,source_disjoint,0,10,-0.007781074107946151
lung,seed42_main,source_disjoint,0,11,-0.0037734305874655982
lung,seed42_main,source_disjoint,0,12,0.0013978422668837753
lung,seed42_main,source_disjoint,0,13,0.00039035488835859056
lung,seed42_main,source_disjoint,0,14,-0.004130326485393354
lung,seed42_main,source_disjoint,0,15,-0.010877889555590325
lung,seed42_main,source_disjoint,0,16,-0.008308982623631
lung,seed42_main,source_disjoint,0,17,-0.013524867465221302
lung,seed42_main,source_disjoint,0,18,7.43533120682871e-05
lung,seed42_main,source_disjoint,0,19,-0.0010706876937832677
lung,seed42_main,source_disjoint,0,20,0.006279137204166729
lung,seed42_main,source_disjoint,0,21,-0.008517171897422293
lung,seed42_main,source_disjoint,0,22,-0.006100689255202796
lung,seed42_main,source_disjoint,0,23,-0.00666949209252532
lung,seed42_main,source_disjoint,0,24,-0.003762277590655394
lung,seed42_main,source_disjoint,0,25,-0.008015287040961327
lung,seed42_main,source_disjoint,0,26,-0.009275575680518733
lung,seed42_main,source_disjoint,0,27,-0.013420772828325656
lung,seed42_main,source_disjoint,0,28,-0.005327414809692788
lung,seed42_main,source_disjoint,0,29,-0.003323593049452289
lung,seed42_main,source_disjoint,0,30,-0.00013755362732637
lung,seed42_main,source_disjoint,0,31,-0.0039407255396192165
lung,seed42_main,source_disjoint,0,32,-0.005026283895816275
lung,seed42_main,source_disjoint,0,33,0.0015353958942101453
lung,seed42_main,source_disjoint,0,34,-0.002323541002133944
lung,seed42_main,source_disjoint,0,35,-0.00010037697129228196
lung,seed42_main,source_disjoint,3,0,-0.004353386421598104
lung,seed42_main,source_disjoint,3,1,0.0010706876937833787
lung,seed42_main,source_disjoint,3,2,-0.008268088301993326
lung,seed42_main,source_disjoint,3,3,-0.0031339921036781515
lung,seed42_main,source_disjoint,3,4,-0.01085186589636633
lung,seed42_main,source_disjoint,3,5,-0.0067401277389901315
lung,seed42_main,source_disjoint,3,6,-0.002219446365238298
lung,seed42_main,source_disjoint,3,7,-0.006364643513045221
lung,seed42_main,source_disjoint,3,8,-0.009892708170685327
lung,seed42_main,source_disjoint,3,9,-0.005524451086673654
lung,seed42_main,source_disjoint,3,10,-0.0011152996810241955
lung,seed42_main,source_disjoint,3,11,-0.00444261039607996
lung,seed42_main,source_disjoint,3,12,-0.003862654561947565
lung,seed42_main,source_disjoint,3,13,0.0027585078777334626
lung,seed42_main,source_disjoint,3,14,-0.0037920189154825312
lung,seed42_main,source_disjoint,3,15,-0.01216048418876814
lung,seed42_main,source_disjoint,3,16,-0.008398206598112745
lung,seed42_main,source_disjoint,3,17,-0.01229060248488767
lung,seed42_main,source_disjoint,3,18,0.0015428312254168741
lung,seed42_main,source_disjoint,3,19,-0.005041154558229732
lung,seed42_main,source_disjoint,3,20,-0.010647394288178513
lung,seed42_main,source_disjoint,3,21,-0.0019517744417923977
lung,seed42_main,source_disjoint,3,22,-0.0032529574029873665
lung,seed42_main,source_disjoint,3,23,-0.004345951090391265
lung,seed42_main,source_disjoint,3,24,-0.0033533343742797594
lung,seed42_main,source_disjoint,3,25,-0.007569167168551494
lung,seed42_main,source_disjoint,3,26,-0.0057214873636546315
lung,seed42_main,source_disjoint,3,27,-0.013160536236086595
lung,seed42_main,source_disjoint,3,28,-0.00040894321637552355
lung,seed42_main,source_disjoint,3,29,0.0006766151398215348
lung,seed42_main,source_disjoint,3,30,-0.009911296498702593
lung,seed42_main,source_disjoint,3,31,-0.013714468410995329
lung,seed42_main,source_disjoint,3,32,-0.00894470344181486
lung,seed42_main,source_disjoint,3,33,-0.002193422706014303
lung,seed42_main,source_disjoint,3,34,-0.010617652963351154
lung,seed42_main,source_disjoint,3,35,-0.00537574446253708
lung,seed42_main,source_disjoint,7,0,0.0036024179697085046
lung,seed42_main,source_disjoint,7,1,0.005041154558229843
lung,seed42_main,source_disjoint,7,2,-0.0049779542429717605
lung,seed42_main,source_disjoint,7,3,-0.0007769921111135947
lung,seed42_main,source_disjoint,7,4,-0.006182477898478034
lung,seed42_main,source_disjoint,7,5,-0.0064278438283034145
lung,seed42_main,source_disjoint,7,6,-0.011948577249373593
lung,seed42_main,source_disjoint,7,7,-0.0007546861174930752
lung,seed42_main,source_disjoint,7,8,-0.0008290394295613623
lung,seed42_main,source_disjoint,7,9,-0.011673469994720964
lung,seed42_main,source_disjoint,7,10,-0.005569063073914693
lung,seed42_main,source_disjoint,7,11,-0.0013197712892120128
lung,seed42_main,source_disjoint,7,12,-0.007461354866052483
lung,seed42_main,source_disjoint,7,13,-0.007877733413634957
lung,seed42_main,source_disjoint,7,14,0.0017770441584321617
lung,seed42_main,source_disjoint,7,15,-0.0037288186002245594
lung,seed42_main,source_disjoint,7,16,-0.004687976325905452
lung,seed42_main,source_disjoint,7,17,-0.010338828043095272
lung,seed42_main,source_disjoint,7,18,-0.0023830236517886627
lung,seed42_main,source_disjoint,7,19,-0.003494605667209494
lung,seed42_main,source_disjoint,7,20,-0.010297933721457597
lung,seed42_main,source_disjoint,7,21,-0.01020870974697563
lung,seed42_main,source_disjoint,7,22,0.0018476798048968623
lung,seed42_main,source_disjoint,7,23,-0.000568802837322524
lung,seed42_main,source_disjoint,7,24,0.0041526324790137625
lung,seed42_main,source_disjoint,7,25,-0.0033273107150557646
lung,seed42_main,source_disjoint,7,26,0.0008513454231817708
lung,seed42_main,source_disjoint,7,27,-0.002699025228078855
lung,seed42_main,source_disjoint,7,28,-0.0016952555151570348
lung,seed42_main,source_disjoint,7,29,-0.005691746038827272
lung,seed42_main,source_disjoint,7,30,-0.00640182016907942
lung,seed42_main,source_disjoint,7,31,-0.005829299666153642
lung,seed42_main,source_disjoint,7,32,-0.000568802837322413
lung,seed42_main,source_disjoint,7,33,-0.002293799677306696
lung,seed42_main,source_disjoint,7,34,-0.004844118281248977
lung,seed42_main,source_disjoint,7,35,-0.0034090993583310025
lung,seed42_main,source_disjoint,11,0,-0.000531626181288436
lung,seed42_main,source_disjoint,11,1,-0.00194433911058578
lung,seed42_main,source_disjoint,11,2,-0.011599116682652622
lung,seed42_main,source_disjoint,11,3,-0.007992981047340808
lung,seed42_main,source_disjoint,11,4,0.0018105031488626633
lung,seed42_main,source_disjoint,11,5,-0.006160171904857514
lung,seed42_main,source_disjoint,11,6,-0.002405329645409182
lung,seed42_main,source_disjoint,11,7,-0.0058776293189981565
lung,seed42_main,source_disjoint,11,8,-0.006122995248823426
lung,seed42_main,source_disjoint,11,9,0.005297673484865428
lung,seed42_main,source_disjoint,11,10,-0.0033273107150559866
lung,seed42_main,source_disjoint,11,11,-0.014751697114348095
lung,seed42_main,source_disjoint,11,12,-0.001513089900589737
lung,seed42_main,source_disjoint,11,13,-0.0047028469883191315
lung,seed42_main,source_disjoint,11,14,-0.004464916389700702
lung,seed42_main,source_disjoint,11,15,0.0006394384837872247
lung,seed42_main,source_disjoint,11,16,-0.0020521514130847907
lung,seed42_main,source_disjoint,11,17,-0.010394593027146404
lung,seed42_main,source_disjoint,11,18,0.005030001561419417
lung,seed42_main,source_disjoint,11,19,-0.0018551151361038132
lung,seed42_main,source_disjoint,11,20,-0.007104458968124727
lung,seed42_main,source_disjoint,11,21,0.0018402444736900225
lung,seed42_main,source_disjoint,11,22,-0.009413129307845103
lung,seed42_main,source_disjoint,11,23,-0.005052307555040048
lung,seed42_main,source_disjoint,11,24,-0.009361081989397335
lung,seed42_main,source_disjoint,11,25,-0.0007955804391307497
lung,seed42_main,source_disjoint,11,26,0.00353178232324336
lung,seed42_main,source_disjoint,11,27,-0.007769921111135947
lung,seed42_main,source_disjoint,11,28,-0.0062902902009771555
lung,seed42_main,source_disjoint,11,29,-0.006323749191407879
lung,seed42_main,source_disjoint,11,30,-0.001981515766619868
lung,seed42_main,source_disjoint,11,31,-0.002167399046790641
lung,seed42_main,source_disjoint,11,32,-0.0015168075661932123
lung,seed42_main,source_disjoint,11,33,0.005156402191935472
lung,seed42_main,source_disjoint,11,34,-0.0036544652881562723
lung,seed42_main,source_disjoint,11,35,-0.007416742878811555
lung,seed42_main,target_disjoint,0,0,-0.0036068293752771208
lung,seed42_main,target_disjoint,0,1,-0.005926356792425036
lung,seed42_main,target_disjoint,0,2,-0.008565325806590085
lung,seed42_main,target_disjoint,0,3,0.003239709927958745
lung,seed42_main,target_disjoint,0,4,0.0034900186420394608
lung,seed42_main,target_disjoint,0,5,-4.2910065270906905e-05
lung,seed42_main,target_disjoint,0,6,-0.00622434335680655
lung,seed42_main,target_disjoint,0,7,0.001046528814108716
lung,seed42_main,target_disjoint,0,8,-0.001120429482075469
lung,seed42_main,target_disjoint,0,9,-0.0001597207985085669
lung,seed42_main,target_disjoint,0,10,-0.005316080308571003
lung,seed42_main,target_disjoint,0,11,0.0031634253674770463
lung,seed42_main,target_disjoint,0,12,-0.001358818733580902
lung,seed42_main,target_disjoint,0,13,0.0029822495363328594
lung,seed42_main,target_disjoint,0,14,-0.0012134012901625635
lung,seed42_main,target_disjoint,0,15,0.0012563113554336924
lung,seed42_main,target_disjoint,0,16,-0.003880977014508402
lung,seed42_main,target_disjoint,0,17,-0.0029131166533963304
lung,seed42_main,target_disjoint,0,18,0.0027486280698575394
lung,seed42_main,target_disjoint,0,19,-0.002016773067735955
lung,seed42_main,target_disjoint,0,20,0.00524217964060425
lung,seed42_main,target_disjoint,0,21,0.0024387220429005207
lung,seed42_main,target_disjoint,0,22,0.0008438979503291311
lung,seed42_main,target_disjoint,0,23,-0.0032730844231695366
lung,seed42_main,target_disjoint,0,24,-0.0010203059964432049
lung,seed42_main,target_disjoint,0,25,-0.005561621237621717
lung,seed42_main,target_disjoint,0,26,0.0020358442078562966
lung,seed42_main,target_disjoint,0,27,-0.003330297843530894
lung,seed42_main,target_disjoint,0,28,0.0047820883851988905
lung,seed42_main,target_disjoint,0,29,0.003223022680353238
lung,seed42_main,target_disjoint,0,30,-0.00841037279311152
lung,seed42_main,target_disjoint,0,31,0.000886808015600149
lung,seed42_main,target_disjoint,0,32,0.002050147562946636
lung,seed42_main,target_disjoint,0,33,0.00042194897516467655
lung,seed42_main,target_disjoint,0,34,0.000674641581760449
lung,seed42_main,target_disjoint,0,35,-0.0038523703043277235
lung,seed42_main,target_disjoint,3,0,0.0030466146342393863
lung,seed42_main,target_disjoint,3,1,0.0013635865186110152
lung,seed42_main,target_disjoint,3,2,3.3374495210902744e-05
lung,seed42_main,target_disjoint,3,3,0.0015256912096347497
lung,seed42_main,target_disjoint,3,4,-0.002877358265670482
lung,seed42_main,target_disjoint,3,5,-0.006722576892452925
lung,seed42_main,target_disjoint,3,6,0.006441277575676585
lung,seed42_main,target_disjoint,3,7,-0.0035233931372501415
lung,seed42_main,target_disjoint,3,8,-0.002712869682131691
lung,seed42_main,target_disjoint,3,9,0.0001454174434182276
lung,seed42_main,target_disjoint,3,10,-0.004465030680696813
lung,seed42_main,target_disjoint,3,11,-0.0034447246842534973
lung,seed42_main,target_disjoint,3,12,-0.009282877453621441
lung,seed42_main,target_disjoint,3,13,-0.00032182548953252343
lung,seed42_main,target_disjoint,3,14,-0.007275639955945712
lung,seed42_main,target_disjoint,3,15,-0.0022170200390004835
lung,seed42_main,target_disjoint,3,16,0.0028797421581856497
lung,seed42_main,target_disjoint,3,17,-3.099060269573517e-05
lung,seed42_main,target_disjoint,3,18,0.006493723211007718
lung,seed42_main,target_disjoint,3,19,-0.003244477712988858
lung,seed42_main,target_disjoint,3,20,0.0029607945036974614
lung,seed42_main,target_disjoint,3,21,-0.003425653544133045
lung,seed42_main,target_disjoint,3,22,-0.00046485904043558346
lung,seed42_main,target_disjoint,3,23,-1.191946257539378e-05
lung,seed42_main,target_disjoint,3,24,-0.006474652070887377
lung,seed42_main,target_disjoint,3,25,0.003244477712988858
lung,seed42_main,target_disjoint,3,26,-0.006145674903809795
lung,seed42_main,target_disjoint,3,27,-0.005192117897788173
lung,seed42_main,target_disjoint,3,28,-0.004641438726810554
lung,seed42_main,target_disjoint,3,29,0.006226727249321828
lung,seed42_main,target_disjoint,3,30,-0.007738115103866239
lung,seed42_main,target_disjoint,3,31,0.0011490361922561476
lung,seed42_main,target_disjoint,3,32,0.002250394534211164
lung,seed42_main,target_disjoint,3,33,-0.002677111294405843
lung,seed42_main,target_disjoint,3,34,-0.004116982373498668
lung,seed42_main,target_disjoint,3,35,-0.005070539379520511
lung,seed42_main,target_disjoint,7,0,-0.005611682980437793
lung,seed42_main,target_disjoint,7,1,0.0009630925760819586
lung,seed42_main,target_disjoint,7,2,0.00021693421886981312
lung,seed42_main,target_disjoint,7,3,-0.006181433291535643
lung,seed42_main,target_disjoint,7,4,0.0014327194015475442
lung,seed42_main,target_disjoint,7,5,-0.002989401213878029
lung,seed42_main,target_disjoint,7,6,-0.004024010565411684
lung,seed42_main,target_disjoint,7,7,0.0003742711248634345
lung,seed42_main,target_disjoint,7,8,-0.006105148731053944
lung,seed42_main,target_disjoint,7,9,-0.0030442307417244407
lung,seed42_main,target_disjoint,7,10,-0.0018951945494681821
lung,seed42_main,target_disjoint,7,11,-0.00275577974740282
lung,seed42_main,target_disjoint,7,12,-0.005835768876852887
lung,seed42_main,target_disjoint,7,13,0.004515092423512668
lung,seed42_main,target_disjoint,7,14,-0.0031133636246609697
lung,seed42_main,target_disjoint,7,15,-0.0018379811291068249
lung,seed42_main,target_disjoint,7,16,-0.0009964670712926393
lung,seed42_main,target_disjoint,7,17,0.00030513824192690553
lung,seed42_main,target_disjoint,7,18,-0.004424504507940741
lung,seed42_main,target_disjoint,7,19,-0.008324552662569595
lung,seed42_main,target_disjoint,7,20,0.0027700831024929373
lung,seed42_main,target_disjoint,7,21,-0.005072923272035457
lung,seed42_main,target_disjoint,7,22,0.006567623878974582
lung,seed42_main,target_disjoint,7,23,-0.00130637309824988
lung,seed42_main,target_disjoint,7,24,-0.002612746196499427
lung,seed42_main,target_disjoint,7,25,-0.005468649429534511
lung,seed42_main,target_disjoint,7,26,-0.006381680262800282
lung,seed42_main,target_disjoint,7,27,-0.005809546059187265
lung,seed42_main,target_disjoint,7,28,-0.010124391511435515
lung,seed42_main,target_disjoint,7,29,-0.004751097782503155
lung,seed42_main,target_disjoint,7,30,0.005051468239400059
lung,seed42_main,target_disjoint,7,31,-0.002257546211756334
lung,seed42_main,target_disjoint,7,32,0.001072751631774449
lung,seed42_main,target_disjoint,7,33,-0.0025364616360176173
lung,seed42_main,target_disjoint,7,34,0.0013302120234002235
lung,seed42_main,target_disjoint,7,35,-0.0008081395626035048
lung,seed42_main,target_disjoint,11,0,-0.0033016911333502152
lung,seed42_main,target_disjoint,11,1,-0.0014875489293939559
lung,seed42_main,target_disjoint,11,2,-0.006100380946023942
lung,seed42_main,target_disjoint,11,3,-0.0010536804916541076
lung,seed42_main,target_disjoint,11,4,0.0033279139510157263
lung,seed42_main,target_disjoint,11,5,-0.00031467381198724276
lung,seed42_main,target_disjoint,11,6,-0.004412585045365569
lung,seed42_main,target_disjoint,11,7,-0.000419565082649509
lung,seed42_main,target_disjoint,11,8,0.006510410458613225
lung,seed42_main,target_disjoint,11,9,0.002176493866244411
lung,seed42_main,target_disjoint,11,10,-0.005623602443013076
lung,seed42_main,target_disjoint,11,11,0.0029345716860318394
lung,seed42_main,target_disjoint,11,12,0.0007437744646969779
lung,seed42_main,target_disjoint,11,13,-0.0012706147105239207
lung,seed42_main,target_disjoint,11,14,-0.0017879193862907483
lung,seed42_main,target_disjoint,11,15,-0.00029560267186679035
lung,seed42_main,target_disjoint,11,16,-0.0019571757548595414
lung,seed42_main,target_disjoint,11,17,-0.005204037360363567
lung,seed42_main,target_disjoint,11,18,0.0008558174129045248
lung,seed42_main,target_disjoint,11,19,-0.002240858964150827
lung,seed42_main,target_disjoint,11,20,-0.002326679094692974
lung,seed42_main,target_disjoint,11,21,-0.006014560815482017
lung,seed42_main,target_disjoint,11,22,0.0017521609985649
lung,seed42_main,target_disjoint,11,23,-0.0021907972213348614
lung,seed42_main,target_disjoint,11,24,-0.005056236024430172
lung,seed42_main,target_disjoint,11,25,0.007928826505070541
lung,seed42_main,target_disjoint,11,26,0.003802308561511536
lung,seed42_main,target_disjoint,11,27,-0.005988337997816395
lung,seed42_main,target_disjoint,11,28,-0.006734496355028319
lung,seed42_main,target_disjoint,11,29,0.00048154628804109034
lung,seed42_main,target_disjoint,11,30,0.00022170200389992623
lung,seed42_main,target_disjoint,11,31,-0.0023695891599637697
lung,seed42_main,target_disjoint,11,32,0.0017545448910799566
lung,seed42_main,target_disjoint,11,33,0.00039811005001411104
lung,seed42_main,target_disjoint,11,34,-0.0028821260507005952
lung,seed42_main,target_disjoint,11,35,-0.0012038657201024483
