domain,n_rows,mean_excess_unweighted_h1_total,mean_excess_weighted_h1_total,spearman_utility_vs_excess_unweighted,spearman_utility_vs_excess_weighted,weighted_minus_unweighted_spearman,combined_fisher_p_unweighted,combined_fisher_p_weighted
external_lung,12,210.73148148148155,101.11458333333333,0.3846153846153847,-0.35664335664335667,-0.7412587412587414,5.107093668906918e-09,5.107093668906918e-09
immune,12,210.4791666666666,78.8738425925926,0.5594405594405596,0.1958041958041958,-0.36363636363636376,5.107093668906918e-09,5.107093668906918e-09
lung,12,212.98611111111111,129.57060185185182,-0.5594405594405596,-0.23076923076923078,0.3286713286713288,5.107093668906918e-09,5.107093668906918e-09
