hypothesis_id,null_kind,domain,seed_tag,split_regime,perm_idx,null_value
H115,label_permutation,lung,seed42_main,source_disjoint,5,-0.0038463814426888954
H115,layer_order_permutation,lung,seed42_main,source_disjoint,6,-0.028877448369726055
H115,label_permutation,lung,seed42_main,source_disjoint,6,-0.00994141665187287
H115,layer_order_permutation,lung,seed42_main,source_disjoint,7,-0.014912124977809471
H115,label_permutation,lung,seed42_main,source_disjoint,7,-0.01219007041836806
H115,layer_order_permutation,lung,seed42_main,source_disjoint,8,-0.015208000473400762
H115,label_permutation,lung,seed42_main,source_disjoint,8,0.006568436002130307
H115,layer_order_permutation,lung,seed42_main,source_disjoint,9,-0.02106633528611157
H115,label_permutation,lung,seed42_main,source_disjoint,9,-0.011539144328066686
H115,layer_order_permutation,lung,seed42_main,source_disjoint,10,-0.007633587786259555
H115,label_permutation,lung,seed42_main,source_disjoint,10,-0.019113557015208005
H115,layer_order_permutation,lung,seed42_main,source_disjoint,11,-0.007633587786259444
H115,label_permutation,lung,seed42_main,source_disjoint,11,-0.01319604710337896
H115,layer_order_permutation,lung,seed42_main,source_disjoint,12,-0.0101189419492278
H115,label_permutation,lung,seed42_main,source_disjoint,12,-0.007041836795076639
H115,layer_order_permutation,lung,seed42_main,source_disjoint,13,-0.009053790165098552
H115,label_permutation,lung,seed42_main,source_disjoint,13,-0.003372980649742563
H115,layer_order_permutation,lung,seed42_main,source_disjoint,14,-0.021658086277294597
H115,label_permutation,lung,seed42_main,source_disjoint,14,-0.01029646724658273
H115,layer_order_permutation,lung,seed42_main,source_disjoint,15,-0.02106633528611157
H115,label_permutation,lung,seed42_main,source_disjoint,15,0.0037872063435706593
H115,layer_order_permutation,lung,seed42_main,target_disjoint,0,-0.009869264291207158
H115,label_permutation,lung,seed42_main,target_disjoint,0,-0.00961291976416312
H115,layer_order_permutation,lung,seed42_main,target_disjoint,1,-0.0038451679056652477
H115,label_permutation,lung,seed42_main,target_disjoint,1,-0.008138938733658008
H115,layer_order_permutation,lung,seed42_main,target_disjoint,2,-0.01698282491668801
H115,label_permutation,lung,seed42_main,target_disjoint,2,-0.007305819020763771
H115,layer_order_permutation,lung,seed42_main,target_disjoint,3,0.00044860292232762333
H115,label_permutation,lung,seed42_main,target_disjoint,3,-0.004678287618559374
H115,layer_order_permutation,lung,seed42_main,target_disjoint,4,-0.004229684696231528
H115,label_permutation,lung,seed42_main,target_disjoint,4,-0.005126890540886886
H115,layer_order_permutation,lung,seed42_main,target_disjoint,5,0.005126890540886997
H115,label_permutation,lung,seed42_main,target_disjoint,5,-0.0023071007433990154
H115,layer_order_permutation,lung,seed42_main,target_disjoint,6,-0.009612919764162897
H115,label_permutation,lung,seed42_main,target_disjoint,6,-0.005062804409125876
H115,layer_order_permutation,lung,seed42_main,target_disjoint,7,-0.00025634452704437205
H115,label_permutation,lung,seed42_main,target_disjoint,7,-0.017110997180210252
H115,layer_order_permutation,lung,seed42_main,target_disjoint,8,0.0005126890540887441
H115,label_permutation,lung,seed42_main,target_disjoint,8,-0.0027557036657268608
H115,layer_order_permutation,lung,seed42_main,target_disjoint,9,1.1102230246251565e-16
H115,label_permutation,lung,seed42_main,target_disjoint,9,-0.01390669059215599
H115,layer_order_permutation,lung,seed42_main,target_disjoint,10,-0.006793129966675138
H115,label_permutation,lung,seed42_main,target_disjoint,10,-0.008267110997180138
H115,layer_order_permutation,lung,seed42_main,target_disjoint,11,-0.004998718277364755
H115,label_permutation,lung,seed42_main,target_disjoint,11,-0.008074852601896887
H115,layer_order_permutation,lung,seed42_main,target_disjoint,12,-0.004550115355037132
H115,label_permutation,lung,seed42_main,target_disjoint,12,-0.006793129966675138
H115,layer_order_permutation,lung,seed42_main,target_disjoint,13,-0.0044219430915150015
H115,label_permutation,lung,seed42_main,target_disjoint,13,-0.010381953345296013
H115,layer_order_permutation,lung,seed42_main,target_disjoint,14,-0.0006408613176107636
H115,label_permutation,lung,seed42_main,target_disjoint,14,-0.010317867213534782
H115,layer_order_permutation,lung,seed42_main,target_disjoint,15,-0.0028838759292487692
H115,label_permutation,lung,seed42_main,target_disjoint,15,-0.011855934375801014
H115,layer_order_permutation,external_lung,seed42_main,source_disjoint,0,-0.005099620493358548
H115,label_permutation,external_lung,seed42_main,source_disjoint,0,-0.009220825426944801
H115,layer_order_permutation,external_lung,seed42_main,source_disjoint,1,-0.009250474383301621
H115,label_permutation,external_lung,seed42_main,source_disjoint,1,-0.010762571157495127
H115,layer_order_permutation,external_lung,seed42_main,source_disjoint,2,-0.009191176470588092
H115,label_permutation,external_lung,seed42_main,source_disjoint,2,-0.004654886148007464
H115,layer_order_permutation,external_lung,seed42_main,source_disjoint,3,-0.007352941176470562
H115,label_permutation,external_lung,seed42_main,source_disjoint,3,-0.004358396584440261
H115,layer_order_permutation,external_lung,seed42_main,source_disjoint,4,-0.008953984819734306
H115,label_permutation,external_lung,seed42_main,source_disjoint,4,-0.0006819259962048685
H115,layer_order_permutation,external_lung,seed42_main,source_disjoint,5,0.0011859582542694813
H115,label_permutation,external_lung,seed42_main,source_disjoint,5,-0.005900142314990475
H115,layer_order_permutation,external_lung,seed42_main,source_disjoint,6,-0.017196394686906924
H115,label_permutation,external_lung,seed42_main,source_disjoint,6,-0.005989089184060825
H115,layer_order_permutation,external_lung,seed42_main,source_disjoint,7,-0.014527988614800758
H115,label_permutation,external_lung,seed42_main,source_disjoint,7,1.1102230246251565e-16
H115,layer_order_permutation,external_lung,seed42_main,source_disjoint,8,-0.00438804554079697
H115,label_permutation,external_lung,seed42_main,source_disjoint,8,-0.014557637571157578
H115,layer_order_permutation,external_lung,seed42_main,source_disjoint,9,-0.006285578747628029
H115,label_permutation,external_lung,seed42_main,source_disjoint,9,-0.0018678842504743498
H115,layer_order_permutation,external_lung,seed42_main,source_disjoint,10,-0.026446869070208656
H115,label_permutation,external_lung,seed42_main,source_disjoint,10,-0.0018085863377609313
H115,layer_order_permutation,external_lung,seed42_main,source_disjoint,11,-0.009428368121442099
H115,label_permutation,external_lung,seed42_main,source_disjoint,11,-0.0030834914611006514
H115,layer_order_permutation,external_lung,seed42_main,source_disjoint,12,-0.004032258064516014
H115,label_permutation,external_lung,seed42_main,source_disjoint,12,-0.003024193548387011
H115,layer_order_permutation,external_lung,seed42_main,source_disjoint,13,-0.0022533206831119035
H115,label_permutation,external_lung,seed42_main,source_disjoint,13,-0.0077087286527512955
H115,layer_order_permutation,external_lung,seed42_main,source_disjoint,14,-0.002727703984819585
H115,label_permutation,external_lung,seed42_main,source_disjoint,14,-0.011770635673624241
H115,layer_order_permutation,external_lung,seed42_main,source_disjoint,15,-0.0008301707779884149
H115,label_permutation,external_lung,seed42_main,source_disjoint,15,-0.004180502846299783
H115,layer_order_permutation,external_lung,seed42_main,target_disjoint,0,-0.00911733615221988
H115,label_permutation,external_lung,seed42_main,target_disjoint,0,-0.0038979915433404733
H115,layer_order_permutation,external_lung,seed42_main,target_disjoint,1,-0.01638477801268512
H115,label_permutation,external_lung,seed42_main,target_disjoint,1,0.0005285412262157063
H115,layer_order_permutation,external_lung,seed42_main,target_disjoint,2,-0.015790169133192533
H115,label_permutation,external_lung,seed42_main,target_disjoint,2,-0.005681818181818121
H115,layer_order_permutation,external_lung,seed42_main,target_disjoint,3,0.00640856236786469
H115,label_permutation,external_lung,seed42_main,target_disjoint,3,-0.027219873150105656
H115,layer_order_permutation,external_lung,seed42_main,target_disjoint,4,0.0044926004228328376
H115,label_permutation,external_lung,seed42_main,target_disjoint,4,-0.017838266384777923
H115,layer_order_permutation,external_lung,seed42_main,target_disjoint,5,-0.011760042283298078
H115,label_permutation,external_lung,seed42_main,target_disjoint,5,-0.009711945031712688
H115,layer_order_permutation,external_lung,seed42_main,target_disjoint,6,-0.018697145877378474
H115,label_permutation,external_lung,seed42_main,target_disjoint,6,-0.004955073995771775
H115,layer_order_permutation,external_lung,seed42_main,target_disjoint,7,-0.013345665961945197
H115,label_permutation,external_lung,seed42_main,target_disjoint,7,-0.010174418604651403
H115,layer_order_permutation,external_lung,seed42_main,target_disjoint,8,-0.013345665961945086
H115,label_permutation,external_lung,seed42_main,target_disjoint,8,-0.0023123678646934653
H115,layer_order_permutation,external_lung,seed42_main,target_disjoint,9,0.008720930232558266
H115,label_permutation,external_lung,seed42_main,target_disjoint,9,-0.010967230443974518
H115,layer_order_permutation,external_lung,seed42_main,target_disjoint,10,-0.0027087737843551896
H115,label_permutation,external_lung,seed42_main,target_disjoint,10,-0.0009249471458774305
H115,layer_order_permutation,external_lung,seed42_main,target_disjoint,11,-0.018036469344608896
H115,label_permutation,external_lung,seed42_main,target_disjoint,11,-0.009711945031712466
H115,layer_order_permutation,external_lung,seed42_main,target_disjoint,12,-0.00898520084566612
H115,label_permutation,external_lung,seed42_main,target_disjoint,12,-0.013940274841437672
H115,layer_order_permutation,external_lung,seed42_main,target_disjoint,13,-0.015129492600422956
H115,label_permutation,external_lung,seed42_main,target_disjoint,13,-0.004889006342494895
H115,layer_order_permutation,external_lung,seed42_main,target_disjoint,14,0.003435517970401758
H115,label_permutation,external_lung,seed42_main,target_disjoint,14,-0.0025105708245243274
H115,layer_order_permutation,external_lung,seed42_main,target_disjoint,15,-0.008654862579281164
H115,label_permutation,external_lung,seed42_main,target_disjoint,15,-0.010769027484143656
