hypothesis_id,domain,seed_tag,split_regime,auc_h70,auc_model,delta_vs_h70,null_gap,motif_coverage,sign_consistency_rate,n_edges
H116,immune,seed42_main,source_disjoint,0.8295264290839512,0.925436498445348,0.09591006936139679,0.0959444510882564,0.2833333333333333,0.9294117647058824,300
H116,immune,seed42_main,target_disjoint,0.8768330215436606,0.908484702190574,0.03165168064691337,0.030584303904411424,0.2633333333333333,0.9746835443037974,300
H116,lung,seed42_main,source_disjoint,0.7774709367066055,0.8804062179858357,0.10293528127923024,0.08988742149570166,0.36,0.8425925925925926,300
H116,lung,seed42_main,target_disjoint,0.7924324324324324,0.8587544065804935,0.06632197414806107,0.06510105757931842,0.53,0.8616352201257862,300
H116,external_lung,seed42_main,source_disjoint,0.7834821428571428,0.8846428571428571,0.10116071428571427,0.07879910714285712,0.37333333333333335,0.9107142857142857,300
H116,external_lung,seed42_main,target_disjoint,0.8321178321178322,0.9027122360455694,0.07059440392773719,0.05904952571619236,0.5333333333333333,0.88125,300
